timestamp,resistance,oven_c,ambient_c
1530849624.48,11891.8039,21.094475,21.438
1530849625.04,11892.1711,21.093788,21.438
1530849625.6,11892.2846,21.093576,21.438
1530849626.16,11892.3126,21.093523,21.438
1530849626.75,11892.3443,21.093464,21.435
1530849627.31,11892.3849,21.093388,21.435
1530849627.87,11892.4591,21.093249,21.435
1530849628.43,11892.4111,21.093339,21.435
1530849628.99,11892.392,21.093375,21.435
1530849629.55,11892.4215,21.093320,21.435
1530849630.11,11892.3507,21.093452,21.447
1530849630.67,11892.4464,21.093273,21.447
1530849631.23,11892.0372,21.094038,21.447
1530849631.79,11892.7221,21.092757,21.447
1530849632.35,11892.4302,21.093303,21.447
1530849632.91,11891.5713,21.094910,21.44
1530849633.47,11888.3479,21.100941,21.44
1530849634.03,11881.7206,21.113347,21.44
1530849634.59,11871.85,21.131838,21.44
1530849635.14,11859.0636,21.155818,21.44
1530849635.7,11843.9497,21.184202,21.44
1530849636.26,11827.0102,21.216064,21.448
1530849636.82,11808.9354,21.250119,21.448
1530849637.38,11790.0164,21.285829,21.448
1530849637.94,11770.6277,21.322494,21.448
1530849638.5,11751.1123,21.359469,21.448
1530849639.06,11731.588,21.396532,21.449
1530849639.62,11712.4485,21.432933,21.449
1530849640.18,11693.6599,21.468734,21.449
1530849640.74,11675.2865,21.503808,21.449
1530849641.3,11657.4292,21.537957,21.449
1530849641.86,11640.0938,21.571166,21.449
1530849642.42,11623.2163,21.603552,21.444
1530849642.98,11607.1908,21.634354,21.444
1530849643.54,11591.5504,21.664463,21.444
1530849644.1,11576.4851,21.693509,21.444
1530849644.66,11562.0111,21.721456,21.444
1530849645.22,11547.9993,21.748549,21.443
1530849645.78,11534.5796,21.774533,21.443
1530849646.34,11521.5699,21.799756,21.443
1530849646.9,11509.0762,21.824009,21.443
1530849647.46,11496.9519,21.847574,21.443
1530849648.02,11485.2905,21.870267,21.443
1530849648.58,11473.9713,21.892319,21.447
1530849649.14,11463.0309,21.913657,21.447
1530849649.69,11452.5846,21.934053,21.447
1530849650.25,11442.3159,21.954124,21.447
1530849650.81,11432.4425,21.973441,21.447
1530849651.37,11422.8499,21.992227,21.454
1530849651.93,11413.5928,22.010374,21.454
1530849652.49,11404.6573,22.027906,21.454
1530849653.05,11395.9421,22.045021,21.454
1530849653.61,11387.5601,22.061496,21.454
1530849654.17,11379.2836,22.077778,21.454
1530849654.73,11371.2842,22.093527,21.454
1530849655.29,11363.5804,22.108706,21.454
1530849655.85,11356.0168,22.123621,21.454
1530849656.41,11348.6839,22.138092,21.454
1530849656.97,11341.4993,22.152280,21.454
1530849657.53,11334.3183,22.166472,21.467
1530849658.09,11327.3467,22.180259,21.467
1530849658.65,11320.4401,22.193928,21.467
1530849659.21,11313.7597,22.207159,21.467
1530849659.77,11307.1176,22.220322,21.467
1530849660.33,11300.7572,22.232935,21.467
1530849660.89,11294.4433,22.245465,21.47
1530849661.45,11288.2804,22.257702,21.47
1530849662.01,11282.2267,22.269730,21.47
1530849662.57,11276.1236,22.281864,21.47
1530849663.13,11270.1798,22.293689,21.47
1530849663.69,11264.2205,22.305551,21.479
1530849664.24,11258.3673,22.317209,21.479
1530849664.8,11252.5745,22.328754,21.479
1530849665.36,11246.7523,22.340364,21.479
1530849665.92,11241.0864,22.351670,21.479
1530849666.52,11234.9995,22.363822,21.482
1530849667.08,11229.4257,22.374957,21.482
1530849667.63,11223.8732,22.386056,21.482
1530849668.19,11218.3223,22.397158,21.482
1530849668.75,11212.8997,22.408009,21.482
1530849669.31,11207.4712,22.418878,21.482
1530849669.87,11202.0715,22.429696,21.486
1530849670.43,11196.8,22.440262,21.486
1530849670.99,11191.558,22.450775,21.486
1530849671.55,11186.3964,22.461132,21.486
1530849672.11,11181.2149,22.471535,21.486
1530849672.67,11176.1115,22.481787,21.492
1530849673.23,11171.1173,22.491824,21.492
1530849673.79,11166.1675,22.501777,21.492
1530849674.35,11161.261,22.511648,21.492
1530849674.91,11156.3286,22.521576,21.492
1530849675.47,11151.5622,22.531175,21.492
1530849676.03,11146.7508,22.540870,21.496
1530849676.59,11142.0006,22.550445,21.496
1530849677.15,11137.3743,22.559776,21.496
1530849677.71,11132.6499,22.569309,21.496
1530849678.27,11128.0752,22.578544,21.496
