timestamp,ltz1000-p17-back-in-town
1514419551.207,7071151.5
1514419554.559,7071149.8
1514419557.912,7071149.3
1514419561.264,7071151.3
1514419564.616,7071153.6
1514419567.968,7071149.5
1514419571.320,7071148.0
1514419574.673,7071150.3
1514419578.024,7071148.0
1514419581.377,7071146.7
1514419584.728,7071147.2
1514419588.081,7071149.8
1514419591.432,7071147.5
1514419594.785,7071147.7
1514419598.137,7071148.0
1514419601.489,7071146.7
1514419604.841,7071148.5
1514419608.194,7071150.5
1514419611.546,7071150.8
1514419614.897,7071151.0
1514419618.250,7071151.3
1514419621.601,7071152.3
1514419624.954,7071150.5
1514419628.306,7071152.3
1514419631.658,7071154.8
1514419635.009,7071153.1
1514419638.362,7071153.3
1514419641.714,7071152.0
1514419645.067,7071156.9
1514419648.418,7071154.6
1514419651.771,7071153.8
1514419655.122,7071153.3
1514419658.475,7071155.6
1514419661.826,7071155.1
1514419665.179,7071150.0
1514419668.531,7071153.3
1514419671.883,7071155.3
1514419675.235,7071156.6
1514419678.588,7071156.6
1514419681.940,7071156.1
1514419685.292,7071156.9
1514419688.643,7071156.6
1514419691.996,7071159.1
1514419695.347,7071154.3
1514419698.700,7071151.8
1514419702.052,7071151.0
1514419705.404,7071150.3
1514419708.756,7071151.8
1514419712.109,7071152.0
1514419715.460,7071153.3
1514419718.813,7071154.3
1514419722.165,7071152.6
1514419725.516,7071154.1
1514419728.869,7071152.8
1514419732.220,7071149.8
1514419735.573,7071152.0
1514419738.925,7071149.0
1514419742.278,7071152.3
1514419745.629,7071153.3
1514419748.982,7071155.1
1514419752.333,7071153.6
1514419755.686,7071156.4
1514419759.038,7071157.1
1514419762.390,7071154.6
1514419765.742,7071153.6
1514419769.095,7071152.3
1514419772.446,7071153.1
1514419775.799,7071152.0
1514419779.150,7071152.0
1514419782.502,7071154.3
1514419785.855,7071152.3
1514419789.206,7071149.8
1514419792.559,7071149.5
1514419795.911,7071150.5
1514419799.380,7071153.1
1514419802.615,7071152.6
1514419805.967,7071153.6
1514419809.320,7071151.0
1514419812.671,7071152.3
1514419816.024,7071151.0
1514419819.375,7071153.1
1514419822.728,7071152.0
1514419826.080,7071152.6
1514419829.432,7071150.8
1514419832.784,7071147.7
1514419836.136,7071150.8
1514419839.488,7071150.0
1514419842.840,7071148.5
1514419846.192,7071143.9
1514419849.544,7071152.6
1514419852.896,7071149.0
1514419856.249,7071147.7
1514419859.601,7071147.7
1514419862.953,7071148.5
1514419866.305,7071150.8
1514419869.657,7071150.8
1514419873.010,7071152.6
1514419876.361,7071152.3
1514419879.714,7071152.0
1514419883.065,7071152.3
1514419886.418,7071150.9
1514419889.770,7071151.0
1514419893.122,7071150.0
1514419896.474,7071152.3
1514419899.826,7071149.0
1514419903.178,7071150.0
1514419906.531,7071150.8
1514419909.882,7071152.6
1514419913.235,7071151.3
1514419916.587,7071152.3
1514419919.938,7071150.0
1514419923.291,7071151.8
1514419926.642,7071152.3
1514419929.995,7071152.3
1514419933.347,7071153.8
1514419936.700,7071155.6
1514419940.051,7071155.6
1514419943.404,7071154.1
1514419946.755,7071153.6
1514419950.107,7071155.9
1514419953.460,7071153.8
1514419956.811,7071152.8
1514419960.164,7071153.3
1514419963.516,7071155.1
1514419966.868,7071153.6
1514419970.220,7071154.8
1514419973.572,7071155.9
1514419976.924,7071155.6
1514419980.277,7071154.3
1514419983.628,7071155.3
1514419986.981,7071155.3
1514419990.333,7071157.4
1514419993.684,7071154.3
1514419997.037,7071154.3
1514420000.389,7071155.3
1514420003.741,7071154.6
1514420007.093,7071157.4
1514420010.446,7071157.4
1514420013.797,7071157.6
1514420017.150,7071157.6
1514420020.501,7071157.6
1514420023.854,7071156.1
1514420027.206,7071154.3
1514420030.558,7071157.4
1514420033.910,7071155.3
1514420037.262,7071155.9
1514420040.614,7071158.4
1514420043.966,7071160.9
1514420047.319,7071159.4
1514420050.670,7071162.2
1514420054.023,7071161.4
1514420057.375,7071160.2
1514420060.727,7071161.9
1514420064.080,7071161.2
1514420067.431,7071160.9
1514420070.783,7071159.4
1514420074.136,7071161.4
1514420077.487,7071159.9
1514420080.840,7071160.7
1514420084.192,7071160.9
1514420087.544,7071162.2
1514420090.896,7071162.4
1514420094.248,7071160.7
1514420097.600,7071160.9
1514420100.953,7071161.7
1514420104.304,7071158.6
1514420107.657,7071159.7
1514420111.009,7071159.7
1514420114.361,7071158.9
1514420117.713,7071160.5
1514420121.065,7071160.4
1514420124.417,7071160.4
1514420127.769,7071159.4
1514420131.121,7071160.9
1514420134.473,7071162.2
1514420137.825,7071160.9
1514420141.177,7071162.2
1514420144.530,7071161.9
1514420147.881,7071161.7
1514420151.234,7071161.2
1514420154.586,7071159.4
1514420157.938,7071160.9
1514420161.291,7071161.7
1514420164.642,7071160.9
1514420167.994,7071162.2
1514420171.347,7071162.7
1514420174.698,7071161.4
1514420178.051,7071160.4
1514420181.402,7071160.9
1514420184.755,7071160.4
1514420188.107,7071161.2
1514420191.459,7071160.9
1514420194.811,7071159.4
1514420198.164,7071161.9
1514420201.516,7071163.0
1514420204.868,7071160.4
1514420208.219,7071161.2
1514420211.572,7071160.2
1514420215.089,7071159.1
1514420218.277,7071157.9
1514420221.628,7071157.4
1514420224.980,7071158.8
1514420228.333,7071159.9
1514420231.684,7071161.7
1514420235.037,7071162.7
1514420238.389,7071161.9
1514420241.741,7071164.2
1514420245.093,7071161.7
1514420248.445,7071161.7
1514420251.797,7071158.9
1514420255.150,7071161.2
1514420258.501,7071162.4
1514420261.854,7071161.4
1514420265.205,7071162.7
1514420268.558,7071161.4
1514420271.910,7071162.2
1514420275.262,7071161.4
1514420278.614,7071160.9
1514420281.966,7071160.9
1514420285.318,7071160.8
1514420288.670,7071159.9
1514420292.023,7071159.1
1514420295.374,7071159.1
1514420298.727,7071164.0
1514420302.078,7071158.9
1514420305.431,7071163.2
1514420308.783,7071162.7
1514420312.135,7071156.4
1514420315.487,7071151.8
1514420318.840,7071149.3
1514420322.191,7071153.1
1514420325.544,7071153.1
1514420328.896,7071155.6
1514420332.248,7071154.8
1514420335.600,7071152.6
1514420338.952,7071151.3
1514420342.304,7071151.5
1514420345.657,7071154.3
1514420349.008,7071154.1
1514420352.361,7071153.1
1514420355.712,7071152.3
1514420359.065,7071152.8
1514420362.417,7071153.6
1514420365.769,7071155.9
1514420369.121,7071155.3
1514420372.473,7071154.8
1514420375.825,7071156.1
1514420379.178,7071156.6
1514420382.529,7071155.6
1514420385.882,7071155.9
1514420389.233,7071157.9
1514420392.586,7071159.4
1514420395.938,7071159.9
1514420399.290,7071161.2
1514420402.642,7071161.4
1514420405.995,7071157.4
1514420409.346,7071157.4
1514420412.699,7071159.4
1514420416.051,7071157.6
1514420419.402,7071158.9
1514420422.755,7071157.6
1514420426.107,7071157.6
1514420429.459,7071159.1
1514420432.811,7071159.4
1514420436.163,7071158.6
1514420439.515,7071158.4
1514420442.961,7071156.6
1514420446.220,7071155.5
1514420449.572,7071158.9
1514420452.924,7071157.9
1514420456.276,7071156.6
1514420459.628,7071157.9
1514420462.980,7071158.4
1514420466.332,7071156.4
1514420469.684,7071157.4
1514420473.037,7071159.1
1514420476.388,7071157.4
1514420479.741,7071156.9
1514420483.092,7071157.6
1514420486.445,7071155.3
1514420489.797,7071158.9
1514420493.149,7071159.4
1514420496.501,7071159.1
1514420499.853,7071157.9
1514420503.205,7071157.4
1514420506.557,7071158.6
1514420509.909,7071158.1
1514420513.262,7071157.9
1514420516.613,7071160.4
1514420519.965,7071159.7
1514420523.318,7071160.4
1514420526.670,7071160.4
1514420530.022,7071159.4
1514420533.374,7071161.7
1514420536.726,7071160.7
1514420540.078,7071158.6
1514420543.431,7071160.4
1514420546.782,7071159.7
1514420550.135,7071160.4
1514420553.487,7071160.9
1514420556.839,7071160.2
1514420560.191,7071158.4
1514420563.543,7071159.4
1514420566.895,7071159.9
1514420570.248,7071161.2
1514420573.599,7071160.2
1514420576.952,7071159.4
1514420580.303,7071155.6
1514420583.656,7071151.5
1514420587.008,7071151.3
1514420590.360,7071151.0
1514420593.712,7071154.8
1514420597.064,7071156.6
1514420600.416,7071157.9
1514420603.769,7071155.3
1514420607.120,7071154.1
1514420610.473,7071156.4
1514420613.825,7071155.3
1514420617.177,7071155.9
1514420620.529,7071155.1
1514420623.881,7071153.1
1514420627.233,7071154.1
1514420630.586,7071154.1
1514420633.937,7071154.3
1514420637.290,7071155.1
1514420640.641,7071156.6
1514420643.993,7071156.4
1514420647.346,7071155.1
1514420650.698,7071153.8
1514420654.050,7071157.1
1514420657.402,7071156.4
1514420660.754,7071154.6
1514420664.106,7071155.1
1514420667.459,7071155.1
1514420670.810,7071158.1
1514420674.163,7071160.4
1514420677.797,7071158.6
1514420680.867,7071154.3
1514420684.219,7071154.3
1514420687.570,7071158.9
1514420690.923,7071155.9
1514420694.329,7071158.9
1514420697.628,7071160.9
1514420700.979,7071159.4
1514420704.331,7071160.4
1514420707.684,7071157.4
1514420711.036,7071156.9
1514420714.388,7071158.4
1514420717.740,7071162.4
1514420721.092,7071158.6
1514420724.444,7071159.7
1514420727.796,7071158.9
1514420731.148,7071159.4
1514420734.500,7071158.4
1514420737.853,7071156.6
1514420741.204,7071159.1
1514420744.557,7071158.4
1514420747.909,7071160.2
1514420751.261,7071160.7
1514420754.613,7071160.9
1514420757.965,7071161.9
1514420761.317,7071160.4
1514420764.670,7071161.4
1514420768.021,7071160.7
1514420771.374,7071158.9
1514420774.725,7071158.4
1514420778.078,7071156.9
1514420781.430,7071159.4
1514420784.782,7071160.2
1514420788.134,7071162.7
1514420791.487,7071164.7
1514420794.838,7071164.5
1514420798.191,7071164.2
1514420801.542,7071165.5
1514420804.895,7071163.7
1514420808.247,7071164.2
1514420811.599,7071160.9
1514420814.951,7071160.9
1514420818.304,7071161.9
1514420821.655,7071162.2
1514420825.007,7071162.7
1514420828.360,7071162.7
1514420831.711,7071163.2
1514420835.064,7071162.2
1514420838.416,7071161.4
1514420841.768,7071164.0
1514420845.120,7071162.7
1514420848.472,7071167.0
1514420851.824,7071166.0
1514420855.176,7071167.3
1514420858.529,7071165.2
1514420861.881,7071165.5
1514420865.232,7071166.0
1514420868.585,7071166.0
1514420871.937,7071165.5
1514420875.289,7071165.0
1514420878.641,7071164.2
1514420881.993,7071165.7
1514420885.346,7071165.7
1514420888.697,7071164.7
1514420892.050,7071164.5
1514420895.401,7071165.5
1514420898.754,7071165.5
1514420902.106,7071166.5
1514420905.458,7071164.5
1514420908.810,7071165.2
1514420912.163,7071164.7
1514420915.514,7071164.5
1514420918.867,7071164.2
1514420922.219,7071164.2
1514420925.641,7071162.2
1514420928.922,7071160.7
1514420932.275,7071164.5
1514420935.627,7071164.7
1514420938.979,7071165.0
1514420942.332,7071164.0
1514420945.683,7071165.5
1514420949.036,7071165.2
1514420952.387,7071164.0
1514420955.740,7071164.0
1514420959.092,7071165.2
1514420962.444,7071165.7
1514420965.796,7071165.2
1514420969.148,7071162.7
1514420972.500,7071162.4
1514420975.852,7071163.0
1514420979.204,7071162.4
1514420982.557,7071162.7
1514420985.909,7071164.0
1514420989.261,7071164.5
1514420992.613,7071163.7
1514420995.965,7071165.0
1514420999.317,7071165.7
1514421002.670,7071164.0
1514421006.021,7071165.5
1514421009.373,7071165.5
1514421012.726,7071166.5
1514421016.078,7071167.8
1514421019.430,7071167.0
1514421022.782,7071166.8
1514421026.135,7071166.2
1514421029.486,7071167.3
1514421032.838,7071166.8
1514421036.191,7071167.5
1514421039.542,7071160.7
1514421042.895,7071158.1
1514421046.247,7071159.4
1514421049.599,7071160.2
1514421052.951,7071158.9
1514421056.303,7071157.1
1514421059.656,7071159.9
1514421063.007,7071157.6
1514421066.360,7071155.1
1514421069.711,7071154.6
1514421073.064,7071155.3
1514421076.416,7071155.6
1514421079.768,7071154.8
1514421083.120,7071158.4
1514421086.472,7071157.4
1514421089.825,7071159.4
1514421093.176,7071158.9
1514421096.528,7071157.1
1514421099.881,7071158.1
1514421103.233,7071155.9
1514421106.585,7071159.7
1514421109.937,7071159.4
1514421113.289,7071158.6
1514421116.641,7071159.1
1514421119.994,7071160.4
1514421123.345,7071161.2
1514421126.698,7071160.4
1514421130.049,7071157.6
1514421133.402,7071157.4
1514421136.754,7071155.9
1514421140.106,7071155.6
1514421143.458,7071157.6
1514421146.810,7071155.3
1514421150.163,7071156.9
1514421153.514,7071156.4
1514421156.866,7071156.6
1514421160.218,7071155.6
1514421163.571,7071157.9
1514421166.923,7071157.1
1514421170.275,7071157.4
1514421173.627,7071155.3
1514421176.979,7071157.1
1514421180.332,7071156.9
1514421183.683,7071156.4
1514421187.035,7071154.8
1514421190.388,7071154.3
1514421193.740,7071155.9
1514421197.092,7071157.4
1514421200.444,7071157.6
1514421203.796,7071158.6
1514421207.148,7071158.6
1514421210.500,7071158.6
1514421213.852,7071158.4
1514421217.204,7071156.1
1514421220.557,7071157.1
1514421223.908,7071155.9
1514421227.261,7071155.9
1514421230.613,7071157.6
1514421233.965,7071157.6
1514421237.317,7071155.3
1514421240.669,7071153.1
1514421244.022,7071154.3
1514421247.373,7071155.9
1514421250.725,7071155.1
1514421254.078,7071156.4
1514421257.429,7071157.4
1514421260.782,7071156.6
1514421264.134,7071159.1
1514421267.486,7071156.1
1514421270.838,7071156.4
1514421274.190,7071154.3
1514421277.543,7071157.1
1514421280.894,7071155.6
1514421284.247,7071155.1
1514421287.599,7071155.9
1514421290.951,7071156.4
1514421294.303,7071155.9
1514421297.655,7071157.9
1514421301.007,7071155.9
1514421304.359,7071155.6
1514421307.711,7071153.3
1514421311.064,7071155.3
1514421314.415,7071154.3
1514421317.768,7071155.1
1514421321.120,7071155.9
1514421324.472,7071159.7
1514421327.824,7071157.4
1514421331.176,7071156.6
1514421334.528,7071155.9
1514421337.880,7071154.1
1514421341.232,7071152.8
1514421344.585,7071153.8
1514421347.936,7071154.1
1514421351.289,7071155.6
1514421354.641,7071160.2
1514421357.993,7071158.6
1514421361.345,7071156.9
1514421364.697,7071157.4
1514421368.049,7071155.6
1514421371.401,7071153.1
1514421374.753,7071152.0
1514421378.106,7071151.3
1514421381.457,7071152.6
1514421384.810,7071158.9
1514421388.161,7071160.9
1514421391.514,7071160.7
1514421394.866,7071163.2
1514421398.218,7071161.4
1514421401.729,7071158.4
1514421404.922,7071159.7
1514421408.274,7071158.4
1514421411.627,7071160.9
1514421414.978,7071157.6
1514421418.331,7071157.1
1514421421.682,7071157.1
1514421425.035,7071160.4
1514421428.388,7071159.1
1514421431.739,7071156.9
1514421435.098,7071156.4
1514421438.443,7071158.1
1514421441.796,7071159.7
1514421445.148,7071159.7
1514421448.500,7071158.9
1514421451.852,7071157.1
1514421455.204,7071157.9
1514421458.556,7071154.8
1514421461.908,7071156.6
1514421465.260,7071155.3
1514421468.612,7071155.1
1514421471.965,7071156.1
1514421475.317,7071155.1
1514421478.668,7071155.3
1514421482.021,7071156.1
1514421485.373,7071155.1
1514421488.725,7071155.3
1514421492.078,7071158.9
1514421495.429,7071156.9
1514421498.781,7071157.1
1514421502.133,7071157.9
1514421505.486,7071157.6
1514421508.838,7071158.9
1514421512.189,7071156.4
1514421515.542,7071156.9
1514421518.893,7071156.9
1514421522.246,7071156.1
1514421525.598,7071156.6
1514421528.950,7071157.1
1514421532.302,7071158.1
1514421535.655,7071157.4
1514421539.007,7071156.9
1514421542.359,7071157.6
1514421545.711,7071159.4
1514421549.063,7071158.1
1514421552.415,7071157.6
1514421555.767,7071159.1
1514421559.120,7071158.1
1514421562.471,7071158.1
1514421565.823,7071157.1
1514421569.176,7071157.9
1514421572.528,7071156.9
1514421575.880,7071158.1
1514421579.231,7071159.9
1514421582.584,7071159.7
1514421585.937,7071159.9
1514421589.288,7071159.9
1514421592.641,7071159.7
1514421595.992,7071161.4
1514421599.345,7071159.1
1514421602.696,7071162.2
1514421606.049,7071161.9
1514421609.400,7071162.2
1514421612.753,7071162.4
1514421616.105,7071162.2
1514421619.457,7071159.4
1514421622.809,7071159.7
1514421626.162,7071159.4
1514421629.513,7071160.9
1514421632.866,7071160.2
1514421636.218,7071160.2
1514421639.570,7071160.2
1514421642.922,7071160.2
1514421646.274,7071161.9
1514421649.626,7071161.2
1514421652.979,7071161.9
1514421656.330,7071160.4
1514421659.682,7071162.2
1514421663.035,7071160.4
1514421666.387,7071162.2
1514421669.739,7071157.6
1514421673.091,7071157.6
1514421676.443,7071159.7
1514421679.795,7071159.7
1514421683.148,7071158.9
1514421686.499,7071156.4
1514421689.851,7071155.6
1514421693.204,7071155.1
1514421696.556,7071153.6
1514421699.908,7071155.9
1514421703.260,7071154.1
1514421706.612,7071155.3
1514421709.964,7071157.4
1514421713.316,7071154.8
1514421716.668,7071153.6
1514421720.021,7071154.8
1514421723.372,7071156.1
1514421726.724,7071157.1
1514421730.077,7071155.3
1514421733.428,7071153.1
1514421736.781,7071156.1
1514421740.133,7071158.4
1514421743.485,7071159.4
1514421746.837,7071159.7
1514421750.190,7071158.9
1514421753.541,7071158.4
1514421756.894,7071156.6
1514421760.245,7071158.9
1514421763.598,7071158.4
1514421766.950,7071157.9
1514421770.302,7071159.4
1514421773.654,7071159.7
1514421777.006,7071157.6
1514421780.358,7071157.6
1514421783.711,7071157.6
1514421787.062,7071157.9
1514421790.415,7071158.4
1514421793.766,7071157.4
1514421797.119,7071156.9
1514421800.471,7071159.1
1514421803.823,7071156.4
1514421807.175,7071158.6
1514421810.528,7071157.4
1514421813.879,7071157.1
1514421817.232,7071155.1
1514421820.584,7071156.4
1514421823.935,7071158.6
1514421827.288,7071157.1
1514421830.640,7071158.1
1514421833.992,7071159.1
1514421837.344,7071159.9
1514421840.697,7071158.9
1514421844.048,7071156.6
1514421847.401,7071156.4
1514421850.752,7071157.4
1514421854.105,7071158.1
1514421857.456,7071157.9
1514421860.809,7071157.6
1514421864.161,7071157.1
1514421867.513,7071159.1
1514421870.865,7071156.9
1514421874.218,7071155.6
1514421877.569,7071155.9
1514421880.922,7071155.6
1514421884.273,7071153.6
1514421887.626,7071154.3
1514421890.978,7071152.3
1514421894.330,7071154.6
1514421897.682,7071154.8
1514421901.034,7071155.1
1514421904.386,7071154.3
1514421907.739,7071154.3
1514421911.090,7071151.5
1514421914.443,7071152.6
1514421917.794,7071153.8
1514421921.147,7071155.3
1514421924.499,7071154.6
1514421927.851,7071153.8
1514421931.204,7071154.6
1514421934.555,7071153.1
1514421937.907,7071154.3
1514421941.259,7071151.0
1514421944.612,7071151.0
1514421947.963,7071151.8
1514421951.316,7071151.3
1514421954.668,7071153.6
1514421958.020,7071154.3
1514421961.372,7071154.1
1514421964.724,7071154.3
1514421968.076,7071154.3
1514421971.428,7071153.1
1514421974.781,7071155.9
1514421978.132,7071152.8
1514421981.485,7071152.8
1514421984.836,7071151.3
1514421988.189,7071152.6
1514421991.541,7071153.8
1514421994.893,7071151.3
1514421998.245,7071150.5
1514422001.598,7071152.0
1514422004.949,7071151.0
1514422008.302,7071152.6
1514422011.653,7071151.3
1514422015.006,7071151.3
1514422018.358,7071151.8
1514422021.710,7071151.0
1514422025.062,7071151.3
1514422028.414,7071152.3
1514422031.766,7071153.3
1514422035.119,7071153.6
1514422038.470,7071150.8
1514422041.822,7071152.8
1514422045.175,7071153.8
1514422048.526,7071153.1
1514422051.879,7071151.3
1514422055.231,7071148.5
1514422058.583,7071148.2
1514422061.935,7071149.5
1514422065.287,7071150.5
1514422068.639,7071150.8
1514422071.991,7071153.3
1514422075.343,7071152.3
1514422078.696,7071150.5
1514422082.047,7071151.0
1514422085.400,7071153.1
1514422088.752,7071151.8
1514422092.104,7071151.5
1514422095.456,7071150.8
1514422098.808,7071152.6
1514422102.160,7071152.8
1514422105.513,7071152.3
1514422108.864,7071153.1
1514422112.216,7071152.6
1514422115.569,7071150.5
1514422118.920,7071151.0
1514422122.273,7071150.3
1514422125.625,7071150.8
1514422128.977,7071152.0
1514422132.329,7071152.0
1514422135.682,7071152.3
1514422139.033,7071152.8
1514422142.386,7071151.5
1514422145.737,7071152.3
1514422149.090,7071150.0
1514422152.442,7071149.5
1514422155.794,7071150.3
1514422159.145,7071149.3
1514422162.498,7071148.8
1514422165.850,7071150.0
1514422169.202,7071150.8
1514422172.554,7071150.5
1514422175.906,7071149.8
1514422179.258,7071149.3
1514422182.611,7071150.0
1514422185.962,7071149.8
1514422189.315,7071150.0
1514422192.667,7071149.5
1514422196.019,7071149.8
1514422199.371,7071150.8
1514422202.723,7071150.0
1514422206.075,7071150.3
1514422209.428,7071150.8
1514422212.779,7071149.5
1514422216.132,7071151.5
1514422219.483,7071148.8
1514422222.836,7071153.6
1514422226.188,7071151.8
1514422229.540,7071152.3
1514422232.892,7071151.5
1514422236.244,7071152.8
1514422239.597,7071151.5
1514422242.948,7071150.0
1514422246.301,7071149.3
1514422249.653,7071148.2
1514422253.005,7071148.2
1514422256.357,7071152.8
1514422259.709,7071151.8
1514422263.061,7071152.3
1514422266.413,7071151.0
1514422269.765,7071150.8
1514422273.117,7071150.8
1514422276.470,7071152.3
1514422279.821,7071152.0
1514422283.174,7071153.8
1514422286.525,7071155.1
1514422289.878,7071152.8
1514422293.230,7071156.1
1514422296.582,7071156.1
1514422299.934,7071154.1
1514422303.286,7071153.3
1514422306.638,7071155.3
1514422309.991,7071154.8
1514422313.343,7071155.1
1514422316.695,7071155.3
1514422320.047,7071155.3
1514422323.399,7071154.6
1514422326.751,7071154.8
1514422330.103,7071155.6
1514422333.456,7071156.4
1514422336.808,7071153.6
1514422340.159,7071156.1
1514422343.512,7071156.1
1514422346.864,7071154.6
1514422350.216,7071155.9
1514422353.568,7071154.8
1514422356.920,7071152.3
1514422360.272,7071154.3
1514422363.624,7071153.6
1514422366.976,7071152.3
1514422370.329,7071151.8
1514422373.680,7071153.8
1514422377.032,7071151.5
1514422380.385,7071149.5
1514422383.736,7071150.0
1514422387.089,7071153.3
1514422390.441,7071153.3
1514422393.793,7071151.0
1514422397.150,7071149.5
1514422400.497,7071148.2
1514422403.849,7071149.3
1514422407.202,7071148.5
1514422410.553,7071148.8
1514422413.906,7071148.5
1514422417.258,7071148.0
1514422420.610,7071148.8
1514422423.962,7071147.2
1514422427.314,7071150.8
1514422430.666,7071149.3
1514422434.019,7071151.0
1514422437.370,7071150.0
1514422440.723,7071147.2
1514422444.075,7071148.2
1514422447.426,7071149.5
1514422450.779,7071150.0
1514422454.131,7071151.3
1514422457.483,7071151.5
1514422460.835,7071152.6
1514422464.188,7071151.8
1514422467.539,7071152.3
1514422470.892,7071152.0
1514422474.244,7071153.8
1514422477.596,7071152.3
1514422480.948,7071151.5
1514422484.300,7071152.6
1514422487.652,7071154.1
1514422491.005,7071153.6
1514422494.356,7071151.0
1514422497.708,7071151.0
1514422501.060,7071151.3
1514422504.412,7071152.3
1514422507.765,7071152.6
1514422511.116,7071152.0
1514422514.469,7071152.3
1514422517.821,7071149.8
1514422521.173,7071152.0
1514422524.525,7071153.1
1514422527.877,7071150.3
1514422531.229,7071153.3
1514422534.582,7071149.0
1514422537.933,7071142.9
1514422541.286,7071147.2
1514422544.637,7071148.2
1514422547.990,7071138.4
1514422551.342,7071139.1
1514422554.694,7071142.4
1514422558.046,7071141.4
1514422561.398,7071144.7
1514422564.750,7071147.7
1514422568.103,7071144.2
1514422571.454,7071141.9
1514422574.807,7071141.7
1514422578.159,7071142.7
1514422581.511,7071146.2
1514422584.863,7071146.7
1514422588.215,7071146.5
1514422591.567,7071144.9
1514422594.919,7071144.7
1514422598.272,7071148.0
1514422601.623,7071152.3
1514422604.976,7071152.8
1514422608.327,7071156.4
1514422611.680,7071150.8
1514422615.032,7071150.8
1514422618.384,7071152.6
1514422621.736,7071153.3
1514422625.089,7071154.6
1514422628.440,7071153.3
1514422631.793,7071152.6
1514422635.145,7071153.8
1514422638.497,7071156.1
1514422641.849,7071153.6
1514422645.201,7071151.5
1514422648.553,7071152.6
1514422651.905,7071156.4
1514422655.257,7071155.3
1514422658.609,7071153.1
1514422661.962,7071152.8
1514422665.313,7071152.3
1514422668.666,7071150.8
1514422672.017,7071146.7
1514422675.370,7071148.8
1514422678.722,7071149.5
1514422682.074,7071148.0
1514422685.426,7071147.5
1514422688.779,7071149.0
1514422692.130,7071147.5
1514422695.483,7071147.7
1514422698.834,7071148.8
1514422702.187,7071151.3
1514422705.539,7071150.3
1514422708.891,7071149.3
1514422712.243,7071150.8
1514422715.596,7071151.0
1514422718.947,7071149.8
1514422722.300,7071147.7
1514422725.652,7071147.7
1514422729.003,7071148.8
1514422732.356,7071150.5
1514422735.708,7071149.5
1514422739.060,7071152.6
1514422742.412,7071153.1
1514422745.764,7071153.1
1514422749.116,7071151.3
1514422752.468,7071153.1
1514422755.820,7071154.6
1514422759.173,7071154.8
1514422762.525,7071156.9
1514422765.877,7071157.4
1514422769.229,7071156.1
1514422772.581,7071155.9
1514422775.933,7071155.6
1514422779.286,7071154.3
1514422782.637,7071155.1
1514422785.990,7071155.3
1514422789.341,7071154.6
1514422792.694,7071154.8
1514422796.045,7071153.8
1514422799.398,7071153.1
1514422802.750,7071154.3
1514422806.102,7071156.4
1514422809.454,7071157.1
1514422812.806,7071156.6
1514422816.158,7071155.6
1514422819.511,7071155.3
1514422822.862,7071155.3
1514422826.215,7071155.1
1514422829.567,7071156.4
1514422832.919,7071155.9
1514422836.271,7071156.1
1514422839.624,7071156.9
1514422842.975,7071158.6
1514422846.328,7071156.6
1514422849.679,7071156.9
1514422853.032,7071157.6
1514422856.383,7071155.9
1514422859.736,7071152.8
1514422863.088,7071153.6
1514422866.440,7071154.1
1514422869.792,7071155.1
1514422873.145,7071154.6
1514422876.496,7071153.6
1514422879.848,7071153.3
1514422883.201,7071152.6
1514422886.552,7071154.1
1514422889.905,7071155.1
1514422893.256,7071154.1
1514422896.609,7071152.3
1514422899.961,7071154.3
1514422903.313,7071154.3
1514422906.665,7071152.3
1514422910.018,7071151.0
1514422913.369,7071152.3
1514422916.722,7071150.5
1514422920.074,7071150.8
1514422923.425,7071151.5
1514422926.778,7071152.3
1514422930.130,7071152.0
1514422933.481,7071151.5
1514422936.834,7071152.6
1514422940.187,7071151.3
1514422943.538,7071150.8
1514422946.890,7071152.0
1514422950.243,7071151.8
1514422953.594,7071153.1
1514422956.947,7071154.1
1514422960.299,7071151.3
1514422963.651,7071148.2
1514422967.003,7071145.5
1514422970.356,7071146.8
1514422973.707,7071144.2
1514422977.059,7071144.2
1514422980.412,7071144.7
1514422983.763,7071147.2
1514422987.116,7071147.0
1514422990.468,7071147.2
1514422993.820,7071147.0
1514422997.172,7071146.7
1514423000.524,7071148.2
1514423003.876,7071148.0
1514423007.229,7071148.8
1514423010.580,7071148.2
1514423013.933,7071148.2
1514423017.285,7071146.5
1514423020.636,7071148.0
1514423023.989,7071150.3
1514423027.341,7071150.0
1514423030.693,7071151.8
1514423034.046,7071148.8
1514423037.397,7071151.0
1514423040.750,7071151.3
1514423044.101,7071151.5
1514423047.454,7071150.8
1514423050.806,7071152.0
1514423054.158,7071151.0
1514423057.510,7071148.5
1514423060.862,7071148.8
1514423064.215,7071147.7
1514423067.566,7071153.3
1514423070.918,7071152.8
1514423074.270,7071151.5
1514423077.622,7071150.8
1514423080.975,7071154.3
1514423084.326,7071153.1
1514423087.679,7071153.3
1514423091.031,7071154.1
1514423094.383,7071155.6
1514423097.735,7071155.6
1514423101.087,7071155.1
1514423104.439,7071153.8
1514423107.791,7071153.6
1514423111.144,7071150.8
1514423114.496,7071151.3
1514423117.847,7071151.5
1514423121.200,7071150.8
1514423124.552,7071150.0
1514423127.904,7071150.8
1514423131.256,7071149.0
1514423134.608,7071148.5
1514423137.960,7071147.7
1514423141.312,7071147.7
1514423144.665,7071149.3
1514423148.016,7071152.0
1514423151.369,7071151.3
