set_c,oven_c,output,ambient_c
25.000,24.306,55.71,20.493
25.000,24.171,65.00,20.461
25.000,24.192,64.89,20.493
25.000,24.377,49.98,20.471
25.000,24.629,29.78,20.471
25.000,24.863,11.01,20.493
25.000,25.010,0.00,20.450
25.000,25.058,0.00,20.471
25.000,24.976,1.93,20.461
25.000,24.856,11.56,20.471
25.000,24.727,21.89,20.461
25.000,24.628,29.87,20.450
25.000,24.606,31.58,20.461
25.000,24.627,29.89,20.450
25.000,24.707,23.50,20.461
25.000,24.798,16.22,20.471
25.000,24.877,9.89,20.471
25.000,24.899,8.07,20.461
25.000,24.893,8.56,20.482
25.000,24.881,9.53,20.461
25.000,24.818,14.57,20.461
25.000,24.794,16.50,20.493
25.000,24.771,18.38,20.450
25.000,24.776,17.98,20.461
25.000,24.794,16.48,20.471
25.000,24.807,15.51,20.471
25.000,24.846,12.34,20.439
25.000,24.880,9.58,20.471
25.000,24.887,9.09,20.461
25.000,24.885,9.24,20.482
25.000,24.870,10.44,20.471
25.000,24.842,12.67,20.450
25.000,24.817,14.67,20.471
25.000,24.814,14.88,20.482
25.000,24.829,13.70,20.461
25.000,24.864,10.94,20.461
25.000,24.883,9.40,20.471
25.000,24.887,9.02,20.461
25.000,24.887,9.04,20.461
25.000,24.886,9.15,20.482
25.000,24.881,9.55,20.471
25.000,24.874,10.06,20.471
25.000,24.864,10.88,20.461
25.000,24.865,10.85,20.482
25.000,24.867,10.69,20.450
25.000,24.874,10.09,20.471
25.000,24.878,9.75,20.482
25.000,24.884,9.29,20.471
25.000,24.885,9.18,20.471
25.000,24.887,9.09,20.471
25.000,24.887,9.08,20.471
25.000,24.887,9.04,20.461
25.000,24.887,9.02,20.461
25.000,24.888,9.00,20.461
25.000,24.888,8.97,20.461
25.000,24.888,8.98,20.461
25.000,24.888,8.99,20.471
25.000,24.888,8.99,20.461
25.000,24.887,9.03,20.439
25.000,24.887,9.03,20.482
26.000,24.887,65.00,20.461
26.000,24.904,65.00,20.439
26.000,25.068,65.00,20.461
26.000,25.357,51.25,20.450
26.000,25.678,25.62,20.450
26.000,25.960,3.15,20.461
26.000,26.140,0.00,20.450
26.000,26.183,0.00,20.482
26.000,26.105,0.00,20.450
26.000,25.994,0.49,20.461
26.000,25.870,10.35,20.461
26.000,25.755,19.52,20.450
26.000,25.673,25.99,20.471
26.000,25.663,26.78,20.450
26.000,25.680,25.43,20.471
26.000,25.757,19.36,20.471
26.000,25.832,13.39,20.471
26.000,25.892,8.58,20.471
26.000,25.932,5.37,20.482
26.000,25.925,5.99,20.450
26.000,25.867,10.57,20.461
26.000,25.835,13.15,20.461
26.000,25.776,17.82,20.450
26.000,25.764,18.73,20.450
26.000,25.772,18.10,20.450
26.000,25.821,14.27,20.450
26.000,25.851,11.87,20.461
26.000,25.878,9.70,20.471
26.000,25.897,8.18,20.482
26.000,25.890,8.74,20.461
26.000,25.861,11.05,20.471
26.000,25.852,11.80,20.471
26.000,25.848,12.10,20.471
26.000,25.844,12.43,20.471
26.000,25.842,12.58,20.450
26.000,25.847,12.17,20.450
26.000,25.850,11.92,20.461
26.000,25.855,11.54,20.461
26.000,25.856,11.44,20.482
26.000,25.864,10.80,20.471
26.000,25.868,10.49,20.482
26.000,25.873,10.08,20.471
26.000,25.870,10.37,20.471
26.000,25.869,10.39,20.461
26.000,25.865,10.70,20.471
26.000,25.866,10.63,20.461
26.000,25.864,10.84,20.450
26.000,25.866,10.66,20.450
26.000,25.866,10.67,20.450
26.000,25.870,10.36,20.461
26.000,25.871,10.24,20.461
26.000,25.877,9.79,20.461
26.000,25.879,9.62,20.471
26.000,25.881,9.46,20.461
26.000,25.874,9.99,20.461
26.000,25.871,10.24,20.450
26.000,25.865,10.70,20.461
26.000,25.869,10.44,20.471
26.000,25.872,10.16,20.450
26.000,25.883,9.27,20.450
