timestamp,temp_c,humidity
1500145016.991,23.1901,71.6825
1500145017.990,23.1901,71.6825
1500145018.990,23.1901,71.6825
1500145019.990,23.1901,71.6901
1500145020.993,23.1901,71.6901
1500145021.992,23.1794,71.6749
1500145022.992,23.1901,71.6749
1500145023.991,23.1901,71.6672
1500145024.991,23.2008,71.6596
1500145025.994,23.1794,71.6901
1500145026.994,23.1687,71.6901
1500145027.993,23.2008,71.6978
1500145028.993,23.1901,71.6443
1500145029.992,23.2115,71.6596
1500145030.992,23.1901,71.6672
1500145031.991,23.1901,71.6215
1500145032.991,23.2008,71.6443
1500145033.994,23.2115,71.6215
1500145034.994,23.2008,71.6215
1500145035.993,23.2115,71.5986
1500145036.992,23.2115,71.5909
1500145037.992,23.1901,71.5757
1500145038.995,23.2008,71.5757
1500145039.995,23.2115,71.5757
1500145040.994,23.2222,71.5528
1500145041.994,23.2115,71.5604
1500145042.993,23.2222,71.5604
1500145043.997,23.2115,71.5528
1500145044.996,23.2115,71.5452
1500145045.996,23.2222,71.5223
1500145046.995,23.2008,71.5146
1500145047.995,23.2115,71.5070
1500145048.994,23.2115,71.4918
1500145049.994,23.2329,71.4841
1500145050.997,23.1901,71.4689
1500145051.997,23.2115,71.4612
1500145052.996,23.2222,71.4536
1500145053.996,23.2222,71.4384
1500145054.995,23.2008,71.4307
1500145055.994,23.2115,71.4384
1500145056.998,23.2115,71.4307
1500145057.998,23.2222,71.4384
1500145058.997,23.2115,71.4307
1500145059.996,23.2329,71.4231
1500145060.996,23.2115,71.4536
1500145061.999,23.2222,71.4155
1500145062.999,23.2329,71.4307
1500145063.998,23.2436,71.4460
1500145064.998,23.2543,71.4384
1500145065.997,23.2329,71.4307
1500145066.997,23.2115,71.4078
1500145068.000,23.2222,71.4155
1500145069.000,23.2436,71.4002
1500145069.999,23.2329,71.3697
1500145070.999,23.2436,71.3697
1500145071.998,23.2222,71.3773
1500145072.998,23.2329,71.3468
1500145074.001,23.2222,71.3468
1500145075.001,23.2222,71.3392
1500145076.000,23.2329,71.3163
1500145077.000,23.2222,71.3010
1500145077.999,23.2329,71.2781
1500145078.998,23.2329,71.2858
1500145080.002,23.2222,71.2705
1500145081.001,23.2329,71.2629
1500145082.001,23.2222,71.2476
1500145083.000,23.2222,71.2476
1500145084.000,23.2115,71.2400
1500145085.003,23.2115,71.2400
1500145086.003,23.2115,71.2171
1500145087.002,23.2222,71.2095
1500145088.002,23.2222,71.2018
1500145089.001,23.2222,71.2018
1500145090.001,23.2222,71.2171
1500145091.000,23.2222,71.1942
1500145092.004,23.2008,71.2018
1500145093.003,23.1901,71.1790
1500145094.003,23.2115,71.1866
1500145095.002,23.2008,71.2018
1500145096.002,23.1901,71.1713
1500145097.001,23.1901,71.1790
1500145098.005,23.1901,71.1637
1500145099.004,23.2008,71.1790
1500145100.003,23.2008,71.1713
1500145101.003,23.1901,71.1790
1500145102.002,23.1794,71.1637
1500145103.006,23.1901,71.1637
1500145104.005,23.1687,71.1637
1500145105.005,23.1794,71.1561
1500145106.004,23.1687,71.1713
