set_c,oven_c,output,ambient_c
25.000,24.017,205.00,20.697
25.000,24.014,205.00,20.664
25.000,24.161,205.00,20.697
25.000,24.429,177.39,20.686
25.000,24.723,129.33,20.664
25.000,24.996,79.70,20.675
25.000,25.206,37.82,20.686
25.000,25.335,7.96,20.675
25.000,25.385,0.00,20.675
25.000,25.340,0.00,20.675
25.000,25.263,2.29,20.664
25.000,25.168,16.33,20.675
25.000,25.070,32.58,20.664
25.000,24.989,47.38,20.664
25.000,24.957,53.37,20.664
25.000,24.945,56.41,20.654
25.000,24.962,53.60,20.675
25.000,24.980,50.74,20.675
25.000,25.019,42.81,20.675
25.000,25.059,34.24,20.664
25.000,25.066,31.94,20.675
25.000,25.073,29.05,20.654
25.000,25.070,28.19,20.664
25.000,25.066,27.31,20.664
25.000,25.063,26.55,20.664
25.000,25.058,26.02,20.664
25.000,25.044,27.77,20.664
25.000,25.026,30.51,20.686
25.000,25.008,33.66,20.664
25.000,25.002,34.57,20.664
25.000,25.001,34.59,20.664
25.000,25.013,31.89,20.675
25.000,25.025,29.15,20.664
25.000,25.038,25.80,20.664
25.000,25.041,24.62,20.686
25.000,25.039,23.98,20.664
25.000,25.027,25.90,20.664
25.000,25.016,27.50,20.686
25.000,25.001,30.22,20.686
25.000,24.998,30.65,20.675
25.000,24.998,30.55,20.675
25.000,25.009,28.31,20.664
25.000,25.018,26.22,20.675
25.000,25.028,23.76,20.664
25.000,25.030,22.82,20.686
25.000,25.028,22.71,20.675
25.000,25.016,24.59,20.664
25.000,25.007,26.10,20.664
25.000,24.997,27.98,20.664
25.000,24.996,27.99,20.675
25.000,24.997,27.89,20.664
25.000,25.006,26.10,20.664
25.000,25.011,24.99,20.654
25.000,25.019,22.93,20.675
25.000,25.019,22.65,20.675
25.000,25.017,22.70,20.686
25.000,25.009,24.08,20.664
25.000,25.004,24.81,20.664
25.000,24.998,25.89,20.675
25.000,25.000,25.40,20.686
26.000,24.999,205.00,20.686
26.000,25.019,205.00,20.675
26.000,25.155,205.00,20.675
26.000,25.387,205.00,20.675
26.000,25.642,172.46,20.664
26.000,25.887,130.62,20.664
26.000,26.105,89.27,20.664
26.000,26.265,55.24,20.664
26.000,26.358,31.53,20.686
26.000,26.379,20.28,20.664
26.000,26.336,21.67,20.686
26.000,26.263,29.49,20.675
26.000,26.174,41.91,20.675
26.000,26.095,53.89,20.675
26.000,26.031,64.63,20.686
26.000,26.007,68.03,20.675
26.000,25.998,69.40,20.675
26.000,26.015,65.51,20.675
26.000,26.028,62.54,20.675
26.000,26.049,57.61,20.664
26.000,26.079,50.20,20.675
26.000,26.103,43.67,20.654
26.000,26.108,40.62,20.675
26.000,26.104,39.01,20.664
26.000,26.086,40.74,20.664
26.000,26.061,44.04,20.664
26.000,26.038,47.32,20.664
26.000,26.032,47.31,20.686
26.000,26.030,46.89,20.664
26.000,26.031,45.96,20.686
26.000,26.032,45.09,20.664
26.000,26.035,43.75,20.675
26.000,26.036,42.66,20.697
26.000,26.040,41.07,20.664
26.000,26.039,40.41,20.675
26.000,26.040,39.38,20.664
26.000,26.037,39.18,20.697
26.000,26.036,38.50,20.675
26.000,26.033,38.35,20.664
26.000,26.032,37.68,20.675
26.000,26.030,37.28,20.675
26.000,26.030,36.68,20.664
26.000,26.029,36.20,20.686
26.000,26.029,35.60,20.675
26.000,26.027,35.30,20.664
26.000,26.027,34.72,20.697
26.000,26.025,34.55,20.664
26.000,26.023,34.33,20.664
26.000,26.019,34.63,20.697
26.000,26.019,34.26,20.675
26.000,26.014,34.90,20.675
26.000,26.014,34.51,20.675
26.000,26.010,34.98,20.675
26.000,26.011,34.58,20.686
26.000,26.009,34.63,20.697
26.000,26.011,33.97,20.686
26.000,26.010,34.05,20.697
26.000,26.012,33.27,20.686
26.000,26.011,33.38,20.697
26.000,26.013,32.64,20.718
