set_c,oven_c,output,ambient_c
25.000,23.289,65.00,20.761
25.000,23.312,65.00,20.750
25.000,23.487,65.00,20.782
25.000,23.805,54.89,20.761
25.000,24.165,38.34,20.761
25.000,24.499,22.98,20.761
25.000,24.748,11.54,20.750
25.000,24.893,4.88,20.740
25.000,24.945,2.51,20.750
25.000,24.902,4.50,20.740
25.000,24.826,7.96,20.740
25.000,24.739,11.97,20.740
25.000,24.660,15.56,20.740
25.000,24.621,17.34,20.740
25.000,24.609,17.91,20.718
25.000,24.618,17.48,20.750
25.000,24.626,17.13,20.729
25.000,24.670,15.13,20.761
25.000,24.709,13.34,20.729
25.000,24.726,12.56,20.729
25.000,24.755,11.22,20.740
25.000,24.778,10.17,20.740
25.000,24.781,10.04,20.750
25.000,24.777,10.21,20.740
25.000,24.765,10.78,20.718
25.000,24.757,11.14,20.740
25.000,24.749,11.52,20.729
25.000,24.752,11.34,20.740
25.000,24.759,11.06,20.729
25.000,24.775,10.30,20.718
25.000,24.786,9.79,20.750
25.000,24.796,9.36,20.729
25.000,24.797,9.31,20.740
25.000,24.798,9.25,20.729
25.000,24.798,9.26,20.740
25.000,24.799,9.22,20.729
25.000,24.799,9.23,20.729
25.000,24.800,9.18,20.718
25.000,24.800,9.16,20.729
25.000,24.801,9.13,20.729
25.000,24.801,9.12,20.707
25.000,24.803,9.04,20.729
25.000,24.806,8.88,20.729
25.000,24.815,8.46,20.697
25.000,24.821,8.19,20.707
25.000,24.828,7.88,20.718
25.000,24.827,7.90,20.729
25.000,24.829,7.81,20.718
25.000,24.822,8.15,20.697
25.000,24.819,8.28,20.718
25.000,24.817,8.40,20.707
25.000,24.825,8.01,20.707
25.000,24.831,7.73,20.718
25.000,24.844,7.16,20.718
25.000,24.847,7.01,20.729
25.000,24.851,6.81,20.718
25.000,24.849,6.92,20.729
25.000,24.846,7.04,20.718
25.000,24.837,7.48,20.740
25.000,24.835,7.55,20.718
26.000,24.835,53.16,20.718
26.000,24.858,52.10,20.697
26.000,24.989,46.10,20.740
26.000,25.225,35.30,20.718
26.000,25.476,23.83,20.697
26.000,25.687,14.23,20.707
26.000,25.818,8.26,20.697
26.000,25.874,5.72,20.686
26.000,25.873,5.78,20.697
26.000,25.847,6.94,20.697
26.000,25.774,10.27,20.707
26.000,25.728,12.34,20.697
26.000,25.676,14.75,20.707
26.000,25.666,15.17,20.707
26.000,25.662,15.35,20.718
26.000,25.672,14.93,20.707
26.000,25.676,14.75,20.697
26.000,25.693,13.96,20.707
26.000,25.725,12.52,20.707
26.000,25.750,11.35,20.707
26.000,25.759,10.94,20.707
26.000,25.762,10.83,20.697
26.000,25.760,10.89,20.707
26.000,25.758,10.98,20.718
26.000,25.752,11.25,20.707
26.000,25.749,11.39,20.697
26.000,25.747,11.50,20.707
26.000,25.752,11.25,20.697
26.000,25.757,11.05,20.697
26.000,25.761,10.85,20.718
26.000,25.763,10.78,20.697
26.000,25.764,10.75,20.697
26.000,25.764,10.73,20.697
26.000,25.764,10.73,20.686
26.000,25.764,10.72,20.675
26.000,25.765,10.70,20.686
26.000,25.765,10.67,20.675
26.000,25.768,10.52,20.697
26.000,25.771,10.40,20.686
26.000,25.781,9.97,20.654
26.000,25.786,9.72,20.686
26.000,25.793,9.40,20.686
26.000,25.793,9.41,20.664
26.000,25.793,9.40,20.697
26.000,25.791,9.50,20.664
26.000,25.795,9.33,20.664
26.000,25.795,9.33,20.654
26.000,25.799,9.13,20.675
26.000,25.799,9.13,20.664
26.000,25.805,8.86,20.664
26.000,25.807,8.78,20.664
26.000,25.810,8.62,20.664
26.000,25.803,8.95,20.697
26.000,25.801,9.06,20.654
26.000,25.795,9.33,20.664
26.000,25.798,9.17,20.675
26.000,25.802,8.98,20.664
26.000,25.812,8.54,20.664
26.000,25.815,8.40,20.664
26.000,25.817,8.30,20.664
