si_7021_ambient_c,si7021_internal_c,setpoint,adc,adc_c,error_c,output,io_delta_c
22.005,24.290,406,342.030,24.2731,-0.7269,255.00,2.2681
22.005,24.279,406,341.896,24.2715,-0.7285,255.00,2.2666
21.994,24.279,406,345.359,24.3109,-0.6891,255.00,2.3167
22.005,24.332,406,349.220,24.3548,-0.6452,255.00,2.3498
21.994,24.365,406,353.041,24.3982,-0.6018,255.00,2.4040
21.994,24.418,406,357.112,24.4445,-0.5555,255.00,2.4502
21.994,24.461,406,361.260,24.4916,-0.5084,255.00,2.4974
21.962,24.504,406,365.384,24.5385,-0.4615,255.00,2.5764
21.983,24.558,406,369.274,24.5827,-0.4173,255.00,2.5992
21.983,24.622,406,372.862,24.6234,-0.3766,255.00,2.6399
21.983,24.665,406,376.892,24.6692,-0.3308,255.00,2.6857
21.983,24.686,406,380.382,24.7089,-0.2911,255.00,2.7254
21.983,24.740,406,384.220,24.7525,-0.2475,255.00,2.7690
21.973,24.772,406,387.998,24.7954,-0.2046,255.00,2.8227
21.994,24.837,406,391.590,24.8363,-0.1637,255.00,2.8420
21.973,24.879,406,395.117,24.8763,-0.1237,255.00,2.9036
21.994,24.901,406,398.736,24.9175,-0.0825,255.00,2.9232
21.962,24.944,406,402.343,24.9584,-0.0416,255.00,2.9964
21.962,24.997,406,405.553,24.9949,-0.0051,255.00,3.0329
21.973,25.030,406,408.683,25.0305,0.0305,224.15,3.0577
21.994,25.040,406,411.785,25.0657,0.0657,184.45,3.0715
21.973,25.105,406,413.855,25.0893,0.0893,151.97,3.1165
21.983,25.115,406,414.812,25.1001,0.1001,129.17,3.1167
21.994,25.126,406,414.854,25.1006,0.1006,115.48,3.1064
21.994,25.126,406,414.369,25.0951,0.0951,107.77,3.1009
21.983,25.115,406,413.758,25.0882,0.0882,102.24,3.1047
21.983,25.083,406,412.662,25.0757,0.0757,103.21,3.0922
21.983,25.105,406,411.821,25.0661,0.0661,102.89,3.0827
21.973,25.062,406,410.856,25.0552,0.0552,105.25,3.0824
21.994,25.051,406,409.658,25.0416,0.0416,111.75,3.0474
21.994,25.040,406,408.558,25.0291,0.0291,118.92,3.0349
22.016,25.019,406,407.602,25.0182,0.0182,126.07,3.0026
22.005,25.008,406,406.901,25.0102,0.0102,131.73,3.0053
22.016,24.987,406,406.066,25.0007,0.0007,139.98,2.9851
22.005,24.976,406,405.612,24.9956,-0.0044,145.11,2.9907
22.016,24.965,406,404.887,24.9873,-0.0127,154.03,2.9717
22.005,24.976,406,404.829,24.9867,-0.0133,156.36,2.9818
22.005,24.955,406,404.915,24.9877,-0.0123,157.13,2.9827
