timestamp,resistance,oven_c,ambient_c
1530845389.12,11385.5515,22.065446,21.961
1530845389.68,11385.7284,22.065098,21.961
1530845390.24,11385.7778,22.065001,21.961
1530845390.8,11385.8014,22.064955,21.961
1530845391.4,11385.794,22.064969,21.961
1530845391.96,11385.7719,22.065013,21.961
1530845392.51,11385.7042,22.065146,21.961
1530845393.07,11385.6305,22.065291,21.961
1530845393.63,11385.5383,22.065472,21.961
1530845394.19,11385.5015,22.065545,21.961
1530845394.75,11385.4808,22.065585,21.956
1530845395.31,11385.4104,22.065724,21.956
1530845395.87,11385.3927,22.065759,21.956
1530845396.43,11385.3639,22.065815,21.956
1530845396.99,11385.33,22.065882,21.956
1530845397.55,11385.2238,22.066091,21.956
1530845398.11,11385.2673,22.066005,21.956
1530845398.67,11385.1873,22.066163,21.956
1530845399.23,11385.0708,22.066392,21.956
1530845399.79,11384.9934,22.066544,21.956
1530845400.35,11385.0369,22.066458,21.956
1530845400.91,11384.9049,22.066718,21.952
1530845401.47,11384.8321,22.066861,21.952
1530845402.03,11384.8402,22.066845,21.952
1530845402.59,11384.8041,22.066916,21.952
1530845403.15,11384.7673,22.066989,21.952
1530845403.71,11384.723,22.067076,21.947
1530845404.27,11384.6449,22.067230,21.947
1530845404.83,11384.6472,22.067225,21.947
1530845405.39,11384.5919,22.067334,21.947
1530845405.95,11384.5757,22.067366,21.947
1530845406.5,11384.53,22.067456,21.947
1530845407.06,11384.5086,22.067498,21.946
1530845407.62,11384.5288,22.067458,21.946
1530845408.18,11384.486,22.067542,21.946
1530845408.74,11384.3909,22.067729,21.946
1530845409.3,11384.4137,22.067684,21.946
1530845409.86,11384.4543,22.067604,21.946
1530845410.42,11384.4189,22.067674,21.946
1530845410.98,11384.3807,22.067749,21.946
1530845411.54,11384.2576,22.067991,21.946
1530845412.1,11384.2569,22.067993,21.946
1530845412.66,11384.2561,22.067994,21.946
1530845413.22,11384.2436,22.068019,21.938
1530845413.78,11384.2947,22.067918,21.938
1530845414.34,11384.2527,22.068001,21.938
1530845414.9,11384.3109,22.067886,21.938
1530845415.46,11384.2859,22.067936,21.938
1530845416.02,11384.2542,22.067998,21.93
1530845416.58,11384.291,22.067926,21.93
1530845417.14,11384.0011,22.068496,21.93
1530845417.7,11383.5417,22.069400,21.93
1530845418.26,11383.5838,22.069317,21.93
1530845418.82,11383.6907,22.069106,21.93
1530845419.38,11383.9509,22.068595,21.92
1530845419.94,11384.0619,22.068376,21.92
1530845420.5,11384.0959,22.068309,21.92
1530845421.06,11384.1032,22.068295,21.92
1530845421.62,11384.0302,22.068439,21.92
1530845422.17,11384.0892,22.068323,21.912
1530845422.73,11384.1246,22.068253,21.912
1530845423.29,11384.119,22.068264,21.912
1530845423.85,11384.0792,22.068342,21.912
1530845424.41,11384.0998,22.068302,21.912
1530845424.97,11384.0622,22.068376,21.912
1530845425.53,11384.0726,22.068355,21.913
1530845426.09,11384.1003,22.068301,21.913
1530845426.65,11384.0981,22.068305,21.913
1530845427.21,11384.0546,22.068391,21.913
1530845427.77,11384.0863,22.068328,21.913
1530845428.33,11384.0524,22.068395,21.908
1530845428.89,11384.0553,22.068389,21.908
1530845429.45,11384.0024,22.068493,21.908
1530845430.01,11384.1144,22.068273,21.908
1530845430.57,11384.0385,22.068422,21.908
1530845431.18,11384.0422,22.068415,21.905
1530845431.74,11384.152,22.068199,21.905
1530845432.3,11384.0963,22.068309,21.905
1530845432.86,11384.1154,22.068271,21.905
1530845433.41,11384.1951,22.068114,21.905
1530845433.97,11384.2105,22.068084,21.905
1530845434.53,11384.2179,22.068069,21.899
1530845435.09,11384.2437,22.068019,21.899
1530845435.65,11384.337,22.067835,21.899
1530845436.21,11384.2213,22.068063,21.899
1530845436.77,11384.1844,22.068135,21.899
1530845437.33,11384.2404,22.068025,21.895
1530845437.89,11384.2906,22.067926,21.895
1530845438.45,11384.2858,22.067936,21.895
1530845439.01,11384.3397,22.067830,21.895
1530845439.57,11384.3441,22.067821,21.895
1530845440.13,11384.3058,22.067897,21.895
1530845440.69,11384.3168,22.067875,21.884
1530845441.25,11384.4097,22.067692,21.884
