set_c,oven_c,output,ambient_c
25.000,23.704,205.00,20.922
25.000,23.712,205.00,20.922
25.000,23.866,205.00,20.900
25.000,24.138,205.00,20.890
25.000,24.439,191.81,20.900
25.000,24.734,83.87,20.933
25.000,24.997,0.00,20.922
25.000,25.159,0.00,20.900
25.000,25.177,0.00,20.911
25.000,25.129,0.00,20.933
25.000,25.028,0.00,20.933
25.000,24.925,32.33,20.933
25.000,24.821,70.36,20.922
25.000,24.765,88.48,20.933
25.000,24.761,87.69,20.922
25.000,24.810,67.53,20.922
25.000,24.886,38.24,20.922
25.000,24.960,11.17,20.933
25.000,24.978,7.34,20.943
25.000,24.976,8.89,20.954
25.000,24.923,30.73,20.954
25.000,24.880,46.07,20.933
25.000,24.832,63.78,20.943
25.000,24.829,62.65,20.954
25.000,24.868,46.43,20.954
25.000,24.903,34.09,20.954
25.000,24.955,14.02,20.976
25.000,24.975,8.26,20.976
25.000,24.968,12.19,20.965
25.000,24.918,32.40,20.976
25.000,24.887,42.89,20.965
25.000,24.874,46.66,20.986
25.000,24.877,44.82,20.954
25.000,24.889,40.10,20.986
25.000,24.910,32.03,20.976
25.000,24.953,15.30,20.976
25.000,24.970,10.08,20.986
25.000,24.966,12.69,20.976
25.000,24.925,29.31,20.976
25.000,24.892,40.95,20.986
25.000,24.887,41.80,20.965
25.000,24.889,40.56,20.997
25.000,24.903,34.86,20.976
25.000,24.945,18.35,20.954
25.000,24.971,9.44,20.965
25.000,24.975,9.13,20.976
25.000,24.955,17.38,20.986
25.000,24.910,35.17,21.008
25.000,24.890,41.36,20.965
25.000,24.889,40.59,20.965
25.000,24.899,36.37,20.986
25.000,24.943,18.90,20.976
25.000,24.972,9.07,20.986
25.000,24.976,8.64,20.954
25.000,24.965,13.38,20.986
25.000,24.925,29.31,20.986
25.000,24.892,41.13,20.986
25.000,24.889,40.67,20.965
25.000,24.899,36.74,20.986
25.000,24.942,19.26,20.986
26.000,24.972,205.00,20.976
26.000,24.985,205.00,20.976
26.000,25.122,205.00,20.965
26.000,25.352,205.00,20.965
26.000,25.606,131.61,20.976
26.000,25.849,43.71,20.986
26.000,26.036,0.00,20.986
26.000,26.118,0.00,20.965
26.000,26.076,0.00,20.965
26.000,25.982,10.89,20.954
26.000,25.866,54.03,20.976
26.000,25.767,89.22,20.965
26.000,25.713,107.00,20.954
26.000,25.732,96.71,20.965
26.000,25.780,77.69,20.965
26.000,25.859,47.49,20.976
26.000,25.931,21.97,20.965
26.000,25.944,19.60,20.954
26.000,25.940,22.14,20.954
26.000,25.892,41.31,20.976
26.000,25.847,57.51,20.965
26.000,25.814,69.33,20.986
26.000,25.807,70.26,20.954
26.000,25.840,56.76,20.954
26.000,25.863,48.84,20.986
26.000,25.911,30.07,20.976
26.000,25.933,23.20,20.965
26.000,25.932,24.63,20.997
26.000,25.897,38.97,20.965
26.000,25.858,53.19,20.976
26.000,25.849,55.34,20.976
26.000,25.851,53.97,20.976
26.000,25.859,50.97,20.965
26.000,25.889,39.08,20.954
26.000,25.922,26.65,20.976
26.000,25.935,23.07,20.965
26.000,25.928,26.63,20.976
26.000,25.899,38.16,20.965
26.000,25.862,51.61,20.976
26.000,25.856,52.54,20.976
26.000,25.862,50.02,20.954
26.000,25.894,37.15,20.976
26.000,25.928,24.80,20.954
26.000,25.940,21.32,20.976
26.000,25.937,23.04,20.943
26.000,25.919,30.38,20.976
26.000,25.879,45.68,20.954
26.000,25.860,51.56,20.965
26.000,25.862,50.18,20.976
26.000,25.890,38.52,20.954
26.000,25.928,24.64,20.965
26.000,25.941,20.96,20.965
26.000,25.940,21.66,20.965
26.000,25.932,24.95,20.976
26.000,25.900,37.80,20.986
26.000,25.872,47.88,20.954
26.000,25.864,49.92,20.965
26.000,25.884,41.27,20.976
26.000,25.919,27.76,20.976
26.000,25.940,20.97,20.976
