timestamp,run3
1519628478.959,17599.063
1519628482.305,17597.654
1519628485.650,17597.598
1519628488.995,17590.275
1519628492.341,17587.240
1519628495.686,17587.357
1519628499.032,17584.093
1519628502.376,17586.544
1519628505.723,17590.212
1519628509.068,17590.744
1519628512.413,17596.432
1519628515.759,17594.830
1519628519.104,17593.697
1519628522.450,17588.044
1519628525.795,17595.337
1519628529.140,17594.713
1519628532.486,17594.579
1519628535.831,17594.556
1519628539.177,17594.640
1519628542.521,17594.222
1519628545.867,17594.298
1519628549.213,17593.700
1519628552.559,17592.830
1519628555.904,17587.120
1519628559.249,17585.669
1519628562.595,17585.525
1519628565.940,17585.499
1519628569.285,17585.183
1519628572.631,17585.439
1519628575.976,17586.909
1519628579.322,17587.904
1519628582.667,17588.085
1519628586.012,17588.354
1519628589.358,17587.827
1519628592.703,17588.025
1519628596.048,17589.796
1519628599.393,17590.534
1519628602.740,17590.747
1519628606.086,17590.858
1519628609.430,17590.944
1519628612.775,17591.282
1519628616.121,17590.848
1519628619.466,17590.192
1519628622.811,17587.660
1519628626.157,17587.025
1519628629.503,17587.554
1519628632.848,17587.907
1519628636.193,17587.643
1519628639.539,17587.143
1519628642.884,17587.653
1519628646.229,17587.874
1519628649.575,17588.121
1519628652.921,17588.146
1519628656.266,17588.129
1519628659.611,17583.124
1519628662.957,17573.357
1519628666.302,17571.884
1519628669.648,17574.452
1519628672.993,17574.295
1519628676.338,17572.047
1519628679.684,17571.763
1519628683.029,17572.052
1519628686.374,17571.015
1519628689.720,17570.921
1519628693.066,17570.772
1519628696.410,17571.329
1519628699.756,17575.575
1519628703.102,17577.823
1519628706.447,17574.262
1519628709.792,17573.755
1519628713.138,17574.599
1519628716.484,17575.009
1519628719.828,17576.948
1519628723.174,17574.705
1519628726.520,17571.623
1519628729.865,17571.152
1519628733.210,17576.008
1519628736.556,17579.478
1519628739.901,17571.621
1519628743.246,17575.805
1519628746.592,17571.527
1519628749.937,17571.600
1519628753.283,17571.540
1519628756.628,17569.999
1519628759.973,17570.194
1519628763.319,17569.525
1519628766.664,17569.504
1519628770.010,17570.031
1519628773.355,17570.518
1519628776.701,17570.011
1519628780.046,17570.052
1519628783.392,17570.364
1519628786.737,17569.593
1519628790.082,17569.337
1519628793.428,17569.692
1519628796.773,17570.163
1519628800.118,17570.734
1519628803.464,17570.576
1519628806.810,17570.338
1519628810.155,17570.736
1519628813.500,17571.167
1519628816.846,17570.967
1519628820.191,17570.876
1519628823.536,17570.386
1519628826.882,17570.064
1519628830.227,17569.907
1519628833.573,17569.674
1519628836.918,17567.573
1519628840.264,17567.307
1519628843.608,17567.167
1519628846.954,17566.503
1519628850.299,17566.851
1519628853.645,17566.649
1519628856.990,17565.933
1519628860.336,17566.235
1519628863.681,17566.214
1519628867.027,17567.152
1519628870.372,17567.279
1519628873.718,17567.165
1519628877.063,17567.213
1519628880.487,17567.124
1519628883.754,17567.210
1519628887.099,17567.649
1519628890.444,17567.532
1519628893.790,17567.085
1519628897.136,17566.800
1519628900.481,17567.402
1519628903.826,17567.268
1519628907.172,17567.345
1519628910.517,17567.449
1519628913.863,17567.439
1519628917.208,17567.459
1519628920.554,17567.611
1519628923.898,17567.672
1519628927.244,17567.621
1519628930.589,17567.629
1519628933.935,17567.738
1519628937.280,17568.001
1519628940.626,17567.957
1519628943.971,17568.038
1519628947.316,17567.850
1519628950.662,17567.994
1519628954.008,17568.095
1519628957.352,17568.136
1519628960.698,17568.665
1519628964.044,17568.075
1519628967.389,17568.802
1519628970.734,17568.371
1519628974.080,17567.915
1519628977.425,17567.271
1519628980.771,17567.475
1519628984.117,17567.422
1519628987.462,17567.864
1519628990.807,17568.579
1519628994.153,17568.245
1519628997.498,17567.646
1519629000.843,17568.052
1519629004.188,17568.118
1519629007.534,17568.070
1519629010.879,17568.095
1519629014.225,17567.788
1519629017.570,17567.966
1519629020.916,17567.852
1519629024.261,17567.616
1519629027.607,17567.553
1519629030.951,17567.558
1519629034.297,17567.194
1519629037.643,17567.650
1519629040.988,17567.036
1519629044.334,17566.748
1519629047.679,17567.025
1519629051.024,17566.861
1519629054.369,17566.672
1519629057.715,17566.823
1519629061.060,17567.197
1519629064.405,17566.280
1519629067.751,17566.064
1519629071.096,17565.849
1519629074.442,17566.977
1519629077.787,17569.464
1519629081.132,17569.664
1519629084.478,17569.319
1519629087.824,17569.466
1519629091.169,17569.215
1519629094.515,17569.253
1519629097.860,17568.975
1519629101.205,17569.264
1519629104.551,17569.322
1519629107.895,17569.443
1519629111.241,17569.380
1519629114.587,17569.182
1519629117.932,17569.438
1519629121.277,17569.552
1519629124.623,17569.499
1519629127.968,17569.378
1519629131.314,17569.223
1519629134.659,17569.357
1519629138.005,17569.560
1519629141.350,17569.808
1519629144.695,17570.417
1519629148.040,17569.938
1519629151.386,17570.412
1519629154.732,17570.206
1519629158.077,17570.201
1519629161.423,17570.480
1519629164.768,17570.414
1519629168.114,17570.761
1519629171.458,17570.772
1519629174.804,17570.607
1519629178.150,17570.736
1519629181.495,17570.343
1519629184.840,17570.442
1519629188.186,17569.884
1519629191.531,17570.754
1519629194.877,17570.161
1519629198.222,17570.072
1519629201.568,17570.308
1519629204.913,17571.055
1519629208.259,17570.896
1519629211.603,17570.602
1519629214.949,17570.559
1519629218.295,17570.495
1519629221.640,17570.277
1519629224.985,17570.125
1519629228.331,17570.090
1519629231.676,17569.910
1519629235.022,17570.199
1519629238.367,17569.590
1519629241.713,17569.882
1519629245.058,17568.963
1519629248.403,17569.522
1519629251.749,17569.760
1519629255.094,17570.125
1519629258.440,17570.021
1519629261.785,17570.042
1519629265.130,17570.156
1519629268.476,17569.935
1519629271.821,17569.879
1519629275.167,17570.554
1519629278.512,17570.260
