timestamp,temp_c,humidity
1519628474.668,20.9973,64.6787
1519628475.667,21.0187,64.6635
1519628476.671,21.0080,64.6558
1519628477.671,20.9973,64.6558
1519628478.670,21.0080,64.6635
1519628479.670,21.0080,64.6711
1519628480.669,20.9973,64.6863
1519628481.669,21.0080,64.6711
1519628482.668,21.0080,64.6711
1519628483.668,21.0080,64.6635
1519628484.667,20.9973,64.6711
1519628485.667,21.0080,64.6635
1519628486.666,21.0294,64.6787
1519628487.666,20.9973,64.6711
1519628488.665,21.0187,64.6711
1519628489.665,20.9973,64.6787
1519628490.664,21.0187,64.6863
1519628491.668,21.0187,64.6711
1519628492.667,21.0080,64.6711
1519628493.667,21.0187,64.6711
1519628494.666,21.0187,64.6787
1519628495.666,20.9973,64.6787
1519628496.665,20.9866,64.6482
1519628497.665,21.0187,64.6711
1519628498.664,21.0080,64.6863
1519628499.664,21.0187,64.6863
1519628500.663,21.0294,64.6711
1519628501.663,20.9973,64.6711
1519628502.662,20.9973,64.6863
1519628503.666,20.9973,64.6711
1519628504.661,21.0080,64.6940
1519628505.665,21.0080,64.6787
1519628506.664,21.0187,64.6787
1519628507.664,21.0187,64.6558
1519628508.663,21.0187,64.6711
1519628509.663,21.0294,64.6635
1519628510.663,21.0401,64.6711
1519628511.662,21.0508,64.6863
1519628512.661,21.0508,64.6558
1519628513.661,21.0508,64.6482
1519628514.661,21.0187,64.6482
1519628515.660,21.0615,64.6558
1519628516.660,21.0401,64.6558
1519628517.663,21.0508,64.6482
1519628518.663,21.0508,64.6406
1519628519.976,21.0508,64.6329
1519628520.662,21.0615,64.6253
1519628521.661,21.0508,64.6329
1519628522.661,21.0615,64.6177
1519628523.660,21.0508,64.6177
1519628524.660,21.0615,64.6024
1519628525.659,21.0615,64.6024
1519628526.659,21.0936,64.5948
1519628527.658,21.0829,64.5872
1519628528.658,21.0722,64.5948
1519628529.657,21.0722,64.5872
1519628530.661,21.0829,64.5719
1519628531.660,21.0615,64.5872
1519628532.660,21.0508,64.5566
1519628533.659,21.0615,64.5566
1519628534.659,21.0508,64.5643
1519628535.658,21.0722,64.5719
1519628536.658,21.0508,64.5566
1519628537.657,21.0615,64.5490
1519628538.657,21.0722,64.5566
1519628539.656,21.0722,64.5643
1519628540.656,21.0615,64.5490
1519628541.655,21.0829,64.5338
1519628542.655,21.0829,64.5338
1519628543.654,21.0829,64.5490
1519628544.658,21.0829,64.5261
1519628545.657,21.0722,64.5261
1519628546.657,21.0829,64.5261
1519628547.657,21.0722,64.5261
1519628548.656,21.0615,64.5261
1519628549.655,21.0829,64.5261
1519628550.655,21.0722,64.5261
1519628551.655,21.0615,64.5185
1519628552.654,21.0615,64.5338
1519628553.653,21.0615,64.5109
1519628554.653,21.0829,64.5109
1519628555.653,21.0722,64.5109
1519628556.656,21.0615,64.5032
1519628557.652,21.0829,64.5032
1519628558.655,21.0829,64.4956
1519628559.655,21.0722,64.4880
1519628560.654,21.0722,64.5261
1519628561.654,21.0615,64.5109
1519628562.653,21.0615,64.5109
1519628563.653,21.0615,64.5109
1519628564.652,21.0829,64.5032
1519628565.652,21.0722,64.4956
1519628566.651,21.0722,64.4956
1519628567.651,21.0615,64.5032
1519628568.650,21.0615,64.4956
1519628569.650,21.0829,64.4651
1519628570.649,21.0508,64.4880
1519628571.653,21.0722,64.4803
1519628572.652,21.0722,64.4803
1519628573.652,21.0936,64.4880
1519628574.651,21.0829,64.4803
1519628575.651,21.0615,64.4651
1519628576.650,21.0722,64.4803
1519628577.650,21.0401,64.4803
1519628578.650,21.0829,64.4575
1519628579.649,21.0615,64.4803
1519628580.649,21.0508,64.4727
1519628581.648,21.0508,64.4651
1519628582.648,21.0722,64.4651
1519628583.647,21.0615,64.4575
1519628584.647,21.0829,64.4575
1519628585.650,21.0722,64.4803
1519628586.649,21.0722,64.4727
1519628587.649,21.0722,64.4575
1519628588.649,21.0722,64.4727
1519628589.648,21.0829,64.4803
1519628590.648,21.0936,64.4651
1519628591.647,21.0936,64.4498
1519628592.647,21.0829,64.4498
1519628593.646,21.0829,64.4651
1519628594.646,21.0722,64.4651
1519628595.645,21.0829,64.4651
1519628596.645,21.0829,64.4498
1519628597.648,21.0936,64.4575
1519628598.648,21.0829,64.4422
1519628599.647,21.0722,64.4498
1519628600.647,21.0722,64.4346
1519628601.646,21.0829,64.4422
