si_7021_ambient_c,si7021_internal_c,setpoint,adc,adc_c,error_c,output,io_delta_c
22.069,22.960,231,226.383,22.9475,-0.0525,62.90,0.8783
22.091,22.960,231,226.474,22.9486,-0.0514,62.44,0.8578
22.101,22.949,231,226.785,22.9521,-0.0479,59.75,0.8506
22.091,22.970,231,226.656,22.9506,-0.0494,61.48,0.8599
22.091,22.960,231,226.844,22.9528,-0.0472,60.01,0.8621
22.101,22.970,231,226.843,22.9528,-0.0472,60.44,0.8513
22.091,22.970,231,226.886,22.9533,-0.0467,60.42,0.8625
22.101,22.970,231,226.741,22.9516,-0.0484,62.29,0.8502
22.101,22.970,231,227.000,22.9545,-0.0455,60.11,0.8531
22.101,22.960,231,226.690,22.9510,-0.0490,63.64,0.8496
22.101,22.960,231,226.575,22.9497,-0.0503,65.23,0.8483
22.101,22.970,231,226.731,22.9515,-0.0485,64.10,0.8500
22.112,22.949,231,226.550,22.9494,-0.0506,66.35,0.8373
22.123,22.949,231,226.643,22.9505,-0.0495,65.85,0.8276
22.101,22.981,231,226.789,22.9521,-0.0479,64.82,0.8507
22.112,22.970,231,226.730,22.9515,-0.0485,65.83,0.8393
22.112,22.960,231,226.833,22.9526,-0.0474,65.22,0.8405
22.134,22.970,231,226.851,22.9528,-0.0472,65.46,0.8192
22.101,22.960,231,226.907,22.9535,-0.0465,65.31,0.8520
22.134,22.970,231,226.775,22.9520,-0.0480,67.05,0.8184
22.123,22.970,231,226.883,22.9532,-0.0468,66.38,0.8303
22.112,22.960,231,226.751,22.9517,-0.0483,68.12,0.8395
22.134,22.970,231,226.686,22.9510,-0.0490,69.20,0.8174
22.112,22.960,231,227.084,22.9555,-0.0445,65.62,0.8433
22.123,22.970,231,227.136,22.9561,-0.0439,65.48,0.8332
22.134,22.970,231,227.149,22.9562,-0.0438,65.74,0.8226
22.123,22.970,231,227.130,22.9560,-0.0440,66.31,0.8331
22.101,22.970,231,227.108,22.9558,-0.0442,66.93,0.8543
22.123,22.970,231,227.310,22.9581,-0.0419,65.28,0.8352
22.134,22.970,231,227.205,22.9569,-0.0431,66.71,0.8232
22.123,22.960,231,227.203,22.9568,-0.0431,67.11,0.8339
22.101,22.949,231,227.212,22.9570,-0.0430,67.39,0.8555
22.101,22.970,231,227.392,22.9590,-0.0410,65.96,0.8575
22.112,22.981,231,227.573,22.9611,-0.0389,64.49,0.8489
22.123,22.970,231,227.560,22.9609,-0.0391,64.96,0.8380
22.134,22.981,231,227.503,22.9603,-0.0397,65.88,0.8266
22.134,22.970,231,227.523,22.9605,-0.0395,66.03,0.8269
22.112,22.970,231,227.492,22.9601,-0.0399,66.69,0.8480
22.101,22.960,231,227.300,22.9580,-0.0420,68.98,0.8565
22.123,22.970,231,227.384,22.9589,-0.0411,68.50,0.8360
22.101,22.981,231,227.278,22.9577,-0.0423,69.93,0.8563
22.101,22.992,231,227.636,22.9618,-0.0382,66.69,0.8603
22.123,22.970,231,227.956,22.9654,-0.0346,63.80,0.8425
22.123,22.992,231,227.979,22.9657,-0.0343,63.87,0.8428
22.123,22.960,231,227.880,22.9645,-0.0355,65.17,0.8416
22.123,22.970,231,227.806,22.9637,-0.0363,66.22,0.8408
22.123,22.970,231,227.816,22.9638,-0.0362,66.45,0.8409
22.123,22.970,231,228.082,22.9668,-0.0332,64.08,0.8439
22.134,22.981,231,228.266,22.9689,-0.0311,62.51,0.8353
22.123,22.981,231,228.069,22.9667,-0.0333,64.78,0.8438
22.112,22.970,231,227.970,22.9656,-0.0344,66.07,0.8534
22.123,23.003,231,228.120,22.9673,-0.0327,64.85,0.8444
22.134,22.970,231,228.192,22.9681,-0.0319,64.42,0.8345
22.123,22.981,231,228.224,22.9685,-0.0315,64.38,0.8455
22.134,22.970,231,228.107,22.9671,-0.0329,65.83,0.8335
22.123,22.981,231,228.310,22.9694,-0.0306,64.07,0.8465
22.112,22.970,231,228.293,22.9692,-0.0308,64.51,0.8571
22.123,22.970,231,228.320,22.9695,-0.0305,64.51,0.8466
22.155,22.981,231,228.355,22.9699,-0.0301,64.43,0.8149
22.134,22.970,231,228.230,22.9685,-0.0315,65.95,0.8349
22.112,22.970,231,228.229,22.9685,-0.0315,66.24,0.8563
22.134,22.992,231,228.219,22.9684,-0.0316,66.61,0.8348
22.134,23.003,231,228.563,22.9723,-0.0277,63.42,0.8387
22.123,22.981,231,228.472,22.9713,-0.0287,64.58,0.8484
22.123,22.992,231,228.414,22.9706,-0.0294,65.42,0.8477
22.134,22.970,231,228.594,22.9727,-0.0273,63.86,0.8390
22.134,23.003,231,228.602,22.9727,-0.0273,64.03,0.8391
22.134,22.981,231,228.693,22.9738,-0.0262,63.34,0.8402
22.112,22.970,231,228.552,22.9722,-0.0278,65.00,0.8600
22.112,22.992,231,228.855,22.9756,-0.0244,62.18,0.8634
22.091,22.970,231,228.867,22.9758,-0.0242,62.28,0.8850
22.101,22.981,231,228.648,22.9733,-0.0267,64.70,0.8718
22.091,22.981,231,228.495,22.9715,-0.0285,66.48,0.8808
22.101,22.970,231,228.602,22.9727,-0.0273,65.65,0.8713
22.080,22.992,231,228.586,22.9726,-0.0274,66.06,0.8926
22.069,22.970,231,228.582,22.9725,-0.0275,66.33,0.9032
22.048,23.003,231,228.616,22.9729,-0.0271,66.23,0.9251
22.037,22.970,231,228.834,22.9754,-0.0246,64.27,0.9383
22.026,22.970,231,228.887,22.9760,-0.0240,63.96,0.9496
22.016,22.992,231,229.081,22.9782,-0.0218,62.21,0.9625
22.005,22.992,231,229.149,22.9790,-0.0210,61.70,0.9740
21.983,22.992,231,229.142,22.9789,-0.0211,61.97,0.9954
21.994,22.970,231,229.071,22.9781,-0.0219,62.87,0.9839
21.951,22.981,231,229.062,22.9780,-0.0220,63.16,1.0267
21.930,22.970,231,229.164,22.9791,-0.0209,62.32,1.0493
21.908,22.992,231,229.192,22.9795,-0.0205,62.22,1.0710
21.876,22.992,231,229.477,22.9827,-0.0173,59.52,1.1065
21.876,22.981,231,228.960,22.9768,-0.0232,64.89,1.1006
21.887,23.003,231,228.978,22.9770,-0.0230,64.91,1.0901
21.876,22.981,231,229.117,22.9786,-0.0214,63.71,1.1024
21.844,22.992,231,229.135,22.9788,-0.0212,63.72,1.1347
21.833,22.992,231,229.034,22.9777,-0.0223,64.93,1.1443
21.801,22.992,231,229.075,22.9781,-0.0219,64.70,1.1770
21.790,22.981,231,228.959,22.9768,-0.0232,66.08,1.1864
21.769,22.992,231,228.940,22.9766,-0.0234,66.47,1.2076
21.748,22.992,231,229.040,22.9777,-0.0223,65.66,1.2302
21.715,22.992,231,229.168,22.9792,-0.0208,64.56,1.2638
21.726,23.003,231,229.243,22.9800,-0.0200,63.99,1.2540
21.683,22.981,231,229.182,22.9793,-0.0207,64.79,1.2962
21.662,22.970,231,229.004,22.9773,-0.0227,66.76,1.3156
21.651,22.970,231,229.051,22.9779,-0.0221,66.49,1.3269
21.630,23.003,231,229.004,22.9773,-0.0227,67.16,1.3478
21.597,22.992,231,229.048,22.9778,-0.0222,66.91,1.3804
21.608,22.992,231,229.176,22.9793,-0.0207,65.82,1.3712
21.587,23.003,231,229.028,22.9776,-0.0224,67.49,1.3909
21.576,22.992,231,228.955,22.9768,-0.0232,68.42,1.4008
21.533,23.013,231,229.109,22.9785,-0.0215,67.08,1.4455
21.554,23.003,231,229.204,22.9796,-0.0204,66.31,1.4251
21.533,22.981,231,229.076,22.9781,-0.0219,67.78,1.4451
21.490,23.003,231,229.084,22.9782,-0.0218,67.89,1.4881
21.501,22.981,231,229.058,22.9779,-0.0221,68.34,1.4771
21.490,23.003,231,229.232,22.9799,-0.0201,66.79,1.4898
21.479,22.992,231,229.219,22.9798,-0.0202,67.09,1.5004
21.436,22.981,231,229.320,22.9809,-0.0191,66.24,1.5444
21.426,22.992,231,229.432,22.9822,-0.0178,65.28,1.5564
21.415,22.992,231,229.307,22.9808,-0.0192,66.70,1.5657
21.415,22.992,231,229.387,22.9817,-0.0183,66.06,1.5666
21.372,23.013,231,229.259,22.9802,-0.0198,67.52,1.6081
21.372,22.992,231,229.448,22.9824,-0.0176,65.79,1.6102
21.394,22.992,231,229.306,22.9807,-0.0193,67.38,1.5871
21.361,22.992,231,229.172,22.9792,-0.0208,68.90,1.6178
21.361,22.981,231,229.300,22.9807,-0.0193,67.79,1.6193
21.351,23.003,231,229.456,22.9825,-0.0175,66.38,1.6318
21.340,22.981,231,229.407,22.9819,-0.0181,67.03,1.6419
21.308,23.003,231,229.137,22.9788,-0.0212,69.91,1.6710
21.297,22.992,231,229.224,22.9798,-0.0202,69.22,1.6827
21.297,23.003,231,229.132,22.9788,-0.0212,70.33,1.6817
21.276,23.003,231,229.184,22.9794,-0.0206,69.99,1.7037
21.254,23.003,231,229.300,22.9807,-0.0193,69.00,1.7265
21.233,22.981,231,229.291,22.9806,-0.0194,69.26,1.7479
21.243,23.003,231,229.352,22.9813,-0.0187,68.82,1.7378
21.201,23.003,231,229.330,22.9810,-0.0190,69.21,1.7805
21.190,23.003,231,229.377,22.9816,-0.0184,68.89,1.7917
21.201,22.992,231,229.134,22.9788,-0.0212,71.51,1.7783
21.168,23.003,231,229.108,22.9785,-0.0215,71.97,1.8101
21.147,22.960,231,229.338,22.9811,-0.0189,69.83,1.8342
21.136,22.992,231,229.120,22.9786,-0.0214,72.20,1.8424
21.115,22.992,231,229.013,22.9774,-0.0226,73.47,1.8627
21.093,22.981,231,228.974,22.9770,-0.0230,74.06,1.8837
21.083,22.992,231,228.873,22.9758,-0.0242,75.28,1.8933
21.083,22.992,231,228.940,22.9766,-0.0234,74.82,1.8940
21.040,23.003,231,228.813,22.9751,-0.0249,76.31,1.9355
21.061,22.981,231,228.648,22.9733,-0.0267,78.19,1.9122
21.040,22.992,231,228.775,22.9747,-0.0253,77.14,1.9350
21.018,23.003,231,229.017,22.9775,-0.0225,74.92,1.9593
21.040,23.003,231,228.779,22.9748,-0.0252,77.53,1.9351
20.997,22.981,231,228.707,22.9739,-0.0261,78.48,1.9772
21.007,22.981,231,228.761,22.9746,-0.0254,78.15,1.9671
20.965,22.981,231,228.606,22.9728,-0.0272,79.95,2.0082
20.954,22.992,231,228.415,22.9706,-0.0294,82.11,2.0168
20.932,22.981,231,228.701,22.9739,-0.0261,79.49,2.0415
20.911,22.992,231,228.552,22.9722,-0.0278,81.22,2.0612
20.890,23.003,231,228.830,22.9753,-0.0247,78.65,2.0858
20.900,22.992,231,228.886,22.9760,-0.0240,78.30,2.0757
20.868,22.970,231,228.594,22.9727,-0.0273,81.47,2.1046
20.890,22.992,231,228.219,22.9684,-0.0316,85.50,2.0789
20.879,22.992,231,228.586,22.9726,-0.0274,82.07,2.0938
20.879,22.992,231,228.643,22.9732,-0.0268,81.73,2.0944
20.857,22.992,231,228.452,22.9710,-0.0289,83.90,2.1137
20.857,22.992,231,228.370,22.9701,-0.0299,84.98,2.1128
20.825,22.981,231,228.447,22.9710,-0.0290,84.47,2.1458
20.825,22.981,231,228.892,22.9760,-0.0240,80.23,2.1509
20.825,22.992,231,228.604,22.9728,-0.0272,83.34,2.1476
20.793,23.003,231,228.728,22.9742,-0.0258,82.33,2.1812
20.804,22.981,231,228.405,22.9705,-0.0295,85.82,2.1668
20.793,22.981,231,228.408,22.9705,-0.0295,86.05,2.1776
20.782,22.970,231,228.491,22.9715,-0.0285,85.48,2.1892
20.793,22.992,231,228.726,22.9742,-0.0258,83.35,2.1812
20.782,22.992,231,228.608,22.9728,-0.0272,84.77,2.1905
20.804,23.003,231,228.517,22.9718,-0.0282,85.93,2.1681
20.782,22.970,231,228.550,22.9722,-0.0278,85.84,2.1899
20.772,22.992,231,228.613,22.9729,-0.0271,85.45,2.2013
20.761,22.981,231,228.444,22.9710,-0.0290,87.40,2.2101
20.761,22.992,231,228.432,22.9708,-0.0292,87.78,2.2100
20.750,22.981,231,228.533,22.9720,-0.0280,87.01,2.2219
20.761,22.992,231,228.310,22.9694,-0.0306,89.51,2.2086
20.750,22.981,231,228.414,22.9706,-0.0294,88.73,2.2205
20.761,22.981,231,228.311,22.9694,-0.0306,90.03,2.2086
20.750,22.981,231,228.510,22.9717,-0.0283,88.29,2.2216
20.772,23.003,231,228.495,22.9715,-0.0285,88.69,2.2000
20.772,22.981,231,228.603,22.9728,-0.0272,87.84,2.2012
20.750,23.003,231,228.609,22.9728,-0.0272,88.03,2.2227
20.750,22.992,231,228.733,22.9742,-0.0258,87.02,2.2241
20.739,22.981,231,228.851,22.9756,-0.0244,86.05,2.2362
20.761,22.992,231,228.893,22.9761,-0.0239,85.84,2.2152
20.761,22.992,231,228.731,22.9742,-0.0258,87.68,2.2134
20.772,22.992,231,228.745,22.9744,-0.0256,87.77,2.2028
20.739,22.992,231,228.983,22.9771,-0.0229,85.60,2.2377
20.750,22.981,231,229.028,22.9776,-0.0224,85.34,2.2275
20.750,23.003,231,228.937,22.9766,-0.0234,86.45,2.2265
20.750,22.992,231,228.908,22.9762,-0.0238,86.96,2.2261
20.772,22.992,231,228.731,22.9742,-0.0258,88.95,2.2027
20.782,22.992,231,228.491,22.9715,-0.0285,91.61,2.1892
20.761,22.992,231,228.699,22.9738,-0.0261,89.76,2.2130
20.750,22.981,231,228.770,22.9747,-0.0253,89.27,2.2246
20.772,22.981,231,228.849,22.9756,-0.0244,88.69,2.2040
20.761,22.981,231,228.471,22.9713,-0.0287,92.72,2.2104
20.782,23.003,231,228.613,22.9729,-0.0271,91.54,2.1906
20.761,22.992,231,228.658,22.9734,-0.0266,91.33,2.2126
20.782,22.981,231,228.753,22.9745,-0.0255,90.60,2.1922
20.814,23.003,231,228.689,22.9737,-0.0263,91.48,2.1593
20.814,22.981,231,228.342,22.9698,-0.0302,95.21,2.1553
20.814,22.981,231,228.659,22.9734,-0.0266,92.27,2.1590
20.825,22.981,231,228.580,22.9725,-0.0275,93.31,2.1473
20.847,22.981,231,228.427,22.9708,-0.0292,95.09,2.1241
20.836,22.981,231,228.364,22.9700,-0.0300,95.99,2.1341
20.847,22.970,231,228.576,22.9724,-0.0275,94.11,2.1258
20.868,22.970,231,228.499,22.9716,-0.0284,95.13,2.1035
20.868,22.981,231,228.610,22.9728,-0.0272,94.26,2.1048
20.890,23.003,231,228.772,22.9747,-0.0253,92.86,2.0852
20.879,22.992,231,228.873,22.9758,-0.0242,92.06,2.0970
20.890,22.981,231,228.776,22.9747,-0.0253,93.25,2.0852
20.900,22.992,231,228.722,22.9741,-0.0259,94.02,2.0739
20.911,22.981,231,228.743,22.9744,-0.0256,94.04,2.0634
20.900,22.992,231,228.718,22.9741,-0.0259,94.51,2.0738
20.922,23.013,231,228.644,22.9732,-0.0268,95.49,2.0515
20.890,23.003,231,228.577,22.9725,-0.0275,96.41,2.0829
20.911,22.981,231,228.637,22.9732,-0.0268,96.04,2.0622
20.911,23.003,231,228.781,22.9748,-0.0252,94.83,2.0638
20.900,22.992,231,228.637,22.9732,-0.0268,96.50,2.0729
20.911,23.013,231,228.756,22.9745,-0.0255,95.54,2.0635
20.900,22.992,231,228.940,22.9766,-0.0234,93.90,2.0763
20.911,22.992,231,228.744,22.9744,-0.0256,96.08,2.0634
20.879,22.981,231,229.147,22.9789,-0.0211,92.24,2.1001
20.868,23.003,231,229.109,22.9785,-0.0215,92.82,2.1104
20.868,23.003,231,229.109,22.9785,-0.0215,92.99,2.1104
20.868,22.992,231,228.867,22.9758,-0.0242,95.63,2.1077
20.868,22.981,231,229.037,22.9777,-0.0223,94.13,2.1096
20.900,23.013,231,229.087,22.9783,-0.0217,93.82,2.0780
20.868,23.003,231,229.110,22.9785,-0.0215,93.78,2.1105
20.879,22.992,231,229.096,22.9784,-0.0216,94.11,2.0996
20.900,23.003,231,229.170,22.9792,-0.0208,93.56,2.0790
20.911,22.992,231,229.284,22.9805,-0.0195,92.59,2.0695
20.943,22.992,231,229.279,22.9804,-0.0196,92.81,2.0373
20.932,23.003,231,229.405,22.9819,-0.0181,91.71,2.0495
20.932,23.013,231,229.305,22.9807,-0.0193,92.88,2.0483
20.943,23.003,231,229.409,22.9819,-0.0181,92.00,2.0388
20.922,23.003,231,229.221,22.9798,-0.0202,94.05,2.0581
20.943,23.003,231,229.212,22.9797,-0.0203,94.33,2.0365
20.922,23.003,231,229.303,22.9807,-0.0193,93.58,2.0590
20.932,22.981,231,229.092,22.9783,-0.0217,95.88,2.0459
20.965,23.013,231,229.205,22.9796,-0.0204,94.93,2.0150
20.986,22.981,231,229.096,22.9784,-0.0216,96.21,1.9923
20.997,23.003,231,228.768,22.9746,-0.0254,99.71,1.9779
20.997,23.003,231,229.144,22.9789,-0.0211,96.14,1.9821
20.997,22.970,231,229.468,22.9826,-0.0174,93.05,1.9858
20.986,23.024,231,229.369,22.9815,-0.0185,94.21,1.9954
21.007,23.003,231,229.273,22.9804,-0.0196,95.34,1.9729
21.007,23.003,231,229.224,22.9798,-0.0202,96.01,1.9723
20.986,22.992,231,229.286,22.9805,-0.0195,95.56,1.9945
21.007,23.003,231,229.335,22.9811,-0.0189,95.23,1.9736
21.050,22.970,231,229.420,22.9820,-0.0180,94.55,1.9316
21.040,22.981,231,229.462,22.9825,-0.0175,94.27,1.9429
21.018,22.970,231,229.500,22.9830,-0.0170,94.04,1.9647
21.029,22.992,231,229.761,22.9859,-0.0141,91.56,1.9570
21.040,23.003,231,229.612,22.9842,-0.0158,93.19,1.9446
21.029,22.992,231,229.786,22.9862,-0.0138,91.57,1.9573
21.040,23.003,231,229.703,22.9853,-0.0147,92.53,1.9456
21.029,22.992,231,229.712,22.9854,-0.0146,92.57,1.9564
21.040,23.003,231,229.459,22.9825,-0.0175,95.26,1.9428
21.040,23.013,231,229.313,22.9808,-0.0192,96.88,1.9412
21.018,23.003,231,229.449,22.9824,-0.0176,95.68,1.9642
21.040,23.003,231,229.520,22.9832,-0.0168,95.12,1.9435
21.050,22.992,231,229.391,22.9817,-0.0183,96.57,1.9313
21.040,23.013,231,229.275,22.9804,-0.0196,97.90,1.9407
21.029,23.013,231,229.434,22.9822,-0.0178,96.47,1.9533
21.018,22.992,231,229.672,22.9849,-0.0151,94.22,1.9667
21.050,23.003,231,229.509,22.9831,-0.0169,96.00,1.9327
21.050,23.003,231,229.761,22.9859,-0.0141,93.60,1.9355
21.050,23.003,231,229.794,22.9863,-0.0137,93.39,1.9359
21.050,23.003,231,229.653,22.9847,-0.0153,94.93,1.9343
21.072,23.003,231,229.689,22.9851,-0.0149,94.71,1.9133
21.072,23.013,231,229.663,22.9848,-0.0152,95.10,1.9130
21.061,23.024,231,229.633,22.9845,-0.0155,95.54,1.9233
21.083,22.992,231,229.959,22.9882,-0.0118,92.38,1.9056
21.093,22.992,231,229.981,22.9884,-0.0116,92.27,1.8951
21.072,22.992,231,230.077,22.9895,-0.0105,91.40,1.9177
21.083,22.992,231,229.804,22.9864,-0.0136,94.25,1.9038
21.104,22.992,231,229.913,22.9876,-0.0124,93.26,1.8836
21.072,23.024,231,230.049,22.9892,-0.0108,92.00,1.9173
21.083,22.981,231,229.957,22.9881,-0.0119,93.02,1.9056
21.104,23.024,231,229.857,22.9870,-0.0130,94.14,1.8830
21.115,23.003,231,230.067,22.9894,-0.0106,92.13,1.8747
21.115,23.024,231,230.065,22.9894,-0.0106,92.24,1.8746
21.104,23.013,231,230.059,22.9893,-0.0107,92.40,1.8853
21.115,23.013,231,230.249,22.9915,-0.0085,90.58,1.8767
21.125,23.013,231,230.157,22.9904,-0.0096,91.58,1.8649
21.125,23.003,231,230.124,22.9900,-0.0100,92.00,1.8646
21.136,23.003,231,230.415,22.9934,-0.0066,89.14,1.8572
21.147,23.013,231,230.471,22.9940,-0.0060,88.64,1.8471
21.179,23.013,231,229.978,22.9884,-0.0116,93.67,1.8093
21.147,23.003,231,230.288,22.9919,-0.0081,90.65,1.8450
21.168,23.013,231,230.250,22.9915,-0.0085,91.10,1.8231
21.158,23.003,231,230.222,22.9912,-0.0088,91.45,1.8335
21.179,22.992,231,230.207,22.9910,-0.0090,91.69,1.8119
21.179,22.992,231,230.160,22.9904,-0.0096,92.24,1.8114
21.179,23.013,231,230.188,22.9908,-0.0092,92.04,1.8117
21.190,23.013,231,230.195,22.9909,-0.0091,92.05,1.8010
21.211,23.003,231,230.185,22.9907,-0.0093,92.23,1.7795
21.201,23.003,231,230.134,22.9902,-0.0098,92.83,1.7896
21.179,23.003,231,230.470,22.9940,-0.0060,89.52,1.8149
21.211,23.003,231,230.687,22.9964,-0.0036,87.38,1.7852
21.233,23.013,231,230.301,22.9921,-0.0079,91.31,1.7593
21.211,23.003,231,230.738,22.9970,-0.0030,86.96,1.7858
21.211,23.003,231,230.653,22.9961,-0.0039,87.85,1.7848
21.222,23.024,231,230.808,22.9978,-0.0022,86.32,1.7758
21.233,23.013,231,230.733,22.9970,-0.0030,87.10,1.7642
21.243,23.013,231,230.502,22.9943,-0.0057,89.46,1.7509
21.243,22.992,231,230.691,22.9965,-0.0035,87.60,1.7530
21.254,23.013,231,230.814,22.9979,-0.0021,86.39,1.7437
21.243,23.003,231,230.619,22.9957,-0.0043,88.38,1.7522
21.265,23.024,231,230.628,22.9958,-0.0042,88.32,1.7309
21.265,22.992,231,230.709,22.9967,-0.0033,87.55,1.7318
21.276,23.003,231,230.617,22.9956,-0.0044,88.50,1.7200
21.276,23.003,231,230.866,22.9985,-0.0015,86.02,1.7229
21.265,23.003,231,230.979,22.9998,-0.0002,84.89,1.7349
21.286,23.003,231,230.724,22.9969,-0.0031,87.47,1.7105
21.276,23.013,231,231.088,23.0010,0.0010,83.82,1.7254
21.297,23.003,231,230.863,22.9984,-0.0016,86.09,1.7014
21.297,23.024,231,230.866,22.9985,-0.0015,86.07,1.7014
21.286,23.003,231,230.879,22.9986,-0.0014,85.95,1.7123
21.308,23.024,231,231.124,23.0014,0.0014,83.50,1.6936
21.297,22.992,231,231.249,23.0028,0.0028,82.22,1.7058
21.319,23.003,231,231.163,23.0019,0.0019,83.06,1.6833
21.319,23.024,231,231.180,23.0020,0.0020,82.87,1.6835
21.329,23.003,231,230.893,22.9988,-0.0012,85.75,1.6695
21.329,23.013,231,231.002,23.0000,0.0000,84.67,1.6708
21.351,23.003,231,231.002,23.0000,0.0000,84.67,1.6493
21.351,23.003,231,231.100,23.0011,0.0011,83.68,1.6504
21.329,23.003,231,231.352,23.0040,0.0040,81.11,1.6748
21.340,23.003,231,231.118,23.0013,0.0013,83.44,1.6614
21.351,23.003,231,231.015,23.0002,0.0002,84.48,1.6495
21.361,23.003,231,230.903,22.9989,-0.0011,85.60,1.6375
21.394,23.013,231,231.037,23.0004,0.0004,84.26,1.6068
21.351,23.003,231,231.020,23.0002,0.0002,84.43,1.6495
21.372,23.003,231,230.998,23.0000,-0.0000,84.65,1.6278
21.372,23.024,231,230.902,22.9989,-0.0011,85.62,1.6267
21.394,23.003,231,230.741,22.9971,-0.0029,87.26,1.6035
21.404,23.013,231,230.893,22.9988,-0.0012,85.75,1.5945
21.383,23.024,231,231.022,23.0002,0.0002,84.45,1.6174
21.372,23.013,231,230.835,22.9981,-0.0019,86.34,1.6260
21.394,23.003,231,231.000,23.0000,0.0000,84.68,1.6064
21.404,23.003,231,231.172,23.0020,0.0020,82.95,1.5976
21.404,23.003,231,231.237,23.0027,0.0027,82.28,1.5984
21.426,23.013,231,231.159,23.0018,0.0018,83.04,1.5760
21.415,23.035,231,231.149,23.0017,0.0017,83.13,1.5866
21.426,23.003,231,231.119,23.0013,0.0014,83.42,1.5756
21.415,23.013,231,231.416,23.0047,0.0047,80.40,1.5897
21.426,22.992,231,231.371,23.0042,0.0042,80.82,1.5784
21.447,22.992,231,231.108,23.0012,0.0012,83.43,1.5540
21.447,23.003,231,231.239,23.0027,0.0027,82.10,1.5555
21.426,23.013,231,230.896,22.9988,-0.0012,85.54,1.5730
21.458,23.003,231,230.920,22.9991,-0.0009,85.31,1.5411
21.447,23.013,231,231.178,23.0020,0.0020,82.71,1.5548
21.458,23.003,231,231.201,23.0023,0.0023,82.46,1.5443
21.458,23.013,231,231.495,23.0056,0.0056,79.47,1.5477
21.458,23.024,231,231.406,23.0046,0.0046,80.33,1.5467
21.458,23.003,231,231.334,23.0038,0.0038,81.01,1.5458
21.458,23.013,231,231.397,23.0045,0.0045,80.34,1.5466
21.469,23.003,231,231.150,23.0017,0.0017,82.79,1.5330
21.469,23.013,231,231.178,23.0020,0.0020,82.50,1.5333
21.458,23.003,231,231.362,23.0041,0.0041,80.62,1.5462
21.490,23.013,231,231.118,23.0013,0.0013,83.05,1.5112
21.479,23.003,231,231.206,23.0023,0.0023,82.15,1.5229
21.458,23.013,231,231.077,23.0009,0.0009,83.43,1.5429
21.490,23.003,231,231.174,23.0020,0.0020,82.45,1.5118
21.490,23.024,231,231.177,23.0020,0.0020,82.40,1.5119
21.469,23.035,231,231.159,23.0018,0.0018,82.56,1.5331
