25.000,24.994,18.20,21.405
25.000,25.000,16.99,21.405
25.000,25.001,16.88,21.383
25.000,25.004,16.22,21.372
25.000,24.999,17.14,21.383
25.000,24.999,17.30,21.383
25.000,24.994,18.18,21.383
25.000,24.996,17.85,21.415
25.000,24.996,17.90,21.383
25.000,24.999,17.33,21.372
25.000,24.997,17.64,21.394
25.000,24.999,17.19,21.383
25.000,24.997,17.61,21.394
25.000,25.000,17.18,21.372
25.000,24.997,17.62,21.362
25.000,25.000,17.03,21.372
25.000,24.999,17.30,21.351
25.000,25.002,16.67,21.362
25.000,25.000,17.10,21.372
25.000,25.002,16.66,21.362
25.000,24.999,17.27,21.362
25.000,25.001,16.97,21.372
25.000,24.998,17.55,21.362
25.000,24.999,17.26,21.372
25.000,24.997,17.61,21.351
25.000,25.002,16.82,21.362
25.000,24.999,17.23,21.362
25.000,25.003,16.62,21.351
25.000,25.000,17.18,21.329
25.000,25.002,16.70,21.319
25.000,24.998,17.44,21.329
25.000,25.000,17.10,21.340
25.000,24.998,17.49,21.329
25.000,25.001,16.94,21.340
25.000,25.000,17.13,21.329
25.000,25.002,16.74,21.351
25.000,24.999,17.29,21.340
25.000,25.001,16.97,21.329
25.000,24.997,17.61,21.340
25.000,25.000,17.14,21.329
25.000,24.997,17.61,21.351
25.000,25.000,17.07,21.340
25.000,24.998,17.44,21.351
25.000,25.002,16.71,21.329
25.000,25.002,16.79,21.340
25.000,25.002,16.67,21.319
25.000,24.998,17.56,21.319
25.000,24.997,17.59,21.319
25.000,24.993,18.43,21.287
25.000,24.996,17.84,21.308
25.000,24.995,18.05,21.319
25.000,25.000,17.24,21.297
25.000,25.002,16.79,21.287
25.000,25.006,16.13,21.319
25.000,25.001,16.87,21.319
25.000,25.002,16.86,21.297
25.000,24.995,18.05,21.329
25.000,24.994,18.18,21.297
25.000,24.993,18.44,21.329
25.000,24.999,17.42,21.319
25.000,25.001,16.97,21.297
25.000,25.007,15.96,21.297
25.000,25.004,16.48,21.308
25.000,25.002,16.81,21.308
25.000,24.995,18.03,21.297
25.000,24.994,18.30,21.297
25.000,24.992,18.75,21.287
25.000,24.996,17.93,21.319
25.000,24.999,17.50,21.319
25.000,25.004,16.48,21.308
25.000,25.001,16.99,21.297
25.000,25.003,16.71,21.319
25.000,24.997,17.67,21.319
25.000,24.998,17.65,21.297
25.000,24.993,18.52,21.308
25.000,24.995,18.15,21.319
25.000,24.994,18.41,21.340
25.000,25.000,17.30,21.340
25.000,25.002,16.89,21.329
25.000,25.007,16.02,21.329
25.000,25.002,16.80,21.340
25.000,25.001,17.04,21.308
25.000,24.995,18.15,21.329
25.000,24.994,18.29,21.329
25.000,24.993,18.52,21.319
25.000,24.999,17.54,21.319
25.000,25.000,17.36,21.329
25.000,25.005,16.40,21.329
25.000,25.003,16.72,21.329
25.000,25.004,16.44,21.340
25.000,24.998,17.55,21.329
25.000,24.999,17.53,21.329
25.000,24.995,18.14,21.329
25.000,24.997,17.86,21.319
25.000,24.998,17.69,21.308
25.000,25.003,16.73,21.308
25.000,25.002,16.99,21.329
25.000,25.003,16.68,21.340
25.000,24.999,17.49,21.351
25.000,24.999,17.53,21.329
25.000,24.995,18.21,21.340
25.000,24.999,17.55,21.329
25.000,24.999,17.48,21.340
25.000,25.005,16.38,21.329
25.000,25.003,16.71,21.340
25.000,25.006,16.15,21.351
25.000,25.001,17.05,21.340
25.000,25.002,16.90,21.329
25.000,24.999,17.46,21.329
25.000,25.001,17.10,21.340
25.000,24.999,17.51,21.329
25.000,25.003,16.63,21.329
25.000,25.002,16.85,21.329
25.000,25.005,16.25,21.319
25.000,25.001,17.09,21.319
25.000,25.001,16.97,21.297
25.000,24.999,17.46,21.297
25.000,25.002,16.79,21.319
25.000,24.998,17.51,21.308
25.000,25.003,16.74,21.319
25.000,25.000,17.26,21.308
25.000,25.003,16.62,21.308
25.000,25.000,17.29,21.308
25.000,25.004,16.54,21.297
25.000,25.002,16.82,21.297
25.000,25.004,16.44,21.297
25.000,25.000,17.12,21.287
25.000,25.003,16.71,21.287
25.000,24.998,17.50,21.265
25.000,25.002,16.86,21.287
25.000,25.001,17.03,21.287
25.000,25.004,16.34,21.265
25.000,25.002,16.84,21.265
25.000,25.003,16.54,21.254
25.000,25.000,17.19,21.265
25.000,25.001,16.96,21.254
25.000,24.997,17.72,21.254
25.000,24.999,17.40,21.276
25.000,24.997,17.68,21.265
25.000,25.001,16.94,21.276
25.000,24.999,17.38,21.265
25.000,25.003,16.63,21.265
25.000,25.000,17.19,21.254
25.000,25.001,16.88,21.244
25.000,24.998,17.50,21.265
25.000,25.000,17.06,21.254
25.000,24.998,17.58,21.254
25.000,25.001,16.91,21.254
25.000,25.000,17.12,21.222
25.000,25.003,16.60,21.244
25.000,25.000,17.14,21.233
25.000,25.003,16.62,21.233
25.000,25.000,17.19,21.222
25.000,25.001,16.90,21.211
25.000,24.999,17.27,21.233
25.000,25.000,17.16,21.222
25.000,24.997,17.76,21.190
25.000,25.000,17.10,21.201
25.000,24.997,17.63,21.201
25.000,25.001,16.92,21.201
25.000,24.998,17.54,21.211
25.000,25.000,17.22,21.201
25.000,24.997,17.78,21.201
25.000,24.998,17.46,21.201
25.000,24.996,17.99,21.179
25.000,24.998,17.59,21.190
25.000,24.996,17.97,21.179
25.000,24.997,17.74,21.190
25.000,24.995,18.19,21.179
25.000,24.997,17.82,21.211
25.000,24.995,18.17,21.201
25.000,24.998,17.60,21.190
25.000,24.998,17.64,21.169
25.000,25.001,17.09,21.158
25.000,24.998,17.55,21.190
25.000,25.001,17.14,21.158
25.000,24.996,17.92,21.158
25.000,24.999,17.36,21.169
25.000,24.996,18.04,21.147
25.000,24.997,17.85,21.158
25.000,24.996,18.01,21.147
25.000,25.000,17.35,21.158
25.000,25.000,17.38,21.169
25.000,25.002,16.88,21.147
