timestamps,resistance,ppm,temp_c,ambient_c,savgol_151_2
1517933116.9,70003.302,-0.48,24.994,21.405,0.0869457828443
1517933117.9,70003.302,-0.48,25.0,21.405,0.087829192381
1517933118.9,70003.325,-0.15,25.001,21.383,0.0886756697408
1517933119.9,70003.325,-0.15,25.004,21.372,0.0894852149237
1517933120.9,70003.325,-0.15,24.999,21.383,0.0902578279296
1517933121.9,70003.325,-0.15,24.999,21.383,0.0909935087586
1517933122.9,70003.37,0.49,24.994,21.383,0.0916922574107
1517933123.9,70003.37,0.49,24.996,21.415,0.0923540738859
1517933124.9,70003.37,0.49,24.996,21.383,0.0929789581842
1517933125.9,70003.36,0.35,24.999,21.372,0.0935669103055
1517933126.9,70003.36,0.35,24.997,21.394,0.0941179302499
1517933127.9,70003.36,0.35,24.999,21.383,0.0946320180175
1517933128.9,70003.353,0.25,24.997,21.394,0.095109173608
1517933129.9,70003.353,0.25,25.0,21.372,0.0955493970217
1517933130.9,70003.353,0.25,24.997,21.362,0.0959526882585
1517933131.9,70003.353,0.25,25.0,21.372,0.0963190473183
1517933132.9,70003.34,0.07,24.999,21.351,0.0966484742012
1517933133.9,70003.34,0.07,25.002,21.362,0.0969409689072
1517933134.9,70003.34,0.07,25.0,21.372,0.0971965314363
1517933135.9,70003.307,-0.41,25.002,21.362,0.0974151617884
1517933136.91,70003.307,-0.41,24.999,21.362,0.0975968599636
1517933137.9,70003.307,-0.41,25.001,21.372,0.097741625962
1517933138.9,70003.335,-0.01,24.998,21.362,0.0978494597834
1517933139.9,70003.335,-0.01,24.999,21.372,0.0979203614278
1517933140.9,70003.335,-0.01,24.997,21.351,0.0979543308954
1517933141.9,70003.335,-0.01,25.002,21.362,0.097951368186
1517933142.91,70003.37,0.49,24.999,21.362,0.0979114732997
1517933143.91,70003.37,0.49,25.003,21.351,0.0978346462365
1517933144.91,70003.37,0.49,25.0,21.329,0.0977208869964
1517933145.9,70003.335,-0.01,25.002,21.319,0.0975701955794
1517933146.9,70003.335,-0.01,24.998,21.329,0.0973825719854
1517933147.9,70003.335,-0.01,25.0,21.34,0.0971580162145
1517933148.91,70003.355,0.28,24.998,21.329,0.0968965282668
1517933149.91,70003.355,0.28,25.001,21.34,0.096598108142
1517933150.91,70003.355,0.28,25.0,21.329,0.0962627558404
1517933151.91,70003.355,0.28,25.002,21.351,0.0958904713619
1517933152.91,70003.327,-0.12,24.999,21.34,0.0954812547064
1517933153.91,70003.327,-0.12,25.001,21.329,0.095035105874
1517933154.91,70003.327,-0.12,24.997,21.34,0.0945520248647
1517933155.91,70003.33,-0.08,25.0,21.329,0.0940320116784
1517933156.91,70003.33,-0.08,24.997,21.351,0.0934750663153
1517933157.91,70003.33,-0.08,25.0,21.34,0.0928811887752
1517933158.91,70003.381,0.65,24.998,21.351,0.0922503790582
1517933159.91,70003.381,0.65,25.002,21.329,0.0915826371643
1517933160.91,70003.381,0.65,25.002,21.34,0.0908779630935
1517933161.91,70003.381,0.65,25.002,21.319,0.0901363568458
1517933162.91,70003.353,0.25,24.998,21.319,0.0893578184211
1517933163.91,70003.353,0.25,24.997,21.319,0.0885423478195
1517933164.91,70003.353,0.25,24.993,21.287,0.087689945041
1517933165.91,70003.335,-0.01,24.996,21.308,0.0868006100856
1517933166.91,70003.335,-0.01,24.995,21.319,0.0858743429533
1517933167.91,70003.335,-0.01,25.0,21.297,0.084911143644
1517933168.91,70003.363,0.39,25.002,21.287,0.0839110121578
1517933169.91,70003.363,0.39,25.006,21.319,0.0828739484947
1517933170.91,70003.363,0.39,25.001,21.319,0.0817999526547
1517933171.91,70003.363,0.39,25.002,21.297,0.0806890246378
1517933172.91,70003.309,-0.38,24.995,21.329,0.0795411644439
1517933173.91,70003.309,-0.38,24.994,21.297,0.0783563720731
1517933174.91,70003.309,-0.38,24.993,21.329,0.0771346475254
1517933175.91,70003.33,-0.08,24.999,21.319,0.0758759908008
1517933176.91,70003.33,-0.08,25.001,21.297,0.0745804018993
1517933177.91,70003.33,-0.08,25.007,21.297,0.0732478808208
1517933178.91,70003.355,0.28,25.004,21.308,0.0718784275655
1517933179.91,70003.355,0.28,25.002,21.308,0.0704720421332
1517933180.91,70003.355,0.28,24.995,21.297,0.069028724524
1517933181.91,70003.355,0.28,24.994,21.297,0.0675484747379
1517933182.91,70003.335,-0.01,24.992,21.287,0.0660312927748
1517933183.91,70003.335,-0.01,24.996,21.319,0.0644771786348
1517933184.91,70003.335,-0.01,24.999,21.319,0.062886132318
1517933185.91,70003.332,-0.05,25.004,21.308,0.0612581538242
1517933186.91,70003.332,-0.05,25.001,21.297,0.0595932431534
1517933187.91,70003.332,-0.05,25.003,21.319,0.0578914003058
1517933188.91,70003.332,-0.05,24.997,21.319,0.0561526252812
1517933189.91,70003.365,0.42,24.998,21.297,0.0543769180797
1517933190.91,70003.365,0.42,24.993,21.308,0.0525642787013
1517933191.92,70003.365,0.42,24.995,21.319,0.050714707146
1517933192.92,70003.309,-0.38,24.994,21.34,0.0390875760056
1517933193.91,70003.309,-0.38,25.0,21.34,0.0272562092084
1517933194.91,70003.309,-0.38,25.002,21.329,0.0197558410003
1517933195.91,70003.307,-0.41,25.007,21.329,0.012181308276
1517933196.92,70003.307,-0.41,25.002,21.34,0.00453051943921
1517933197.92,70003.307,-0.41,25.001,21.308,-0.00540871969038
1517933198.92,70003.307,-0.41,24.995,21.329,-0.00870810815993
1517933199.92,70003.34,0.07,24.994,21.329,-0.0115160150909
1517933200.92,70003.34,0.07,24.993,21.319,-0.0138309589359
1517933201.92,70003.34,0.07,24.999,21.319,-0.0153592098647
1517933202.92,70003.325,-0.15,25.0,21.329,-0.0166017400338
1517933203.92,70003.325,-0.15,25.005,21.329,-0.0175567192965
1517933204.92,70003.325,-0.15,25.003,21.329,-0.0185763898875
1517933205.92,70003.378,0.61,25.004,21.34,-0.0194169675515
1517933206.92,70003.378,0.61,24.998,21.329,-0.0200768835913
1517933207.92,70003.378,0.61,24.999,21.329,-0.0212272092267
1517933208.92,70003.378,0.61,24.995,21.329,-0.0239963693376
1517933209.92,70003.348,0.18,24.997,21.319,-0.0266553284721
1517933210.92,70003.348,0.18,24.998,21.308,-0.0292046966793
1517933211.92,70003.348,0.18,25.003,21.308,-0.0379185828739
1517933212.92,70003.317,-0.26,25.002,21.329,-0.0467532151756
1517933213.92,70003.317,-0.26,25.003,21.34,-0.0557146069237
1517933214.92,70003.317,-0.26,24.999,21.351,-0.0561856256792
1517933215.92,70003.315,-0.29,24.999,21.329,-0.0568339072151
1517933216.92,70003.315,-0.29,24.995,21.34,-0.057657882834
1517933217.92,70003.315,-0.29,24.999,21.329,-0.0545240529209
1517933218.92,70003.315,-0.29,24.999,21.34,-0.0467084027264
1517933219.92,70003.348,0.18,25.005,21.329,-0.039005829453
1517933220.92,70003.348,0.18,25.003,21.34,-0.0314066594681
1517933221.92,70003.348,0.18,25.006,21.351,-0.0351846312995
1517933222.92,70003.307,-0.41,25.001,21.34,-0.0389644768526
1517933223.92,70003.307,-0.41,25.002,21.329,-0.0427464575768
1517933224.92,70003.307,-0.41,24.999,21.329,-0.036058238754
1517933225.92,70003.342,0.09,25.001,21.34,-0.0296857638117
1517933226.92,70003.342,0.09,24.999,21.329,-0.0236199691664
1517933227.92,70003.342,0.09,25.003,21.329,-0.0230407277361
1517933228.92,70003.342,0.09,25.002,21.329,-0.0265062848109
1517933229.92,70003.358,0.32,25.005,21.319,-0.0301721122246
1517933230.92,70003.358,0.32,25.001,21.319,-0.0340373384787
1517933231.92,70003.358,0.32,25.001,21.297,-0.0424949779903
1517933232.92,70003.322,-0.19,24.999,21.297,-0.0507989723291
1517933233.92,70003.322,-0.19,25.002,21.319,-0.0589524588893
1517933234.92,70003.322,-0.19,24.998,21.308,-0.0566769242032
1517933235.92,70003.34,0.07,25.003,21.319,-0.0539587554654
1517933236.92,70003.34,0.07,25.0,21.308,-0.0507922007863
1517933237.92,70003.34,0.07,25.003,21.308,-0.0471715082762
1517933238.92,70003.34,0.07,25.0,21.308,-0.0461407696551
1517933239.93,70003.342,0.09,25.004,21.297,-0.0449824872391
1517933240.92,70003.342,0.09,25.002,21.297,-0.0436934364839
1517933241.92,70003.342,0.09,25.004,21.297,-0.043978930654
1517933242.92,70003.294,-0.59,25.0,21.287,-0.0443654750669
1517933243.92,70003.294,-0.59,25.003,21.287,-0.0448512395758
1517933244.93,70003.294,-0.59,24.998,21.265,-0.040943179174
1517933245.93,70003.294,-0.59,25.002,21.287,-0.036889970709
1517933246.93,70003.342,0.09,25.001,21.287,-0.0326859494409
1517933247.93,70003.342,0.09,25.004,21.265,-0.0283254506301
1517933248.92,70003.342,0.09,25.002,21.265,-0.0379544363192
1517933249.92,70003.309,-0.38,25.003,21.254,-0.0475069480212
1517933250.93,70003.309,-0.38,25.0,21.265,-0.0569896962741
1517933251.93,70003.309,-0.38,25.001,21.254,-0.0626566148038
1517933252.93,70003.312,-0.33,24.997,21.254,-0.0681126307139
1517933253.93,70003.312,-0.33,24.999,21.276,-0.0733612299981
1517933254.93,70003.312,-0.33,24.997,21.265,-0.0733644545422
1517933255.93,70003.312,-0.33,25.001,21.276,-0.0730181210668
1517933256.93,70003.322,-0.19,24.999,21.265,-0.0723213580735
1517933257.93,70003.322,-0.19,25.003,21.265,-0.0712732940636
1517933258.93,70003.322,-0.19,25.0,21.254,-0.0713130605369
1517933259.93,70003.363,0.39,25.001,21.244,-0.0712970075359
1517933260.93,70003.363,0.39,24.998,21.265,-0.07122539651
1517933261.93,70003.363,0.39,25.0,21.254,-0.0701638939944
1517933262.93,70003.317,-0.26,24.998,21.254,-0.0691649214911
1517933263.93,70003.317,-0.26,25.001,21.254,-0.0682278689511
1517933264.93,70003.317,-0.26,25.0,21.222,-0.0660068464917
1517933265.93,70003.317,-0.26,25.003,21.244,-0.0591118733818
1517933266.93,70003.35,0.21,25.0,21.233,-0.0520533200169
1517933267.93,70003.35,0.21,25.003,21.233,-0.0448252602077
1517933268.93,70003.35,0.21,25.0,21.222,-0.0514970425701
1517933269.93,70003.342,0.09,25.001,21.211,-0.058124770687
1517933270.93,70003.342,0.09,24.999,21.233,-0.0647148064969
1517933271.93,70003.342,0.09,25.0,21.222,-0.0690831487936
1517933272.93,70003.358,0.32,24.997,21.19,-0.0736153327948
1517933273.93,70003.358,0.32,25.0,21.201,-0.0783157159926
1517933274.93,70003.358,0.32,24.997,21.201,-0.0791528163779
1517933275.93,70003.358,0.32,25.001,21.201,-0.0755113037704
1517933276.93,70003.345,0.14,24.998,21.211,-0.0720000801779
1517933277.93,70003.345,0.14,25.0,21.201,-0.0686156596067
1517933278.93,70003.345,0.14,24.997,21.201,-0.06934296862
1517933279.93,70003.34,0.07,24.998,21.201,-0.0702199139134
1517933280.93,70003.34,0.07,24.996,21.179,-0.071246495487
1517933281.93,70003.34,0.07,24.998,21.19,-0.0655806140404
1517933282.93,70003.345,0.14,24.996,21.179,-0.0594927530548
1517933283.93,70003.345,0.14,24.997,21.19,-0.0529771606407
1517933284.93,70003.345,0.14,24.995,21.179,-0.0440101651577
1517933285.93,70003.345,0.14,24.997,21.211,-0.0391551432787
1517933286.93,70003.355,0.28,24.995,21.201,-0.0342763294927
1517933287.93,70003.355,0.28,24.998,21.19,-0.0293698892064
1517933288.93,70003.355,0.28,24.998,21.169,-0.0300065275232
1517933289.93,70003.322,-0.19,25.001,21.158,-0.0308297972285
1517933290.93,70003.322,-0.19,24.998,21.19,-0.0318406569704
1517933291.93,70003.322,-0.19,25.001,21.158,-0.0333480790868
1517933292.94,70003.292,-0.62,24.996,21.158,-0.0350650094253
1517933293.94,70003.292,-0.62,24.999,21.169,-0.0369926680837
1517933294.94,70003.292,-0.62,24.996,21.147,-0.03913227516
1517933295.94,70003.292,-0.62,24.997,21.158,-0.0331041205317
1517933296.93,70003.337,0.02,24.996,21.147,-0.0272172357987
1517933297.93,70003.337,0.02,25.0,21.158,-0.0214655204719
1517933298.94,70003.337,0.02,25.0,21.169,-0.0306447955421
1517933299.94,70003.282,-0.76,25.002,21.147,-0.0397495574967
1517933300.94,70003.282,-0.76,24.999,21.158,-0.0487867783231
1517933301.94,70003.282,-0.76,25.0,21.158,-0.0497471260161
1517933302.94,70003.32,-0.22,24.996,21.179,-0.0505153083057
1517933303.94,70003.32,-0.22,24.997,21.158,-0.0510913251918
1517933304.94,70003.32,-0.22,24.997,21.179,-0.0514751766745
1517933305.94,70003.32,-0.22,25.0,21.169,-0.0493054244677
1517933306.94,70003.355,0.28,24.998,21.169,-0.046790166709
1517933307.94,70003.355,0.28,25.0,21.169,-0.043927398952
1517933308.94,70003.355,0.28,24.997,21.19,-0.0496028233063
1517933309.94,70003.335,-0.01,24.997,21.179,-0.0550200226764
1517933310.94,70003.335,-0.01,24.994,21.169,-0.0601847489518
1517933311.94,70003.335,-0.01,24.996,21.179,-0.0619528449631
1517933312.94,70003.335,-0.01,24.995,21.179,-0.063339093938
1517933313.94,70003.327,-0.12,25.0,21.19,-0.064346546121
1517933314.94,70003.327,-0.12,25.0,21.19,-0.0649782517567
1517933315.94,70003.327,-0.12,25.004,21.19,-0.060227347795
1517933316.94,70003.32,-0.22,25.0,21.19,-0.0554180970135
1517933317.94,70003.32,-0.22,25.001,21.201,-0.0505490178649
1517933318.94,70003.32,-0.22,24.997,21.222,-0.0557712891815
1517933319.94,70003.317,-0.26,24.997,21.211,-0.0611698646302
1517933320.94,70003.317,-0.26,24.996,21.233,-0.0667520647977
1517933321.94,70003.317,-0.26,25.0,21.233,-0.065126171185
1517933322.94,70003.317,-0.26,24.998,21.201,-0.0572168349095
1517933323.94,70003.363,0.39,25.003,21.222,-0.0495529561663
1517933324.94,70003.363,0.39,24.998,21.211,-0.042129218815
1517933325.94,70003.363,0.39,24.999,21.19,-0.0454352481025
1517933326.94,70003.358,0.32,24.994,21.201,-0.0489010666269
1517933327.94,70003.358,0.32,24.995,21.201,-0.0525305961311
1517933328.94,70003.358,0.32,24.993,21.211,-0.0508176485404
1517933329.94,70003.348,0.18,24.998,21.19,-0.0495805390915
1517933330.94,70003.348,0.18,24.997,21.211,-0.0488182219864
1517933331.94,70003.348,0.18,25.002,21.211,-0.0478570115099
1517933332.94,70003.348,0.18,25.0,21.211,-0.0459765532063
1517933333.94,70003.337,0.02,25.002,21.179,-0.0445192509645
1517933334.94,70003.337,0.02,24.997,21.201,-0.0434822288398
1517933335.94,70003.337,0.02,24.999,21.222,-0.0418083418087
1517933336.94,70003.327,-0.12,24.998,21.211,-0.0398311733245
1517933337.94,70003.327,-0.12,25.002,21.222,-0.0375472373936
1517933338.94,70003.327,-0.12,24.998,21.233,-0.0389361182937
1517933339.94,70003.317,-0.26,25.001,21.233,-0.0406264069253
1517933340.95,70003.317,-0.26,24.997,21.211,-0.0426178418387
1517933341.95,70003.317,-0.26,25.0,21.211,-0.0420274190836
1517933342.95,70003.317,-0.26,24.999,21.222,-0.0371068518078
1517933343.94,70003.36,0.35,25.003,21.222,-0.0323654646089
1517933344.94,70003.36,0.35,25.001,21.19,-0.0277962854994
1517933345.94,70003.36,0.35,25.004,21.222,-0.0288524195847
1517933346.94,70003.342,0.09,25.001,21.201,-0.0298611441554
1517933347.95,70003.342,0.09,25.002,21.211,-0.0308203676155
1517933348.95,70003.342,0.09,24.997,21.222,-0.0300391999993
1517933349.95,70003.312,-0.33,25.0,21.211,-0.0290055592885
1517933350.95,70003.312,-0.33,24.997,21.19,-0.0277159594893
1517933351.95,70003.312,-0.33,25.001,21.201,-0.02232325794
1517933352.94,70003.312,-0.33,24.998,21.211,-0.0187754139835
1517933353.95,70003.325,-0.15,25.001,21.211,-0.015337378829
1517933354.95,70003.325,-0.15,24.998,21.211,-0.0120037491862
1517933355.95,70003.325,-0.15,25.003,21.19,-0.012274471458
1517933356.95,70003.332,-0.05,25.0,21.169,-0.0124971741664
1517933357.95,70003.332,-0.05,25.002,21.19,-0.0126695914154
1517933358.95,70003.332,-0.05,24.998,21.19,-0.0117824844503
1517933359.95,70003.317,-0.26,25.001,21.19,-0.0108133694831
1517933360.95,70003.317,-0.26,24.998,21.169,-0.00975910911945
1517933361.95,70003.317,-0.26,25.002,21.19,-0.00861656596503
1517933362.95,70003.317,-0.26,24.999,21.201,-0.00940449640899
1517933363.95,70003.325,-0.15,25.002,21.211,-0.00977079591337
1517933364.95,70003.325,-0.15,24.999,21.233,-0.00971424438036
1517933365.95,70003.325,-0.15,25.002,21.233,-0.0126177982638
1517933366.95,70003.325,-0.15,24.998,21.254,-0.0155067981235
1517933367.95,70003.325,-0.15,25.001,21.265,-0.0183828126566
1517933368.95,70003.325,-0.15,24.998,21.265,-0.0249896335262
1517933369.95,70003.325,-0.15,25.001,21.254,-0.0319187345146
1517933370.95,70003.299,-0.52,24.998,21.265,-0.0391748217132
1517933371.95,70003.299,-0.52,25.001,21.265,-0.0467626012137
1517933372.95,70003.299,-0.52,24.998,21.287,-0.0452330778972
1517933373.95,70003.363,0.39,24.999,21.276,-0.0438127533337
1517933374.95,70003.363,0.39,24.996,21.297,-0.0424981415296
1517933375.95,70003.363,0.39,24.998,21.297,-0.0515042150022
1517933376.95,70003.342,0.09,24.998,21.297,-0.0609797211031
1517933377.95,70003.342,0.09,25.002,21.276,-0.0709299759728
1517933378.95,70003.342,0.09,25.0,21.287,-0.0729333068398
1517933379.95,70003.342,0.09,25.003,21.265,-0.0752567826544
1517933380.95,70003.342,0.09,24.999,21.287,-0.0778983989703
1517933381.95,70003.342,0.09,25.003,21.287,-0.080856151341
1517933382.95,70003.342,0.09,24.999,21.297,-0.0814928506627
1517933383.95,70003.368,0.47,25.0,21.287,-0.0819395197521
1517933384.95,70003.368,0.47,24.997,21.287,-0.0821920625666
1517933385.95,70003.368,0.47,24.998,21.308,-0.0883948654799
1517933386.95,70003.365,0.42,24.998,21.297,-0.0943744340707
1517933387.95,70003.365,0.42,25.002,21.297,-0.100132075587
1517933388.96,70003.365,0.42,25.0,21.308,-0.104996457359
1517933389.96,70003.365,0.42,25.002,21.297,-0.110816358723
1517933390.96,70003.33,-0.08,25.0,21.276,-0.116536429942
1517933391.95,70003.33,-0.08,25.001,21.287,-0.122158326863
1517933392.95,70003.33,-0.08,24.999,21.297,-0.126596406463
1517933393.95,70003.353,0.25,25.001,21.287,-0.131149131683
1517933394.95,70003.353,0.25,24.998,21.297,-0.135817112569
1517933395.96,70003.353,0.25,24.999,21.276,-0.144182660842
1517933396.96,70003.299,-0.52,24.997,21.276,-0.152477094843
1517933397.96,70003.299,-0.52,24.999,21.276,-0.160704249165
1517933398.96,70003.299,-0.52,24.999,21.287,-0.164351661817
1517933399.95,70003.299,-0.52,25.003,21.297,-0.161570989212
1517933400.95,70003.34,0.07,25.001,21.276,-0.158602247246
1517933401.96,70003.34,0.07,25.004,21.297,-0.15543950973
1517933402.96,70003.34,0.07,25.0,21.297,-0.151642452083
1517933403.96,70003.304,-0.45,25.002,21.297,-0.147764127207
1517933404.96,70003.304,-0.45,24.997,21.319,-0.143798173165
1517933405.96,70003.304,-0.45,25.0,21.308,-0.148190298654
1517933406.96,70003.299,-0.52,24.999,21.319,-0.15210144416
1517933407.96,70003.299,-0.52,25.003,21.329,-0.155532829782
1517933408.96,70003.299,-0.52,25.001,21.319,-0.155602933115
1517933409.96,70003.299,-0.52,25.003,21.308,-0.157033236336
1517933410.96,70003.335,-0.01,25.0,21.329,-0.158286276776
1517933411.96,70003.335,-0.01,25.002,21.308,-0.159362054436
1517933412.96,70003.335,-0.01,24.999,21.329,-0.16352370345
1517933413.96,70003.315,-0.29,25.002,21.319,-0.167478066563
1517933414.96,70003.315,-0.29,25.0,21.319,-0.17122801972
1517933415.96,70003.315,-0.29,25.004,21.297,-0.176213836083
1517933416.96,70003.294,-0.59,25.002,21.329,-0.181094331861
1517933417.96,70003.294,-0.59,25.005,21.297,-0.185873603097
1517933418.96,70003.294,-0.59,25.002,21.329,-0.190555745833
1517933419.96,70003.294,-0.59,25.005,21.297,-0.184077340257
1517933420.96,70003.325,-0.15,25.001,21.297,-0.177427946689
1517933421.96,70003.325,-0.15,25.003,21.287,-0.170601987539
1517933422.96,70003.325,-0.15,25.0,21.297,-0.169722628195
1517933423.96,70003.33,-0.08,25.002,21.297,-0.168595153249
1517933424.96,70003.33,-0.08,25.0,21.287,-0.1672193884
1517933425.96,70003.33,-0.08,25.004,21.297,-0.172982276337
1517933426.96,70003.302,-0.48,25.002,21.297,-0.178568772991
1517933427.96,70003.302,-0.48,25.004,21.297,-0.183985153153
1517933428.96,70003.302,-0.48,25.001,21.287,-0.18923769161
1517933429.96,70003.302,-0.48,25.004,21.297,-0.187295644512
1517933430.96,70003.322,-0.19,25.001,21.287,-0.185432903772
1517933431.96,70003.322,-0.19,25.003,21.276,-0.183649469388
1517933432.96,70003.322,-0.19,24.999,21.276,-0.178708526479
1517933433.96,70003.32,-0.22,25.001,21.287,-0.173929551553
1517933434.96,70003.32,-0.22,24.998,21.276,-0.169309668665
1517933435.96,70003.32,-0.22,25.002,21.276,-0.169500474531
1517933436.97,70003.32,-0.22,25.0,21.276,-0.169815817522
1517933437.97,70003.345,0.14,25.004,21.297,-0.170256917737
1517933438.96,70003.345,0.14,24.999,21.265,-0.170824995272
1517933439.96,70003.345,0.14,25.002,21.297,-0.169430972531
1517933440.96,70003.335,-0.01,24.998,21.297,-0.168157957347
1517933441.96,70003.335,-0.01,25.001,21.297,-0.167005339671
1517933442.96,70003.335,-0.01,25.0,21.319,-0.167990429204
1517933443.97,70003.33,-0.08,25.003,21.297,-0.168958350219
1517933444.97,70003.33,-0.08,25.001,21.297,-0.169910322812
1517933445.97,70003.33,-0.08,25.003,21.319,-0.175459955083
1517933446.96,70003.33,-0.08,24.999,21.308,-0.184483266795
1517933447.96,70003.309,-0.38,25.002,21.329,-0.193433503363
1517933448.96,70003.309,-0.38,24.998,21.308,-0.202319292622
1517933449.97,70003.309,-0.38,25.002,21.297,-0.196809426824
1517933450.97,70003.325,-0.15,25.0,21.297,-0.190983294247
1517933451.97,70003.325,-0.15,25.004,21.297,-0.184837060296
1517933452.97,70003.325,-0.15,25.002,21.276,-0.183657129859
1517933453.97,70003.304,-0.45,25.002,21.287,-0.182200106497
1517933454.97,70003.304,-0.45,24.998,21.287,-0.180466774558
1517933455.97,70003.304,-0.45,24.999,21.265,-0.173076799056
1517933456.97,70003.304,-0.45,24.995,21.276,-0.165775672819
1517933457.97,70003.322,-0.19,24.998,21.265,-0.158559299803
1517933458.97,70003.322,-0.19,24.998,21.265,-0.151423583968
1517933459.97,70003.322,-0.19,25.001,21.254,-0.140462922535
1517933460.97,70003.345,0.14,25.0,21.254,-0.129321381604
1517933461.97,70003.345,0.14,25.003,21.276,-0.117991553437
1517933462.97,70003.345,0.14,25.0,21.254,-0.109477763282
1517933463.97,70003.34,0.07,25.002,21.265,-0.100625395987
1517933464.97,70003.34,0.07,24.997,21.244,-0.0914297454615
1517933465.97,70003.34,0.07,24.997,21.265,-0.0843844824476
1517933466.97,70003.34,0.07,24.994,21.265,-0.0819512762659
1517933467.97,70003.325,-0.15,24.995,21.254,-0.0793274733779
1517933468.97,70003.325,-0.15,24.994,21.244,-0.0765149910802
1517933469.97,70003.325,-0.15,25.0,21.265,-0.0680135849175
1517933470.97,70003.348,0.18,25.001,21.233,-0.0592501627524
1517933471.97,70003.348,0.18,25.006,21.233,-0.0502218486399
1517933472.97,70003.348,0.18,25.003,21.201,-0.0495040912494
1517933473.97,70003.315,-0.29,25.003,21.233,-0.0489835975281
1517933474.97,70003.315,-0.29,24.996,21.222,-0.048664812118
1517933475.97,70003.315,-0.29,24.994,21.222,-0.0481678139944
1517933476.97,70003.315,-0.29,24.991,21.211,-0.0418497815589
1517933477.97,70003.307,-0.41,24.996,21.19,-0.0353790625989
1517933478.97,70003.307,-0.41,24.998,21.211,-0.0287546113161
1517933479.97,70003.307,-0.41,25.004,21.211,-0.0238549948625
1517933480.97,70003.358,0.32,25.004,21.211,-0.0193799724432
1517933481.97,70003.358,0.32,25.005,21.201,-0.0153298926575
1517933482.97,70003.358,0.32,24.998,21.211,-0.0120394370469
1517933483.97,70003.337,0.02,24.997,21.233,-0.00924726066257
1517933484.98,70003.337,0.02,24.991,21.233,-0.00695397355351
1517933485.97,70003.337,0.02,24.995,21.244,-0.00516018576861
1517933486.97,70003.337,0.02,24.996,21.233,-0.00381921113705
1517933487.97,70003.35,0.21,25.003,21.244,-0.00228833699799
1517933488.97,70003.35,0.21,25.004,21.244,-0.000568434849828
1517933489.97,70003.35,0.21,25.007,21.233,-0.000189890792532
1517933490.97,70003.35,0.21,24.999,21.254,9.83660275969e-05
1517933491.98,70003.35,0.21,24.997,21.244,0.000294244014331
1517933492.98,70003.35,0.21,24.992,21.265,-0.00268448532353
1517933493.98,70003.35,0.21,24.992,21.265,-0.00595978557653
1517933494.97,70003.315,-0.29,24.991,21.276,-0.00953636283617
1517933495.97,70003.315,-0.29,24.996,21.265,-0.013418923194
1517933496.97,70003.315,-0.29,24.998,21.265,-0.0176109352137
1517933497.98,70003.34,0.07,25.006,21.254,-0.021519840969
1517933498.98,70003.34,0.07,25.004,21.254,-0.0251506080009
1517933499.98,70003.34,0.07,25.006,21.244,-0.0184686378218
1517933500.98,70003.363,0.39,25.0,21.244,-0.0121015835998
1517933501.98,70003.363,0.39,24.999,21.233,-0.00604534929221
1517933502.97,70003.363,0.39,24.994,21.233,-0.0103603558851
1517933503.98,70003.363,0.39,24.996,21.244,-0.0148421237022
1517933504.98,70003.325,-0.15,24.998,21.222,-0.019495445985
1517933505.98,70003.325,-0.15,25.004,21.233,-0.0243251159747
1517933506.98,70003.325,-0.15,25.005,21.244,-0.0228991702464
1517933507.98,70003.309,-0.38,25.006,21.19,-0.0216995526599
1517933508.98,70003.309,-0.38,25.003,21.201,-0.0207253917168
1517933509.98,70003.309,-0.38,24.998,21.201,-0.0212447437751
1517933510.98,70003.327,-0.12,24.992,21.211,-0.021942883736
1517933511.98,70003.327,-0.12,24.993,21.211,-0.022820073049
1517933512.98,70003.327,-0.12,24.993,21.201,-0.0302186066658
1517933513.98,70003.327,-0.12,24.998,21.201,-0.0336720324825
1517933514.98,70003.32,-0.22,25.001,21.201,-0.0366425174452
1517933515.98,70003.32,-0.22,25.006,21.211,-0.0391329374988
1517933516.98,70003.32,-0.22,25.003,21.233,-0.0401878602012
1517933517.98,70003.335,-0.01,25.004,21.222,-0.0410372835743
1517933518.98,70003.335,-0.01,24.997,21.233,-0.0416831249145
1517933519.98,70003.335,-0.01,24.996,21.233,-0.0387140692092
1517933520.98,70003.368,0.47,24.994,21.233,-0.0358711193265
1517933521.98,70003.368,0.47,24.998,21.233,-0.0331530551685
1517933522.98,70003.368,0.47,24.998,21.222,-0.0333453077218
1517933523.98,70003.368,0.47,25.003,21.222,-0.0365518554637
1517933524.98,70003.332,-0.05,25.0,21.211,-0.0398938776364
1517933525.98,70003.332,-0.05,25.004,21.211,-0.0433752959827
1517933526.98,70003.332,-0.05,24.999,21.233,-0.039641840291
1517933527.98,70003.348,0.18,24.999,21.211,-0.0362399026013
1517933528.98,70003.348,0.18,24.995,21.233,-0.0331668684186
1517933529.98,70003.348,0.18,24.994,21.222,-0.0366712768934
1517933530.98,70003.309,-0.38,24.995,21.222,-0.0404851108851
1517933531.98,70003.309,-0.38,25.0,21.211,-0.0446112463386
1517933532.98,70003.309,-0.38,25.0,21.19,-0.0526079416166
1517933533.98,70003.309,-0.38,25.005,21.211,-0.0580130097286
1517933534.98,70003.309,-0.38,25.002,21.201,-0.0633286621018
1517933535.98,70003.309,-0.38,25.002,21.211,-0.0685587333294
1517933536.98,70003.309,-0.38,24.998,21.19,-0.0660908850851
1517933537.98,70003.327,-0.12,24.999,21.211,-0.063610792288
