timestamp,ambient_c,ambient_rh,set_c,err_c,duty_cycle
1521530119.81,23.517,61.337,29.000,-5.483,0.000
1521530120.22,23.528,61.307,29.000,-5.472,0.000
1521530120.63,23.496,61.299,29.000,-5.504,0.000
1521530121.04,23.496,61.276,29.000,-5.504,0.000
1521530121.44,23.507,61.291,29.000,-5.493,0.000
1521530121.85,23.496,61.276,29.000,-5.504,0.000
1521530122.26,23.507,61.307,29.000,-5.493,0.000
1521530122.67,23.507,61.291,29.000,-5.493,0.000
1521530123.08,23.496,61.299,29.000,-5.504,0.000
1521530123.48,23.507,61.276,29.000,-5.493,0.000
1521530123.89,23.507,61.291,29.000,-5.493,0.000
1521530124.30,23.496,61.284,29.000,-5.504,0.000
1521530124.71,23.517,61.307,29.000,-5.483,0.000
1521530125.12,23.507,61.307,29.000,-5.493,0.000
1521530125.52,23.507,61.291,29.000,-5.493,0.000
1521530125.93,23.496,61.284,29.000,-5.504,0.000
1521530126.34,23.507,61.307,29.000,-5.493,0.000
1521530126.75,23.507,61.299,29.000,-5.493,0.000
1521530127.15,23.507,61.268,29.000,-5.493,0.000
1521530127.56,23.485,61.268,29.000,-5.515,0.000
1521530127.97,23.485,61.261,29.000,-5.515,0.000
1521530128.38,23.496,61.261,29.000,-5.504,0.000
1521530128.79,23.496,61.268,29.000,-5.504,0.000
1521530129.19,23.507,61.261,29.000,-5.493,0.000
1521530129.60,23.507,61.261,29.000,-5.493,0.000
1521530130.01,23.528,61.268,29.000,-5.472,0.000
1521530130.42,23.528,61.261,29.000,-5.472,0.000
1521530130.83,23.496,61.261,29.000,-5.504,0.000
1521530131.23,23.507,61.253,29.000,-5.493,0.000
1521530131.64,23.507,61.268,29.000,-5.493,0.000
1521530132.05,23.517,61.253,29.000,-5.483,0.000
1521530132.46,23.496,61.230,29.000,-5.504,0.000
1521530132.87,23.496,61.245,29.000,-5.504,0.000
1521530133.27,23.517,61.230,29.000,-5.483,0.000
1521530133.68,23.507,61.230,29.000,-5.493,0.000
1521530134.09,23.517,61.245,29.000,-5.483,0.000
1521530134.50,23.507,61.230,29.000,-5.493,0.000
1521530134.90,23.496,61.238,29.000,-5.504,0.000
1521530135.31,23.496,61.207,29.000,-5.504,0.000
1521530135.72,23.507,61.215,29.000,-5.493,0.000
1521530136.13,23.507,61.230,29.000,-5.493,0.000
1521530136.54,23.528,61.223,29.000,-5.472,0.000
1521530136.94,23.507,61.200,29.000,-5.493,0.000
1521530137.35,23.507,61.223,29.000,-5.493,0.000
1521530137.76,23.517,61.207,29.000,-5.483,0.000
1521530138.17,23.507,61.215,29.000,-5.493,0.000
1521530138.58,23.507,61.215,29.000,-5.493,0.000
1521530138.98,23.496,61.192,29.000,-5.504,0.000
1521530139.39,23.517,61.192,29.000,-5.483,0.000
1521530139.80,23.485,61.169,29.000,-5.515,0.000
1521530140.21,23.496,61.192,29.000,-5.504,0.000
1521530140.62,23.496,61.169,29.000,-5.504,0.000
1521530141.02,23.507,61.192,29.000,-5.493,0.000
1521530141.43,23.507,61.192,29.000,-5.493,0.000
1521530141.84,23.507,61.139,29.000,-5.493,0.000
1521530142.25,23.507,61.154,29.000,-5.493,0.000
1521530142.66,23.517,61.169,29.000,-5.483,0.000
1521530143.06,23.517,61.139,29.000,-5.483,0.000
1521530143.47,23.507,61.131,29.000,-5.493,0.000
1521530143.88,23.496,61.146,29.000,-5.504,0.000
1521530144.29,23.517,61.108,29.000,-5.483,0.000
1521530144.70,23.507,61.116,29.000,-5.493,0.000
1521530145.10,23.507,61.108,29.000,-5.493,0.000
1521530145.51,23.507,61.123,29.000,-5.493,0.000
1521530145.92,23.507,61.101,29.000,-5.493,0.000
1521530146.33,23.528,61.108,29.000,-5.472,0.000
1521530146.73,23.517,61.085,29.000,-5.483,0.000
1521530147.14,23.507,61.108,29.000,-5.493,0.000
1521530147.55,23.496,61.093,29.000,-5.504,0.000
1521530147.96,23.517,61.078,29.000,-5.483,0.000
1521530148.37,23.496,61.078,29.000,-5.504,0.000
1521530148.77,23.539,61.078,29.000,-5.461,0.000
1521530149.18,23.496,61.062,29.000,-5.504,0.000
1521530149.59,23.507,61.078,29.000,-5.493,0.000
1521530150.00,23.528,61.078,29.000,-5.472,0.000
1521530150.41,23.507,61.085,29.000,-5.493,0.000
1521530150.81,23.507,61.062,29.000,-5.493,0.000
1521530151.22,23.507,61.047,29.000,-5.493,0.000
1521530151.63,23.517,61.078,29.000,-5.483,0.000
1521530152.04,23.496,61.070,29.000,-5.504,0.000
1521530152.45,23.507,61.062,29.000,-5.493,0.000
1521530152.85,23.539,61.062,29.000,-5.461,0.000
1521530153.26,23.517,61.039,29.000,-5.483,0.000
1521530153.67,23.517,61.055,29.000,-5.483,0.000
1521530154.08,23.539,61.039,29.000,-5.461,0.000
1521530154.49,23.517,61.039,29.000,-5.483,0.000
1521530154.89,23.528,61.055,29.000,-5.472,0.000
1521530155.30,23.517,61.047,29.000,-5.483,0.000
1521530155.71,23.507,61.047,29.000,-5.493,0.000
1521530156.12,23.528,61.070,29.000,-5.472,0.000
1521530156.52,23.528,61.062,29.000,-5.472,0.000
1521530156.93,23.528,61.055,29.000,-5.472,0.000
1521530157.34,23.507,61.062,29.000,-5.493,0.000
1521530157.75,23.496,61.055,29.000,-5.504,0.000
1521530158.16,23.517,61.070,29.000,-5.483,0.000
1521530158.57,23.517,61.062,29.000,-5.483,0.000
1521530158.97,23.528,61.055,29.000,-5.472,0.000
1521530159.38,23.528,61.078,29.000,-5.472,0.000
1521530159.79,23.528,61.062,29.000,-5.472,0.000
1521530160.20,23.496,61.062,29.000,-5.504,0.000
1521530160.60,23.507,61.062,29.000,-5.493,0.000
1521530161.01,23.507,61.078,29.000,-5.493,0.000
1521530161.42,23.517,61.062,29.000,-5.483,0.000
1521530161.83,23.517,61.070,29.000,-5.483,0.000
1521530162.24,23.517,61.078,29.000,-5.483,0.000
1521530162.64,23.517,61.093,29.000,-5.483,0.000
1521530163.05,23.517,61.101,29.000,-5.483,0.000
1521530163.46,23.507,61.093,29.000,-5.493,0.000
1521530163.87,23.517,61.101,29.000,-5.483,0.000
1521530164.28,23.507,61.078,29.000,-5.493,0.000
1521530164.68,23.517,61.093,29.000,-5.483,0.000
1521530165.09,23.539,61.101,29.000,-5.461,0.000
1521530165.50,23.507,61.093,29.000,-5.493,0.000
1521530165.91,23.517,61.078,29.000,-5.483,0.000
1521530166.31,23.507,61.101,29.000,-5.493,0.000
1521530166.72,23.528,61.101,29.000,-5.472,0.000
1521530167.13,23.528,61.093,29.000,-5.472,0.000
1521530167.54,23.517,61.108,29.000,-5.483,0.000
1521530167.95,23.517,61.078,29.000,-5.483,0.000
1521530168.35,23.517,61.078,29.000,-5.483,0.000
1521530168.76,23.507,61.085,29.000,-5.493,0.000
1521530169.17,23.517,61.078,29.000,-5.483,0.000
1521530169.58,23.507,61.085,29.000,-5.493,0.000
1521530169.99,23.528,61.078,29.000,-5.472,0.000
1521530170.39,23.528,61.062,29.000,-5.472,0.000
1521530170.80,23.517,61.062,29.000,-5.483,0.000
1521530171.21,23.507,61.062,29.000,-5.493,0.000
1521530171.62,23.517,61.062,29.000,-5.483,0.000
1521530172.03,23.528,61.062,29.000,-5.472,0.000
1521530172.43,23.528,61.078,29.000,-5.472,0.000
1521530172.84,23.539,61.039,29.000,-5.461,0.000
1521530173.25,23.550,61.062,29.000,-5.450,0.000
1521530173.66,23.517,61.055,29.000,-5.483,0.000
1521530174.07,23.507,61.039,29.000,-5.493,0.000
1521530174.47,23.528,61.062,29.000,-5.472,0.000
1521530174.88,23.507,61.062,29.000,-5.493,0.000
1521530175.29,23.528,61.039,29.000,-5.472,0.000
1521530175.70,23.528,61.039,29.000,-5.472,0.000
1521530176.10,23.528,61.024,29.000,-5.472,0.000
1521530176.51,23.550,61.047,29.000,-5.450,0.000
1521530176.92,23.517,61.039,29.000,-5.483,0.000
1521530177.33,23.507,61.039,29.000,-5.493,0.000
1521530177.74,23.528,61.039,29.000,-5.472,0.000
1521530178.15,23.507,61.001,29.000,-5.493,0.000
1521530178.55,23.539,61.024,29.000,-5.461,0.000
1521530178.96,23.517,61.024,29.000,-5.483,0.000
1521530179.37,23.517,61.001,29.000,-5.483,0.000
1521530179.78,23.528,61.032,29.000,-5.472,0.000
1521530180.18,23.517,61.017,29.000,-5.483,0.000
1521530180.59,23.539,61.001,29.000,-5.461,0.000
1521530181.00,23.517,60.994,29.000,-5.483,0.000
1521530181.41,23.517,61.001,29.000,-5.483,0.000
1521530181.82,23.528,61.001,29.000,-5.472,0.000
1521530182.22,23.539,61.001,29.000,-5.461,0.000
1521530182.63,23.550,61.009,29.000,-5.450,0.000
1521530183.04,23.539,60.986,29.000,-5.461,0.000
1521530183.45,23.528,60.986,29.000,-5.472,0.000
1521530183.86,23.517,60.986,29.000,-5.483,0.000
1521530184.26,23.528,60.978,29.000,-5.472,0.000
1521530184.67,23.539,60.986,29.000,-5.461,0.000
1521530185.08,23.507,60.986,29.000,-5.493,0.000
1521530185.49,23.517,60.986,29.000,-5.483,0.000
1521530185.89,23.507,60.978,29.000,-5.493,0.000
1521530186.30,23.528,61.001,29.000,-5.472,0.000
1521530186.71,23.550,60.978,29.000,-5.450,0.000
1521530187.12,23.528,60.986,29.000,-5.472,0.000
1521530187.53,23.528,60.956,29.000,-5.472,0.000
1521530187.93,23.507,60.978,29.000,-5.493,0.000
1521530188.34,23.528,60.971,29.000,-5.472,0.000
1521530188.75,23.528,60.956,29.000,-5.472,0.000
1521530189.16,23.539,60.978,29.000,-5.461,0.000
1521530189.57,23.528,60.956,29.000,-5.472,0.000
1521530189.97,23.550,60.948,29.000,-5.450,0.000
1521530190.38,23.550,60.956,29.000,-5.450,0.000
1521530190.79,23.550,60.963,29.000,-5.450,0.000
1521530191.20,23.550,60.933,29.000,-5.450,0.000
1521530191.61,23.539,60.933,29.000,-5.461,0.000
1521530192.01,23.550,60.933,29.000,-5.450,0.000
1521530192.42,23.528,60.948,29.000,-5.472,0.000
1521530192.83,23.560,60.925,29.000,-5.440,0.000
1521530193.24,23.550,60.933,29.000,-5.450,0.000
1521530193.65,23.550,60.925,29.000,-5.450,0.000
1521530194.05,23.528,60.917,29.000,-5.472,0.000
1521530194.46,23.539,60.917,29.000,-5.461,0.000
1521530194.87,23.539,60.925,29.000,-5.461,0.000
1521530195.28,23.528,60.933,29.000,-5.472,0.000
1521530195.68,23.539,60.933,29.000,-5.461,0.000
1521530196.09,23.528,60.902,29.000,-5.472,0.000
1521530196.50,23.539,60.910,29.000,-5.461,0.000
1521530196.91,23.539,60.917,29.000,-5.461,0.000
1521530197.32,23.550,60.895,29.000,-5.450,0.000
1521530197.73,23.539,60.917,29.000,-5.461,0.000
1521530198.13,23.550,60.887,29.000,-5.450,0.000
1521530198.54,23.528,60.895,29.000,-5.472,0.000
1521530198.95,23.528,60.895,29.000,-5.472,0.000
1521530199.36,23.528,60.887,29.000,-5.472,0.000
1521530199.76,23.550,60.895,29.000,-5.450,0.000
1521530200.17,23.550,60.879,29.000,-5.450,0.000
1521530200.58,23.539,60.895,29.000,-5.461,0.000
1521530200.99,23.539,60.879,29.000,-5.461,0.000
1521530201.40,23.539,60.887,29.000,-5.461,0.000
1521530201.80,23.539,60.879,29.000,-5.461,0.000
1521530202.21,23.539,60.887,29.000,-5.461,0.000
1521530202.62,23.517,60.864,29.000,-5.483,0.000
1521530203.03,23.539,60.879,29.000,-5.461,0.000
1521530203.44,23.528,60.856,29.000,-5.472,0.000
1521530203.84,23.550,60.879,29.000,-5.450,0.000
1521530204.25,23.550,60.856,29.000,-5.450,0.000
1521530204.66,23.550,60.864,29.000,-5.450,0.000
1521530205.07,23.550,60.856,29.000,-5.450,0.000
1521530205.48,23.550,60.872,29.000,-5.450,0.000
1521530205.88,23.539,60.849,29.000,-5.461,0.000
1521530206.29,23.539,60.864,29.000,-5.461,0.000
1521530206.70,23.550,60.856,29.000,-5.450,0.000
1521530207.11,23.539,60.887,29.000,-5.461,0.000
1521530207.52,23.550,60.872,29.000,-5.450,0.000
1521530207.92,23.560,60.864,29.000,-5.440,0.000
1521530208.33,23.550,60.864,29.000,-5.450,0.000
1521530208.74,23.550,60.879,29.000,-5.450,0.000
1521530209.15,23.528,60.872,29.000,-5.472,0.000
1521530209.55,23.528,60.879,29.000,-5.472,0.000
1521530209.96,23.528,60.864,29.000,-5.472,0.000
1521530210.37,23.539,60.872,29.000,-5.461,0.000
1521530210.78,23.528,60.879,29.000,-5.472,0.000
1521530211.19,23.528,60.887,29.000,-5.472,0.000
1521530211.60,23.517,60.872,29.000,-5.483,0.000
1521530212.00,23.539,60.879,29.000,-5.461,0.000
1521530212.41,23.560,60.887,29.000,-5.440,0.000
1521530212.82,23.550,60.879,29.000,-5.450,0.000
1521530213.23,23.539,60.887,29.000,-5.461,0.000
1521530213.63,23.539,60.879,29.000,-5.461,0.000
1521530214.04,23.528,60.879,29.000,-5.472,0.000
1521530214.45,23.550,60.887,29.000,-5.450,0.000
1521530214.86,23.539,60.887,29.000,-5.461,0.000
1521530215.27,23.550,60.879,29.000,-5.450,0.000
1521530215.67,23.550,60.879,29.000,-5.450,0.000
1521530216.08,23.539,60.887,29.000,-5.461,0.000
1521530216.49,23.550,60.887,29.000,-5.450,0.000
1521530216.90,23.517,60.879,29.000,-5.483,0.000
1521530217.31,23.539,60.895,29.000,-5.461,0.000
1521530217.71,23.550,60.887,29.000,-5.450,0.000
1521530218.12,23.539,60.887,29.000,-5.461,0.000
1521530218.53,23.528,60.879,29.000,-5.472,0.000
1521530218.94,23.550,60.895,29.000,-5.450,0.000
1521530219.35,23.550,60.879,29.000,-5.450,0.000
1521530219.75,23.550,60.887,29.000,-5.450,0.000
1521530220.16,23.550,60.864,29.000,-5.450,0.000
1521530220.57,23.539,60.864,29.000,-5.461,0.000
1521530220.98,23.550,60.879,29.000,-5.450,0.000
1521530221.38,23.550,60.856,29.000,-5.450,0.000
1521530221.79,23.539,60.864,29.000,-5.461,0.000
1521530222.20,23.539,60.872,29.000,-5.461,0.000
1521530222.61,23.528,60.856,29.000,-5.472,0.000
