timestamp,run2
1519625316.251,17631.578
1519625316.594,17630.868
1519625316.939,17631.375
1519625317.284,17631.375
1519625317.629,17630.640
1519625317.972,17633.428
1519625318.317,17631.147
1519625318.662,17630.006
1519625319.005,17629.626
1519625319.350,17629.575
1519625319.695,17629.056
1519625320.039,17630.070
1519625320.383,17629.474
1519625320.728,-1587.812
1519625321.073,-1871.800
1519625321.417,-1967.900
1519625321.761,-2045.397
1519625322.106,-2041.088
1519625322.451,-2131.168
1519625322.795,-2153.155
1519625323.140,-2181.086
1519625323.484,-2181.593
1519625323.828,-2167.742
1519625324.173,-2258.797
1519625324.518,-2276.032
1519625324.863,-2329.829
1519625325.207,-2324.443
1519625325.552,-42068.978
1519625325.895,-69995.923
1519625326.240,-70051.544
1519625326.585,-70142.055
1519625326.929,-69991.918
1519625327.273,-70070.288
1519625327.618,-70157.934
1519625327.963,-69931.151
1519625328.307,-70098.738
1519625328.651,-70149.823
1519625328.996,-70173.078
1519625329.340,-70173.838
1519625329.685,-70174.675
1519625330.029,-70101.476
1519625330.373,-70146.110
1519625330.759,-139738.920
1519625331.104,-139831.440
1519625331.447,-139748.800
1519625331.792,-139790.370
1519625332.137,-139692.020
1519625332.480,-139702.410
1519625332.825,-139778.840
1519625333.170,-139820.030
1519625333.514,-139784.540
1519625333.858,-139847.280
1519625334.203,-139770.100
1519625334.548,-139764.010
1519625334.891,-139832.710
1519625335.236,-139825.360
1519625335.581,-187102.370
1519625335.925,-209907.570
1519625336.270,-210306.830
1519625336.614,-210154.100
1519625336.958,-210296.940
1519625337.303,-210219.250
1519625337.647,-210162.720
1519625337.992,-210220.260
1519625338.336,-210220.260
1519625338.680,-210209.870
1519625339.025,-210225.330
1519625339.369,-210197.450
1519625339.714,-210160.690
1519625340.058,-210162.210
1519625340.402,-210115.570
1519625340.747,-275687.580
1519625341.091,-275167.150
1519625341.435,-274780.570
1519625341.780,-274625.050
1519625342.124,-274592.600
1519625342.469,-274645.840
1519625342.813,-274638.230
1519625343.158,-274666.880
1519625343.502,-274619.730
1519625343.847,-274618.970
1519625344.191,-274667.380
1519625344.536,-274643.550
1519625344.880,-274587.030
