timestamp,v,temp_c
1530744914.4,-3.53210483e-05,21.731
1530744914.66,-3.52185878e-05,21.731
1530744914.91,-3.51844343e-05,21.731
1530744915.17,-3.50478204e-05,21.731
1530744915.43,-3.48770529e-05,21.731
1530744915.68,-3.46379785e-05,21.731
1530744915.94,-3.46209018e-05,21.731
1530744916.19,-3.45184413e-05,21.731
1530744916.45,-3.45013645e-05,21.731
1530744916.7,-3.43305971e-05,21.731
1530744916.96,-3.41769064e-05,21.731
1530744917.22,-3.42281366e-05,21.731
1530744917.47,-3.40915227e-05,21.742
1530744917.73,-3.40402924e-05,21.742
1530744917.98,-3.4006139e-05,21.742
1530744918.24,-3.37499878e-05,21.742
1530744918.5,-3.35279901e-05,21.742
1530744918.75,-3.30839947e-05,21.742
1530744919.01,-3.27766133e-05,21.742
1530744919.26,-3.25204622e-05,21.742
1530744919.52,-3.2264311e-05,21.742
1530744919.78,-3.19910831e-05,21.742
1530744920.03,-3.18203156e-05,21.742
1530744920.29,-3.14787807e-05,21.742
1530744920.54,-3.12567831e-05,21.748
1530744920.8,-3.10689389e-05,21.748
1530744921.06,-3.09494017e-05,21.748
1530744921.31,-3.08810947e-05,21.748
1530744921.57,-3.05054063e-05,21.748
1530744921.82,-3.03687923e-05,21.748
1530744922.08,-3.02321784e-05,21.748
1530744922.33,-3.00955644e-05,21.748
1530744922.59,-2.99077202e-05,21.748
1530744922.85,-2.9924797e-05,21.748
1530744923.1,-2.9719876e-05,21.748
1530744923.36,-2.97540295e-05,21.748
1530744923.61,-2.94637249e-05,21.759
1530744923.87,-2.93954179e-05,21.759
1530744924.13,-2.92758806e-05,21.759
1530744924.38,-2.91392666e-05,21.759
1530744924.64,-2.89855758e-05,21.759
1530744924.89,-2.89855758e-05,21.759
1530744925.15,-2.88489617e-05,21.759
1530744925.41,-2.8763578e-05,21.759
1530744925.66,-2.86611174e-05,21.759
1530744925.92,-2.83708127e-05,21.759
1530744926.17,-2.83366592e-05,21.759
1530744926.43,-2.8012201e-05,21.759
1530744926.69,-2.77218963e-05,21.765
1530744926.94,-2.73974381e-05,21.765
1530744927.2,-2.70559032e-05,21.765
1530744927.45,-2.65606775e-05,21.765
1530744927.71,-2.6458217e-05,21.765
1530744927.96,-2.60996053e-05,21.765
1530744928.22,-2.56897634e-05,21.765
1530744928.48,-2.56214563e-05,21.765
1530744928.73,-2.5433612e-05,21.765
