timestamp;value;unit;mode;current;operation;peak;battery_low;relative;hold
2017-05-06 12:54:25.482103;-0.0002;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:25.982107;-0.0002;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:26.482108;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:26.982111;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:27.482113;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:27.982117;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:28.482119;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:28.982123;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:29.482123;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:29.982126;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:30.482131;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:30.982133;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:31.482173;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:31.982139;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:32.482139;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:32.982144;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:33.482147;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:33.982273;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:34.482277;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:34.982279;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:35.482282;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:35.982285;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:36.482287;0.0003;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:36.982291;0.0003;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:37.482294;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:37.982295;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:38.482298;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:38.982301;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:39.482303;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:39.982307;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:40.482460;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:40.986072;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:41.482476;0.0001;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:41.982443;0.0001;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:42.482446;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:42.982449;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:43.482450;0.0003;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:43.982456;0.0003;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:44.482455;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:44.982459;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:45.482461;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:45.982465;0.0;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:46.482466;0.0001;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:46.982595;0.0001;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:47.482597;0.0001;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:47.982601;0.0001;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:48.482602;0.0001;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:48.982606;0.0001;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:49.482608;0.0001;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:49.982612;0.0001;V;voltage;AC;normal;;0;0;0
2017-05-06 12:54:50.482613;0.0;V;voltage;AC;normal;;0;0;0
