set_c,oven_c,output,ambient_c
25.000,23.844,205.00,20.729
25.000,23.842,205.00,20.664
25.000,23.989,195.17,20.697
25.000,24.257,148.06,20.697
25.000,24.543,96.76,20.697
25.000,24.794,51.38,20.697
25.000,24.964,20.33,20.697
25.000,25.059,2.80,20.697
25.000,25.065,1.51,20.697
25.000,25.010,11.49,20.697
25.000,24.933,25.81,20.707
25.000,24.859,39.78,20.697
25.000,24.800,51.18,20.697
25.000,24.782,55.11,20.707
25.000,24.781,55.75,20.697
25.000,24.799,53.10,20.697
25.000,24.821,49.66,20.675
25.000,24.870,41.03,20.697
25.000,24.889,37.89,20.686
25.000,24.898,36.42,20.675
25.000,24.907,35.00,20.686
25.000,24.915,33.95,20.697
25.000,24.911,34.91,20.686
25.000,24.908,35.75,20.697
25.000,24.901,37.22,20.697
25.000,24.902,37.33,20.686
25.000,24.903,37.51,20.697
25.000,24.912,36.03,20.707
25.000,24.919,34.91,20.686
25.000,24.931,32.93,20.675
25.000,24.937,32.03,20.686
25.000,24.942,31.28,20.686
25.000,24.941,31.62,20.686
25.000,24.943,31.43,20.686
25.000,24.939,32.30,20.697
25.000,24.941,32.14,20.697
25.000,24.942,32.15,20.697
25.000,24.949,31.06,20.675
25.000,24.952,30.64,20.686
25.000,24.958,29.62,20.686
25.000,24.960,29.41,20.675
25.000,24.963,28.97,20.686
25.000,24.961,29.33,20.686
25.000,24.963,29.16,20.697
25.000,24.960,29.76,20.675
25.000,24.964,29.13,20.697
25.000,24.964,29.32,20.686
25.000,24.967,28.80,20.686
25.000,24.969,28.57,20.686
25.000,24.971,28.24,20.697
25.000,24.972,28.24,20.697
25.000,24.973,28.01,20.697
25.000,24.973,28.12,20.686
25.000,24.975,27.91,20.697
25.000,24.975,27.95,20.686
25.000,24.975,27.92,20.697
25.000,24.975,27.97,20.697
25.000,24.976,27.94,20.664
25.000,24.976,27.96,20.697
25.000,24.977,27.96,20.697
26.000,24.977,205.00,20.686
26.000,24.990,205.00,20.697
26.000,25.124,191.60,20.707
26.000,25.350,152.20,20.707
26.000,25.589,109.71,20.686
26.000,25.794,73.04,20.718
26.000,25.934,47.66,20.697
26.000,26.019,32.23,20.697
26.000,26.030,30.19,20.697
26.000,26.013,33.19,20.707
26.000,25.950,44.76,20.686
26.000,25.903,53.61,20.686
26.000,25.854,62.91,20.697
26.000,25.843,65.30,20.697
26.000,25.840,66.46,20.697
26.000,25.849,65.09,20.697
26.000,25.858,64.04,20.707
26.000,25.886,59.18,20.707
26.000,25.920,53.25,20.707
26.000,25.938,50.19,20.707
26.000,25.941,49.68,20.686
26.000,25.944,49.37,20.718
26.000,25.944,49.59,20.707
26.000,25.944,49.62,20.686
26.000,25.943,49.95,20.697
26.000,25.945,49.87,20.707
26.000,25.945,49.94,20.697
26.000,25.948,49.55,20.697
26.000,25.951,49.09,20.718
26.000,25.960,47.63,20.686
26.000,25.967,46.47,20.707
26.000,25.977,44.79,20.697
26.000,25.980,44.29,20.697
26.000,25.986,43.27,20.697
26.000,25.985,43.45,20.697
26.000,25.988,42.92,20.707
26.000,25.985,43.41,20.686
26.000,25.988,42.99,20.697
26.000,25.986,43.40,20.697
26.000,25.990,42.60,20.707
26.000,25.991,42.45,20.686
26.000,25.999,41.15,20.697
26.000,25.999,41.03,20.718
26.000,26.006,39.79,20.697
26.000,26.006,39.78,20.686
26.000,26.010,39.05,20.686
26.000,26.008,39.42,20.686
26.000,26.009,39.09,20.697
26.000,26.008,39.37,20.697
26.000,26.011,38.80,20.707
26.000,26.010,38.86,20.697
26.000,26.013,38.22,20.707
26.000,26.013,38.28,20.686
26.000,26.015,37.78,20.697
26.000,26.016,37.72,20.707
26.000,26.018,37.16,20.686
26.000,26.017,37.27,20.697
26.000,26.020,36.80,20.707
26.000,26.019,36.90,20.707
26.000,26.021,36.47,20.697
