25.000,25.004,12.18,22.616
25.000,25.004,12.12,22.616
25.000,25.002,12.43,22.616
25.000,25.003,12.33,22.616
25.000,25.001,12.69,22.649
25.000,25.003,12.30,22.627
25.000,25.002,12.38,22.638
25.000,25.004,12.04,22.638
25.000,25.003,12.26,22.638
25.000,25.004,12.12,22.649
25.000,25.003,12.17,22.659
25.000,25.004,11.93,22.638
25.000,25.004,11.96,22.616
25.000,25.005,11.75,22.627
25.000,25.003,12.26,22.638
25.000,25.002,12.43,22.616
25.000,25.000,12.74,22.638
25.000,25.001,12.47,22.638
25.000,25.002,12.39,22.627
25.000,25.004,11.99,22.638
25.000,25.004,11.95,22.638
25.000,25.004,11.96,22.638
25.000,25.003,12.09,22.649
25.000,25.002,12.21,22.638
25.000,25.001,12.44,22.638
25.000,25.002,12.22,22.638
25.000,25.003,12.01,22.649
25.000,25.005,11.75,22.649
25.000,25.006,11.53,22.649
25.000,25.007,11.34,22.670
25.000,25.005,11.65,22.649
25.000,25.005,11.72,22.670
25.000,25.002,12.18,22.670
25.000,25.001,12.31,22.670
25.000,25.000,12.52,22.670
25.000,25.002,12.10,22.670
25.000,25.003,12.08,22.670
25.000,25.006,11.47,22.649
25.000,25.006,11.48,22.659
25.000,25.006,11.38,22.692
25.000,25.004,11.72,22.681
25.000,25.004,11.76,22.670
25.000,25.001,12.36,22.681
25.000,25.000,12.48,22.649
25.000,24.997,12.98,22.659
25.000,24.998,12.81,22.670
25.000,24.998,12.80,22.659
25.000,25.001,12.37,22.649
25.000,25.001,12.37,22.659
25.000,25.002,12.13,22.649
25.000,25.001,12.25,22.638
25.000,25.002,12.05,22.638
25.000,25.001,12.23,22.649
25.000,25.002,12.03,22.649
25.000,25.001,12.32,22.638
25.000,25.001,12.20,22.638
25.000,25.000,12.48,22.638
25.000,25.000,12.42,22.638
25.000,25.001,12.30,22.659
25.000,25.001,12.33,22.638
25.000,25.000,12.35,22.627
25.000,25.001,12.29,22.616
25.000,25.001,12.30,22.627
25.000,25.001,12.27,22.638
25.000,25.001,12.33,22.627
25.000,25.002,12.10,22.616
25.000,25.001,12.30,22.616
25.000,25.002,11.99,22.606
25.000,25.003,11.94,22.595
25.000,25.003,11.95,22.606
25.000,25.000,12.37,22.595
25.000,24.999,12.60,22.584
25.000,24.999,12.63,22.563
25.000,25.000,12.35,22.606
25.000,25.001,12.25,22.584
25.000,25.003,11.83,22.584
25.000,25.004,11.67,22.584
25.000,25.005,11.42,22.627
25.000,25.004,11.56,22.627
25.000,25.003,11.77,22.606
25.000,25.003,11.83,22.638
25.000,25.003,11.84,22.638
25.000,25.001,12.12,22.616
25.000,25.001,12.22,22.638
25.000,25.000,12.27,22.649
25.000,25.003,11.69,22.638
25.000,25.004,11.58,22.649
25.000,25.007,10.99,22.638
25.000,25.005,11.26,22.616
25.000,25.005,11.30,22.638
25.000,25.004,11.52,22.638
25.000,25.004,11.55,22.638
25.000,25.003,11.61,22.616
25.000,25.004,11.50,22.616
25.000,25.003,11.58,22.616
25.000,25.005,11.35,22.627
25.000,25.005,11.35,22.616
25.000,25.006,11.04,22.627
25.000,25.005,11.16,22.627
25.000,25.007,10.79,22.627
25.000,25.007,10.83,22.616
25.000,25.008,10.63,22.595
25.000,25.005,11.06,22.606
25.000,25.004,11.29,22.595
25.000,25.003,11.50,22.638
25.000,25.004,11.27,22.638
25.000,25.004,11.32,22.627
25.000,25.006,10.85,22.638
25.000,25.006,10.97,22.638
25.000,25.007,10.70,22.649
25.000,25.005,11.08,22.638
25.000,25.003,11.38,22.659
25.000,25.003,11.37,22.638
25.000,25.004,11.23,22.649
25.000,25.004,11.11,22.638
25.000,25.006,10.83,22.670
25.000,25.007,10.57,22.659
25.000,25.006,10.74,22.681
25.000,25.004,11.13,22.681
25.000,25.003,11.27,22.681
25.000,25.002,11.56,22.681
25.000,25.003,11.20,22.681
25.000,25.003,11.20,22.659
25.000,25.005,10.90,22.638
25.000,25.003,11.21,22.659
25.000,25.005,10.95,22.649
25.000,25.003,11.13,22.649
25.000,25.002,11.35,22.638
25.000,25.001,11.51,22.649
25.000,25.002,11.41,22.627
25.000,25.002,11.44,22.649
25.000,25.003,11.27,22.638
25.000,25.002,11.33,22.638
25.000,25.003,11.25,22.670
25.000,25.003,11.23,22.659
25.000,25.003,11.08,22.638
25.000,25.004,11.05,22.638
25.000,25.004,10.98,22.638
25.000,25.003,11.14,22.659
25.000,25.002,11.30,22.670
25.000,25.002,11.34,22.702
25.000,25.003,11.21,22.681
25.000,25.002,11.34,22.670
25.000,25.002,11.27,22.659
25.000,25.001,11.40,22.670
25.000,25.003,11.16,22.681
25.000,25.003,11.18,22.659
25.000,25.004,10.98,22.681
25.000,25.001,11.37,22.659
25.000,25.001,11.43,22.659
25.000,24.999,11.79,22.659
25.000,24.999,11.80,22.670
25.000,24.997,12.14,22.670
25.000,24.998,11.92,22.681
25.000,24.999,11.89,22.681
25.000,24.998,11.93,22.681
25.000,24.998,12.07,22.670
25.000,24.998,12.09,22.692
25.000,24.997,12.24,22.659
25.000,24.999,11.85,22.670
25.000,25.000,11.65,22.670
25.000,25.002,11.39,22.649
25.000,25.000,11.69,22.670
25.000,24.999,11.85,22.659
25.000,24.999,11.87,22.670
25.000,24.999,11.90,22.670
25.000,24.996,12.33,22.681
25.000,24.996,12.43,22.649
25.000,24.996,12.46,22.638
25.000,24.998,12.00,22.659
25.000,25.000,11.75,22.649
25.000,25.002,11.29,22.638
25.000,25.002,11.30,22.638
25.000,25.002,11.28,22.659
25.000,25.001,11.47,22.649
25.000,25.000,11.75,22.638
25.000,24.999,11.91,22.649
25.000,24.998,12.15,22.649
25.000,24.996,12.36,22.649
25.000,24.998,12.06,22.627
25.000,24.998,12.01,22.659
25.000,25.001,11.47,22.627
25.000,25.001,11.45,22.638
25.000,25.002,11.26,22.638
25.000,25.001,11.46,22.649
25.000,25.001,11.47,22.638
25.000,24.999,11.84,22.627
25.000,24.999,11.94,22.649
25.000,24.997,12.34,22.638
25.000,24.997,12.28,22.638
25.000,24.997,12.31,22.659
25.000,24.999,11.93,22.649
25.000,24.999,11.97,22.659
25.000,25.001,11.58,22.638
25.000,24.999,11.88,22.659
25.000,25.000,11.80,22.659
25.000,24.998,12.13,22.649
25.000,24.998,12.16,22.659
25.000,24.998,12.12,22.638
25.000,25.000,11.71,22.659
25.000,25.002,11.38,22.638
25.000,25.003,11.23,22.659
25.000,25.002,11.37,22.670
25.000,25.002,11.46,22.670
25.000,25.000,11.64,22.681
25.000,25.000,11.65,22.659
25.000,24.999,11.93,22.659
25.000,24.999,11.99,22.681
25.000,24.997,12.20,22.670
25.000,24.998,12.17,22.649
25.000,24.997,12.31,22.692
25.000,25.000,11.69,22.681
25.000,25.001,11.59,22.649
25.000,25.003,11.21,22.659
25.000,25.001,11.60,22.659
25.000,25.002,11.40,22.649
25.000,25.000,11.72,22.681
25.000,25.000,11.71,22.659
25.000,24.999,11.97,22.659
25.000,24.999,11.88,22.670
25.000,24.998,12.18,22.670
25.000,24.997,12.32,22.681
25.000,24.997,12.27,22.681
25.000,25.000,11.85,22.692
25.000,25.000,11.84,22.692
25.000,25.001,11.67,22.681
25.000,24.999,11.90,22.702
25.000,24.999,11.94,22.692
25.000,24.997,12.33,22.702
25.000,24.996,12.45,22.692
25.000,24.996,12.52,22.713
25.000,24.998,12.17,22.670
25.000,24.998,12.10,22.692
25.000,25.001,11.68,22.681
25.000,25.000,11.72,22.692
25.000,25.001,11.66,22.670
25.000,24.999,12.01,22.670
25.000,24.998,12.19,22.681
25.000,24.997,12.43,22.692
25.000,24.998,12.27,22.702
25.000,24.998,12.25,22.692
25.000,24.999,12.02,22.713
25.000,24.999,12.10,22.702
25.000,25.000,11.84,22.724
25.000,25.000,11.87,22.724
