timestamp,lm399,temp_c,humidity
1516419210.4,9984.657,21.222,49.611
1516419211.4,9984.659,21.190,49.595
1516419212.4,9984.656,21.211,49.611
1516419213.4,9984.654,21.211,49.595
1516419214.4,9984.655,21.190,49.588
1516419215.4,9984.655,21.168,49.603
1516419216.4,9984.655,21.179,49.588
1516419217.39,9984.656,21.201,49.565
1516419218.39,9984.657,21.168,49.573
1516419219.39,9984.655,21.179,49.573
1516419220.4,9984.655,21.168,49.588
1516419221.39,9984.655,21.147,49.565
1516419222.4,9984.656,21.147,49.557
1516419223.4,9984.655,21.147,49.557
1516419224.4,9984.657,21.147,49.550
1516419225.39,9984.656,21.147,49.550
1516419226.39,24999.937,21.126,49.534
1516419227.39,24999.942,21.136,49.550
1516419228.39,24999.952,21.126,49.519
1516419229.39,24999.937,21.126,49.534
1516419230.39,24999.950,21.147,49.527
1516419231.39,24999.952,21.104,49.534
1516419232.39,24999.945,21.104,49.511
1516419235.39,24999.955,21.083,49.511
1516419239.39,24999.952,21.051,49.511
1516419242.39,24999.958,21.062,49.534
1516419245.39,24999.952,21.051,49.534
1516419249.39,24999.957,21.029,49.557
1516419252.39,24999.955,21.029,49.557
1516419255.39,24999.952,21.008,49.588
1516419259.39,24999.934,20.997,49.626
1516419262.39,24999.939,20.987,49.641
1516419265.39,24999.967,20.955,49.672
1516419269.39,24999.955,20.955,49.695
1516419272.39,24999.957,20.944,49.695
1516419276.39,24999.957,20.933,49.702
1516419279.38,24999.950,20.944,49.748
1516419282.39,24999.957,20.944,49.756
1516419286.39,24999.932,20.922,49.817
1516419289.38,24999.967,20.922,49.817
1516419292.38,24999.955,20.880,49.847
1516419296.38,24999.955,20.890,49.862
1516419299.38,24999.962,20.880,49.870
1516419302.38,24999.970,20.858,49.901
1516419306.38,24999.952,20.858,49.923
1516419309.38,24999.962,20.848,49.923
1516419312.38,24999.965,20.858,49.954
1516419316.38,24999.955,20.848,49.977
1516419319.38,24999.960,20.858,49.969
1516419322.38,24999.960,20.837,49.984
1516419326.38,24999.955,20.826,50.007
1516419329.38,24999.945,20.805,50.030
1516419333.38,24999.939,20.826,50.061
1516419336.38,24999.950,20.805,50.068
1516419339.38,24999.950,20.815,50.091
1516419343.38,24999.960,20.794,50.091
1516419346.38,24999.967,20.783,50.122
1516419349.37,24999.939,20.794,50.129
1516419353.37,24999.955,20.783,50.152
1516419356.37,24999.957,20.805,50.152
1516419359.37,24999.934,20.773,50.168
1516419363.37,24999.957,20.773,50.190
1516419366.37,24999.942,20.773,50.198
1516419369.37,24999.945,20.751,50.221
1516419373.37,24999.939,20.762,50.221
1516419376.37,24999.952,20.741,50.229
1516419379.37,24999.950,20.751,50.236
1516419383.37,24999.947,20.741,50.252
1516419386.37,24999.967,20.741,50.274
1516419390.37,24999.957,20.730,50.290
1516419393.37,24999.960,20.730,50.290
1516419396.37,24999.962,20.730,50.297
1516419400.37,24999.960,20.762,50.297
1516419403.36,24999.952,20.719,50.320
1516419406.37,24999.967,20.751,50.320
1516419410.37,24999.945,20.709,50.335
1516419413.36,24999.967,20.719,50.351
1516419416.36,24999.945,20.709,50.335
1516419420.36,24999.983,20.719,50.381
1516419423.36,24999.952,20.719,50.374
1516419426.36,24999.957,20.698,50.381
1516419430.36,24999.952,20.709,50.396
1516419433.36,24999.957,20.709,50.396
1516419436.36,24999.965,20.698,50.412
1516419440.36,24999.970,20.709,50.404
1516419443.36,24999.970,20.719,50.419
1516419447.36,24999.947,20.687,50.442
1516419450.36,24999.967,20.687,50.442
1516419453.36,24999.957,20.687,50.442
1516419457.36,24999.960,20.709,50.450
1516419460.36,24999.947,20.687,50.450
1516419463.36,24999.952,20.709,50.473
1516419467.36,24999.967,20.687,50.450
1516419470.36,24999.962,20.709,50.458
1516419473.36,24999.962,20.687,50.465
1516419477.35,24999.947,20.676,50.488
1516419480.36,24999.950,20.698,50.465
1516419483.35,24999.957,20.709,50.458
1516419487.35,24999.960,20.687,50.473
1516419490.35,24999.952,20.698,50.488
1516419493.35,24999.950,20.687,50.488
1516419497.35,24999.955,20.676,50.496
1516419500.35,24999.952,20.687,50.496
1516419504.35,24999.967,20.687,50.480
1516419507.35,24999.960,20.687,50.488
1516419510.35,24999.942,20.687,50.496
1516419514.35,24999.960,20.676,50.496
1516419517.35,24999.939,20.687,50.496
1516419520.35,24999.939,20.676,50.503
1516419524.35,24999.937,20.655,50.503
1516419527.34,24999.948,20.676,50.511
1516419530.35,24999.960,20.676,50.503
1516419534.35,24999.950,20.687,50.519
1516419537.34,24999.932,20.676,50.511
1516419540.35,24999.945,20.676,50.503
1516419544.34,24999.937,20.687,50.503
1516419547.34,24999.939,20.676,50.526
