time_s,int_temp_c,int_temp_f,int_humid,ext_temp_c,ext_temp_f,ext_humid
1,27.29,81.13,47.98,23.52,74.33,54.28
2,27.28,81.11,47.96,23.51,74.31,54.26
3,27.31,81.17,47.96,23.51,74.31,54.28
4,27.30,81.15,47.96,23.53,74.35,54.27
5,27.31,81.17,47.96,23.55,74.39,54.30
6,27.35,81.22,47.96,23.54,74.37,54.30
7,27.36,81.24,47.96,23.56,74.41,54.30
8,27.37,81.26,47.95,23.55,74.39,54.30
9,27.38,81.28,47.94,23.55,74.39,54.30
10,27.38,81.28,47.94,23.56,74.41,54.31
11,27.39,81.30,47.93,23.57,74.43,54.30
12,27.40,81.32,47.93,23.56,74.41,54.32
13,27.40,81.32,47.91,23.57,74.43,54.30
14,27.40,81.32,47.90,23.56,74.41,54.30
15,27.42,81.36,47.89,23.56,74.41,54.32
16,27.40,81.32,47.87,23.57,74.43,54.31
17,27.44,81.40,47.88,23.57,74.43,54.32
18,27.42,81.36,47.86,23.58,74.45,54.33
19,27.42,81.36,47.85,23.57,74.43,54.33
20,27.43,81.38,47.86,23.57,74.43,54.32
21,27.44,81.40,47.86,23.58,74.45,54.31
22,27.44,81.40,47.86,23.58,74.45,54.33
23,27.46,81.44,47.86,23.57,74.43,54.33
24,27.46,81.44,47.83,23.58,74.45,54.34
25,27.47,81.45,47.83,23.56,74.41,54.36
26,27.49,81.47,47.84,23.57,74.43,54.35
27,27.49,81.47,47.81,23.55,74.39,54.36
28,27.50,81.49,47.82,23.57,74.43,54.37
29,27.51,81.51,47.83,23.58,74.45,54.39
30,27.52,81.53,47.82,23.58,74.45,54.39
31,27.52,81.53,47.80,23.57,74.43,54.39
32,27.52,81.53,47.79,23.56,74.41,54.39
33,27.52,81.53,47.78,23.56,74.41,54.39
34,27.53,81.55,47.77,23.58,74.45,54.38
35,27.53,81.55,47.77,23.57,74.43,54.40
36,27.54,81.57,47.78,23.56,74.41,54.40
37,27.55,81.59,47.77,23.57,74.43,54.39
38,27.55,81.59,47.76,23.57,74.43,54.40
39,27.55,81.59,47.76,23.57,74.43,54.40
40,27.57,81.63,47.76,23.59,74.47,54.39
41,27.58,81.65,47.76,23.58,74.45,54.39
42,27.56,81.61,47.73,23.57,74.43,54.41
43,27.58,81.65,47.73,23.57,74.43,54.40
44,27.57,81.63,47.73,23.55,74.39,54.41
45,27.59,81.67,47.73,23.57,74.43,54.40
46,27.61,81.71,47.73,23.56,74.41,54.39
47,27.60,81.69,47.72,23.55,74.39,54.39
48,27.63,81.73,47.72,23.55,74.39,54.42
49,27.64,81.74,47.71,23.56,74.41,54.41
50,27.61,81.71,47.70,23.56,74.41,54.42
51,27.64,81.74,47.69,23.55,74.39,54.40
52,27.63,81.73,47.69,23.55,74.39,54.41
53,27.66,81.78,47.70,23.56,74.41,54.41
54,27.64,81.74,47.69,23.54,74.37,54.41
55,27.66,81.78,47.68,23.55,74.39,54.41
56,27.66,81.78,47.69,23.55,74.39,54.40
57,27.68,81.82,47.68,23.54,74.37,54.40
58,27.69,81.84,47.68,23.55,74.39,54.40
59,27.69,81.84,47.67,23.56,74.41,54.40
60,27.70,81.86,47.67,23.55,74.39,54.40
61,27.70,81.86,47.65,23.54,74.37,54.41
62,27.71,81.88,47.66,23.55,74.39,54.41
63,27.69,81.84,47.66,23.52,74.33,54.40
64,27.70,81.86,47.65,23.52,74.33,54.40
65,27.72,81.90,47.63,23.52,74.33,54.39
66,27.72,81.90,47.63,23.51,74.31,54.39
67,27.71,81.88,47.62,23.50,74.29,54.39
68,27.74,81.94,47.63,23.49,74.27,54.39
69,27.73,81.92,47.62,23.52,74.33,54.39
70,27.74,81.94,47.62,23.49,74.27,54.39
71,27.74,81.94,47.60,23.51,74.31,54.42
72,27.75,81.96,47.60,23.51,74.31,54.40
73,27.75,81.96,47.58,23.51,74.31,54.40
74,27.74,81.94,47.60,23.53,74.35,54.40
75,27.78,82.00,47.58,23.50,74.29,54.41
76,27.76,81.98,47.58,23.53,74.35,54.40
77,27.76,81.98,47.58,23.53,74.35,54.42
78,27.75,81.96,47.58,23.53,74.35,54.42
79,27.79,82.01,47.57,23.50,74.29,54.41
80,27.78,82.00,47.58,23.49,74.27,54.41
81,27.76,81.98,47.56,23.50,74.29,54.41
82,27.81,82.05,47.56,23.51,74.31,54.44
83,27.80,82.03,47.57,23.49,74.27,54.42
84,27.80,82.03,47.56,23.52,74.33,54.43
85,27.81,82.05,47.56,23.47,74.25,54.43
86,27.81,82.05,47.57,23.51,74.31,54.43
87,27.82,82.07,47.56,23.50,74.29,54.42
88,27.84,82.11,47.57,23.51,74.31,54.43
89,27.84,82.11,47.54,23.51,74.31,54.44
90,27.85,82.13,47.52,23.50,74.29,54.44
91,27.84,82.11,47.53,23.51,74.31,54.44
92,27.85,82.13,47.54,23.51,74.31,54.44
93,27.87,82.17,47.53,23.49,74.27,54.42
94,27.84,82.11,47.54,23.49,74.27,54.45
95,27.86,82.15,47.52,23.50,74.29,54.46
96,27.85,82.13,47.48,23.49,74.27,54.46
97,27.87,82.17,47.51,23.49,74.27,54.46
98,27.87,82.17,47.49,23.51,74.31,54.47
99,27.88,82.19,47.50,23.49,74.27,54.44
100,27.89,82.21,47.48,23.50,74.29,54.45
101,27.90,82.23,47.47,23.47,74.25,54.46
102,27.89,82.21,47.46,23.51,74.31,54.46
103,27.90,82.23,47.46,23.52,74.33,54.46
104,27.91,82.25,47.45,23.50,74.29,54.46
105,27.89,82.21,47.46,23.52,74.33,54.46
106,27.93,82.27,47.46,23.52,74.33,54.46
107,27.91,82.25,47.45,23.52,74.33,54.47
108,27.91,82.25,47.46,23.54,74.37,54.46
109,27.93,82.27,47.44,23.53,74.35,54.47
110,27.91,82.25,47.45,23.53,74.35,54.46
111,27.94,82.29,47.44,23.53,74.35,54.46
112,27.95,82.30,47.44,23.53,74.35,54.46
113,27.95,82.30,47.42,23.51,74.31,54.46
114,27.96,82.32,47.43,23.51,74.31,54.46
115,27.96,82.32,47.43,23.50,74.29,54.44
116,27.96,82.32,47.41,23.50,74.29,54.46
117,27.96,82.32,47.41,23.49,74.27,54.46
118,27.97,82.34,47.39,23.47,74.25,54.44
119,27.96,82.32,47.40,23.50,74.29,54.45
120,27.97,82.34,47.41,23.47,74.25,54.46
121,27.99,82.38,47.40,23.51,74.31,54.45
122,27.99,82.38,47.38,23.51,74.31,54.45
123,28.00,82.40,47.41,23.47,74.25,54.45
124,27.99,82.38,47.37,23.49,74.27,54.44
125,27.99,82.38,47.37,23.49,74.27,54.47
126,27.98,82.36,47.37,23.47,74.25,54.46
127,28.00,82.40,47.38,23.52,74.33,54.48
128,28.01,82.42,47.38,23.51,74.31,54.46
129,28.02,82.44,47.38,23.51,74.31,54.47
130,28.01,82.42,47.38,23.49,74.27,54.47
131,28.00,82.40,47.34,23.51,74.31,54.46
132,28.03,82.46,47.35,23.50,74.29,54.46
133,28.02,82.44,47.35,23.51,74.31,54.49
134,28.03,82.46,47.34,23.52,74.33,54.48
135,28.05,82.50,47.35,23.50,74.29,54.47
136,28.02,82.44,47.33,23.50,74.29,54.47
137,28.04,82.48,47.34,23.47,74.25,54.46
138,28.06,82.52,47.32,23.50,74.29,54.46
139,28.04,82.48,47.33,23.49,74.27,54.46
140,28.04,82.48,47.31,23.49,74.27,54.46
141,28.06,82.52,47.31,23.50,74.29,54.43
142,28.05,82.50,47.31,23.49,74.27,54.45
143,28.05,82.50,47.30,23.50,74.29,54.46
144,28.06,82.52,47.28,23.47,74.25,54.46
145,28.06,82.52,47.28,23.50,74.29,54.46
146,28.06,82.52,47.29,23.47,74.25,54.46
147,28.09,82.56,47.28,23.50,74.29,54.45
148,28.08,82.54,47.27,23.51,74.31,54.48
149,28.11,82.59,47.30,23.51,74.31,54.49
150,28.10,82.57,47.31,23.52,74.33,54.49
151,28.10,82.57,47.29,23.51,74.31,54.48
152,28.13,82.63,47.28,23.51,74.31,54.49
153,28.10,82.57,47.29,23.52,74.33,54.50
154,28.14,82.65,47.28,23.53,74.35,54.49
155,28.12,82.61,47.26,23.50,74.29,54.50
156,28.14,82.65,47.26,23.49,74.27,54.47
157,28.12,82.61,47.26,23.51,74.31,54.49
158,28.15,82.67,47.26,23.50,74.29,54.46
159,28.14,82.65,47.25,23.47,74.25,54.47
160,28.14,82.65,47.24,23.52,74.33,54.47
161,28.16,82.69,47.25,23.50,74.29,54.46
162,28.16,82.69,47.25,23.47,74.25,54.46
163,28.16,82.69,47.23,23.46,74.23,54.47
164,28.16,82.69,47.20,23.46,74.23,54.46
165,28.17,82.71,47.23,23.46,74.23,54.47
166,28.17,82.71,47.22,23.47,74.25,54.46
167,28.16,82.69,47.23,23.44,74.20,54.45
168,28.19,82.75,47.21,23.45,74.22,54.44
169,28.17,82.71,47.21,23.44,74.20,54.44
170,28.19,82.75,47.21,23.44,74.20,54.46
171,28.17,82.71,47.22,23.45,74.22,54.46
172,28.18,82.73,47.20,23.43,74.18,54.46
173,28.18,82.73,47.19,23.46,74.23,54.44
174,28.18,82.73,47.18,23.45,74.22,54.46
175,28.19,82.75,47.18,23.46,74.23,54.45
176,28.20,82.77,47.19,23.45,74.22,54.46
177,28.20,82.77,47.17,23.46,74.23,54.46
178,28.21,82.79,47.18,23.45,74.22,54.47
179,28.20,82.77,47.18,23.45,74.22,54.47
180,28.21,82.79,47.17,23.45,74.22,54.47
181,28.21,82.79,47.18,23.45,74.22,54.46
182,28.21,82.79,47.17,23.45,74.22,54.47
183,28.21,82.79,47.18,23.44,74.20,54.47
184,28.24,82.83,47.15,23.43,74.18,54.49
185,28.23,82.81,47.14,23.45,74.22,54.49
186,28.24,82.83,47.15,23.42,74.16,54.48
187,28.26,82.86,47.16,23.41,74.14,54.49
188,28.27,82.88,47.15,23.44,74.20,54.49
189,28.27,82.88,47.17,23.43,74.18,54.49
190,28.27,82.88,47.15,23.46,74.23,54.51
191,28.27,82.88,47.14,23.44,74.20,54.51
192,28.25,82.84,47.12,23.43,74.18,54.51
193,28.26,82.86,47.12,23.45,74.22,54.50
194,28.29,82.92,47.14,23.45,74.22,54.52
195,28.28,82.90,47.13,23.43,74.18,54.52
196,28.29,82.92,47.12,23.45,74.22,54.50
197,28.30,82.94,47.12,23.45,74.22,54.52
198,28.28,82.90,47.12,23.45,74.22,54.52
199,28.30,82.94,47.10,23.47,74.25,54.53
200,28.28,82.90,47.10,23.46,74.23,54.54
201,28.29,82.92,47.09,23.46,74.23,54.52
202,28.30,82.94,47.10,23.45,74.22,54.53
203,28.31,82.96,47.09,23.47,74.25,54.53
204,28.30,82.94,47.09,23.46,74.23,54.52
205,28.31,82.96,47.09,23.45,74.22,54.54
206,28.28,82.90,47.09,23.40,74.12,54.52
207,28.32,82.98,47.07,23.42,74.16,54.52
208,28.32,82.98,47.07,23.41,74.14,54.54
209,28.31,82.96,47.07,23.43,74.18,54.54
210,28.32,82.98,47.06,23.40,74.12,54.52
211,28.32,82.98,47.08,23.41,74.14,54.53
212,28.32,82.98,47.05,23.38,74.08,54.52
213,28.31,82.96,47.05,23.38,74.08,54.54
214,28.33,83.00,47.04,23.36,74.04,54.53
215,28.34,83.02,47.05,23.37,74.06,54.55
216,28.34,83.02,47.05,23.37,74.06,54.53
217,28.37,83.06,47.05,23.37,74.06,54.55
218,28.34,83.02,47.05,23.36,74.04,54.55
219,28.35,83.04,47.05,23.37,74.06,54.56
220,28.35,83.04,47.04,23.37,74.06,54.56
221,28.34,83.02,47.03,23.37,74.06,54.56
222,28.34,83.02,47.03,23.35,74.02,54.59
223,28.34,83.02,47.02,23.35,74.02,54.59
224,28.38,83.08,47.02,23.35,74.02,54.58
225,28.37,83.06,47.03,23.34,74.00,54.59
226,28.37,83.06,47.02,23.38,74.08,54.61
227,28.37,83.06,47.01,23.36,74.04,54.62
228,28.38,83.08,47.03,23.36,74.04,54.62
229,28.37,83.06,47.01,23.37,74.06,54.63
230,28.34,83.02,47.02,23.35,74.02,54.63
231,28.39,83.10,47.00,23.32,73.98,54.65
232,28.38,83.08,46.99,23.36,74.04,54.65
233,28.39,83.10,47.02,23.36,74.04,54.65
234,28.38,83.08,46.99,23.36,74.04,54.66
235,28.38,83.08,47.02,23.35,74.02,54.68
236,28.39,83.10,47.01,23.36,74.04,54.66
237,28.39,83.10,47.02,23.35,74.02,54.66
238,28.40,83.12,46.99,23.34,74.00,54.69
239,28.40,83.12,47.00,23.36,74.04,54.68
240,28.40,83.12,46.99,23.36,74.04,54.69
241,28.39,83.10,47.00,23.36,74.04,54.70
242,28.37,83.06,46.99,23.34,74.00,54.71
243,28.38,83.08,46.97,23.35,74.02,54.71
244,28.38,83.08,46.99,23.35,74.02,54.71
245,28.38,83.08,46.98,23.36,74.04,54.71
246,28.40,83.12,46.99,23.35,74.02,54.69
247,28.40,83.12,46.99,23.34,74.00,54.71
248,28.40,83.12,46.97,23.36,74.04,54.72
249,28.40,83.12,46.99,23.34,74.00,54.74
250,28.40,83.12,46.98,23.35,74.02,54.72
251,28.40,83.12,46.97,23.35,74.02,54.71
252,28.40,83.12,46.97,23.36,74.04,54.73
253,28.42,83.15,47.00,23.36,74.04,54.72
254,28.41,83.13,46.98,23.35,74.02,54.74
255,28.40,83.12,46.96,23.32,73.98,54.72
256,28.41,83.13,46.96,23.32,73.98,54.75
257,28.41,83.13,46.98,23.34,74.00,54.73
258,28.43,83.17,46.96,23.32,73.98,54.74
259,28.42,83.15,46.98,23.32,73.98,54.75
260,28.42,83.15,46.98,23.34,74.00,54.74
261,28.42,83.15,46.96,23.32,73.98,54.73
262,28.43,83.17,46.99,23.32,73.98,54.74
263,28.42,83.15,46.98,23.34,74.00,54.73
264,28.41,83.13,46.96,23.35,74.02,54.75
265,28.43,83.17,46.98,23.34,74.00,54.76
266,28.44,83.19,46.96,23.34,74.00,54.75
267,28.46,83.23,46.96,23.32,73.98,54.75
268,28.44,83.19,46.96,23.37,74.06,54.76
269,28.45,83.21,46.97,23.34,74.00,54.75
270,28.46,83.23,46.98,23.34,74.00,54.78
271,28.44,83.19,46.96,23.36,74.04,54.76
272,28.45,83.21,46.98,23.34,74.00,54.76
273,28.46,83.23,46.95,23.36,74.04,54.75
274,28.47,83.25,46.96,23.35,74.02,54.77
275,28.46,83.23,46.96,23.35,74.02,54.76
276,28.47,83.25,46.96,23.32,73.98,54.76
277,28.46,83.23,46.96,23.35,74.02,54.75
278,28.48,83.27,46.95,23.34,74.00,54.76
279,28.48,83.27,46.95,23.36,74.04,54.77
280,28.47,83.25,46.96,23.35,74.02,54.77
281,28.47,83.25,46.94,23.37,74.06,54.78
282,28.48,83.27,46.96,23.38,74.08,54.76
283,28.48,83.27,46.93,23.37,74.06,54.77
284,28.48,83.27,46.93,23.38,74.08,54.77
285,28.49,83.29,46.93,23.38,74.08,54.78
286,28.49,83.29,46.95,23.41,74.14,54.78
287,28.48,83.27,46.93,23.39,74.10,54.79
288,28.50,83.31,46.92,23.39,74.10,54.75
289,28.49,83.29,46.93,23.39,74.10,54.76
290,28.48,83.27,46.92,23.40,74.12,54.78
291,28.48,83.27,46.91,23.41,74.14,54.78
292,28.49,83.29,46.92,23.38,74.08,54.75
293,28.52,83.33,46.92,23.38,74.08,54.75
294,28.53,83.35,46.90,23.39,74.10,54.75
295,28.50,83.31,46.93,23.38,74.08,54.75
296,28.52,83.33,46.91,23.40,74.12,54.75
297,28.53,83.35,46.90,23.39,74.10,54.75
298,28.53,83.35,46.90,23.40,74.12,54.74
299,28.52,83.33,46.90,23.40,74.12,54.75
300,28.54,83.37,46.90,23.39,74.10,54.72
301,28.53,83.35,46.89,23.38,74.08,54.73
302,28.53,83.35,46.90,23.37,74.06,54.74
303,28.54,83.37,46.89,23.38,74.08,54.72
304,28.54,83.37,46.89,23.38,74.08,54.72
305,28.55,83.39,46.86,23.37,74.06,54.72
306,28.55,83.39,46.87,23.38,74.08,54.71
307,28.56,83.40,46.89,23.39,74.10,54.72
308,28.55,83.39,46.88,23.39,74.10,54.71
309,28.54,83.37,46.89,23.38,74.08,54.71
310,28.54,83.37,46.87,23.40,74.12,54.72
311,28.53,83.35,46.88,23.40,74.12,54.72
312,28.52,83.33,46.86,23.39,74.10,54.71
313,28.56,83.40,46.87,23.38,74.08,54.71
314,28.56,83.40,46.89,23.36,74.04,54.70
315,28.56,83.40,46.87,23.35,74.02,54.71
316,28.56,83.40,46.86,23.36,74.04,54.69
317,28.57,83.42,46.86,23.35,74.02,54.68
318,28.54,83.37,46.86,23.37,74.06,54.70
319,28.60,83.48,46.86,23.38,74.08,54.71
320,28.58,83.44,46.86,23.38,74.08,54.71
321,28.58,83.44,46.86,23.38,74.08,54.71
322,28.57,83.42,46.87,23.39,74.10,54.71
323,28.59,83.46,46.86,23.39,74.10,54.71
324,28.56,83.40,46.83,23.38,74.08,54.71
325,28.59,83.46,46.86,23.37,74.06,54.71
326,28.58,83.44,46.86,23.39,74.10,54.69
327,28.59,83.46,46.87,23.38,74.08,54.70
328,28.59,83.46,46.85,23.38,74.08,54.71
329,28.60,83.48,46.84,23.38,74.08,54.70
330,28.60,83.48,46.84,23.41,74.14,54.71
331,28.60,83.48,46.84,23.41,74.14,54.72
332,28.61,83.50,46.83,23.41,74.14,54.71
333,28.61,83.50,46.84,23.41,74.14,54.72
334,28.61,83.50,46.83,23.41,74.14,54.72
335,28.62,83.52,46.84,23.41,74.14,54.71
336,28.62,83.52,46.83,23.42,74.16,54.71
337,28.63,83.54,46.83,23.42,74.16,54.75
338,28.63,83.54,46.83,23.41,74.14,54.75
339,28.63,83.54,46.83,23.44,74.20,54.73
340,28.61,83.50,46.80,23.43,74.18,54.74
341,28.63,83.54,46.83,23.46,74.23,54.75
342,28.63,83.54,46.81,23.45,74.22,54.76
343,28.62,83.52,46.83,23.50,74.29,54.76
344,28.63,83.54,46.80,23.46,74.23,54.75
345,28.64,83.56,46.81,23.47,74.25,54.76
346,28.63,83.54,46.81,23.47,74.25,54.78
347,28.63,83.54,46.79,23.49,74.27,54.76
348,28.65,83.58,46.80,23.47,74.25,54.76
349,28.68,83.62,46.81,23.47,74.25,54.77
350,28.67,83.60,46.82,23.47,74.25,54.76
351,28.65,83.58,46.82,23.46,74.23,54.78
352,28.65,83.58,46.80,23.47,74.25,54.76
353,28.67,83.60,46.80,23.47,74.25,54.77
354,28.63,83.54,46.80,23.49,74.27,54.75
355,28.69,83.64,46.79,23.50,74.29,54.77
356,28.67,83.60,46.78,23.50,74.29,54.75
357,28.69,83.64,46.79,23.51,74.31,54.75
358,28.68,83.62,46.80,23.50,74.29,54.76
359,28.67,83.60,46.76,23.49,74.27,54.75
360,28.69,83.64,46.79,23.51,74.31,54.74
361,28.68,83.62,46.75,23.53,74.35,54.75
362,28.69,83.64,46.77,23.51,74.31,54.75
363,28.68,83.62,46.75,23.51,74.31,54.75
364,28.68,83.62,46.78,23.51,74.31,54.73
365,28.69,83.64,46.76,23.52,74.33,54.73
366,28.70,83.66,46.77,23.51,74.31,54.72
367,28.69,83.64,46.76,23.54,74.37,54.71
368,28.67,83.60,46.76,23.54,74.37,54.74
369,28.70,83.66,46.76,23.56,74.41,54.71
370,28.69,83.64,46.76,23.54,74.37,54.68
371,28.69,83.64,46.75,23.55,74.39,54.71
372,28.69,83.64,46.75,23.54,74.37,54.69
373,28.67,83.60,46.73,23.53,74.35,54.69
374,28.69,83.64,46.74,23.54,74.37,54.69
375,28.71,83.67,46.77,23.55,74.39,54.70
376,28.69,83.64,46.76,23.54,74.37,54.69
377,28.69,83.64,46.76,23.55,74.39,54.68
378,28.70,83.66,46.76,23.57,74.43,54.68
379,28.69,83.64,46.76,23.55,74.39,54.71
380,28.70,83.66,46.75,23.55,74.39,54.70
381,28.71,83.67,46.75,23.56,74.41,54.71
382,28.70,83.66,46.76,23.55,74.39,54.69
383,28.72,83.69,46.74,23.56,74.41,54.71
384,28.71,83.67,46.75,23.56,74.41,54.71
385,28.71,83.67,46.76,23.56,74.41,54.74
386,28.72,83.69,46.74,23.57,74.43,54.71
387,28.74,83.73,46.75,23.56,74.41,54.75
388,28.71,83.67,46.76,23.57,74.43,54.75
389,28.73,83.71,46.74,23.57,74.43,54.77
390,28.73,83.71,46.75,23.58,74.45,54.75
391,28.73,83.71,46.75,23.57,74.43,54.76
392,28.71,83.67,46.75,23.60,74.49,54.79
393,28.73,83.71,46.74,23.57,74.43,54.78
394,28.76,83.77,46.76,23.58,74.45,54.80
395,28.76,83.77,46.75,23.58,74.45,54.80
396,28.74,83.73,46.74,23.60,74.49,54.81
397,28.76,83.77,46.75,23.59,74.47,54.81
398,28.76,83.77,46.73,23.60,74.49,54.82
399,28.77,83.79,46.76,23.58,74.45,54.79
400,28.74,83.73,46.74,23.64,74.54,54.82
401,28.74,83.73,46.73,23.62,74.52,54.81
402,28.76,83.77,46.76,23.59,74.47,54.83
403,28.75,83.75,46.73,23.60,74.49,54.81
404,28.75,83.75,46.73,23.62,74.52,54.81
405,28.76,83.77,46.73,23.60,74.49,54.82
406,28.74,83.73,46.75,23.62,74.52,54.82
407,28.74,83.73,46.73,23.65,74.56,54.81
408,28.77,83.79,46.75,23.64,74.54,54.81
409,28.76,83.77,46.74,23.67,74.60,54.82
410,28.76,83.77,46.76,23.66,74.58,54.82
411,28.76,83.77,46.74,23.67,74.60,54.81
412,28.76,83.77,46.73,23.65,74.56,54.81
413,28.76,83.77,46.73,23.65,74.56,54.82
414,28.76,83.77,46.76,23.67,74.60,54.82
415,28.76,83.77,46.75,23.66,74.58,54.79
416,28.78,83.81,46.75,23.66,74.58,54.78
417,28.79,83.83,46.76,23.66,74.58,54.79
418,28.78,83.81,46.75,23.67,74.60,54.80
419,28.79,83.83,46.75,23.67,74.60,54.79
420,28.82,83.87,46.75,23.67,74.60,54.78
421,28.79,83.83,46.77,23.70,74.66,54.78
422,28.82,83.87,46.75,23.69,74.64,54.78
423,28.82,83.87,46.75,23.69,74.64,54.79
424,28.80,83.85,46.75,23.70,74.66,54.77
425,28.82,83.87,46.75,23.67,74.60,54.77
426,28.82,83.87,46.76,23.69,74.64,54.78
427,28.79,83.83,46.74,23.68,74.62,54.75
428,28.82,83.87,46.75,23.70,74.66,54.75
429,28.84,83.91,46.75,23.70,74.66,54.75
430,28.83,83.89,46.76,23.70,74.66,54.75
431,28.82,83.87,46.73,23.71,74.68,54.76
432,28.83,83.89,46.75,23.71,74.68,54.75
433,28.84,83.91,46.75,23.73,74.72,54.76
434,28.85,83.93,46.76,23.72,74.70,54.78
435,28.85,83.93,46.76,23.72,74.70,54.73
436,28.86,83.95,46.75,23.73,74.72,54.75
437,28.84,83.91,46.73,23.74,74.74,54.72
438,28.85,83.93,46.76,23.75,74.76,54.73
439,28.84,83.91,46.73,23.75,74.76,54.73
440,28.83,83.89,46.72,23.76,74.78,54.72
441,28.85,83.93,46.74,23.75,74.76,54.71
442,28.86,83.95,46.75,23.76,74.78,54.71
443,28.85,83.93,46.75,23.76,74.78,54.74
444,28.86,83.95,46.72,23.75,74.76,54.72
445,28.85,83.93,46.74,23.76,74.78,54.72
446,28.86,83.95,46.76,23.74,74.74,54.71
447,28.85,83.93,46.73,23.73,74.72,54.70
448,28.86,83.95,46.73,23.71,74.68,54.71
449,28.85,83.93,46.73,23.74,74.74,54.70
450,28.87,83.96,46.75,23.74,74.74,54.70
451,28.86,83.95,46.75,23.74,74.74,54.69
452,28.85,83.93,46.76,23.74,74.74,54.69
453,28.86,83.95,46.74,23.76,74.78,54.72
454,28.89,84.00,46.74,23.75,74.76,54.68
455,28.88,83.98,46.73,23.77,74.79,54.69
456,28.88,83.98,46.74,23.76,74.78,54.71
457,28.86,83.95,46.74,23.73,74.72,54.68
458,28.86,83.95,46.73,23.74,74.74,54.65
459,28.87,83.96,46.74,23.73,74.72,54.66
460,28.87,83.96,46.73,23.74,74.74,54.65
461,28.88,83.98,46.75,23.74,74.74,54.65
462,28.86,83.95,46.74,23.76,74.78,54.66
463,28.88,83.98,46.74,23.74,74.74,54.65
464,28.87,83.96,46.74,23.74,74.74,54.62
465,28.88,83.98,46.73,23.74,74.74,54.62
466,28.89,84.00,46.74,23.71,74.68,54.60
467,28.88,83.98,46.76,23.73,74.72,54.62
468,28.90,84.02,46.74,23.72,74.70,54.60
469,28.90,84.02,46.74,23.72,74.70,54.59
470,28.88,83.98,46.75,23.71,74.68,54.56
471,28.89,84.00,46.75,23.70,74.66,54.57
472,28.87,83.96,46.75,23.71,74.68,54.55
473,28.89,84.00,46.74,23.72,74.70,54.55
474,28.89,84.00,46.76,23.70,74.66,54.52
475,28.90,84.02,46.74,23.70,74.66,54.54
476,28.90,84.02,46.75,23.70,74.66,54.52
477,28.91,84.04,46.75,23.70,74.66,54.51
478,28.91,84.04,46.76,23.71,74.68,54.51
479,28.91,84.04,46.76,23.73,74.72,54.51
480,28.91,84.04,46.74,23.70,74.66,54.51
481,28.90,84.02,46.74,23.70,74.66,54.49
482,28.91,84.04,46.75,23.70,74.66,54.51
483,28.90,84.02,46.74,23.70,74.66,54.46
484,28.91,84.04,46.74,23.68,74.62,54.46
485,28.91,84.04,46.74,23.69,74.64,54.46
486,28.91,84.04,46.74,23.69,74.64,54.46
487,28.91,84.04,46.74,23.67,74.60,54.45
488,28.92,84.06,46.75,23.67,74.60,54.44
489,28.92,84.06,46.73,23.66,74.58,54.42
490,28.92,84.06,46.74,23.66,74.58,54.44
491,28.92,84.06,46.74,23.65,74.56,54.41
492,28.92,84.06,46.74,23.64,74.54,54.41
493,28.95,84.12,46.74,23.61,74.51,54.40
494,28.92,84.06,46.74,23.62,74.52,54.40
495,28.91,84.04,46.71,23.60,74.49,54.39
496,28.92,84.06,46.73,23.64,74.54,54.39
497,28.92,84.06,46.73,23.62,74.52,54.40
498,28.94,84.10,46.74,23.64,74.54,54.39
499,28.91,84.04,46.73,23.65,74.56,54.39
500,28.93,84.08,46.73,23.61,74.51,54.39
501,28.94,84.10,46.73,23.64,74.54,54.39
502,28.93,84.08,46.73,23.64,74.54,54.39
503,28.93,84.08,46.75,23.64,74.54,54.39
504,28.93,84.08,46.72,23.64,74.54,54.40
505,28.93,84.08,46.72,23.64,74.54,54.38
506,28.93,84.08,46.73,23.66,74.58,54.39
507,28.92,84.06,46.73,23.64,74.54,54.39
508,28.94,84.10,46.73,23.65,74.56,54.39
509,28.94,84.10,46.73,23.65,74.56,54.38
510,28.94,84.10,46.73,23.65,74.56,54.37
511,28.93,84.08,46.74,23.65,74.56,54.39
512,28.92,84.06,46.71,23.65,74.56,54.37
513,28.92,84.06,46.73,23.65,74.56,54.37
514,28.94,84.10,46.73,23.65,74.56,54.36
515,28.94,84.10,46.72,23.65,74.56,54.36
516,28.95,84.12,46.73,23.64,74.54,54.38
517,28.94,84.10,46.73,23.64,74.54,54.35
518,28.94,84.10,46.73,23.61,74.51,54.36
519,28.98,84.16,46.73,23.64,74.54,54.35
520,28.97,84.14,46.73,23.61,74.51,54.36
521,28.94,84.10,46.70,23.60,74.49,54.34
522,28.98,84.16,46.73,23.62,74.52,54.34
523,28.97,84.14,46.74,23.64,74.54,54.33
524,28.97,84.14,46.73,23.64,74.54,54.34
525,28.97,84.14,46.72,23.62,74.52,54.34
526,28.95,84.12,46.73,23.66,74.58,54.33
527,28.97,84.14,46.73,23.62,74.52,54.34
528,28.98,84.16,46.70,23.61,74.51,54.33
529,28.99,84.18,46.70,23.64,74.54,54.33
530,28.99,84.18,46.70,23.64,74.54,54.35
531,28.99,84.18,46.72,23.61,74.51,54.33
532,29.00,84.20,46.72,23.62,74.52,54.30
533,29.00,84.20,46.69,23.62,74.52,54.30
534,28.98,84.16,46.70,23.62,74.52,54.30
535,29.02,84.23,46.71,23.61,74.51,54.30
536,29.01,84.22,46.70,23.59,74.47,54.30
