time_s,int_temp_c,int_temp_f,int_humid,ext_temp_c,ext_temp_f,ext_humid
13830,30.22,86.40,40.77,23.11,73.60,52.69
13831,30.23,86.42,40.75,23.12,73.62,52.69
13832,30.24,86.44,40.75,23.12,73.62,52.67
13833,30.25,86.45,40.76,23.13,73.64,52.69
13834,30.25,86.45,40.76,23.13,73.64,52.69
13835,30.24,86.44,40.77,23.13,73.64,52.69
13836,30.25,86.45,40.77,23.11,73.60,52.69
13837,30.24,86.44,40.76,23.14,73.66,52.68
13838,30.24,86.44,40.77,23.14,73.66,52.69
13839,30.24,86.44,40.77,23.13,73.64,52.70
13840,30.24,86.44,40.75,23.14,73.66,52.69
13841,30.26,86.47,40.75,23.13,73.64,52.69
13842,30.24,86.44,40.77,23.16,73.69,52.71
13843,30.23,86.42,40.75,23.15,73.67,52.72
13844,30.24,86.44,40.77,23.15,73.67,52.70
13845,30.23,86.42,40.75,23.15,73.67,52.72
13846,30.22,86.40,40.76,23.15,73.67,52.74
13847,30.23,86.42,40.75,23.16,73.69,52.75
13848,30.25,86.45,40.77,23.15,73.67,52.73
13849,30.24,86.44,40.75,23.16,73.69,52.75
13850,30.24,86.44,40.75,23.18,73.73,52.77
13851,30.24,86.44,40.75,23.17,73.71,52.77
13852,30.24,86.44,40.75,23.17,73.71,52.77
13853,30.24,86.44,40.76,23.20,73.75,52.78
13854,30.24,86.44,40.77,23.18,73.73,52.79
13855,30.22,86.40,40.76,23.20,73.75,52.79
13856,30.23,86.42,40.76,23.22,73.79,52.80
13857,30.24,86.44,40.76,23.20,73.75,52.78
13858,30.23,86.42,40.76,23.20,73.75,52.78
13859,30.23,86.42,40.75,23.18,73.73,52.79
13860,30.24,86.44,40.76,23.18,73.73,52.81
13861,30.22,86.40,40.76,23.20,73.75,52.80
13862,30.23,86.42,40.78,23.22,73.79,52.81
13863,30.25,86.45,40.77,23.20,73.75,52.80
13864,30.23,86.42,40.76,23.22,73.79,52.81
13865,30.24,86.44,40.76,23.22,73.79,52.79
13866,30.24,86.44,40.75,23.23,73.81,52.81
13867,30.23,86.42,40.76,23.23,73.81,52.79
13868,30.24,86.44,40.76,23.22,73.79,52.78
13869,30.24,86.44,40.77,23.22,73.79,52.78
13870,30.24,86.44,40.77,23.22,73.79,52.77
13871,30.23,86.42,40.77,23.23,73.81,52.78
13872,30.22,86.40,40.77,23.25,73.85,52.77
13873,30.24,86.44,40.77,23.26,73.87,52.77
13874,30.25,86.45,40.78,23.25,73.85,52.75
13875,30.22,86.40,40.78,23.26,73.87,52.75
13876,30.23,86.42,40.77,23.25,73.85,52.74
13877,30.23,86.42,40.80,23.27,73.89,52.74
13878,30.24,86.44,40.78,23.26,73.87,52.71
13879,30.24,86.44,40.78,23.26,73.87,52.72
13880,30.23,86.42,40.78,23.26,73.87,52.72
13881,30.25,86.45,40.78,23.26,73.87,52.72
13882,30.22,86.40,40.78,23.27,73.89,52.71
13883,30.23,86.42,40.78,23.26,73.87,52.69
13884,30.23,86.42,40.77,23.26,73.87,52.70
13885,30.25,86.45,40.77,23.28,73.91,52.68
13886,30.23,86.42,40.80,23.28,73.91,52.68
13887,30.24,86.44,40.78,23.28,73.91,52.69
13888,30.23,86.42,40.80,23.27,73.89,52.68
13889,30.23,86.42,40.78,23.27,73.89,52.68
13890,30.24,86.44,40.80,23.28,73.91,52.68
13891,30.24,86.44,40.78,23.30,73.95,52.69
13892,30.24,86.44,40.80,23.27,73.89,52.68
13893,30.23,86.42,40.80,23.28,73.91,52.68
13894,30.25,86.45,40.80,23.29,73.93,52.69
13895,30.25,86.45,40.80,23.29,73.93,52.68
13896,30.22,86.40,40.81,23.31,73.96,52.65
13897,30.25,86.45,40.82,23.30,73.95,52.67
13898,30.25,86.45,40.81,23.30,73.95,52.67
13899,30.25,86.45,40.82,23.29,73.93,52.66
13900,30.27,86.49,40.81,23.29,73.93,52.66
13901,30.25,86.45,40.82,23.32,73.98,52.68
13902,30.23,86.42,40.81,23.31,73.96,52.66
13903,30.27,86.49,40.81,23.32,73.98,52.66
13904,30.27,86.49,40.81,23.31,73.96,52.68
13905,30.27,86.49,40.81,23.32,73.98,52.69
13906,30.26,86.47,40.82,23.34,74.00,52.69
13907,30.30,86.53,40.82,23.32,73.98,52.66
13908,30.25,86.45,40.81,23.35,74.02,52.67
13909,30.27,86.49,40.81,23.34,74.00,52.66
13910,30.28,86.51,40.81,23.35,74.02,52.65
13911,30.27,86.49,40.80,23.35,74.02,52.65
13912,30.26,86.47,40.82,23.34,74.00,52.66
13913,30.28,86.51,40.81,23.32,73.98,52.65
13914,30.25,86.45,40.81,23.34,74.00,52.65
13915,30.27,86.49,40.80,23.35,74.02,52.65
13916,30.27,86.49,40.81,23.36,74.04,52.65
13917,30.27,86.49,40.80,23.36,74.04,52.65
13918,30.28,86.51,40.82,23.36,74.04,52.64
13919,30.27,86.49,40.81,23.36,74.04,52.65
13920,30.30,86.53,40.83,23.37,74.06,52.64
13921,30.26,86.47,40.83,23.36,74.04,52.64
13922,30.26,86.47,40.82,23.37,74.06,52.61
13923,30.27,86.49,40.82,23.37,74.06,52.63
13924,30.26,86.47,40.82,23.38,74.08,52.62
13925,30.27,86.49,40.82,23.36,74.04,52.61
13926,30.27,86.49,40.81,23.38,74.08,52.62
13927,30.27,86.49,40.82,23.36,74.04,52.61
13928,30.26,86.47,40.82,23.36,74.04,52.59
13929,30.26,86.47,40.82,23.38,74.08,52.59
13930,30.25,86.45,40.82,23.37,74.06,52.58
13931,30.26,86.47,40.81,23.36,74.04,52.57
13932,30.26,86.47,40.81,23.32,73.98,52.56
13933,30.28,86.51,40.82,23.36,74.04,52.56
13934,30.28,86.51,40.82,23.36,74.04,52.55
13935,30.26,86.47,40.82,23.36,74.04,52.56
13936,30.27,86.49,40.82,23.37,74.06,52.54
13937,30.28,86.51,40.81,23.37,74.06,52.55
13938,30.26,86.47,40.82,23.36,74.04,52.52
13939,30.27,86.49,40.82,23.35,74.02,52.52
13940,30.27,86.49,40.82,23.35,74.02,52.49
13941,30.26,86.47,40.82,23.36,74.04,52.50
13942,30.26,86.47,40.83,23.35,74.02,52.49
13943,30.27,86.49,40.82,23.35,74.02,52.49
13944,30.25,86.45,40.82,23.36,74.04,52.46
13945,30.30,86.53,40.83,23.34,74.00,52.47
13946,30.27,86.49,40.82,23.35,74.02,52.46
13947,30.27,86.49,40.82,23.36,74.04,52.46
13948,30.27,86.49,40.82,23.32,73.98,52.43
13949,30.30,86.53,40.83,23.36,74.04,52.43
13950,30.27,86.49,40.84,23.35,74.02,52.43
13951,30.27,86.49,40.84,23.34,74.00,52.41
13952,30.30,86.53,40.84,23.36,74.04,52.40
13953,30.30,86.53,40.83,23.32,73.98,52.39
13954,30.30,86.53,40.83,23.34,74.00,52.39
13955,30.32,86.57,40.83,23.32,73.98,52.39
13956,30.33,86.59,40.84,23.34,74.00,52.38
13957,30.30,86.53,40.84,23.32,73.98,52.38
13958,30.32,86.57,40.84,23.32,73.98,52.36
13959,30.32,86.57,40.84,23.32,73.98,52.36
13960,30.31,86.55,40.84,23.31,73.96,52.36
13961,30.30,86.53,40.84,23.32,73.98,52.34
13962,30.31,86.55,40.82,23.31,73.96,52.33
13963,30.31,86.55,40.81,23.29,73.93,52.32
13964,30.30,86.53,40.81,23.27,73.89,52.30
13965,30.30,86.53,40.84,23.26,73.87,52.31
13966,30.30,86.53,40.81,23.28,73.91,52.28
13967,30.30,86.53,40.82,23.29,73.93,52.27
13968,30.28,86.51,40.83,23.26,73.87,52.27
13969,30.31,86.55,40.81,23.27,73.89,52.27
13970,30.31,86.55,40.81,23.26,73.87,52.26
13971,30.31,86.55,40.81,23.26,73.87,52.26
13972,30.32,86.57,40.82,23.25,73.85,52.25
13973,30.31,86.55,40.84,23.26,73.87,52.24
13974,30.31,86.55,40.81,23.23,73.81,52.24
13975,30.32,86.57,40.83,23.22,73.79,52.24
13976,30.32,86.57,40.82,23.24,73.83,52.24
13977,30.30,86.53,40.83,23.24,73.83,52.23
13978,30.27,86.49,40.81,23.23,73.81,52.23
13979,30.30,86.53,40.81,23.21,73.77,52.24
13980,30.32,86.57,40.82,23.25,73.85,52.21
13981,30.32,86.57,40.81,23.23,73.81,52.24
13982,30.31,86.55,40.81,23.23,73.81,52.24
13983,30.32,86.57,40.82,23.24,73.83,52.21
13984,30.30,86.53,40.81,23.22,73.79,52.24
13985,30.28,86.51,40.81,23.23,73.81,52.24
13986,30.31,86.55,40.81,23.23,73.81,52.24
13987,30.30,86.53,40.82,23.23,73.81,52.24
13988,30.31,86.55,40.81,23.22,73.79,52.25
13989,30.31,86.55,40.81,23.23,73.81,52.23
13990,30.31,86.55,40.81,23.22,73.79,52.24
13991,30.33,86.59,40.81,23.23,73.81,52.24
13992,30.30,86.53,40.81,23.22,73.79,52.21
13993,30.32,86.57,40.80,23.24,73.83,52.25
13994,30.28,86.51,40.80,23.23,73.81,52.25
13995,30.33,86.59,40.79,23.23,73.81,52.24
13996,30.32,86.57,40.80,23.23,73.81,52.25
13997,30.31,86.55,40.81,23.25,73.85,52.24
13998,30.31,86.55,40.81,23.25,73.85,52.24
13999,30.32,86.57,40.79,23.23,73.81,52.24
14000,30.30,86.53,40.81,23.23,73.81,52.24
14001,30.28,86.51,40.78,23.24,73.83,52.25
14002,30.30,86.53,40.81,23.23,73.81,52.25
14003,30.32,86.57,40.78,23.23,73.81,52.25
14004,30.31,86.55,40.81,23.22,73.79,52.25
14005,30.32,86.57,40.78,23.21,73.77,52.25
14006,30.31,86.55,40.80,23.20,73.75,52.21
14007,30.33,86.59,40.79,23.20,73.75,52.22
14008,30.33,86.59,40.81,23.20,73.75,52.22
14009,30.31,86.55,40.81,23.18,73.73,52.22
14010,30.32,86.57,40.79,23.18,73.73,52.22
14011,30.32,86.57,40.79,23.18,73.73,52.21
14012,30.32,86.57,40.79,23.18,73.73,52.20
14013,30.32,86.57,40.79,23.17,73.71,52.22
14014,30.31,86.55,40.78,23.18,73.73,52.22
14015,30.33,86.59,40.78,23.21,73.77,52.21
14016,30.31,86.55,40.78,23.18,73.73,52.22
14017,30.30,86.53,40.77,23.17,73.71,52.23
14018,30.34,86.61,40.78,23.20,73.75,52.22
14019,30.32,86.57,40.78,23.16,73.69,52.23
14020,30.31,86.55,40.78,23.20,73.75,52.24
14021,30.32,86.57,40.79,23.18,73.73,52.21
14022,30.32,86.57,40.78,23.18,73.73,52.24
14023,30.31,86.55,40.78,23.17,73.71,52.23
14024,30.31,86.55,40.77,23.18,73.73,52.22
14025,30.32,86.57,40.77,23.18,73.73,52.21
14026,30.32,86.57,40.78,23.17,73.71,52.22
14027,30.33,86.59,40.77,23.16,73.69,52.25
14028,30.32,86.57,40.75,23.18,73.73,52.25
14029,30.31,86.55,40.77,23.18,73.73,52.24
14030,30.30,86.53,40.78,23.17,73.71,52.24
14031,30.31,86.55,40.76,23.16,73.69,52.23
14032,30.32,86.57,40.78,23.16,73.69,52.25
14033,30.31,86.55,40.77,23.15,73.67,52.23
14034,30.30,86.53,40.75,23.16,73.69,52.23
14035,30.31,86.55,40.75,23.14,73.66,52.23
14036,30.33,86.59,40.75,23.14,73.66,52.24
14037,30.31,86.55,40.74,23.15,73.67,52.24
14038,30.32,86.57,40.74,23.16,73.69,52.24
14039,30.31,86.55,40.75,23.15,73.67,52.26
14040,30.31,86.55,40.78,23.13,73.64,52.24
14041,30.32,86.57,40.75,23.14,73.66,52.26
14042,30.32,86.57,40.75,23.15,73.67,52.24
14043,30.33,86.59,40.73,23.13,73.64,52.24
14044,30.32,86.57,40.75,23.13,73.64,52.26
14045,30.31,86.55,40.74,23.13,73.64,52.26
14046,30.32,86.57,40.72,23.14,73.66,52.26
14047,30.34,86.61,40.73,23.13,73.64,52.23
14048,30.34,86.61,40.74,23.11,73.60,52.24
14049,30.32,86.57,40.75,23.13,73.64,52.24
14050,30.31,86.55,40.74,23.11,73.60,52.26
14051,30.34,86.61,40.74,23.12,73.62,52.26
14052,30.34,86.61,40.72,23.11,73.60,52.27
14053,30.33,86.59,40.74,23.13,73.64,52.26
14054,30.32,86.57,40.73,23.13,73.64,52.27
14055,30.31,86.55,40.71,23.12,73.62,52.27
14056,30.34,86.61,40.71,23.10,73.58,52.27
14057,30.33,86.59,40.71,23.10,73.58,52.26
14058,30.34,86.61,40.71,23.10,73.58,52.27
14059,30.34,86.61,40.72,23.09,73.56,52.27
14060,30.34,86.61,40.71,23.10,73.58,52.27
14061,30.32,86.57,40.69,23.08,73.54,52.25
14062,30.34,86.61,40.70,23.06,73.50,52.26
14063,30.34,86.61,40.70,23.08,73.54,52.22
14064,30.36,86.65,40.70,23.05,73.48,52.25
14065,30.35,86.63,40.71,23.07,73.52,52.28
14066,30.37,86.67,40.71,23.07,73.52,52.27
14067,30.35,86.63,40.69,23.06,73.50,52.27
14068,30.34,86.61,40.70,23.06,73.50,52.28
14069,30.36,86.65,40.71,23.03,73.46,52.27
14070,30.36,86.65,40.69,23.03,73.46,52.25
14071,30.37,86.67,40.69,23.03,73.46,52.28
14072,30.34,86.61,40.68,23.06,73.50,52.26
14073,30.33,86.59,40.67,23.06,73.50,52.27
14074,30.34,86.61,40.68,23.06,73.50,52.30
14075,30.36,86.65,40.68,23.06,73.50,52.28
14076,30.36,86.65,40.65,23.08,73.54,52.29
14077,30.36,86.65,40.66,23.08,73.54,52.30
14078,30.34,86.61,40.65,23.05,73.48,52.33
14079,30.37,86.67,40.67,23.05,73.48,52.33
14080,30.35,86.63,40.66,23.03,73.46,52.31
14081,30.34,86.61,40.65,23.05,73.48,52.33
14082,30.36,86.65,40.66,23.05,73.48,52.32
14083,30.35,86.63,40.65,23.03,73.46,52.33
14084,30.37,86.67,40.65,23.05,73.48,52.33
14085,30.35,86.63,40.65,23.03,73.46,52.33
14086,30.36,86.65,40.64,23.03,73.46,52.33
14087,30.38,86.69,40.65,23.05,73.48,52.36
14088,30.35,86.63,40.64,23.02,73.44,52.34
14089,30.39,86.71,40.65,23.02,73.44,52.36
14090,30.34,86.61,40.64,23.02,73.44,52.36
14091,30.37,86.67,40.62,23.02,73.44,52.35
14092,30.37,86.67,40.65,23.05,73.48,52.36
14093,30.36,86.65,40.62,23.05,73.48,52.36
14094,30.38,86.69,40.65,23.03,73.46,52.39
14095,30.37,86.67,40.62,23.05,73.48,52.39
14096,30.35,86.63,40.61,23.06,73.50,52.40
14097,30.34,86.61,40.63,23.05,73.48,52.41
14098,30.37,86.67,40.62,23.06,73.50,52.39
14099,30.37,86.67,40.62,23.05,73.48,52.40
14100,30.38,86.69,40.62,23.06,73.50,52.40
14101,30.37,86.67,40.62,23.06,73.50,52.42
14102,30.36,86.65,40.62,23.06,73.50,52.43
14103,30.35,86.63,40.62,23.05,73.48,52.41
14104,30.38,86.69,40.62,23.06,73.50,52.40
14105,30.35,86.63,40.62,23.06,73.50,52.42
14106,30.38,86.69,40.60,23.06,73.50,52.43
14107,30.35,86.63,40.59,23.05,73.48,52.42
14108,30.36,86.65,40.61,23.06,73.50,52.43
14109,30.37,86.67,40.61,23.05,73.48,52.42
14110,30.37,86.67,40.59,23.07,73.52,52.42
14111,30.37,86.67,40.61,23.03,73.46,52.42
14112,30.37,86.67,40.60,23.03,73.46,52.41
14113,30.37,86.67,40.59,23.02,73.44,52.40
14114,30.37,86.67,40.61,23.03,73.46,52.40
14115,30.36,86.65,40.59,23.03,73.46,52.41
14116,30.36,86.65,40.59,23.03,73.46,52.42
14117,30.35,86.63,40.59,23.00,73.40,52.40
14118,30.35,86.63,40.59,23.00,73.40,52.40
14119,30.36,86.65,40.58,23.02,73.44,52.42
14120,30.36,86.65,40.59,22.99,73.39,52.40
14121,30.35,86.63,40.59,23.01,73.42,52.41
14122,30.34,86.61,40.59,23.02,73.44,52.42
14123,30.37,86.67,40.57,23.01,73.42,52.42
14124,30.35,86.63,40.56,23.01,73.42,52.42
14125,30.36,86.65,40.56,23.00,73.40,52.42
14126,30.35,86.63,40.58,23.02,73.44,52.42
14127,30.37,86.67,40.57,23.03,73.46,52.42
14128,30.33,86.59,40.59,23.05,73.48,52.43
14129,30.36,86.65,40.57,23.02,73.44,52.43
14130,30.34,86.61,40.59,23.03,73.46,52.45
14131,30.34,86.61,40.58,23.01,73.42,52.42
14132,30.34,86.61,40.56,22.99,73.39,52.42
14133,30.35,86.63,40.59,23.02,73.44,52.43
14134,30.35,86.63,40.57,23.01,73.42,52.44
14135,30.34,86.61,40.57,23.02,73.44,52.44
14136,30.34,86.61,40.57,22.99,73.39,52.43
14137,30.34,86.61,40.56,23.00,73.40,52.44
14138,30.33,86.59,40.57,23.00,73.40,52.45
14139,30.34,86.61,40.59,23.01,73.42,52.46
14140,30.36,86.65,40.57,23.00,73.40,52.45
14141,30.35,86.63,40.58,23.00,73.40,52.45
14142,30.36,86.65,40.57,23.03,73.46,52.45
14143,30.36,86.65,40.57,23.01,73.42,52.46
14144,30.32,86.57,40.56,23.02,73.44,52.46
14145,30.35,86.63,40.57,23.01,73.42,52.46
14146,30.32,86.57,40.56,23.00,73.40,52.48
14147,30.34,86.61,40.58,23.02,73.44,52.46
14148,30.35,86.63,40.56,23.00,73.40,52.46
14149,30.35,86.63,40.57,23.00,73.40,52.48
14150,30.34,86.61,40.55,23.00,73.40,52.46
14151,30.33,86.59,40.57,23.01,73.42,52.49
14152,30.35,86.63,40.56,23.01,73.42,52.49
14153,30.33,86.59,40.57,23.02,73.44,52.49
14154,30.34,86.61,40.55,23.03,73.46,52.49
14155,30.33,86.59,40.55,23.00,73.40,52.47
14156,30.33,86.59,40.56,23.01,73.42,52.49
14157,30.34,86.61,40.57,23.02,73.44,52.49
14158,30.34,86.61,40.57,23.00,73.40,52.49
14159,30.34,86.61,40.59,23.00,73.40,52.49
14160,30.34,86.61,40.57,23.00,73.40,52.51
14161,30.34,86.61,40.56,23.00,73.40,52.51
14162,30.32,86.57,40.57,23.01,73.42,52.49
14163,30.32,86.57,40.55,23.01,73.42,52.52
14164,30.33,86.59,40.55,23.00,73.40,52.50
14165,30.34,86.61,40.55,23.01,73.42,52.52
14166,30.34,86.61,40.55,23.00,73.40,52.51
14167,30.33,86.59,40.55,23.01,73.42,52.51
14168,30.36,86.65,40.56,23.01,73.42,52.50
14169,30.32,86.57,40.56,23.03,73.46,52.53
14170,30.32,86.57,40.57,23.03,73.46,52.52
14171,30.33,86.59,40.55,23.02,73.44,52.52
14172,30.34,86.61,40.55,23.01,73.42,52.52
14173,30.34,86.61,40.55,23.01,73.42,52.51
14174,30.33,86.59,40.55,23.01,73.42,52.52
14175,30.32,86.57,40.56,23.02,73.44,52.53
14176,30.36,86.65,40.55,23.03,73.46,52.53
14177,30.32,86.57,40.55,23.02,73.44,52.52
14178,30.32,86.57,40.55,23.02,73.44,52.53
14179,30.30,86.53,40.55,23.01,73.42,52.52
14180,30.33,86.59,40.55,23.01,73.42,52.53
14181,30.31,86.55,40.55,23.01,73.42,52.51
14182,30.32,86.57,40.55,23.01,73.42,52.53
14183,30.30,86.53,40.55,23.00,73.40,52.51
14184,30.31,86.55,40.55,23.01,73.42,52.52
14185,30.30,86.53,40.54,23.00,73.40,52.52
14186,30.32,86.57,40.55,23.01,73.42,52.51
14187,30.32,86.57,40.55,23.01,73.42,52.52
14188,30.31,86.55,40.55,23.02,73.44,52.51
14189,30.32,86.57,40.55,23.03,73.46,52.53
14190,30.31,86.55,40.55,23.02,73.44,52.54
14191,30.31,86.55,40.55,23.02,73.44,52.51
14192,30.30,86.53,40.55,23.05,73.48,52.53
14193,30.30,86.53,40.55,23.03,73.46,52.53
14194,30.30,86.53,40.56,23.05,73.48,52.53
14195,30.32,86.57,40.55,23.03,73.46,52.53
14196,30.31,86.55,40.57,23.05,73.48,52.54
14197,30.32,86.57,40.56,23.06,73.50,52.53
14198,30.32,86.57,40.57,23.05,73.48,52.52
14199,30.34,86.61,40.55,23.06,73.50,52.52
14200,30.30,86.53,40.55,23.06,73.50,52.53
14201,30.32,86.57,40.56,23.03,73.46,52.53
14202,30.32,86.57,40.57,23.06,73.50,52.53
14203,30.30,86.53,40.56,23.07,73.52,52.50
14204,30.30,86.53,40.55,23.07,73.52,52.53
14205,30.32,86.57,40.55,23.06,73.50,52.51
14206,30.33,86.59,40.58,23.10,73.58,52.52
14207,30.32,86.57,40.57,23.06,73.50,52.51
14208,30.33,86.59,40.56,23.08,73.54,52.52
14209,30.33,86.59,40.56,23.10,73.58,52.52
14210,30.32,86.57,40.55,23.08,73.54,52.52
14211,30.33,86.59,40.55,23.08,73.54,52.50
14212,30.33,86.59,40.55,23.06,73.50,52.49
14213,30.33,86.59,40.55,23.09,73.56,52.49
14214,30.34,86.61,40.55,23.08,73.54,52.49
14215,30.32,86.57,40.55,23.09,73.56,52.52
14216,30.33,86.59,40.57,23.07,73.52,52.48
14217,30.32,86.57,40.54,23.06,73.50,52.49
14218,30.32,86.57,40.55,23.10,73.58,52.49
14219,30.33,86.59,40.53,23.08,73.54,52.48
14220,30.31,86.55,40.55,23.07,73.52,52.49
14221,30.32,86.57,40.56,23.07,73.52,52.48
14222,30.32,86.57,40.55,23.07,73.52,52.46
14223,30.31,86.55,40.55,23.06,73.50,52.46
14224,30.30,86.53,40.52,23.06,73.50,52.46
14225,30.33,86.59,40.55,23.06,73.50,52.45
14226,30.31,86.55,40.55,23.06,73.50,52.46
14227,30.32,86.57,40.55,23.05,73.48,52.45
14228,30.32,86.57,40.55,23.05,73.48,52.44
14229,30.32,86.57,40.55,23.05,73.48,52.44
14230,30.32,86.57,40.54,23.03,73.46,52.46
14231,30.32,86.57,40.55,23.03,73.46,52.43
14232,30.32,86.57,40.55,23.03,73.46,52.43
14233,30.32,86.57,40.55,23.06,73.50,52.42
14234,30.32,86.57,40.54,23.03,73.46,52.42
14235,30.33,86.59,40.53,23.01,73.42,52.43
14236,30.30,86.53,40.55,23.05,73.48,52.42
14237,30.31,86.55,40.55,23.03,73.46,52.42
14238,30.32,86.57,40.55,23.03,73.46,52.41
14239,30.30,86.53,40.54,23.02,73.44,52.42
14240,30.30,86.53,40.55,23.02,73.44,52.41
14241,30.30,86.53,40.55,23.03,73.46,52.43
14242,30.30,86.53,40.53,23.03,73.46,52.42
14243,30.33,86.59,40.54,23.05,73.48,52.43
14244,30.31,86.55,40.55,23.05,73.48,52.42
14245,30.31,86.55,40.54,23.03,73.46,52.40
14246,30.27,86.49,40.54,23.03,73.46,52.40
14247,30.31,86.55,40.55,23.03,73.46,52.41
14248,30.31,86.55,40.54,23.02,73.44,52.42
14249,30.31,86.55,40.56,23.02,73.44,52.41
14250,30.33,86.59,40.55,23.01,73.42,52.41
14251,30.30,86.53,40.55,23.00,73.40,52.41
14252,30.30,86.53,40.55,23.00,73.40,52.40
14253,30.30,86.53,40.55,23.01,73.42,52.40
14254,30.31,86.55,40.54,23.03,73.46,52.42
14255,30.32,86.57,40.55,23.02,73.44,52.42
14256,30.33,86.59,40.54,23.02,73.44,52.40
14257,30.30,86.53,40.55,23.03,73.46,52.41
14258,30.28,86.51,40.55,23.03,73.46,52.39
14259,30.32,86.57,40.53,23.06,73.50,52.40
14260,30.31,86.55,40.55,23.03,73.46,52.41
14261,30.30,86.53,40.53,23.03,73.46,52.40
14262,30.30,86.53,40.55,23.02,73.44,52.39
14263,30.30,86.53,40.55,23.02,73.44,52.41
14264,30.31,86.55,40.53,23.03,73.46,52.41
14265,30.30,86.53,40.55,23.03,73.46,52.40
14266,30.30,86.53,40.53,23.02,73.44,52.40
14267,30.30,86.53,40.55,23.05,73.48,52.43
14268,30.32,86.57,40.54,23.05,73.48,52.42
14269,30.33,86.59,40.55,23.06,73.50,52.42
14270,30.33,86.59,40.54,23.05,73.48,52.42
14271,30.33,86.59,40.55,23.03,73.46,52.42
14272,30.33,86.59,40.53,23.03,73.46,52.42
14273,30.34,86.61,40.55,23.03,73.46,52.43
14274,30.32,86.57,40.52,23.05,73.48,52.41
14275,30.31,86.55,40.52,23.02,73.44,52.40
14276,30.32,86.57,40.52,23.03,73.46,52.43
14277,30.32,86.57,40.53,23.03,73.46,52.40
14278,30.32,86.57,40.54,23.03,73.46,52.40
14279,30.32,86.57,40.53,23.01,73.42,52.41
14280,30.32,86.57,40.52,23.02,73.44,52.42
14281,30.30,86.53,40.55,23.03,73.46,52.43
14282,30.34,86.61,40.54,23.03,73.46,52.41
14283,30.31,86.55,40.53,23.02,73.44,52.42
14284,30.31,86.55,40.52,23.05,73.48,52.43
14285,30.30,86.53,40.52,23.03,73.46,52.43
14286,30.30,86.53,40.53,23.05,73.48,52.42
14287,30.28,86.51,40.54,23.05,73.48,52.42
14288,30.31,86.55,40.55,23.02,73.44,52.43
14289,30.30,86.53,40.54,23.06,73.50,52.42
14290,30.31,86.55,40.53,23.05,73.48,52.42
14291,30.31,86.55,40.53,23.06,73.50,52.42
14292,30.30,86.53,40.54,23.05,73.48,52.43
14293,30.30,86.53,40.52,23.05,73.48,52.43
14294,30.27,86.49,40.54,23.03,73.46,52.42
14295,30.28,86.51,40.54,23.06,73.50,52.42
14296,30.27,86.49,40.53,23.05,73.48,52.43
14297,30.30,86.53,40.52,23.03,73.46,52.42
14298,30.28,86.51,40.53,23.03,73.46,52.42
14299,30.32,86.57,40.51,23.06,73.50,52.40
14300,30.30,86.53,40.53,23.05,73.48,52.42
14301,30.30,86.53,40.53,23.06,73.50,52.42
14302,30.26,86.47,40.54,23.06,73.50,52.40
14303,30.31,86.55,40.54,23.05,73.48,52.40
14304,30.30,86.53,40.53,23.06,73.50,52.41
14305,30.30,86.53,40.53,23.06,73.50,52.42
14306,30.32,86.57,40.54,23.06,73.50,52.42
14307,30.31,86.55,40.53,23.07,73.52,52.42
14308,30.31,86.55,40.54,23.07,73.52,52.42
14309,30.31,86.55,40.55,23.08,73.54,52.41
14310,30.30,86.53,40.53,23.08,73.54,52.42
14311,30.32,86.57,40.53,23.10,73.58,52.42
14312,30.32,86.57,40.53,23.08,73.54,52.40
14313,30.30,86.53,40.55,23.07,73.52,52.41
14314,30.30,86.53,40.54,23.06,73.50,52.40
14315,30.30,86.53,40.53,23.03,73.46,52.39
14316,30.27,86.49,40.52,23.06,73.50,52.40
14317,30.30,86.53,40.52,23.05,73.48,52.41
14318,30.30,86.53,40.52,23.07,73.52,52.38
14319,30.30,86.53,40.54,23.08,73.54,52.40
14320,30.28,86.51,40.53,23.07,73.52,52.39
14321,30.30,86.53,40.53,23.08,73.54,52.39
14322,30.30,86.53,40.53,23.08,73.54,52.38
14323,30.30,86.53,40.54,23.11,73.60,52.40
14324,30.30,86.53,40.53,23.09,73.56,52.40
14325,30.30,86.53,40.52,23.07,73.52,52.36
14326,30.30,86.53,40.53,23.08,73.54,52.36
14327,30.28,86.51,40.52,23.06,73.50,52.38
14328,30.30,86.53,40.53,23.08,73.54,52.37
14329,30.30,86.53,40.53,23.06,73.50,52.36
14330,30.30,86.53,40.55,23.05,73.48,52.37
14331,30.30,86.53,40.54,23.06,73.50,52.37
14332,30.30,86.53,40.55,23.08,73.54,52.36
14333,30.31,86.55,40.52,23.09,73.56,52.36
14334,30.30,86.53,40.53,23.09,73.56,52.36
14335,30.30,86.53,40.55,23.09,73.56,52.37
14336,30.31,86.55,40.53,23.08,73.54,52.37
14337,30.28,86.51,40.54,23.08,73.54,52.36
14338,30.30,86.53,40.55,23.08,73.54,52.36
14339,30.28,86.51,40.52,23.07,73.52,52.36
14340,30.30,86.53,40.54,23.07,73.52,52.34
14341,30.30,86.53,40.53,23.06,73.50,52.36
14342,30.30,86.53,40.54,23.05,73.48,52.33
14343,30.31,86.55,40.53,23.03,73.46,52.33
14344,30.28,86.51,40.54,23.05,73.48,52.33
14345,30.30,86.53,40.55,23.07,73.52,52.33
