set_c,oven_c,output,ambient_c
25.000,23.439,65.00,20.664
25.000,23.458,65.00,20.632
25.000,23.638,65.00,20.632
25.000,23.970,59.96,20.643
25.000,24.346,44.15,20.664
25.000,24.705,28.31,20.643
25.000,24.995,15.06,20.654
25.000,25.192,5.62,20.654
25.000,25.270,1.44,20.643
25.000,25.263,1.16,20.664
25.000,25.200,3.59,20.654
25.000,25.103,7.76,20.643
25.000,25.002,12.37,20.632
25.000,24.929,15.88,20.643
25.000,24.886,18.11,20.643
25.000,24.884,18.47,20.632
25.000,24.890,18.45,20.643
25.000,24.943,16.13,20.622
25.000,24.975,14.72,20.654
25.000,25.026,12.37,20.632
25.000,25.058,10.75,20.632
25.000,25.063,10.40,20.632
25.000,25.063,10.26,20.643
25.000,25.062,10.13,20.643
25.000,25.061,10.03,20.643
25.000,25.060,9.93,20.632
25.000,25.059,9.89,20.643
25.000,25.055,9.92,20.632
25.000,25.045,10.26,20.654
25.000,25.039,10.48,20.643
25.000,25.034,10.59,20.632
25.000,25.041,10.19,20.632
25.000,25.046,9.84,20.632
25.000,25.056,9.30,20.654
25.000,25.058,9.06,20.622
25.000,25.060,8.81,20.632
25.000,25.060,8.67,20.632
25.000,25.061,8.51,20.632
25.000,25.060,8.43,20.632
25.000,25.059,8.31,20.664
25.000,25.057,8.29,20.654
25.000,25.057,8.14,20.643
25.000,25.056,8.05,20.664
25.000,25.058,7.84,20.622
25.000,25.058,7.70,20.632
25.000,25.058,7.57,20.622
25.000,25.055,7.57,20.622
25.000,25.054,7.53,20.654
25.000,25.048,7.65,20.643
25.000,25.047,7.61,20.632
25.000,25.043,7.71,20.632
25.000,25.043,7.58,20.643
25.000,25.041,7.60,20.643
25.000,25.043,7.39,20.664
25.000,25.042,7.36,20.643
25.000,25.046,7.08,20.654
25.000,25.046,6.95,20.643
25.000,25.049,6.70,20.643
25.000,25.047,6.70,20.643
25.000,25.045,6.71,20.632
26.000,25.036,54.90,20.632
26.000,25.042,56.81,20.632
26.000,25.172,52.75,20.622
26.000,25.420,42.74,20.622
26.000,25.693,31.00,20.664
26.000,25.935,20.14,20.632
26.000,26.113,11.80,20.632
26.000,26.213,6.79,20.611
26.000,26.242,4.93,20.632
26.000,26.210,5.90,20.632
26.000,26.145,8.51,20.622
26.000,26.073,11.62,20.611
26.000,26.013,14.28,20.632
26.000,25.954,17.11,20.611
26.000,25.938,17.93,20.632
26.000,25.942,17.91,20.622
26.000,25.970,16.72,20.632
26.000,26.016,14.59,20.632
26.000,26.028,13.99,20.654
26.000,26.049,12.92,20.622
26.000,26.067,11.95,20.622
26.000,26.079,11.19,20.643
26.000,26.074,11.27,20.632
26.000,26.068,11.37,20.622
26.000,26.057,11.75,20.600
26.000,26.052,11.86,20.622
26.000,26.046,12.03,20.632
26.000,26.044,12.00,20.632
26.000,26.047,11.80,20.632
26.000,26.060,11.07,20.632
26.000,26.066,10.62,20.632
26.000,26.076,10.01,20.611
26.000,26.076,9.86,20.611
26.000,26.074,9.74,20.632
26.000,26.064,10.09,20.632
26.000,26.055,10.37,20.622
26.000,26.046,10.64,20.622
26.000,26.047,10.50,20.622
26.000,26.046,10.43,20.632
26.000,26.052,10.07,20.622
26.000,26.054,9.82,20.611
26.000,26.062,9.33,20.622
26.000,26.061,9.25,20.611
26.000,26.061,9.12,20.632
26.000,26.056,9.19,20.622
26.000,26.056,9.07,20.611
26.000,26.051,9.18,20.632
26.000,26.053,8.97,20.622
26.000,26.050,9.01,20.632
26.000,26.048,9.00,20.632
26.000,26.043,9.13,20.611
26.000,26.045,8.93,20.611
26.000,26.044,8.86,20.600
26.000,26.045,8.73,20.622
26.000,26.038,8.96,20.632
26.000,26.035,8.99,20.600
26.000,26.031,9.12,20.611
26.000,26.030,9.07,20.600
26.000,26.030,9.02,20.589
26.000,26.033,8.82,20.579
