timestamp,ltz1000-3-to-4-lipo-3s
1515467185.683,17596.0
1515467189.028,17596.3
1515467192.373,17596.2
1515467195.719,17596.0
1515467199.064,17596.1
1515467202.409,17596.2
1515467205.755,17596.1
1515467209.101,17596.1
1515467212.446,17596.0
1515467215.791,17596.0
1515467219.137,17596.4
1515467222.482,17596.4
1515467225.827,17596.4
1515467229.173,17596.2
1515467232.518,17596.0
1515467235.864,17595.7
1515467239.209,17595.9
1515467242.555,17595.6
1515467245.900,17595.8
1515467249.245,17595.8
1515467252.591,17595.5
1515467255.936,17595.4
1515467259.281,17595.4
1515467262.627,17596.0
1515467265.973,17595.8
1515467269.317,17595.9
1515467272.663,17595.6
1515467276.009,17595.3
1515467279.354,17595.4
1515467282.699,17595.5
1515467286.045,17595.5
1515467289.390,17595.4
1515467292.735,17595.3
1515467296.081,17594.8
1515467299.427,17595.3
1515467302.772,17595.3
1515467306.117,17595.6
1515467309.463,17595.4
1515467312.809,17596.6
1515467316.153,17595.0
1515467319.499,17596.9
1515467322.844,17595.8
1515467326.189,17595.5
1515467329.535,17595.4
1515467332.881,17595.4
1515467336.225,17596.0
1515467339.571,17595.9
1515467342.917,17595.8
1515467346.262,17596.0
1515467349.608,17595.8
1515467352.953,17595.5
1515467356.298,17595.7
1515467359.644,17595.6
1515467362.989,17595.9
1515467366.335,17595.8
1515467369.680,17595.6
1515467373.026,17596.0
1515467376.371,17595.9
1515467379.716,17596.0
1515467383.062,17595.9
1515467386.407,17595.5
1515467389.752,17596.0
1515467393.098,17596.3
1515467396.444,17596.1
1515467399.788,17595.7
1515467403.134,17596.3
1515467406.480,17595.8
1515467409.825,17595.7
1515467413.170,17596.0
1515467416.516,17596.5
1515467419.861,17596.3
1515467423.207,17596.8
1515467426.552,17596.1
1515467429.897,17595.9
1515467433.243,17596.0
1515467436.588,17595.7
1515467439.933,17595.9
1515467443.279,17595.4
1515467446.625,17595.7
1515467449.969,17594.4
1515467453.315,17594.5
1515467456.661,17594.7
1515467460.006,17594.9
1515467463.351,17594.5
1515467466.697,17594.5
1515467470.042,17594.8
1515467473.388,17594.6
1515467476.733,17594.7
1515467480.078,17595.1
1515467483.424,17595.4
1515467486.769,17595.8
1515467490.114,17595.4
1515467493.460,17595.3
1515467496.806,17595.3
1515467500.151,17595.9
1515467503.496,17595.6
1515467506.842,17596.0
1515467510.188,17596.2
1515467513.532,17596.2
1515467516.878,17595.7
1515467520.224,17595.7
1515467523.569,17595.7
1515467526.914,17595.5
1515467530.260,17595.7
1515467533.605,17595.8
1515467536.951,17595.7
1515467540.296,17595.7
1515467543.641,17595.5
1515467546.987,17595.8
1515467550.333,17595.6
1515467553.677,17595.6
1515467557.023,17595.2
1515467560.369,17595.2
1515467563.713,17595.3
1515467567.059,17595.3
1515467570.405,17595.5
1515467573.750,17595.2
1515467577.095,17595.3
1515467580.441,17595.1
1515467583.786,17595.1
1515467587.132,17595.4
1515467590.476,17595.2
1515467593.822,17595.1
1515467597.168,17595.1
1515467600.513,17595.1
1515467603.859,17595.3
1515467607.204,17595.1
1515467610.549,17595.0
1515467613.895,17594.9
1515467617.240,17594.8
1515467620.585,17595.1
1515467623.931,17594.9
1515467627.277,17594.7
1515467630.621,17594.7
1515467633.967,17594.9
1515467637.313,17594.7
1515467640.658,17594.8
1515467644.003,17594.7
1515467647.349,17594.6
1515467650.694,17594.0
1515467654.040,17594.7
1515467657.386,17595.0
1515467660.730,17595.2
1515467664.076,17595.8
1515467667.422,17595.4
1515467670.766,17595.4
1515467674.112,17595.3
1515467677.458,17595.5
1515467680.803,17595.5
1515467684.148,17595.5
1515467687.494,17595.2
1515467690.840,17594.9
1515467694.184,17594.6
1515467697.530,17595.1
1515467700.876,17594.9
1515467704.221,17594.5
1515467707.566,17594.7
1515467710.912,17594.9
1515467714.257,17594.6
1515467717.603,17594.6
1515467720.948,17594.3
1515467724.293,17594.4
1515467727.639,17595.1
1515467730.984,17595.6
1515467734.329,17595.5
1515467737.675,17596.0
1515467741.021,17596.4
1515467744.366,17596.2
1515467747.711,17595.4
1515467751.057,17595.5
1515467754.402,17595.6
1515467757.748,17595.4
1515467761.092,17595.2
1515467764.438,17594.8
1515467767.784,17595.4
1515467771.129,17595.3
1515467774.475,17595.4
1515467777.820,17595.2
1515467781.165,17594.9
1515467784.511,17594.9
1515467787.856,17595.1
1515467791.201,17595.1
1515467794.547,17595.3
1515467797.893,17594.8
1515467801.238,17595.2
1515467804.583,17594.9
1515467807.928,17595.1
1515467811.274,17594.8
1515467814.620,17595.3
1515467817.965,17595.0
1515467821.310,17595.2
1515467824.655,17595.4
1515467828.001,17595.2
1515467831.347,17595.3
1515467834.691,17595.2
1515467838.037,17595.0
1515467841.383,17595.2
1515467844.728,17595.2
1515467848.073,17595.1
1515467851.419,17595.0
1515467854.765,17594.9
1515467858.109,17594.8
1515467861.455,17594.7
1515467864.801,17594.6
1515467868.146,17594.9
1515467871.492,17595.2
1515467874.837,17595.1
1515467878.182,17595.0
1515467881.528,17595.0
1515467884.873,17594.9
1515467888.218,17595.1
1515467891.564,17595.1
1515467894.910,17595.4
1515467898.254,17595.1
1515467901.600,17595.4
1515467904.946,17595.7
1515467908.291,17595.3
1515467911.636,17595.2
1515467914.982,17595.3
1515467918.327,17595.3
1515467921.672,17595.4
1515467925.018,17595.0
1515467928.363,17595.1
1515467931.709,17594.8
1515467935.054,17594.9
1515467938.399,17594.8
1515467941.745,17594.9
1515467945.091,17595.2
1515467948.436,17594.8
1515467951.781,17595.2
1515467955.127,17595.0
1515467958.472,17594.9
1515467961.818,17594.9
1515467965.162,17594.9
1515467968.508,17594.7
1515467971.854,17594.6
1515467975.199,17594.9
1515467978.544,17595.0
1515467981.890,17594.9
1515467985.236,17594.5
1515467988.581,17594.4
1515467991.926,17594.7
1515467995.271,17595.0
1515467998.617,17594.8
1515468001.963,17594.8
1515468005.308,17594.8
1515468008.653,17594.8
1515468011.999,17594.4
1515468015.344,17595.0
1515468018.690,17594.6
1515468022.035,17594.4
1515468025.380,17594.9
1515468028.726,17594.6
1515468032.071,17594.8
1515468035.416,17594.9
1515468038.762,17594.8
1515468042.108,17594.6
1515468045.452,17595.0
1515468048.798,17594.6
1515468052.144,17594.7
1515468055.489,17594.9
1515468058.835,17594.7
1515468062.180,17594.7
1515468065.525,17594.7
1515468068.871,17594.6
1515468072.216,17595.2
1515468075.562,17595.1
1515468078.907,17594.7
1515468082.252,17594.4
1515468085.598,17594.5
1515468088.943,17594.2
1515468092.288,17594.4
1515468095.635,17594.5
1515468098.980,17594.1
1515468102.324,17594.2
1515468105.670,17594.4
1515468109.016,17594.3
1515468112.361,17593.9
1515468115.706,17594.2
1515468119.052,17594.3
1515468122.398,17593.9
1515468125.742,17594.0
1515468129.088,17594.3
1515468132.434,17594.2
1515468135.778,17594.2
1515468139.124,17594.2
1515468142.470,17594.5
1515468145.815,17594.3
1515468149.160,17594.3
1515468152.506,17594.0
1515468155.851,17594.4
1515468159.197,17594.7
1515468162.542,17594.6
1515468165.887,17594.2
1515468169.233,17594.1
1515468172.579,17594.4
1515468175.923,17594.6
1515468179.269,17594.4
1515468182.615,17594.4
1515468185.960,17594.0
1515468189.305,17594.0
1515468192.650,17594.3
1515468195.996,17594.0
1515468199.342,17594.1
1515468202.687,17593.9
1515468206.032,17594.2
1515468209.378,17594.7
1515468212.723,17594.4
1515468216.069,17594.3
1515468219.414,17594.2
1515468222.759,17594.5
1515468226.105,17594.6
1515468229.451,17594.5
1515468232.795,17594.7
1515468236.141,17594.3
1515468239.487,17594.5
1515468242.832,17594.6
1515468246.178,17594.8
1515468249.522,17594.5
1515468252.868,17594.7
1515468256.214,17594.9
1515468259.558,17594.4
1515468262.904,17595.0
1515468266.250,17595.0
1515468269.595,17594.8
1515468272.941,17594.6
1515468276.286,17594.7
1515468279.631,17594.4
1515468282.977,17594.6
1515468286.323,17594.6
1515468289.667,17594.6
1515468293.013,17595.1
1515468296.359,17594.7
1515468299.703,17594.5
1515468303.049,17594.0
1515468306.395,17594.7
1515468309.740,17594.8
1515468313.085,17594.9
1515468316.431,17595.1
1515468319.776,17595.3
1515468323.121,17595.2
1515468326.467,17595.2
1515468329.812,17595.1
1515468333.158,17595.0
1515468336.504,17595.3
1515468339.849,17595.1
1515468343.194,17595.1
1515468346.539,17595.5
1515468349.885,17595.5
1515468353.231,17594.6
1515468356.575,17594.8
1515468359.921,17594.6
1515468363.267,17594.3
1515468366.612,17594.9
1515468369.958,17594.3
1515468373.303,17594.2
1515468376.648,17594.4
1515468379.994,17594.6
1515468383.339,17594.5
1515468386.684,17594.6
1515468390.030,17594.9
1515468393.375,17594.7
1515468396.720,17595.1
1515468400.066,17594.8
1515468403.412,17595.0
1515468406.757,17594.5
1515468410.102,17594.9
1515468413.448,17594.8
1515468416.793,17594.6
1515468420.139,17594.2
1515468423.484,17594.8
1515468426.829,17595.1
1515468430.175,17594.4
1515468433.520,17594.2
1515468436.865,17594.2
1515468440.211,17594.4
1515468443.556,17594.4
1515468446.902,17594.0
1515468450.248,17594.3
1515468453.592,17594.3
1515468456.938,17594.1
1515468460.284,17594.0
1515468463.629,17594.0
1515468466.974,17594.1
1515468470.320,17594.1
1515468473.665,17594.3
1515468477.011,17594.2
1515468480.356,17594.3
1515468483.701,17594.7
1515468487.047,17594.1
1515468490.392,17594.3
1515468493.737,17594.2
1515468497.083,17594.3
1515468500.429,17594.2
1515468503.773,17594.1
1515468507.119,17594.1
1515468510.465,17593.9
1515468513.810,17593.8
1515468517.155,17593.8
1515468520.501,17594.0
1515468523.847,17593.9
1515468527.192,17594.4
1515468530.537,17594.3
1515468533.882,17594.0
1515468537.228,17594.0
1515468540.573,17594.1
1515468543.918,17594.4
1515468547.264,17594.1
1515468550.610,17594.4
1515468553.955,17594.6
1515468557.300,17594.4
1515468560.646,17594.3
1515468563.991,17594.5
1515468567.337,17594.4
1515468570.682,17594.3
1515468574.027,17594.5
1515468577.373,17594.2
1515468580.718,17594.2
1515468584.063,17594.0
1515468587.409,17594.0
1515468590.755,17593.9
1515468594.099,17593.8
1515468597.445,17594.1
1515468600.790,17595.0
1515468604.136,17595.0
1515468607.481,17594.4
1515468610.827,17594.3
1515468614.173,17594.1
1515468617.517,17594.1
1515468620.863,17593.9
1515468624.209,17594.1
1515468627.554,17593.9
1515468630.899,17594.1
1515468634.244,17594.5
1515468637.590,17594.4
1515468640.936,17594.8
1515468644.280,17594.5
1515468647.626,17594.3
1515468650.972,17593.9
1515468654.317,17593.8
1515468657.662,17594.1
1515468661.008,17593.7
1515468664.353,17594.2
1515468667.699,17594.1
1515468671.044,17594.1
1515468674.389,17593.6
1515468677.735,17593.8
1515468681.080,17593.5
1515468684.426,17594.0
1515468687.771,17594.0
1515468691.117,17593.6
1515468694.462,17593.8
1515468697.807,17593.5
1515468701.153,17593.9
1515468704.498,17594.0
1515468707.844,17593.9
1515468711.189,17593.7
1515468714.534,17593.9
1515468717.880,17594.2
1515468721.225,17593.7
1515468724.570,17593.8
1515468727.916,17593.8
1515468731.262,17593.4
1515468734.607,17594.1
1515468737.952,17594.2
1515468741.297,17594.1
1515468744.643,17593.6
1515468747.989,17593.9
1515468751.334,17593.8
1515468754.679,17593.8
1515468758.025,17594.0
1515468761.370,17594.2
1515468764.716,17594.0
1515468768.061,17594.2
1515468771.406,17594.4
1515468774.752,17594.0
1515468778.097,17593.8
1515468781.443,17594.0
1515468784.788,17593.9
1515468788.133,17593.4
1515468791.479,17593.7
1515468794.824,17594.3
1515468798.170,17594.2
1515468801.516,17594.4
1515468804.860,17593.9
1515468808.206,17594.2
1515468811.552,17594.4
1515468814.896,17594.5
1515468818.242,17594.7
1515468821.588,17594.9
1515468824.933,17594.8
1515468828.279,17594.8
1515468831.624,17594.5
1515468834.969,17594.5
1515468838.315,17594.7
1515468841.659,17594.3
1515468845.005,17594.3
1515468848.351,17594.5
1515468851.696,17594.8
1515468855.042,17594.8
1515468858.387,17595.1
1515468861.732,17594.9
1515468865.078,17594.7
1515468868.424,17594.5
1515468871.769,17594.6
1515468875.114,17594.5
1515468878.459,17594.2
1515468881.805,17594.4
1515468885.150,17594.4
1515468888.495,17594.1
1515468891.841,17594.2
1515468895.187,17594.3
1515468898.532,17594.3
1515468901.877,17594.4
1515468905.222,17594.3
1515468908.568,17594.0
1515468911.914,17594.2
1515468915.258,17594.4
1515468918.604,17594.1
1515468921.950,17594.2
1515468925.296,17594.3
1515468928.640,17594.4
1515468931.986,17594.4
1515468935.332,17594.6
1515468938.677,17594.4
1515468942.022,17594.3
1515468945.368,17594.7
1515468948.713,17594.6
1515468952.058,17594.5
1515468955.404,17594.6
1515468958.750,17594.7
1515468962.094,17594.8
1515468965.440,17594.3
1515468968.785,17594.6
1515468972.131,17594.6
1515468975.477,17594.7
1515468978.821,17594.6
1515468982.167,17594.6
1515468985.513,17594.7
1515468988.858,17594.3
1515468992.203,17594.6
1515468995.548,17594.6
1515468998.894,17594.8
1515469002.240,17594.9
1515469005.585,17594.6
1515469008.930,17594.6
1515469012.276,17594.8
1515469015.622,17594.9
1515469018.966,17595.2
1515469022.312,17594.7
1515469025.657,17594.9
1515469029.003,17594.7
1515469032.348,17594.2
1515469035.693,17593.9
1515469039.039,17594.2
1515469042.385,17594.2
1515469045.730,17594.9
1515469049.075,17594.7
1515469052.421,17594.0
1515469055.766,17594.4
1515469059.112,17593.7
1515469062.457,17594.5
1515469065.802,17594.7
1515469069.148,17594.5
1515469072.494,17594.8
1515469075.838,17594.7
1515469079.184,17594.6
1515469082.530,17594.5
1515469085.875,17594.7
1515469089.220,17594.7
1515469092.566,17594.6
1515469095.911,17594.7
1515469099.257,17594.8
1515469102.601,17595.1
1515469105.947,17595.3
1515469109.293,17595.2
1515469112.638,17595.0
1515469115.983,17594.6
1515469119.329,17595.6
1515469122.674,17594.5
1515469126.020,17594.8
1515469129.365,17595.0
1515469132.710,17594.9
1515469136.056,17595.4
1515469139.402,17595.0
1515469142.746,17595.1
1515469146.092,17595.2
1515469149.438,17595.2
1515469152.783,17595.2
1515469156.128,17595.3
1515469159.474,17595.1
1515469162.820,17595.0
1515469166.164,17595.3
1515469169.510,17595.0
1515469172.856,17594.9
1515469176.200,17595.2
1515469179.546,17595.2
1515469182.892,17595.3
1515469186.237,17595.1
1515469189.582,17595.1
1515469192.928,17595.0
1515469196.273,17595.3
1515469199.619,17595.4
1515469202.964,17595.1
1515469206.309,17595.4
1515469209.655,17595.4
1515469213.001,17595.4
1515469216.345,17595.1
1515469219.691,17595.2
1515469223.037,17595.1
1515469226.382,17595.1
1515469229.727,17595.2
1515469233.073,17595.1
1515469236.418,17594.9
1515469239.763,17594.8
1515469243.109,17595.0
1515469246.455,17594.7
1515469249.799,17594.9
1515469253.145,17595.2
1515469256.491,17595.6
1515469259.836,17595.2
1515469263.181,17595.0
1515469266.526,17594.9
1515469269.872,17595.0
1515469273.218,17594.8
1515469276.563,17594.7
1515469279.908,17594.7
1515469283.254,17594.3
1515469286.599,17594.2
1515469289.945,17594.7
1515469293.290,17595.0
1515469296.635,17595.0
1515469299.981,17595.1
1515469303.326,17595.3
1515469306.672,17595.3
1515469310.017,17595.4
1515469313.362,17595.4
1515469316.708,17595.1
1515469320.054,17595.3
1515469323.398,17595.4
1515469326.744,17595.4
1515469330.089,17595.1
1515469333.435,17595.3
1515469336.781,17595.0
1515469340.125,17595.3
1515469343.471,17595.5
1515469346.817,17595.6
1515469350.162,17595.3
1515469353.507,17595.2
1515469356.853,17595.5
1515469360.198,17595.7
1515469363.543,17595.8
1515469366.889,17595.6
1515469370.235,17595.6
1515469373.580,17595.5
1515469376.925,17595.3
1515469380.271,17595.6
1515469383.616,17595.4
1515469386.961,17595.3
1515469390.307,17595.4
1515469393.653,17594.9
1515469396.998,17595.5
1515469400.343,17595.1
1515469403.689,17595.2
1515469407.034,17595.3
1515469410.379,17595.6
1515469413.725,17595.1
1515469417.071,17595.3
1515469420.415,17595.3
1515469423.761,17595.4
1515469427.106,17595.0
1515469430.452,17595.1
1515469433.797,17595.1
1515469437.142,17594.9
1515469440.488,17594.9
1515469443.834,17595.0
1515469447.178,17595.1
1515469450.524,17595.2
1515469453.870,17595.4
1515469457.215,17595.6
1515469460.561,17594.9
1515469463.905,17595.3
1515469467.251,17595.3
1515469470.597,17595.0
1515469473.942,17595.6
1515469477.287,17595.3
1515469480.633,17595.3
1515469483.978,17594.9
1515469487.324,17595.2
1515469490.669,17595.4
1515469494.014,17595.6
1515469497.360,17594.9
1515469500.705,17594.7
1515469504.050,17595.2
1515469507.396,17595.4
1515469510.742,17595.2
1515469514.087,17595.3
1515469517.432,17595.1
1515469520.778,17595.4
1515469524.124,17595.1
1515469527.468,17595.1
1515469530.814,17595.2
1515469534.160,17595.0
1515469537.504,17595.2
1515469540.850,17596.0
1515469544.196,17595.4
1515469547.541,17595.1
1515469550.886,17595.1
1515469554.232,17595.6
1515469557.577,17595.4
1515469560.923,17595.7
1515469564.268,17595.2
1515469567.614,17595.4
1515469570.958,17595.0
1515469574.304,17595.3
1515469577.650,17595.2
1515469580.995,17595.4
1515469584.340,17595.5
1515469587.686,17595.5
1515469591.031,17595.1
1515469594.377,17595.1
1515469597.722,17594.8
1515469601.068,17594.9
1515469604.413,17594.6
1515469607.758,17594.6
1515469611.104,17594.7
1515469614.450,17595.0
1515469617.794,17594.7
1515469621.140,17594.9
1515469624.486,17595.0
1515469627.831,17594.6
1515469631.176,17594.8
1515469634.522,17594.7
1515469637.867,17594.6
1515469641.212,17594.7
1515469644.558,17594.6
1515469647.903,17595.0
1515469651.248,17594.9
1515469654.594,17595.0
1515469657.940,17594.9
1515469661.285,17594.9
1515469664.630,17594.8
1515469667.976,17594.9
1515469671.322,17594.6
1515469674.666,17594.6
1515469678.012,17595.3
1515469681.357,17594.6
1515469684.703,17595.3
1515469688.049,17595.2
1515469691.393,17595.3
1515469694.739,17594.8
1515469698.085,17594.6
1515469701.430,17594.6
1515469704.775,17594.5
1515469708.120,17594.6
1515469711.466,17595.0
1515469714.812,17595.4
1515469718.157,17595.0
1515469721.502,17595.1
1515469724.848,17594.9
1515469728.193,17594.8
1515469731.539,17595.0
1515469734.884,17595.0
1515469738.229,17595.1
1515469741.575,17595.4
1515469744.921,17595.5
1515469748.265,17595.5
1515469751.611,17595.1
1515469754.957,17595.1
1515469758.302,17595.1
1515469761.647,17595.4
1515469764.993,17595.2
1515469768.338,17595.0
1515469771.683,17594.8
1515469775.029,17594.5
1515469778.374,17595.0
1515469781.720,17594.9
1515469785.065,17595.0
1515469788.411,17595.0
1515469791.756,17594.8
1515469795.102,17595.2
1515469798.446,17595.1
1515469801.792,17595.1
1515469805.138,17595.0
1515469808.483,17594.8
1515469811.829,17594.7
1515469815.173,17594.8
1515469818.519,17594.5
1515469821.865,17594.3
1515469825.210,17594.3
1515469828.555,17594.7
1515469831.901,17594.8
1515469835.246,17594.7
1515469838.592,17594.5
1515469841.937,17594.6
1515469845.283,17594.9
1515469848.628,17594.7
1515469851.974,17594.8
1515469855.318,17594.8
1515469858.664,17594.9
1515469862.010,17594.6
1515469865.355,17594.6
1515469868.700,17594.8
1515469872.046,17595.0
1515469875.391,17595.0
1515469878.737,17594.8
1515469882.082,17594.6
1515469885.427,17594.5
1515469888.773,17594.8
1515469892.119,17594.3
1515469895.463,17594.6
1515469898.809,17594.8
1515469902.155,17594.8
1515469905.500,17594.8
1515469908.845,17594.5
1515469912.191,17594.8
1515469915.536,17594.5
1515469918.882,17594.3
1515469922.227,17594.7
1515469925.572,17594.7
1515469928.918,17594.9
1515469932.264,17594.8
1515469935.608,17594.4
1515469938.954,17594.5
1515469942.300,17594.7
1515469945.645,17594.7
1515469948.990,17594.3
1515469952.336,17594.7
1515469955.681,17594.3
1515469959.026,17594.6
1515469962.372,17594.3
1515469965.717,17594.5
1515469969.063,17594.3
1515469972.408,17594.3
1515469975.753,17594.3
1515469979.099,17594.3
1515469982.445,17595.0
1515469985.789,17594.8
1515469989.135,17594.6
1515469992.481,17594.5
1515469995.827,17594.6
1515469999.171,17594.6
1515470002.517,17595.2
1515470005.862,17594.3
1515470009.208,17594.7
1515470012.553,17594.8
1515470015.898,17594.5
1515470019.244,17594.9
1515470022.590,17595.5
1515470025.934,17595.4
1515470029.280,17595.2
1515470032.626,17595.2
1515470035.971,17594.7
1515470039.316,17595.0
1515470042.662,17594.5
1515470046.007,17594.4
1515470049.353,17594.8
1515470052.698,17594.8
1515470056.043,17594.8
1515470059.389,17594.5
1515470062.735,17594.9
1515470066.079,17594.8
1515470069.425,17594.8
1515470072.771,17594.9
1515470076.116,17594.8
1515470079.461,17595.1
1515470082.807,17594.9
1515470086.152,17595.0
1515470089.497,17595.0
1515470092.843,17594.8
1515470096.189,17594.7
1515470099.533,17594.9
1515470102.879,17594.8
1515470106.225,17594.7
1515470109.570,17594.9
1515470112.915,17595.4
1515470116.261,17595.2
1515470119.607,17594.9
1515470122.951,17594.8
1515470126.297,17594.6
1515470129.643,17594.3
1515470132.988,17594.5
1515470136.333,17594.7
1515470139.679,17594.9
1515470143.024,17594.5
1515470146.369,17594.8
1515470149.715,17595.2
1515470153.061,17595.8
1515470156.405,17595.7
1515470159.751,17596.4
1515470163.097,17595.7
1515470166.442,17595.7
1515470169.788,17596.0
1515470173.132,17596.0
1515470176.478,17595.9
1515470179.824,17595.6
1515470183.169,17595.0
1515470186.514,17595.0
1515470189.860,17594.8
1515470193.206,17594.5
1515470196.550,17594.7
1515470199.896,17595.1
1515470203.242,17595.0
1515470206.587,17594.9
1515470209.932,17594.7
1515470213.278,17594.6
1515470216.623,17595.1
1515470219.968,17594.8
1515470223.314,17595.0
1515470226.660,17595.1
1515470230.005,17594.7
1515470233.350,17594.9
1515470236.696,17594.9
1515470240.041,17594.9
1515470243.387,17595.0
1515470246.732,17595.3
1515470250.077,17595.2
1515470253.423,17595.3
1515470256.768,17595.5
1515470260.113,17595.8
1515470263.459,17595.5
1515470266.805,17595.6
1515470270.149,17595.6
1515470273.495,17595.2
1515470276.840,17595.0
1515470280.186,17594.9
1515470283.532,17594.9
1515470286.876,17595.1
1515470290.222,17595.1
1515470293.568,17595.0
1515470296.913,17595.1
1515470300.258,17595.2
1515470303.604,17595.1
1515470306.950,17595.0
1515470310.294,17594.9
1515470313.640,17595.2
1515470316.986,17595.4
1515470320.330,17595.2
1515470323.676,17595.2
1515470327.022,17595.1
1515470330.368,17594.9
1515470333.712,17595.0
1515470337.058,17595.1
1515470340.404,17594.6
1515470343.749,17594.8
1515470347.094,17595.0
1515470350.440,17595.1
1515470353.785,17594.7
1515470357.131,17594.9
1515470360.475,17595.0
1515470363.821,17595.0
1515470367.167,17595.3
1515470370.512,17595.3
1515470373.857,17595.4
1515470377.203,17595.0
1515470380.549,17595.0
1515470383.893,17594.7
1515470387.239,17595.1
1515470390.585,17595.0
1515470393.930,17595.0
1515470397.275,17594.9
1515470400.621,17595.0
1515470403.967,17595.0
1515470407.311,17595.2
1515470410.657,17595.1
1515470414.002,17595.1
1515470417.348,17594.7
1515470420.693,17594.8
1515470424.039,17594.9
1515470427.384,17594.5
1515470430.730,17595.1
1515470434.075,17594.7
1515470437.420,17595.2
1515470440.765,17597.4
1515470444.111,17595.6
1515470447.457,17594.8
1515470450.802,17595.0
1515470454.147,17594.9
1515470457.493,17594.9
1515470460.838,17594.5
1515470464.183,17594.9
1515470467.529,17595.1
1515470470.875,17595.1
1515470474.219,17594.9
1515470477.565,17595.2
1515470480.910,17595.1
1515470484.256,17595.0
1515470487.602,17595.3
1515470490.946,17595.1
1515470494.292,17595.4
1515470497.638,17595.1
1515470500.983,17594.7
1515470504.329,17594.9
1515470507.674,17594.8
1515470511.019,17595.0
1515470514.365,17594.7
1515470517.710,17594.6
1515470521.055,17594.7
1515470524.401,17594.8
1515470527.747,17594.8
1515470531.091,17594.5
1515470534.437,17595.0
1515470537.783,17594.7
1515470541.128,17595.2
1515470544.473,17595.0
1515470547.819,17595.0
1515470551.164,17595.3
1515470554.509,17595.1
1515470557.855,17594.9
1515470561.201,17595.1
1515470564.545,17595.3
1515470567.891,17594.9
1515470571.237,17595.2
1515470574.582,17595.0
1515470577.927,17595.2
1515470581.273,17595.3
1515470584.618,17595.6
1515470587.964,17595.3
1515470591.309,17595.5
1515470594.654,17595.4
1515470598.000,17595.8
1515470601.345,17595.9
1515470604.691,17595.8
1515470608.036,17595.8
1515470611.381,17595.7
1515470614.727,17596.0
1515470618.072,17595.6
1515470621.418,17595.7
1515470624.763,17595.6
1515470628.108,17594.8
1515470631.454,17594.9
1515470634.799,17595.1
1515470638.145,17595.0
1515470641.490,17594.8
1515470644.836,17594.4
1515470648.181,17594.7
1515470651.526,17595.1
1515470654.872,17595.0
1515470658.217,17594.5
1515470661.563,17595.3
