timestamp,resistance,oven_c,ambient_c
1530935931.44,10509.2817,23.869751,22.096
1530935932.0,10509.8545,23.868515,22.096
1530935932.56,10510.2468,23.867669,22.096
1530935933.12,10510.6169,23.866871,22.096
1530935933.71,10510.959,23.866133,22.096
1530935934.27,10511.321,23.865353,22.096
1530935934.83,10511.7204,23.864492,22.096
1530935935.39,10511.9836,23.863924,22.096
1530935935.95,10512.3257,23.863186,22.096
1530935936.51,10512.5867,23.862624,22.096
1530935937.07,10512.9907,23.861753,22.097
1530935937.63,10513.3445,23.860990,22.097
1530935938.19,10513.7714,23.860069,22.097
1530935938.75,10514.0752,23.859415,22.097
1530935939.31,10514.3406,23.858842,22.097
1530935939.87,10514.6377,23.858202,22.094
1530935940.43,10514.9245,23.857584,22.094
1530935940.98,10515.2591,23.856863,22.094
1530935941.54,10515.5813,23.856168,22.094
1530935942.1,10515.8895,23.855504,22.094
1530935942.66,10516.3281,23.854558,22.094
1530935943.22,10516.6238,23.853921,22.099
1530935943.78,10516.9333,23.853254,22.099
1530935944.34,10517.2238,23.852628,22.099
1530935944.9,10517.4907,23.852053,22.099
1530935945.46,10517.8335,23.851314,22.099
1530935946.02,10518.1668,23.850596,22.099
1530935946.58,10518.5155,23.849845,22.099
1530935947.14,10518.9089,23.848997,22.099
1530935947.7,10519.1455,23.848487,22.099
1530935948.26,10519.4891,23.847747,22.099
1530935948.82,10519.7847,23.847110,22.099
1530935949.38,10520.0406,23.846559,22.096
1530935949.94,10520.3884,23.845810,22.096
1530935950.5,10520.7135,23.845109,22.096
1530935951.06,10521.0622,23.844358,22.096
1530935951.62,10521.3144,23.843815,22.096
1530935952.18,10521.6919,23.843002,22.097
1530935952.74,10521.9912,23.842357,22.097
1530935953.3,10522.3269,23.841634,22.097
1530935953.86,10522.7095,23.840810,22.097
1530935954.42,10522.9506,23.840291,22.097
1530935954.98,10523.3185,23.839498,22.097
1530935955.53,10523.7122,23.838651,22.096
1530935956.09,10523.9771,23.838080,22.096
1530935956.65,10524.2705,23.837448,22.096
1530935957.21,10524.5934,23.836753,22.096
1530935957.77,10525.0159,23.835843,22.096
1530935958.33,10525.2193,23.835405,22.097
1530935958.89,10525.5423,23.834710,22.097
1530935959.45,10525.9004,23.833939,22.097
1530935960.01,10526.1577,23.833385,22.097
1530935960.57,10526.5182,23.832609,22.097
1530935961.13,10526.7593,23.832090,22.097
1530935961.69,10527.125,23.831303,22.097
1530935962.25,10527.4659,23.830569,22.097
1530935962.81,10527.7387,23.829982,22.097
1530935963.37,10528.1036,23.829196,22.097
1530935963.93,10528.3948,23.828569,22.097
1530935964.49,10528.7745,23.827752,22.09
1530935965.05,10529.0975,23.827057,22.09
1530935965.61,10529.3977,23.826411,22.09
1530935966.17,10529.7368,23.825681,22.09
1530935966.73,10530.0443,23.825019,22.09
1530935967.29,10530.4616,23.824121,22.09
1530935967.85,10530.6591,23.823696,22.097
1530935968.41,10531.07,23.822812,22.097
1530935968.97,10531.3347,23.822243,22.097
1530935969.53,10531.6392,23.821588,22.097
1530935970.09,10532.0204,23.820767,22.097
1530935970.65,10532.3455,23.820068,22.095
1530935971.2,10532.6301,23.819456,22.095
1530935971.76,10533.0449,23.818563,22.095
1530935972.32,10533.4136,23.817770,22.095
1530935972.88,10533.5935,23.817383,22.095
1530935973.48,10533.9311,23.816657,22.094
1530935974.04,10534.2445,23.815983,22.094
1530935974.59,10534.6047,23.815208,22.094
1530935975.15,10534.8089,23.814769,22.094
1530935975.71,10535.1805,23.813970,22.094
1530935976.27,10535.5123,23.813256,22.094
1530935976.83,10535.7828,23.812674,22.089
1530935977.39,10536.0232,23.812157,22.089
1530935977.95,10536.3758,23.811399,22.089
1530935978.51,10536.7201,23.810658,22.089
1530935979.07,10536.973,23.810115,22.089
1530935979.63,10537.304,23.809403,22.095
