timestamp,LTC2400
1500054393.425,2498676
1500054393.561,2498719
1500054393.696,2498673
1500054393.831,2498674
1500054393.966,2498687
1500054394.101,2498678
1500054394.237,2498641
1500054394.376,2498672
1500054394.511,2498605
1500054394.646,2498613
1500054394.781,2498637
1500054394.916,2498737
1500054395.052,2498685
1500054395.187,2498669
1500054395.326,2498599
1500054395.461,2498652
1500054395.596,2498586
1500054395.731,2498650
1500054395.867,2498698
1500054396.002,2498629
1500054396.137,2498643
1500054396.276,2498677
1500054396.411,2498736
1500054396.547,2498632
1500054396.682,2498605
1500054396.817,2498609
1500054396.952,2498666
1500054397.087,2498615
1500054397.222,2498648
1500054397.361,2498591
1500054397.497,2498637
1500054397.632,2498622
1500054397.767,2498628
1500054397.902,2498640
1500054398.037,2498698
1500054398.173,2498663
1500054398.311,2498621
1500054398.447,2498640
1500054398.582,2498661
1500054398.717,2498681
1500054398.852,2498678
1500054398.988,2498720
1500054399.123,2498645
1500054399.262,2498663
1500054399.397,2498682
1500054399.532,2498697
1500054399.667,2498617
1500054399.803,2498696
1500054399.938,2498560
1500054400.073,2498616
1500054400.208,2498603
1500054400.347,2498614
1500054400.483,2498734
1500054400.618,2498617
1500054400.753,2498659
1500054400.888,2498588
1500054401.023,2498622
1500054401.158,2498678
1500054401.297,2498692
1500054401.433,2498651
1500054401.568,2498713
1500054401.703,2498672
1500054401.838,2498653
1500054401.973,2498641
1500054402.109,2498687
1500054402.244,2498629
1500054402.383,2498692
1500054402.518,2498612
1500054402.653,2498620
1500054402.788,2498676
1500054402.924,2498632
1500054403.059,2498714
1500054403.194,2498675
1500054403.333,2498574
1500054403.468,2498660
1500054403.604,2498626
1500054403.739,2498671
1500054403.874,2498688
1500054404.009,2498706
1500054404.144,2498568
1500054404.283,2498584
1500054404.418,2498604
1500054404.554,2498637
1500054404.689,2498627
1500054404.824,2498680
1500054404.959,2498639
1500054405.094,2498693
1500054405.230,2498648
1500054405.369,2498626
1500054405.504,2498704
1500054405.639,2498688
1500054405.774,2498620
1500054405.909,2498646
1500054406.045,2498686
1500054406.180,2498672
1500054406.319,2498692
1500054406.454,2498654
1500054406.589,2498683
1500054406.725,2498666
1500054406.860,2498611
1500054406.995,2498654
1500054407.130,2498617
1500054407.265,2498723
1500054407.404,2498624
1500054407.540,2498630
1500054407.675,2498661
1500054407.810,2498655
1500054407.945,2498657
1500054408.080,2498685
1500054408.216,2498636
1500054408.354,2498583
1500054408.490,2498673
1500054408.625,2498663
1500054408.760,2498688
1500054408.895,2498641
1500054409.031,2498699
1500054409.166,2498643
1500054409.305,2498579
1500054409.440,2498710
1500054409.575,2498570
1500054409.710,2498638
1500054409.846,2498688
1500054409.980,2498668
1500054410.116,2498634
1500054410.251,2498686
1500054410.390,2498638
1500054410.526,2498668
1500054410.661,2498682
1500054410.796,2498647
1500054410.931,2498619
1500054411.066,2498666
1500054411.201,2498676
1500054411.340,2498579
1500054411.476,2498634
1500054411.611,2498688
1500054411.746,2498608
1500054411.881,2498675
1500054412.016,2498647
1500054412.152,2498705
1500054412.290,2498677
1500054412.426,2498671
1500054412.561,2498634
1500054412.696,2498579
1500054412.831,2498646
1500054412.967,2498653
1500054413.102,2498629
1500054413.237,2498694
1500054413.376,2498597
1500054413.511,2498629
1500054413.646,2498707
1500054413.782,2498642
1500054413.917,2498683
1500054414.052,2498623
1500054414.187,2498630
1500054414.326,2498605
1500054414.462,2498654
1500054414.597,2498682
1500054414.732,2498608
1500054414.867,2498719
1500054415.002,2498603
1500054415.137,2498748
1500054415.276,2498653
1500054415.412,2498634
1500054415.547,2498695
1500054415.682,2498688
1500054415.817,2498668
1500054415.952,2498596
1500054416.088,2498638
1500054416.223,2498656
1500054416.362,2498663
1500054416.497,2498684
1500054416.632,2498734
1500054416.767,2498629
1500054416.903,2498681
1500054417.038,2498646
1500054417.173,2498648
1500054417.312,2498658
1500054417.447,2498589
1500054417.583,2498734
1500054417.718,2498636
1500054417.853,2498675
1500054417.988,2498683
1500054418.123,2498644
1500054418.262,2498656
1500054418.397,2498732
1500054418.533,2498664
1500054418.668,2498648
1500054418.803,2498669
1500054418.938,2498648
1500054419.073,2498710
1500054419.209,2498614
1500054419.348,2498696
1500054419.483,2498648
1500054419.619,2498668
1500054419.753,2498724
1500054419.889,2498670
1500054420.024,2498654
1500054420.159,2498598
1500054420.298,2498664
1500054420.433,2498671
1500054420.568,2498646
1500054420.703,2498682
1500054420.839,2498688
1500054420.974,2498676
1500054421.109,2498677
1500054421.248,2498703
1500054421.383,2498654
1500054421.519,2498672
1500054421.654,2498651
1500054421.789,2498678
1500054421.924,2498701
1500054422.059,2498681
1500054422.194,2498635
1500054422.333,2498694
1500054422.469,2498615
1500054422.604,2498654
1500054422.739,2498661
1500054422.874,2498661
1500054423.009,2498636
1500054423.145,2498652
1500054423.284,2498667
1500054423.419,2498661
1500054423.554,2498616
1500054423.689,2498616
1500054423.825,2498657
1500054423.960,2498616
1500054424.095,2498647
1500054424.234,2498657
1500054424.369,2498617
1500054424.504,2498671
1500054424.640,2498641
1500054424.775,2498685
1500054424.910,2498649
1500054425.045,2498652
1500054425.180,2498672
1500054425.319,2498663
1500054425.455,2498669
1500054425.590,2498729
1500054425.725,2498659
1500054425.860,2498692
1500054425.995,2498680
1500054426.131,2498636
1500054426.269,2498670
1500054426.405,2498673
1500054426.540,2498697
1500054426.675,2498651
1500054426.810,2498736
1500054426.945,2498632
1500054427.081,2498636
1500054427.220,2498628
1500054427.355,2498682
1500054427.490,2498698
1500054427.625,2498672
1500054427.761,2498690
1500054427.896,2498610
1500054428.031,2498610
1500054428.166,2498602
1500054428.305,2498608
1500054428.440,2498637
1500054428.576,2498595
1500054428.711,2498641
1500054428.846,2498625
1500054428.981,2498649
1500054429.116,2498620
1500054429.255,2498588
1500054429.391,2498674
1500054429.526,2498641
1500054429.661,2498682
1500054429.796,2498661
1500054429.931,2498638
1500054430.067,2498695
1500054430.201,2498610
1500054430.341,2498754
1500054430.476,2498618
1500054430.611,2498588
1500054430.746,2498579
1500054430.881,2498634
1500054431.017,2498663
1500054431.152,2498662
1500054431.291,2498668
1500054431.426,2498674
1500054431.561,2498668
1500054431.697,2498657
1500054431.832,2498692
1500054431.967,2498673
1500054432.102,2498662
1500054432.241,2498578
1500054432.376,2498674
1500054432.512,2498584
1500054432.647,2498662
1500054432.782,2498692
1500054432.917,2498666
1500054433.052,2498719
1500054433.187,2498591
1500054433.327,2498615
1500054433.462,2498639
1500054433.597,2498602
1500054433.732,2498672
1500054433.867,2498631
1500054434.003,2498620
1500054434.138,2498664
1500054434.277,2498635
1500054434.412,2498649
1500054434.547,2498642
1500054434.682,2498702
1500054434.817,2498640
1500054434.953,2498664
1500054435.088,2498633
1500054435.227,2498666
1500054435.362,2498662
1500054435.497,2498675
1500054435.633,2498605
1500054435.768,2498628
1500054435.903,2498634
1500054436.038,2498679
1500054436.173,2498582
1500054436.312,2498721
1500054436.448,2498660
1500054436.583,2498629
1500054436.718,2498632
1500054436.853,2498598
1500054436.988,2498626
1500054437.123,2498698
1500054437.262,2498611
1500054437.398,2498667
1500054437.533,2498628
1500054437.668,2498646
1500054437.803,2498596
1500054437.939,2498695
1500054438.074,2498675
1500054438.209,2498693
1500054438.348,2498582
1500054438.483,2498706
1500054438.619,2498680
1500054438.754,2498612
1500054438.889,2498659
1500054439.024,2498653
1500054439.159,2498606
1500054439.298,2498610
1500054439.434,2498659
1500054439.569,2498566
1500054439.704,2498659
1500054439.839,2498684
1500054439.974,2498631
1500054440.109,2498673
1500054440.248,2498635
1500054440.384,2498636
1500054440.519,2498676
1500054440.654,2498571
1500054440.789,2498632
1500054440.924,2498643
1500054441.060,2498698
1500054441.195,2498607
1500054441.334,2498595
1500054441.469,2498721
1500054441.604,2498617
1500054441.739,2498648
1500054441.875,2498617
1500054442.010,2498573
1500054442.145,2498663
1500054442.284,2498691
1500054442.419,2498694
1500054442.555,2498633
1500054442.690,2498641
1500054442.825,2498650
1500054442.960,2498707
1500054443.095,2498651
1500054443.234,2498690
1500054443.370,2498690
1500054443.505,2498672
1500054443.640,2498651
1500054443.775,2498696
1500054443.910,2498703
1500054444.045,2498740
1500054444.181,2498641
1500054444.320,2498669
1500054444.455,2498710
1500054444.590,2498631
1500054444.725,2498652
1500054444.861,2498641
1500054444.996,2498671
1500054445.131,2498670
1500054445.270,2498662
1500054445.405,2498664
1500054445.540,2498648
1500054445.675,2498688
1500054445.811,2498614
1500054445.946,2498600
1500054446.081,2498655
1500054446.216,2498661
1500054446.355,2498645
1500054446.491,2498696
1500054446.626,2498605
1500054446.761,2498659
1500054446.896,2498675
1500054447.031,2498631
1500054447.166,2498680
1500054447.305,2498646
1500054447.441,2498682
1500054447.576,2498667
1500054447.711,2498646
1500054447.846,2498599
1500054447.981,2498667
1500054448.117,2498664
1500054448.255,2498623
1500054448.391,2498732
1500054448.526,2498695
1500054448.661,2498628
1500054448.796,2498673
1500054448.932,2498643
1500054449.067,2498690
1500054449.202,2498629
1500054449.341,2498687
1500054449.476,2498684
1500054449.612,2498649
1500054449.747,2498629
1500054449.882,2498671
1500054450.017,2498692
1500054450.152,2498671
1500054450.291,2498664
1500054450.427,2498606
1500054450.562,2498690
1500054450.697,2498661
1500054450.832,2498661
1500054450.967,2498729
1500054451.103,2498625
1500054451.241,2498659
1500054451.377,2498679
1500054451.512,2498709
1500054451.647,2498587
1500054451.782,2498750
1500054451.917,2498702
1500054452.053,2498582
1500054452.188,2498698
1500054452.327,2498703
1500054452.462,2498715
1500054452.597,2498654
1500054452.733,2498690
1500054452.868,2498659
1500054453.003,2498664
1500054453.138,2498656
1500054453.277,2498729
1500054453.412,2498692
1500054453.548,2498693
1500054453.683,2498644
1500054453.818,2498617
1500054453.953,2498607
1500054454.088,2498657
1500054454.223,2498720
1500054454.362,2498650
1500054454.498,2498641
1500054454.633,2498651
1500054454.768,2498646
1500054454.903,2498641
1500054455.038,2498737
1500054455.174,2498644
1500054455.313,2498742
1500054455.448,2498688
1500054455.583,2498691
1500054455.718,2498679
1500054455.854,2498635
1500054455.989,2498723
1500054456.124,2498727
1500054456.263,2498716
1500054456.398,2498688
1500054456.533,2498660
1500054456.669,2498634
1500054456.804,2498622
1500054456.939,2498693
1500054457.074,2498615
1500054457.209,2498679
1500054457.348,2498627
1500054457.484,2498693
1500054457.619,2498709
1500054457.754,2498651
1500054457.889,2498620
1500054458.024,2498644
1500054458.159,2498612
1500054458.298,2498675
1500054458.434,2498608
1500054458.569,2498751
1500054458.704,2498677
1500054458.839,2498644
1500054458.975,2498671
1500054459.110,2498691
1500054459.249,2498702
1500054459.384,2498624
1500054459.519,2498710
1500054459.661,2498668
1500054459.790,2498664
1500054459.925,2498683
1500054460.060,2498619
1500054460.195,2498662
1500054460.334,2498713
1500054460.469,2498662
1500054460.605,2498657
1500054460.740,2498676
1500054460.875,2498618
1500054461.010,2498697
1500054461.145,2498677
1500054461.284,2498629
1500054461.420,2498648
1500054461.555,2498693
1500054461.690,2498660
1500054461.826,2498648
1500054461.960,2498620
1500054462.096,2498691
1500054462.235,2498685
1500054462.370,2498609
1500054462.505,2498646
1500054462.640,2498687
1500054462.775,2498667
1500054462.911,2498701
1500054463.046,2498679
1500054463.181,2498658
1500054463.320,2498633
1500054463.455,2498631
1500054463.591,2498670
1500054463.726,2498645
1500054463.861,2498658
1500054463.996,2498635
1500054464.131,2498679
1500054464.270,2498698
1500054464.406,2498676
1500054464.541,2498628
1500054464.676,2498687
1500054464.811,2498641
1500054464.946,2498694
1500054465.081,2498644
1500054465.220,2498620
1500054465.356,2498621
1500054465.491,2498697
1500054465.626,2498593
1500054465.761,2498673
1500054465.897,2498687
1500054466.032,2498677
1500054466.167,2498648
1500054466.306,2498630
1500054466.441,2498625
1500054466.576,2498690
1500054466.712,2498645
1500054466.847,2498665
1500054466.982,2498641
1500054467.117,2498716
1500054467.256,2498642
1500054467.392,2498644
1500054467.527,2498571
1500054467.662,2498644
1500054467.797,2498646
1500054467.932,2498694
1500054468.067,2498687
1500054468.206,2498674
1500054468.342,2498638
1500054468.477,2498623
1500054468.612,2498643
1500054468.747,2498644
1500054468.882,2498632
1500054469.018,2498688
1500054469.153,2498654
1500054469.292,2498663
1500054469.427,2498753
1500054469.562,2498649
1500054469.697,2498653
1500054469.832,2498628
1500054469.968,2498697
1500054470.103,2498598
1500054470.242,2498681
1500054470.377,2498662
1500054470.512,2498677
1500054470.647,2498558
1500054470.783,2498581
1500054470.918,2498659
1500054471.053,2498672
1500054471.192,2498607
1500054471.328,2498680
1500054471.463,2498665
1500054471.598,2498611
1500054471.733,2498661
1500054471.868,2498684
1500054472.003,2498676
1500054472.138,2498641
1500054472.278,2498556
1500054472.413,2498652
1500054472.548,2498586
1500054472.683,2498719
1500054472.818,2498660
1500054472.954,2498714
1500054473.089,2498693
1500054473.228,2498693
1500054473.363,2498687
1500054473.498,2498677
1500054473.633,2498667
1500054473.769,2498635
1500054473.904,2498703
1500054474.039,2498694
1500054474.178,2498654
1500054474.320,2498633
1500054474.448,2498595
1500054474.583,2498641
1500054474.719,2498665
1500054474.854,2498636
1500054474.989,2498677
1500054475.124,2498643
1500054475.263,2498711
1500054475.399,2498695
1500054475.534,2498627
1500054475.669,2498636
1500054475.804,2498679
1500054475.939,2498646
1500054476.075,2498667
1500054476.214,2498647
1500054476.349,2498646
1500054476.484,2498659
1500054476.619,2498652
1500054476.754,2498668
1500054476.890,2498684
1500054477.025,2498689
1500054477.164,2498697
1500054477.299,2498712
1500054477.434,2498634
1500054477.570,2498653
1500054477.705,2498674
1500054477.840,2498665
1500054477.975,2498685
1500054478.110,2498672
1500054478.249,2498614
1500054478.385,2498677
1500054478.520,2498630
1500054478.655,2498616
1500054478.790,2498631
1500054478.925,2498613
1500054479.060,2498665
1500054479.199,2498708
1500054479.335,2498672
1500054479.470,2498582
1500054479.605,2498600
1500054479.740,2498593
1500054479.875,2498671
1500054480.011,2498669
1500054480.149,2498712
1500054480.285,2498705
1500054480.420,2498663
1500054480.555,2498712
1500054480.690,2498675
1500054480.826,2498668
1500054480.961,2498687
1500054481.096,2498698
1500054481.235,2498652
1500054481.370,2498601
1500054481.506,2498727
1500054481.641,2498657
1500054481.776,2498710
1500054481.911,2498662
1500054482.046,2498677
1500054482.185,2498700
1500054482.321,2498683
1500054482.456,2498672
1500054482.591,2498662
1500054482.726,2498668
1500054482.861,2498609
1500054482.996,2498640
1500054483.135,2498718
1500054483.271,2498672
1500054483.406,2498712
1500054483.541,2498625
1500054483.676,2498633
1500054483.811,2498706
1500054483.947,2498572
1500054484.082,2498706
1500054484.221,2498675
1500054484.356,2498659
1500054484.491,2498678
1500054484.627,2498706
1500054484.762,2498624
1500054484.897,2498686
1500054485.032,2498727
1500054485.171,2498687
1500054485.306,2498681
1500054485.442,2498663
1500054485.577,2498703
1500054485.712,2498653
1500054485.847,2498692
1500054485.982,2498667
1500054486.121,2498653
1500054486.257,2498717
1500054486.392,2498693
1500054486.527,2498638
1500054486.662,2498641
1500054486.797,2498699
1500054486.933,2498598
1500054487.068,2498653
1500054487.207,2498619
1500054487.342,2498622
1500054487.477,2498625
1500054487.612,2498695
1500054487.747,2498637
1500054487.883,2498686
1500054488.018,2498667
1500054488.157,2498687
1500054488.292,2498601
1500054488.427,2498680
1500054488.563,2498634
1500054488.698,2498662
1500054488.833,2498672
1500054488.968,2498661
1500054489.107,2498722
1500054489.242,2498690
1500054489.378,2498620
1500054489.513,2498667
1500054489.648,2498686
1500054489.783,2498672
1500054489.918,2498761
1500054490.053,2498737
1500054490.193,2498686
1500054490.328,2498615
1500054490.463,2498665
1500054490.598,2498639
1500054490.733,2498694
1500054490.869,2498662
1500054491.004,2498701
1500054491.143,2498620
1500054491.278,2498666
1500054491.413,2498663
1500054491.548,2498654
1500054491.684,2498687
1500054491.819,2498688
1500054491.954,2498647
1500054492.093,2498710
1500054492.228,2498603
1500054492.363,2498651
1500054492.499,2498639
1500054492.634,2498647
1500054492.769,2498701
1500054492.904,2498657
1500054493.039,2498612
1500054493.178,2498763
1500054493.314,2498638
1500054493.449,2498661
1500054493.584,2498638
1500054493.719,2498694
1500054493.854,2498690
1500054493.989,2498682
1500054494.129,2498679
1500054494.264,2498611
1500054494.399,2498650
1500054494.534,2498631
1500054494.669,2498655
1500054494.805,2498649
1500054494.940,2498642
1500054495.079,2498614
1500054495.214,2498662
1500054495.349,2498728
1500054495.484,2498693
1500054495.620,2498699
1500054495.755,2498636
1500054495.890,2498703
1500054496.025,2498694
1500054496.164,2498628
1500054496.300,2498713
1500054496.435,2498713
1500054496.570,2498615
1500054496.705,2498605
1500054496.840,2498649
1500054496.975,2498672
1500054497.114,2498683
1500054497.250,2498627
1500054497.385,2498686
1500054497.520,2498724
1500054497.655,2498606
1500054497.790,2498686
1500054497.926,2498696
1500054498.065,2498709
1500054498.200,2498677
1500054498.335,2498663
1500054498.470,2498690
1500054498.605,2498676
1500054498.741,2498666
1500054498.876,2498671
1500054499.015,2498648
1500054499.150,2498661
1500054499.285,2498682
1500054499.421,2498671
1500054499.556,2498713
1500054499.691,2498674
1500054499.826,2498728
1500054499.961,2498555
1500054500.100,2498679
1500054500.236,2498664
1500054500.371,2498628
1500054500.506,2498682
1500054500.641,2498722
1500054500.776,2498682
1500054500.911,2498693
1500054501.050,2498613
1500054501.186,2498608
1500054501.321,2498718
1500054501.456,2498683
1500054501.591,2498594
1500054501.727,2498610
1500054501.862,2498584
1500054502.001,2498743
1500054502.136,2498639
1500054502.271,2498694
1500054502.406,2498719
1500054502.542,2498628
1500054502.677,2498687
1500054502.812,2498707
1500054502.947,2498602
1500054503.086,2498654
1500054503.221,2498654
1500054503.357,2498675
1500054503.492,2498641
1500054503.627,2498636
1500054503.762,2498693
1500054503.897,2498635
1500054504.036,2498675
1500054504.172,2498673
1500054504.307,2498620
1500054504.442,2498692
1500054504.577,2498669
1500054504.712,2498680
1500054504.847,2498604
1500054504.986,2498661
1500054505.122,2498600
1500054505.257,2498694
1500054505.392,2498738
1500054505.527,2498765
1500054505.663,2498659
1500054505.798,2498656
1500054505.933,2498734
1500054506.072,2498659
1500054506.207,2498635
1500054506.342,2498641
1500054506.478,2498724
1500054506.613,2498680
1500054506.748,2498624
1500054506.883,2498723
1500054507.022,2498693
1500054507.157,2498670
1500054507.293,2498681
1500054507.428,2498691
1500054507.563,2498628
1500054507.698,2498646
1500054507.833,2498694
1500054507.968,2498677
1500054508.108,2498634
1500054508.243,2498619
1500054508.378,2498679
1500054508.514,2498723
1500054508.648,2498655
1500054508.784,2498734
1500054508.919,2498636
1500054509.058,2498641
1500054509.193,2498676
1500054509.328,2498720
1500054509.463,2498674
1500054509.599,2498581
1500054509.734,2498681
1500054509.869,2498646
1500054510.008,2498734
1500054510.143,2498639
1500054510.279,2498680
1500054510.414,2498667
1500054510.549,2498692
1500054510.684,2498646
1500054510.819,2498619
1500054510.958,2498644
1500054511.093,2498595
1500054511.229,2498616
1500054511.364,2498668
1500054511.499,2498694
1500054511.634,2498627
1500054511.769,2498713
1500054511.905,2498651
