set_c,oven_c,output,ambient_c
25.000,23.032,205.00,21.265
25.000,23.041,205.00,21.222
25.000,23.192,205.00,21.233
25.000,23.470,205.00,21.233
25.000,23.778,205.00,21.254
25.000,24.086,205.00,21.233
25.000,24.371,139.96,21.222
25.000,24.632,53.76,21.233
25.000,24.826,8.14,21.244
25.000,24.896,28.03,21.233
25.000,24.885,61.50,21.244
25.000,24.816,108.48,21.254
25.000,24.786,105.63,21.244
25.000,24.797,86.56,21.254
25.000,24.839,60.54,21.244
25.000,24.889,38.87,21.233
25.000,24.901,48.59,21.233
25.000,24.895,57.67,21.244
25.000,24.886,62.06,21.211
25.000,24.881,62.85,21.233
25.000,24.881,61.48,21.211
25.000,24.886,57.28,21.211
25.000,24.891,56.40,21.211
25.000,24.900,50.84,21.201
25.000,24.913,45.22,21.201
25.000,24.926,40.36,21.211
25.000,24.923,48.11,21.190
25.000,24.917,51.20,21.179
25.000,24.911,53.19,21.169
25.000,24.920,44.71,21.190
25.000,24.935,37.13,21.201
25.000,24.951,31.18,21.190
25.000,24.947,39.71,21.190
25.000,24.932,49.32,21.179
25.000,24.919,53.64,21.190
25.000,24.929,41.51,21.211
25.000,24.954,27.20,21.169
25.000,24.970,24.56,21.190
25.000,24.967,32.28,21.190
25.000,24.949,44.78,21.190
25.000,24.926,55.51,21.169
25.000,24.931,42.69,21.169
25.000,24.960,23.85,21.169
25.000,24.975,23.23,21.190
25.000,24.976,28.73,21.190
25.000,24.971,32.16,21.158
25.000,24.957,41.00,21.169
25.000,24.950,40.79,21.169
25.000,24.956,33.67,21.179
25.000,24.970,25.76,21.179
25.000,24.975,27.84,21.190
25.000,24.975,29.08,21.190
25.000,24.973,30.65,21.190
25.000,24.973,30.39,21.169
25.000,24.972,30.95,21.190
25.000,24.973,29.94,21.179
25.000,24.973,30.27,21.190
25.000,24.975,28.95,21.158
25.000,24.976,29.14,21.169
25.000,24.976,28.94,21.179
26.000,24.977,205.00,21.158
26.000,24.989,205.00,21.169
26.000,25.124,205.00,21.179
26.000,25.351,178.99,21.158
26.000,25.600,80.59,21.179
26.000,25.823,9.59,21.158
26.000,25.955,0.00,21.179
26.000,25.968,33.23,21.158
26.000,25.910,80.13,21.158
26.000,25.845,107.25,21.179
26.000,25.824,98.73,21.169
26.000,25.855,68.52,21.158
26.000,25.918,34.37,21.158
26.000,25.947,36.35,21.147
26.000,25.946,47.45,21.158
26.000,25.937,53.74,21.169
26.000,25.916,65.74,21.147
26.000,25.902,68.67,21.169
26.000,25.910,57.79,21.158
26.000,25.933,44.42,21.147
26.000,25.941,46.64,21.147
26.000,25.942,48.64,21.158
26.000,25.941,50.07,21.158
26.000,25.941,50.15,21.136
26.000,25.941,50.08,21.136
26.000,25.942,49.05,21.147
26.000,25.944,48.50,21.147
26.000,25.948,46.03,21.158
26.000,25.952,44.87,21.126
26.000,25.959,41.12,21.136
26.000,25.959,43.94,21.147
26.000,25.958,44.56,21.126
26.000,25.955,46.90,21.147
26.000,25.958,43.47,21.158
26.000,25.961,41.88,21.136
26.000,25.968,38.17,21.136
26.000,25.969,40.48,21.136
26.000,25.970,40.01,21.147
26.000,25.966,43.39,21.126
26.000,25.968,40.20,21.147
26.000,25.971,38.69,21.126
26.000,25.980,33.54,21.147
26.000,25.980,36.89,21.147
26.000,25.977,38.66,21.136
26.000,25.969,43.58,21.136
26.000,25.970,40.29,21.147
26.000,25.976,36.04,21.136
26.000,25.990,28.15,21.115
26.000,25.993,31.05,21.136
26.000,25.987,36.57,21.136
26.000,25.971,45.98,21.126
26.000,25.969,42.23,21.126
26.000,25.979,33.82,21.136
26.000,26.002,20.65,21.126
26.000,26.008,24.93,21.136
26.000,25.993,38.03,21.136
26.000,25.963,53.92,21.147
26.000,25.959,46.29,21.147
26.000,25.979,30.11,21.126
26.000,26.016,10.97,21.126
