timestamp,v,temp_c
1529027246.18,7045687.9,25.475
1529027251.34,7045688.43,25.503
1529027256.5,7045689.9,25.541
1529027261.67,7045690.63,25.58
1529027266.83,7045689.74,25.607
1529027271.99,7045689.13,25.655
1529027277.15,7045691.43,25.684
1529027282.32,7045692.73,25.71
1529027287.48,7045688.67,25.745
1529027292.64,7045688.28,25.776
1529027297.8,7045686.9,25.802
1529027302.97,7045686.65,25.837
1529027308.13,7045688.71,25.866
1529027313.29,7045687.7,25.894
1529027318.46,7045690.91,25.929
1529027323.62,7045690.65,25.953
1529027328.78,7045686.79,25.964
1529027333.94,7045689.45,26.001
1529027339.1,7045688.9,26.022
1529027344.27,7045688.68,26.052
1529027349.43,7045689.8,26.076
1529027354.59,7045687.84,26.107
1529027359.75,7045685.31,26.121
1529027364.92,7045685.84,26.159
1529027370.08,7045688.12,26.173
1529027375.24,7045685.73,26.199
1529027380.41,7045690.8,26.235
1529027385.57,7045690.13,26.248
1529027390.73,7045688.17,26.277
1529027395.89,7045688.33,26.294
1529027401.05,7045687.79,26.318
1529027406.22,7045688.27,26.34
1529027411.38,7045686.8,26.37
1529027416.54,7045686.66,26.386
1529027421.71,7045686.3,26.415
1529027426.87,7045685.98,26.43
1529027432.03,7045684.9,26.45
1529027437.19,7045684.12,26.473
1529027442.36,7045685.08,26.5
1529027447.52,7045687.83,26.522
1529027452.68,7045687.18,26.548
1529027457.84,7045687.72,26.569
1529027463.01,7045687.3,26.592
1529027468.17,7045685.11,26.618
1529027473.33,7045683.86,26.645
1529027478.49,7045685.77,26.663
1529027483.66,7045688.75,26.683
1529027488.82,7045688.73,26.707
1529027493.98,7045686.86,26.717
1529027499.14,7045686.62,26.739
1529027504.31,7045685.74,26.75
1529027509.47,7045686.09,26.773
1529027514.63,7045685.52,26.795
1529027519.79,7045684.93,26.808
1529027524.96,7045686.31,26.827
1529027530.12,7045688.24,26.848
1529027535.28,7045686.73,26.873
1529027540.44,7045686.3,26.887
1529027545.61,7045686.2,26.91
1529027550.77,7045685.15,26.923
1529027555.93,7045687.02,26.943
1529027561.09,7045688.02,26.963
1529027566.26,7045684.42,26.988
1529027571.42,7045685.12,27.008
1529027576.78,7045685.67,27.024
1529027581.94,7045685.93,27.038
1529027587.11,7045683.74,27.047
1529027592.27,7045686.29,27.067
1529027597.43,7045686.08,27.077
1529027602.59,7045690.76,27.101
1529027607.75,7045689.67,27.119
1529027612.92,7045687.53,27.129
1529027618.08,7045688.78,27.15
1529027623.24,7045686.93,27.164
1529027628.4,7045684.76,27.173
1529027633.57,7045685.2,27.181
1529027638.73,7045685.24,27.198
1529027643.89,7045687.27,27.211
1529027649.05,7045683.62,27.237
1529027654.22,7045684.55,27.253
1529027659.38,7045685.96,27.273
1529027664.54,7045685.34,27.285
1529027669.71,7045684.22,27.294
1529027674.87,7045684.11,27.325
1529027680.03,7045684.72,27.342
1529027685.19,7045685.18,27.357
1529027690.35,7045682.48,27.377
1529027695.52,7045684.64,27.395
1529027700.68,7045683.67,27.406
1529027705.84,7045685.03,27.424
1529027711.0,7045684.85,27.432
1529027716.17,7045684.77,27.457
1529027721.33,7045686.59,27.481
1529027726.49,7045686.09,27.509
1529027731.65,7045685.4,27.519
1529027736.82,7045686.56,27.524
1529027741.98,7045685.38,27.541
1529027747.14,7045687.32,27.553
1529027752.3,7045684.49,27.57
1529027757.47,7045685.75,27.599
1529027762.63,7045687.11,27.608
1529027767.79,7045687.24,27.625
1529027772.95,7045688.87,27.639
1529027778.12,7045689.61,27.651
1529027783.28,7045687.77,27.668
1529027788.44,7045688.31,27.682
1529027793.6,7045689.79,27.697
1529027798.77,7045688.76,27.712
1529027803.93,7045687.76,27.723
1529027809.09,7045686.91,27.74
1529027814.25,7045686.31,27.749
1529027819.42,7045685.55,27.758
1529027824.58,7045685.22,27.777
