timestamp,ltz1000-3-to-4-lipo-3s
1515389317.564,17566.2
1515389320.910,17566.5
1515389324.255,17566.3
1515389327.600,17566.2
1515389330.946,17566.2
1515389334.291,17566.3
1515389337.637,17567.3
1515389340.982,17567.5
1515389344.327,17568.6
1515389347.673,17567.2
1515389351.018,17568.7
1515389354.364,17566.6
1515389357.709,17567.1
1515389361.055,17565.7
1515389364.400,17566.2
1515389367.745,17567.8
1515389371.091,17566.4
1515389374.437,17566.1
1515389377.781,17567.3
1515389381.127,17566.7
1515389384.472,17566.7
1515389387.818,17566.8
1515389391.164,17565.6
1515389394.508,17565.4
1515389397.854,17565.8
1515389401.199,17565.9
1515389404.545,17566.4
1515389407.890,17567.4
1515389411.236,17567.4
1515389414.582,17566.9
1515389417.926,17565.8
1515389421.272,17567.4
1515389424.618,17568.0
1515389427.962,17567.7
1515389431.308,17567.6
1515389434.654,17567.2
1515389437.999,17566.8
1515389441.345,17567.2
1515389444.690,17569.4
1515389448.035,17571.6
1515389451.381,17569.0
1515389454.726,17573.2
1515389458.072,17586.0
1515389461.417,17572.6
1515389464.762,17577.8
1515389468.108,17577.8
1515389471.453,17569.3
1515389474.799,17567.9
1515389478.144,17567.9
1515389481.489,17568.0
1515389484.835,17567.9
1515389488.181,17567.1
1515389491.525,17567.5
1515389494.871,17567.2
1515389498.217,17569.0
1515389501.562,17569.1
1515389504.908,17570.5
1515389508.252,17570.3
1515389511.598,17568.2
1515389514.944,17567.8
1515389518.289,17568.0
1515389521.634,17567.9
1515389524.980,17567.9
1515389528.325,17568.0
1515389531.671,17567.9
1515389535.016,17568.1
1515389538.361,17569.7
1515389541.707,17577.5
1515389545.053,17589.8
1515389548.397,17589.6
1515389551.743,17589.7
1515389555.089,17589.5
1515389558.434,17589.7
1515389561.779,17589.9
1515389565.125,17589.9
1515389568.470,17590.0
1515389571.816,17590.0
1515389575.161,17590.1
1515389578.506,17590.1
1515389581.852,17590.1
1515389585.198,17577.8
1515389588.542,17574.5
1515389591.888,17578.9
1515389595.233,17577.8
1515389598.579,17579.5
1515389601.925,17580.4
1515389605.270,17575.6
1515389608.615,17578.0
1515389611.961,17574.9
1515389615.307,17574.8
1515389618.651,17576.7
1515389621.997,17589.7
1515389625.343,17588.7
1515389628.687,17589.3
1515389632.033,17589.3
1515389635.379,17588.8
1515389638.724,17579.7
1515389642.070,17578.6
1515389645.414,17579.2
1515389648.760,17578.2
1515389652.106,17581.0
1515389655.451,17578.2
1515389658.797,17576.7
1515389662.142,17577.2
1515389665.487,17581.9
1515389668.833,17575.1
1515389672.179,17570.8
1515389675.523,17568.3
1515389678.869,17568.1
1515389682.215,17567.8
1515389685.559,17568.3
1515389688.905,17570.5
1515389692.251,17571.6
1515389695.596,17582.2
1515389698.942,17578.8
1515389702.287,17576.5
1515389705.632,17580.3
1515389708.978,17579.5
1515389712.323,17578.1
1515389715.668,17580.3
1515389719.014,17577.7
1515389722.359,17576.6
1515389725.705,17578.5
1515389729.050,17577.6
1515389732.395,17576.4
1515389735.741,17576.8
1515389739.086,17575.4
1515389742.432,17570.6
1515389745.778,17575.3
1515389749.122,17572.8
1515389752.468,17572.9
1515389755.814,17577.2
1515389759.158,17577.5
1515389762.504,17579.0
1515389765.849,17578.8
1515389769.195,17577.9
1515389772.541,17576.2
1515389775.885,17579.2
1515389779.231,17569.9
1515389782.577,17570.1
1515389785.922,17571.0
1515389789.267,17572.0
1515389792.613,17569.3
1515389795.959,17570.2
1515389799.304,17569.1
1515389802.649,17569.0
1515389805.995,17568.5
1515389809.340,17568.8
1515389812.686,17568.5
1515389816.031,17568.6
1515389819.376,17569.0
1515389822.721,17569.3
1515389826.067,17569.4
1515389829.413,17569.3
1515389832.757,17569.3
1515389836.103,17569.5
1515389839.449,17569.3
1515389842.794,17569.6
1515389846.140,17569.7
1515389849.485,17569.0
1515389852.830,17569.6
1515389856.176,17569.5
1515389859.521,17569.5
1515389862.866,17569.6
1515389866.212,17569.4
1515389869.558,17569.8
1515389872.903,17569.4
1515389876.248,17569.2
1515389879.594,17569.1
1515389882.939,17569.1
1515389886.285,17569.1
1515389889.629,17569.3
1515389892.975,17569.2
1515389896.321,17568.9
1515389899.666,17569.4
1515389903.012,17569.5
1515389906.357,17569.5
1515389909.702,17569.5
1515389913.048,17569.4
1515389916.393,17569.4
1515389919.739,17569.4
1515389923.084,17568.7
1515389926.430,17568.6
1515389929.775,17568.3
1515389933.120,17568.2
1515389936.466,17568.2
1515389939.811,17568.1
1515389943.157,17568.2
1515389946.502,17568.2
1515389949.847,17568.3
1515389953.193,17567.9
1515389956.539,17568.4
1515389959.884,17568.1
1515389963.229,17567.8
1515389966.574,17568.1
1515389969.920,17568.2
1515389973.266,17568.3
1515389976.611,17568.6
1515389979.956,17568.5
1515389983.302,17568.4
1515389986.647,17568.9
1515389989.992,17568.6
1515389993.337,17569.2
1515389996.683,17568.3
1515390000.029,17568.4
1515390003.374,17568.9
1515390006.720,17568.3
1515390010.065,17568.6
1515390013.410,17568.8
1515390016.756,17568.3
1515390020.101,17569.1
1515390023.446,17568.7
1515390026.792,17568.7
1515390030.137,17568.0
1515390033.483,17568.2
1515390036.828,17568.7
1515390040.174,17568.6
1515390043.519,17568.7
1515390046.865,17568.8
1515390050.209,17569.2
1515390053.555,17568.9
1515390056.901,17569.1
1515390060.246,17569.5
1515390063.591,17569.0
1515390066.937,17569.3
1515390070.282,17569.2
1515390073.628,17569.2
1515390076.974,17569.2
1515390080.318,17568.9
1515390083.664,17569.2
1515390087.010,17568.9
1515390090.355,17569.7
1515390093.700,17569.0
1515390097.046,17569.2
1515390100.391,17569.1
1515390103.737,17569.0
1515390107.081,17568.8
1515390110.427,17568.5
1515390113.773,17568.9
1515390117.118,17568.7
1515390120.463,17568.6
1515390123.810,17568.3
1515390127.154,17568.6
1515390130.500,17568.6
1515390133.845,17568.8
1515390137.191,17568.8
1515390140.536,17568.6
1515390143.881,17568.9
1515390147.227,17569.0
1515390150.572,17568.9
1515390153.918,17568.6
1515390157.264,17568.7
1515390160.608,17568.6
1515390163.954,17568.5
1515390167.300,17568.8
1515390170.644,17568.7
1515390173.990,17568.5
1515390177.336,17568.9
1515390180.681,17568.7
1515390184.027,17568.5
1515390187.371,17568.3
1515390190.717,17568.9
1515390194.063,17568.8
1515390197.408,17568.0
1515390200.754,17568.1
1515390204.099,17568.5
1515390207.444,17568.2
1515390210.790,17568.6
1515390214.136,17568.3
1515390217.480,17568.3
1515390220.826,17568.1
1515390224.172,17568.2
1515390227.517,17568.2
1515390230.862,17568.2
1515390234.208,17569.0
1515390237.553,17568.4
1515390240.899,17568.9
1515390244.244,17568.3
1515390247.589,17568.7
1515390250.935,17568.8
1515390254.280,17568.2
1515390257.626,17568.6
1515390260.971,17569.0
1515390264.316,17568.8
1515390267.662,17568.4
1515390271.007,17568.7
1515390274.353,17568.4
1515390277.698,17568.8
1515390281.044,17568.8
1515390284.389,17569.0
1515390287.734,17568.6
1515390291.079,17569.0
1515390294.425,17568.9
1515390297.771,17568.8
1515390301.116,17568.7
1515390304.461,17568.3
1515390307.807,17568.2
1515390311.152,17569.1
1515390314.498,17569.5
1515390317.844,17569.3
1515390321.188,17568.4
1515390324.534,17567.5
1515390327.879,17567.7
1515390331.225,17567.9
1515390334.570,17567.3
1515390337.915,17567.5
1515390341.261,17568.0
1515390344.607,17567.6
1515390347.952,17567.8
1515390351.297,17568.0
1515390354.642,17567.7
1515390357.988,17567.6
1515390361.334,17567.6
1515390364.679,17567.4
1515390368.024,17567.4
1515390371.370,17567.1
1515390374.715,17567.5
1515390378.060,17567.0
1515390381.406,17567.3
1515390384.751,17567.6
1515390388.096,17567.4
1515390391.442,17567.4
1515390394.788,17567.1
1515390398.133,17567.2
1515390401.478,17567.4
1515390404.824,17567.2
1515390408.169,17567.6
1515390411.514,17567.4
1515390414.860,17567.6
1515390418.206,17567.6
1515390421.550,17567.7
1515390424.896,17567.5
1515390428.241,17567.2
1515390431.587,17566.9
1515390434.933,17566.9
1515390438.277,17566.8
1515390441.623,17567.2
1515390444.968,17567.3
1515390448.314,17567.5
1515390451.660,17567.0
1515390455.004,17567.2
1515390458.350,17567.1
1515390461.696,17567.4
1515390465.040,17567.5
1515390468.386,17568.3
1515390471.732,17568.3
1515390475.077,17568.3
1515390478.422,17568.2
1515390481.768,17568.2
1515390485.113,17568.1
1515390488.459,17568.6
1515390491.804,17569.1
1515390495.149,17569.6
1515390498.495,17568.9
1515390501.841,17569.2
1515390505.185,17569.4
1515390508.531,17569.4
1515390511.877,17569.0
1515390515.222,17569.3
1515390518.567,17569.4
1515390521.913,17569.1
1515390525.258,17568.9
1515390528.603,17569.7
1515390531.949,17569.3
1515390535.294,17569.4
1515390538.640,17569.3
1515390541.985,17569.1
1515390545.330,17568.9
1515390548.676,17568.2
1515390552.022,17568.4
1515390555.367,17568.6
1515390558.712,17568.6
1515390562.057,17568.4
1515390565.403,17568.5
1515390568.749,17569.0
1515390572.093,17569.0
1515390575.439,17568.7
1515390578.785,17568.2
1515390582.130,17567.6
1515390585.475,17567.9
1515390588.821,17568.7
1515390592.166,17568.9
1515390595.512,17568.8
1515390598.857,17568.7
1515390602.202,17568.6
1515390605.548,17568.7
1515390608.894,17568.5
1515390612.238,17568.6
1515390615.584,17568.6
1515390618.930,17568.9
1515390622.275,17568.7
1515390625.620,17568.9
1515390628.966,17568.4
1515390632.311,17568.7
1515390635.656,17568.2
1515390639.002,17568.8
1515390642.347,17568.1
1515390645.693,17568.5
1515390649.038,17568.4
1515390652.384,17568.0
1515390655.729,17568.2
1515390659.074,17568.3
1515390662.420,17568.4
1515390665.765,17568.2
1515390669.110,17568.5
1515390672.456,17568.7
1515390675.802,17568.9
1515390679.147,17568.5
1515390682.493,17568.4
1515390685.837,17568.4
1515390689.183,17569.0
1515390692.528,17568.6
1515390695.874,17568.6
1515390699.219,17568.7
1515390702.564,17568.6
1515390705.910,17568.5
1515390709.256,17568.8
1515390712.601,17568.6
1515390715.946,17568.6
1515390719.292,17568.3
1515390722.637,17568.7
1515390725.983,17568.9
1515390729.328,17569.1
1515390732.673,17568.9
1515390736.019,17568.6
1515390739.364,17568.7
1515390742.709,17569.0
1515390746.055,17568.8
1515390749.401,17568.8
1515390752.745,17568.7
1515390756.091,17568.6
1515390759.437,17568.9
1515390762.782,17569.0
1515390766.127,17569.0
1515390769.472,17569.1
1515390772.818,17569.2
1515390776.164,17568.6
1515390779.509,17569.4
1515390782.854,17569.0
1515390786.200,17569.2
1515390789.545,17568.8
1515390792.890,17568.7
1515390796.236,17568.5
1515390799.581,17568.7
1515390802.927,17569.1
1515390806.272,17569.7
1515390809.617,17570.6
1515390812.963,17569.8
1515390816.308,17568.7
1515390819.654,17568.7
1515390822.999,17568.6
1515390826.344,17568.6
1515390829.690,17568.9
1515390833.036,17568.6
1515390836.381,17568.8
1515390839.726,17568.7
1515390843.072,17568.8
1515390846.417,17568.8
1515390849.763,17569.3
1515390853.108,17569.0
1515390856.453,17569.0
1515390859.799,17569.0
1515390863.144,17569.4
1515390866.489,17569.3
1515390869.835,17568.8
1515390873.181,17569.1
1515390876.526,17568.9
1515390879.871,17569.1
1515390883.216,17569.3
1515390886.562,17569.6
1515390889.907,17569.7
1515390893.253,17569.5
1515390896.598,17569.8
1515390899.944,17569.5
1515390903.289,17569.1
1515390906.635,17569.5
1515390909.979,17569.5
1515390913.325,17569.3
1515390916.671,17569.7
1515390920.016,17570.0
1515390923.361,17569.4
1515390926.706,17569.7
1515390930.052,17569.1
1515390933.398,17568.9
1515390936.743,17569.6
1515390940.088,17569.2
1515390943.434,17569.8
1515390946.779,17569.6
1515390950.125,17569.4
1515390953.470,17569.4
1515390956.815,17569.0
1515390960.161,17569.3
1515390963.506,17569.4
1515390966.852,17569.6
1515390970.197,17569.8
1515390973.542,17570.0
1515390976.888,17569.6
1515390980.234,17569.6
1515390983.578,17570.0
1515390986.924,17569.9
1515390990.269,17569.7
1515390993.615,17569.4
1515390996.960,17569.7
1515391000.305,17569.4
1515391003.651,17568.7
1515391006.997,17569.4
1515391010.341,17569.5
1515391013.687,17568.6
1515391017.033,17568.0
1515391020.378,17568.7
1515391023.724,17569.3
1515391027.069,17568.9
1515391030.414,17570.1
1515391033.760,17569.6
1515391037.105,17570.1
1515391040.451,17569.5
1515391043.796,17569.8
1515391047.141,17569.9
1515391050.487,17570.4
1515391053.832,17569.9
1515391057.177,17570.4
1515391060.523,17571.1
1515391063.868,17570.2
1515391067.214,17570.0
1515391070.559,17570.0
1515391073.904,17569.8
1515391077.250,17570.5
1515391080.596,17569.8
1515391083.941,17569.8
1515391087.287,17570.0
1515391090.632,17569.6
1515391093.977,17569.8
1515391097.323,17569.9
1515391100.668,17569.7
1515391104.013,17569.8
1515391107.359,17569.6
1515391110.704,17569.4
1515391114.049,17569.8
1515391117.395,17570.2
1515391120.740,17569.5
1515391124.086,17569.7
1515391127.432,17569.9
1515391130.776,17569.2
1515391134.122,17569.6
1515391137.467,17569.2
1515391140.813,17569.1
1515391144.159,17569.0
1515391147.503,17568.2
1515391150.849,17567.4
1515391154.194,17568.1
1515391157.539,17567.2
1515391160.885,17565.2
1515391164.231,17565.0
1515391167.576,17567.9
1515391170.921,17568.6
1515391174.267,17568.6
1515391177.612,17568.2
1515391180.957,17567.6
1515391184.303,17567.6
1515391187.648,17567.9
1515391190.994,17567.5
1515391194.339,17567.7
1515391197.685,17567.4
1515391201.030,17567.9
1515391204.376,17567.8
1515391207.721,17567.4
1515391211.066,17567.3
1515391214.411,17567.5
1515391217.757,17567.2
1515391221.103,17567.9
1515391224.448,17567.8
1515391227.793,17567.6
1515391231.139,17567.8
1515391234.484,17568.0
1515391237.829,17568.4
1515391241.175,17568.1
1515391244.521,17568.5
1515391247.865,17567.5
1515391251.211,17567.4
1515391254.556,17567.4
1515391257.902,17567.6
1515391261.248,17567.4
1515391264.592,17567.4
1515391267.938,17567.8
1515391271.284,17567.8
1515391274.629,17567.6
1515391277.974,17567.4
1515391281.320,17568.0
1515391284.665,17568.1
1515391288.011,17568.4
1515391291.356,17568.1
1515391294.701,17568.3
1515391298.047,17568.2
1515391301.392,17568.4
1515391304.738,17568.5
1515391308.083,17567.8
1515391311.429,17567.9
1515391314.774,17568.6
1515391318.119,17569.0
1515391321.464,17569.5
1515391324.810,17569.7
1515391328.156,17569.8
1515391331.501,17568.8
1515391334.847,17568.5
1515391338.191,17568.6
1515391341.537,17568.9
1515391344.883,17569.2
1515391348.228,17568.5
1515391351.573,17569.1
1515391354.918,17569.1
1515391358.264,17569.4
1515391361.610,17569.2
1515391364.954,17568.8
1515391368.300,17568.3
1515391371.646,17568.7
1515391374.991,17568.5
1515391378.336,17568.7
1515391381.682,17568.9
1515391385.027,17569.5
1515391388.373,17568.6
1515391391.718,17569.0
1515391395.063,17568.7
1515391398.409,17569.5
1515391401.754,17568.9
1515391405.103,17570.2
1515391408.445,17570.1
1515391411.790,17569.6
1515391415.136,17569.6
1515391418.482,17570.2
1515391421.827,17569.9
1515391425.173,17570.0
1515391428.517,17570.2
1515391431.863,17569.4
1515391435.209,17569.8
1515391438.554,17569.3
1515391441.900,17569.0
1515391445.245,17569.4
1515391448.590,17569.5
1515391451.936,17569.2
1515391455.281,17569.9
1515391458.626,17570.1
1515391461.971,17570.4
1515391465.317,17570.2
1515391468.663,17570.2
1515391472.008,17570.5
1515391475.353,17570.4
1515391478.699,17570.1
1515391482.044,17570.0
1515391485.390,17570.3
1515391488.735,17570.4
1515391492.080,17570.1
1515391495.426,17570.7
1515391498.771,17570.6
1515391502.117,17570.6
1515391505.463,17570.5
1515391508.807,17571.1
1515391512.153,17570.9
1515391515.499,17570.7
1515391518.843,17570.5
1515391522.189,17571.2
1515391525.535,17571.1
1515391528.879,17571.2
1515391532.225,17571.4
1515391535.571,17571.8
1515391538.917,17571.4
1515391542.261,17571.6
1515391545.607,17571.8
1515391548.953,17570.7
1515391552.298,17570.9
1515391555.643,17570.5
1515391558.988,17570.3
1515391562.334,17570.6
1515391565.679,17570.5
1515391569.025,17570.6
1515391572.370,17571.3
1515391575.715,17570.9
1515391579.061,17570.8
1515391582.407,17571.0
1515391585.752,17570.9
1515391589.097,17570.9
1515391592.443,17570.6
1515391595.788,17570.8
1515391599.133,17570.8
1515391602.479,17570.9
1515391605.825,17570.8
1515391609.169,17570.1
1515391612.515,17570.1
1515391615.861,17570.4
1515391619.206,17570.6
1515391622.551,17570.4
1515391625.897,17570.4
1515391629.243,17570.4
1515391632.587,17570.6
1515391635.933,17570.5
1515391639.279,17570.7
1515391642.624,17570.8
1515391645.969,17570.9
1515391649.315,17570.7
1515391652.660,17570.6
1515391656.006,17570.8
1515391659.351,17570.8
1515391662.696,17570.6
1515391666.042,17570.8
1515391669.387,17570.9
1515391672.733,17570.3
1515391676.078,17570.5
1515391679.423,17570.7
1515391682.769,17570.5
1515391686.115,17570.8
1515391689.459,17570.0
1515391692.805,17570.5
1515391696.151,17570.5
1515391699.496,17570.7
1515391702.841,17570.5
1515391706.187,17570.4
1515391709.532,17570.4
1515391712.877,17568.7
1515391716.223,17567.7
1515391719.569,17568.7
1515391722.914,17568.2
1515391726.259,17568.2
1515391729.605,17568.7
1515391732.950,17567.1
1515391736.295,17567.5
1515391739.641,17567.1
1515391742.986,17567.5
1515391746.332,17567.6
1515391749.677,17567.5
1515391753.022,17567.7
1515391756.368,17567.4
1515391759.713,17567.5
1515391763.059,17567.9
1515391766.404,17568.3
1515391769.749,17567.8
1515391773.095,17567.9
1515391776.441,17567.9
1515391779.785,17567.9
1515391783.131,17567.6
1515391786.477,17568.2
1515391789.822,17568.3
1515391793.167,17568.4
1515391796.513,17568.1
1515391799.858,17568.0
1515391803.204,17568.4
1515391806.549,17568.4
1515391809.894,17568.5
1515391813.240,17568.6
1515391816.585,17568.6
1515391819.931,17568.6
1515391823.276,17569.0
1515391826.622,17569.3
1515391829.967,17569.0
1515391833.312,17568.6
1515391836.658,17568.8
1515391840.003,17568.5
1515391843.348,17568.7
1515391846.694,17569.0
1515391850.039,17568.8
1515391853.385,17569.1
1515391856.730,17569.1
1515391860.076,17568.8
1515391863.421,17569.0
1515391866.767,17569.0
1515391870.112,17568.6
1515391873.458,17569.2
1515391876.802,17569.0
1515391880.148,17569.0
1515391883.494,17569.3
1515391886.839,17569.2
1515391890.184,17569.1
1515391893.530,17568.7
1515391896.875,17568.5
1515391900.221,17568.6
1515391903.566,17568.9
1515391906.912,17568.5
1515391910.257,17569.0
1515391913.602,17568.2
1515391916.948,17568.7
1515391920.293,17567.7
1515391923.638,17567.9
1515391926.984,17568.0
1515391930.329,17568.0
1515391933.675,17568.0
1515391937.020,17568.4
1515391940.365,17568.4
1515391943.711,17568.9
1515391947.056,17568.7
1515391950.402,17568.6
1515391953.747,17568.5
1515391957.092,17568.7
1515391960.438,17568.4
1515391963.784,17568.7
1515391967.128,17568.3
1515391970.474,17568.4
1515391973.820,17568.1
1515391977.165,17568.1
1515391980.510,17567.9
1515391983.856,17567.8
1515391987.201,17567.5
1515391990.546,17568.0
1515391993.892,17568.2
1515391997.238,17568.3
1515392000.583,17568.7
1515392003.928,17568.6
1515392007.274,17568.5
1515392010.619,17568.6
1515392013.965,17568.6
1515392017.310,17568.5
1515392020.655,17568.2
1515392024.001,17568.0
1515392027.347,17567.6
1515392030.692,17567.9
1515392034.037,17567.9
1515392037.382,17568.1
1515392040.728,17568.4
1515392044.074,17567.7
1515392047.418,17567.8
1515392050.764,17568.3
1515392054.110,17568.1
1515392057.455,17568.1
1515392060.800,17567.9
1515392064.146,17568.5
1515392067.491,17568.6
1515392070.836,17568.5
1515392074.182,17568.4
1515392077.528,17568.1
1515392080.872,17568.0
1515392084.218,17568.7
1515392087.564,17567.7
1515392090.909,17567.5
1515392094.254,17567.1
1515392097.600,17567.9
1515392100.945,17567.9
1515392104.291,17567.3
1515392107.637,17567.2
1515392110.981,17567.4
1515392114.327,17568.0
1515392117.672,17568.3
1515392121.018,17569.3
1515392124.363,17569.5
1515392127.708,17569.2
1515392131.053,17569.2
1515392134.399,17569.3
1515392137.745,17569.3
1515392141.090,17569.6
1515392144.436,17569.4
1515392147.781,17568.5
1515392151.126,17568.6
1515392154.472,17569.1
1515392157.817,17569.0
1515392161.162,17568.4
1515392164.508,17568.4
1515392167.853,17568.5
1515392171.199,17569.2
1515392174.544,17568.4
1515392177.889,17569.2
1515392181.235,17568.5
1515392184.581,17568.4
1515392187.925,17568.5
1515392191.271,17568.5
1515392194.617,17568.5
1515392197.962,17568.2
1515392201.307,17569.1
1515392204.653,17568.8
1515392207.998,17568.5
1515392211.344,17568.8
1515392214.690,17569.0
1515392218.034,17568.8
1515392221.380,17568.9
1515392224.726,17568.7
1515392228.071,17569.2
1515392231.416,17568.6
1515392234.762,17568.8
1515392238.107,17569.1
1515392241.452,17569.0
1515392244.798,17568.7
1515392248.143,17568.9
1515392251.489,17569.4
1515392254.834,17569.2
1515392258.180,17568.7
1515392261.525,17568.8
1515392264.870,17568.8
1515392268.215,17569.1
1515392271.561,17569.7
1515392274.907,17569.5
1515392278.252,17569.8
1515392281.597,17569.2
1515392284.943,17569.8
1515392288.289,17570.2
1515392291.633,17569.7
1515392294.979,17569.3
1515392298.324,17569.7
1515392301.670,17571.3
1515392305.016,17569.7
1515392308.360,17570.1
1515392311.706,17570.3
1515392315.052,17570.6
1515392318.397,17570.8
1515392321.742,17570.5
1515392325.088,17569.8
1515392328.433,17570.5
1515392331.779,17570.3
1515392335.124,17570.0
1515392338.469,17569.9
1515392341.815,17570.1
1515392345.160,17570.4
1515392348.506,17570.3
1515392351.851,17570.1
1515392355.196,17569.9
1515392358.542,17569.5
1515392361.888,17569.8
1515392365.232,17570.0
1515392368.578,17570.5
1515392371.924,17570.4
1515392375.269,17570.0
1515392378.614,17570.0
1515392381.960,17570.1
1515392385.305,17569.8
1515392388.650,17569.7
1515392391.996,17569.9
1515392395.342,17570.6
1515392398.687,17569.2
1515392402.032,17569.8
1515392405.377,17569.5
1515392408.723,17569.3
1515392412.069,17569.2
1515392415.413,17569.0
1515392418.759,17569.0
1515392422.105,17568.9
1515392425.450,17569.0
1515392428.795,17568.7
1515392432.141,17568.7
1515392435.486,17568.5
1515392438.832,17568.7
1515392442.177,17568.6
1515392445.523,17568.9
1515392448.868,17568.5
1515392452.214,17568.5
1515392455.558,17568.8
1515392458.904,17569.0
1515392462.250,17568.9
1515392465.595,17568.8
1515392468.941,17568.8
1515392472.286,17568.4
1515392475.631,17568.4
1515392478.977,17568.0
1515392482.322,17567.9
1515392485.668,17567.8
1515392489.013,17568.1
1515392492.358,17567.2
1515392495.704,17567.9
1515392499.049,17567.6
1515392502.395,17567.1
1515392505.740,17567.4
1515392509.085,17566.8
1515392512.431,17567.5
1515392515.777,17567.1
1515392519.121,17567.5
1515392522.467,17567.7
1515392525.812,17568.1
1515392529.158,17568.7
1515392532.504,17568.0
1515392535.849,17568.0
1515392539.194,17567.8
1515392542.540,17567.9
1515392545.885,17568.0
1515392549.230,17568.2
1515392552.576,17568.0
1515392555.921,17567.9
1515392559.266,17567.2
1515392562.612,17567.5
1515392565.958,17567.2
1515392569.303,17567.3
1515392572.648,17566.9
1515392575.993,17567.1
1515392579.339,17567.3
1515392582.685,17566.7
1515392586.030,17567.5
1515392589.375,17567.6
1515392592.721,17567.6
1515392596.066,17567.9
1515392599.412,17567.4
1515392602.757,17567.6
1515392606.102,17567.3
1515392609.448,17567.3
1515392612.794,17567.3
1515392616.139,17567.2
1515392619.484,17567.4
1515392622.830,17567.6
1515392626.175,17568.2
1515392629.521,17568.0
1515392632.865,17567.7
1515392636.211,17568.2
1515392639.557,17567.6
1515392642.902,17568.0
1515392646.247,17567.8
1515392649.593,17567.6
1515392652.938,17567.8
1515392656.284,17568.0
1515392659.629,17568.3
1515392662.974,17568.3
1515392666.320,17568.0
1515392669.666,17567.9
1515392673.011,17567.6
1515392676.356,17568.0
1515392679.702,17568.1
1515392683.047,17567.8
1515392686.393,17568.0
1515392689.737,17567.7
1515392693.083,17568.0
1515392696.429,17567.9
1515392699.774,17567.6
1515392703.119,17567.8
1515392706.465,17567.6
1515392709.810,17567.5
1515392713.156,17567.5
1515392716.501,17567.6
1515392719.846,17567.7
1515392723.192,17568.0
1515392726.538,17567.6
1515392729.883,17567.9
1515392733.228,17567.7
1515392736.574,17568.0
1515392739.919,17568.7
1515392743.265,17569.5
1515392746.609,17569.5
1515392749.955,17569.4
1515392753.301,17569.3
1515392756.646,17569.7
1515392759.992,17569.7
1515392763.337,17570.2
1515392766.682,17570.1
1515392770.028,17570.3
1515392773.373,17570.2
1515392776.719,17570.1
1515392780.064,17570.2
1515392783.409,17570.4
1515392786.755,17570.3
1515392790.101,17570.6
1515392793.446,17570.1
1515392796.791,17570.4
1515392800.136,17570.0
1515392803.482,17570.3
1515392806.827,17570.0
1515392810.173,17569.6
1515392813.518,17569.7
1515392816.864,17569.9
1515392820.209,17569.9
1515392823.554,17569.8
1515392826.900,17569.6
1515392830.245,17569.7
1515392833.591,17569.6
1515392836.936,17569.6
1515392840.281,17569.9
1515392843.627,17569.7
1515392846.973,17569.6
1515392850.317,17569.6
1515392853.663,17569.7
1515392857.009,17570.3
1515392860.354,17570.3
1515392863.699,17569.8
1515392867.045,17569.6
1515392870.390,17569.8
1515392873.736,17569.7
1515392877.081,17569.9
1515392880.426,17569.8
1515392883.772,17570.2
1515392887.117,17570.0
1515392890.463,17569.5
