timestamp,ltz1000-4
1515900455.544,7189539.7
1515900458.897,7189540.5
1515900462.248,7189539.7
1515900465.601,7189539.6
1515900468.952,7189540.0
1515900472.305,7189539.1
1515900475.657,7189540.5
1515900479.008,7189540.2
1515900482.361,7189541.5
1515900485.713,7189540.0
1515900489.065,7189540.4
1515900492.417,7189538.9
1515900495.770,7189540.0
1515900499.121,7189538.3
1515900502.473,7189539.2
1515900505.826,7189540.1
1515900509.177,7189540.0
1515900512.530,7189541.0
1515900515.881,7189539.7
1515900519.234,7189540.9
1515900522.586,7189542.1
1515900525.938,7189540.2
1515900529.290,7189540.8
1515900532.643,7189539.7
1515900535.994,7189539.0
1515900539.347,7189539.6
1515900542.699,7189539.2
1515900546.050,7189540.4
1515900549.403,7189540.0
1515900552.755,7189541.1
1515900556.107,7189539.4
1515900559.459,7189539.9
1515900562.811,7189539.4
1515900566.163,7189540.2
1515900569.515,7189541.3
1515900572.868,7189541.9
1515900576.219,7189539.2
1515900579.572,7189540.0
1515900582.924,7189540.2
1515900586.275,7189541.1
1515900589.628,7189540.0
1515900592.980,7189538.9
1515900596.332,7189527.1
1515900599.685,7189524.4
1515900603.036,7189524.5
1515900606.388,7189519.2
1515900609.740,7189522.9
1515900613.092,7189523.1
1515900616.445,7189524.1
1515900619.797,7189522.7
1515900623.149,7189524.3
1515900626.501,7189523.5
1515900629.853,7189521.5
1515900633.205,7189521.0
1515900636.557,7189520.8
1515900639.910,7189521.1
1515900643.261,7189521.7
1515900646.613,7189521.1
1515900649.966,7189519.8
1515900653.317,7189520.3
1515900656.670,7189520.8
1515900660.022,7189519.5
1515900663.374,7189518.6
1515900666.726,7189520.5
1515900670.078,7189520.3
1515900673.431,7189520.5
1515900676.782,7189520.7
1515900680.135,7189520.7
1515900683.486,7189521.2
1515900686.839,7189520.5
1515900690.191,7189521.5
1515900693.543,7189522.2
1515900696.895,7189520.8
1515900700.247,7189520.5
1515900703.599,7189521.7
1515900706.951,7189521.5
1515900710.303,7189522.5
1515900713.655,7189522.4
1515900717.008,7189521.0
1515900720.359,7189521.7
1515900723.712,7189521.2
1515900727.063,7189522.4
1515900730.416,7189521.0
1515900733.768,7189520.3
1515900737.120,7189520.0
1515900740.472,7189520.2
1515900743.824,7189520.2
1515900747.177,7189520.7
1515900750.528,7189520.0
1515900753.881,7189519.5
1515900757.233,7189519.5
1515900760.585,7189519.8
1515900763.937,7189518.4
1515900767.289,7189519.5
1515900770.641,7189519.6
1515900773.993,7189519.8
1515900777.345,7189519.7
1515900780.697,7189521.5
1515900784.050,7189521.2
1515900787.401,7189521.9
1515900790.754,7189522.1
1515900794.105,7189523.0
1515900797.458,7189521.4
1515900800.810,7189521.7
1515900804.162,7189520.6
1515900807.514,7189522.7
1515900810.866,7189521.4
1515900814.218,7189522.1
1515900817.571,7189521.1
1515900820.922,7189522.6
1515900824.275,7189521.7
1515900827.626,7189520.5
1515900830.979,7189521.7
1515900834.331,7189522.6
1515900837.683,7189522.0
1515900841.035,7189521.5
1515900844.387,7189520.3
1515900847.739,7189521.4
1515900851.092,7189522.7
1515900854.443,7189522.5
1515900857.796,7189523.6
1515900861.148,7189522.4
1515900864.500,7189522.0
1515900867.852,7189522.1
1515900871.204,7189522.0
1515900874.556,7189522.2
1515900877.908,7189522.4
1515900881.260,7189522.7
1515900884.612,7189523.1
1515900887.965,7189522.2
1515900891.316,7189523.0
1515900894.669,7189522.2
1515900898.020,7189521.6
1515900901.373,7189522.5
1515900904.724,7189522.2
1515900908.077,7189521.9
1515900911.428,7189523.3
1515900914.781,7189523.5
1515900918.133,7189521.9
1515900921.485,7189523.0
1515900924.837,7189523.5
1515900928.189,7189522.7
1515900931.541,7189522.1
1515900934.894,7189522.7
1515900938.245,7189522.0
1515900941.598,7189521.2
1515900944.949,7189521.6
1515900948.302,7189521.7
1515900951.654,7189521.7
1515900955.006,7189521.0
1515900958.358,7189521.6
1515900961.711,7189521.6
1515900965.062,7189520.1
1515900968.415,7189521.2
1515900971.766,7189521.7
1515900975.119,7189520.8
1515900978.470,7189520.3
1515900981.823,7189519.7
1515900985.175,7189519.5
1515900988.527,7189521.4
1515900991.879,7189519.7
1515900995.232,7189520.6
1515900998.583,7189521.5
1515901001.936,7189521.5
1515901005.287,7189520.3
1515901008.639,7189521.9
1515901011.992,7189521.5
1515901015.343,7189522.9
1515901018.696,7189520.8
1515901022.048,7189521.1
1515901025.400,7189522.0
1515901028.752,7189521.5
1515901032.104,7189522.2
1515901035.456,7189521.1
1515901038.808,7189524.0
1515901042.160,7189522.7
1515901045.513,7189522.7
1515901048.864,7189522.2
1515901052.217,7189521.0
1515901055.569,7189524.0
1515901058.921,7189523.5
1515901062.273,7189520.8
1515901065.625,7189522.6
1515901068.977,7189521.9
1515901072.329,7189523.9
1515901075.682,7189523.6
1515901079.033,7189522.6
1515901082.386,7189524.0
1515901085.738,7189523.9
1515901089.090,7189522.2
1515901092.442,7189523.6
1515901095.794,7189522.2
1515901099.147,7189522.1
1515901102.498,7189524.4
1515901105.851,7189524.3
1515901109.202,7189524.0
1515901112.554,7189524.0
1515901115.907,7189524.0
1515901119.258,7189524.8
1515901122.611,7189525.0
1515901125.962,7189523.0
1515901129.315,7189524.9
1515901132.667,7189523.3
1515901136.019,7189521.7
1515901139.371,7189522.2
1515901142.723,7189522.7
1515901146.076,7189522.4
1515901149.427,7189521.6
1515901152.780,7189523.5
1515901156.132,7189524.1
1515901159.484,7189523.6
1515901162.836,7189525.8
1515901166.188,7189524.4
1515901169.540,7189524.3
1515901172.892,7189524.3
1515901176.244,7189522.2
1515901179.597,7189521.7
1515901182.948,7189523.1
1515901186.301,7189522.9
1515901189.652,7189523.6
1515901193.005,7189523.4
1515901196.357,7189523.6
1515901199.708,7189524.0
1515901203.061,7189523.3
1515901206.413,7189523.5
1515901209.765,7189523.9
1515901213.117,7189524.3
1515901216.470,7189525.2
1515901219.821,7189524.0
1515901223.174,7189524.8
1515901226.525,7189523.8
1515901229.878,7189524.8
1515901233.230,7189524.0
1515901236.582,7189523.5
1515901239.934,7189524.5
1515901243.286,7189525.0
1515901246.638,7189525.0
1515901249.990,7189525.5
1515901253.343,7189523.6
1515901256.694,7189524.0
1515901260.047,7189525.7
1515901263.399,7189524.8
1515901266.751,7189525.0
1515901270.103,7189524.8
1515901273.455,7189525.2
1515901276.807,7189524.1
1515901280.160,7189524.3
1515901283.511,7189522.9
1515901286.864,7189523.1
1515901290.215,7189524.5
1515901293.568,7189523.5
1515901296.920,7189522.5
1515901300.271,7189522.7
1515901303.624,7189523.5
1515901306.976,7189523.4
1515901310.328,7189523.6
1515901313.680,7189521.5
1515901317.032,7189523.0
1515901320.384,7189524.1
1515901323.737,7189523.9
1515901327.088,7189523.3
1515901330.441,7189524.7
1515901333.792,7189523.9
1515901337.145,7189523.0
1515901340.496,7189524.5
1515901343.849,7189523.0
1515901347.201,7189522.6
