timestamp;value;unit;mode;current;operation;peak;battery_low;relative;hold
2017-05-06 17:16:37.066049;0.8661;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:37.566051;0.866;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:38.066054;0.866;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:38.566187;0.8661;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:39.066184;0.8661;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:39.566187;0.866;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:40.066190;0.866;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:40.566197;0.866;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:41.066199;0.8659;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:41.566199;0.866;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:42.066207;0.8659;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:42.566208;0.8659;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:43.066207;0.8659;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:43.566215;0.8658;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:44.066213;0.8658;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:44.566235;0.8658;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:45.066346;0.8658;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:45.566346;0.8659;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:46.066348;0.8659;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:46.566362;0.8656;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:47.066355;0.8656;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:47.566357;0.8657;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:48.066360;0.8657;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:48.566368;0.8658;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:49.066365;0.8658;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:49.566367;0.8654;V;voltage;AC;normal;;0;0;0
2017-05-06 17:16:50.066371;0.8654;V;voltage;AC;normal;;0;0;0
