Date,Amps
2017-04-29 20:50:38.333626,-0.0000
2017-04-29 20:50:38.783789,-0.0000
2017-04-29 20:50:39.233969,-0.0000
2017-04-29 20:50:39.683495,-0.0000
2017-04-29 20:50:40.133910,-0.0000
2017-04-29 20:50:40.583803,-0.0000
2017-04-29 20:50:41.092027,-0.0000
2017-04-29 20:50:41.483836,-0.0000
2017-04-29 20:50:41.933596,-0.0000
2017-04-29 20:50:42.383787,-0.0000
2017-04-29 20:50:42.833399,-0.0000
2017-04-29 20:50:43.283398,-0.0000
2017-04-29 20:50:43.733381,-0.0000
2017-04-29 20:50:44.183438,-0.0000
2017-04-29 20:50:44.633615,-0.0000
2017-04-29 20:50:45.083399,-0.0000
2017-04-29 20:50:45.533524,-0.0000
2017-04-29 20:50:45.983429,-0.0000
2017-04-29 20:50:46.433603,-0.0000
2017-04-29 20:50:46.883402,-0.0000
2017-04-29 20:50:47.333606,-0.0000
2017-04-29 20:50:47.783341,-0.0000
2017-04-29 20:50:48.233564,-0.0000
2017-04-29 20:50:48.683425,-0.0000
2017-04-29 20:50:49.133220,-0.0000
2017-04-29 20:50:49.583347,-0.0000
2017-04-29 20:50:50.033225,-0.0000
2017-04-29 20:50:50.483421,-0.0000
2017-04-29 20:50:50.933220,-0.0000
2017-04-29 20:50:51.383411,-0.0000
2017-04-29 20:50:52.184156,0.1001
2017-04-29 20:50:52.534524,0.1002
2017-04-29 20:50:52.883740,0.1003
2017-04-29 20:50:53.233865,0.1004
2017-04-29 20:50:53.584117,0.1005
2017-04-29 20:50:53.933878,0.1005
2017-04-29 20:50:54.284116,0.1006
2017-04-29 20:50:54.633909,0.1006
2017-04-29 20:50:54.984079,0.1006
2017-04-29 20:50:55.333877,0.1006
2017-04-29 20:50:55.684095,0.1007
2017-04-29 20:50:56.033580,0.1007
2017-04-29 20:50:56.383512,0.1007
2017-04-29 20:50:56.733660,0.1007
2017-04-29 20:50:57.083693,0.1007
2017-04-29 20:50:57.433911,0.1007
2017-04-29 20:50:57.783546,0.1008
2017-04-29 20:50:58.133890,0.1008
2017-04-29 20:50:58.483727,0.1008
2017-04-29 20:50:58.833519,0.1008
2017-04-29 20:50:59.183735,0.1008
2017-04-29 20:50:59.533568,0.1008
2017-04-29 20:50:59.883704,0.1008
2017-04-29 20:51:00.233890,0.1008
2017-04-29 20:51:00.583691,0.1008
2017-04-29 20:51:00.933885,0.1009
2017-04-29 20:51:01.283721,0.1009
2017-04-29 20:51:01.633542,0.1009
2017-04-29 20:51:01.983668,0.1009
2017-04-29 20:51:02.333814,0.1009
2017-04-29 20:51:02.683708,0.1009
2017-04-29 20:51:03.033542,0.1009
2017-04-29 20:51:03.383692,0.1009
2017-04-29 20:51:03.733589,0.1009
2017-04-29 20:51:04.084147,0.1009
2017-04-29 20:51:04.433535,0.1009
2017-04-29 20:51:04.783325,0.1009
2017-04-29 20:51:05.133504,0.1009
2017-04-29 20:51:05.483353,0.1009
2017-04-29 20:51:05.833497,0.1010
2017-04-29 20:51:06.183330,0.1010
2017-04-29 20:51:06.533537,0.1010
2017-04-29 20:51:06.883667,0.1010
2017-04-29 20:51:07.233519,0.1010
2017-04-29 20:51:07.583335,0.1010
2017-04-29 20:51:07.933516,0.1010
2017-04-29 20:51:08.283651,0.1010
2017-04-29 20:51:08.633450,0.1010
2017-04-29 20:51:08.983301,0.1010
2017-04-29 20:51:09.333518,0.1010
2017-04-29 20:51:09.683634,0.1010
2017-04-29 20:51:10.033498,0.1010
2017-04-29 20:51:10.383326,0.1010
2017-04-29 20:51:10.733510,0.1010
2017-04-29 20:51:11.083335,0.1010
2017-04-29 20:51:11.433500,0.1010
2017-04-29 20:51:11.783294,0.1010
2017-04-29 20:51:12.133401,0.1010
2017-04-29 20:51:12.483335,0.1010
2017-04-29 20:51:12.833480,0.1011
2017-04-29 20:51:13.183332,0.1011
2017-04-29 20:51:13.533504,0.1011
2017-04-29 20:51:13.883337,0.1011
2017-04-29 20:51:14.233483,0.1011
2017-04-29 20:51:14.583313,0.1011
2017-04-29 20:51:14.933130,0.1011
2017-04-29 20:51:15.283327,0.1011
2017-04-29 20:51:15.633081,0.1011
2017-04-29 20:51:15.983239,0.1011
2017-04-29 20:51:16.333121,0.1011
2017-04-29 20:51:16.683243,0.1011
2017-04-29 20:51:17.033147,0.1011
2017-04-29 20:51:17.383296,0.1011
2017-04-29 20:51:17.733128,0.1011
2017-04-29 20:51:18.083295,0.1011
2017-04-29 20:51:18.433143,0.1011
2017-04-29 20:51:18.783278,0.1011
2017-04-29 20:51:19.133135,0.1011
2017-04-29 20:51:19.483305,0.1011
2017-04-29 20:51:19.833126,0.1011
2017-04-29 20:51:20.183230,0.1011
2017-04-29 20:51:20.533096,0.1011
2017-04-29 20:51:20.882921,0.1011
2017-04-29 20:51:21.233128,0.1011
2017-04-29 20:51:21.582915,0.1011
2017-04-29 20:51:21.933094,0.1011
2017-04-29 20:51:22.282945,0.1011
2017-04-29 20:51:22.632988,0.1011
2017-04-29 20:51:22.982907,0.1011
2017-04-29 20:51:23.333096,0.1011
2017-04-29 20:51:23.682904,0.1011
2017-04-29 20:51:24.033110,0.1011
2017-04-29 20:51:24.382828,0.1011
2017-04-29 20:51:24.733119,0.1011
2017-04-29 20:51:25.082915,0.1011
2017-04-29 20:51:25.432767,0.1011
2017-04-29 20:51:25.782915,0.1011
2017-04-29 20:51:26.132756,0.1011
2017-04-29 20:51:26.482898,0.1011
2017-04-29 20:51:26.832742,0.1011
2017-04-29 20:51:27.182828,0.1011
2017-04-29 20:51:27.532717,0.1011
2017-04-29 20:51:27.882905,0.1011
2017-04-29 20:51:28.232749,0.1010
2017-04-29 20:51:28.582550,0.1010
2017-04-29 20:51:28.932749,0.1010
2017-04-29 20:51:29.282884,0.1010
2017-04-29 20:51:29.632702,0.1010
2017-04-29 20:51:29.982497,0.1010
2017-04-29 20:51:30.332675,0.1010
2017-04-29 20:51:30.682530,0.1010
2017-04-29 20:51:31.032696,0.1010
2017-04-29 20:51:31.383225,0.1010
2017-04-29 20:51:31.732729,0.1010
2017-04-29 20:51:32.082513,0.1010
2017-04-29 20:51:32.432651,0.1010
2017-04-29 20:51:32.782508,0.1010
2017-04-29 20:51:33.132393,0.1010
2017-04-29 20:51:33.482507,0.1010
2017-04-29 20:51:33.832407,0.1010
2017-04-29 20:51:34.182457,0.1009
2017-04-29 20:51:34.532380,0.1009
2017-04-29 20:51:34.882129,0.1009
2017-04-29 20:51:35.232692,0.1009
2017-04-29 20:51:35.582463,0.1009
2017-04-29 20:51:35.932399,0.1009
2017-04-29 20:51:36.282115,0.1008
2017-04-29 20:51:36.632383,0.1008
2017-04-29 20:51:36.981986,0.1008
2017-04-29 20:51:37.332370,0.1008
2017-04-29 20:51:37.682450,0.1008
2017-04-29 20:51:38.032362,0.1008
2017-04-29 20:51:38.382091,0.1008
2017-04-29 20:51:38.732016,0.1007
2017-04-29 20:51:39.082418,0.1007
2017-04-29 20:51:39.432357,0.1006
2017-04-29 20:51:39.782070,0.1006
2017-04-29 20:51:40.132356,0.1006
2017-04-29 20:51:40.482176,0.1005
2017-04-29 20:51:40.832370,0.1004
2017-04-29 20:51:41.182610,0.1004
2017-04-29 20:51:41.532373,0.1002
2017-04-29 20:51:41.882280,0.0999
2017-04-29 20:51:42.232344,0.0942
2017-04-29 20:51:42.582396,0.0863
2017-04-29 20:51:42.932030,0.0775
2017-04-29 20:51:43.282190,0.0677
2017-04-29 20:51:43.632035,0.0566
2017-04-29 20:51:43.981789,0.0440
2017-04-29 20:51:44.331669,0.0292
2017-04-29 20:51:44.731668,0.0075
2017-04-29 20:51:45.181848,0.0009
2017-04-29 20:51:45.632032,0.0009
2017-04-29 20:51:46.081800,0.0009
2017-04-29 20:51:46.531659,0.0009
2017-04-29 20:51:46.982140,0.0009
2017-04-29 20:51:47.431673,0.0008
2017-04-29 20:51:47.881470,0.0008
2017-04-29 20:51:48.331655,0.0008
2017-04-29 20:51:48.781481,0.0008
2017-04-29 20:51:49.231316,0.0008
2017-04-29 20:51:49.681108,0.0008
2017-04-29 20:51:50.131609,0.0008
2017-04-29 20:51:50.581440,0.0008
2017-04-29 20:51:51.031594,0.0008
2017-04-29 20:51:51.481442,0.0008
2017-04-29 20:51:51.931616,0.0008
2017-04-29 20:51:52.381469,0.0008
2017-04-29 20:51:52.831272,0.0008
2017-04-29 20:51:53.281083,0.0008
2017-04-29 20:51:53.731288,0.0008
2017-04-29 20:51:54.181119,0.0008
2017-04-29 20:51:54.630860,0.0008
2017-04-29 20:51:55.081099,0.0008
2017-04-29 20:51:55.531393,0.0008
2017-04-29 20:51:55.981357,0.0008
2017-04-29 20:51:56.431285,0.0008
2017-04-29 20:51:56.881062,0.0008
2017-04-29 20:51:57.331173,0.0008
2017-04-29 20:51:57.781097,0.0008
2017-04-29 20:51:58.230919,0.0008
2017-04-29 20:51:58.681762,0.0008
2017-04-29 20:51:59.130884,0.0008
2017-04-29 20:51:59.581054,0.0008
2017-04-29 20:52:00.030889,0.0008
2017-04-29 20:52:00.481075,0.0008
2017-04-29 20:52:00.930918,0.0008
2017-04-29 20:52:01.380747,0.0008
2017-04-29 20:52:01.830909,0.0007
2017-04-29 20:52:02.281022,0.0007
2017-04-29 20:52:02.730822,0.0007
2017-04-29 20:52:03.180980,0.0007
2017-04-29 20:52:03.630907,0.0007
2017-04-29 20:52:04.080591,0.0007
2017-04-29 20:52:04.530901,0.0007
2017-04-29 20:52:04.980728,0.0007
2017-04-29 20:52:05.430644,0.0007
2017-04-29 20:52:05.880725,0.0007
2017-04-29 20:52:06.330514,0.0007
2017-04-29 20:52:06.780636,0.0007
2017-04-29 20:52:07.230534,0.0007
2017-04-29 20:52:07.680720,0.0007
2017-04-29 20:52:08.130529,0.0007
2017-04-29 20:52:08.580704,0.0007
2017-04-29 20:52:09.030534,0.0007
2017-04-29 20:52:09.480692,0.0007
2017-04-29 20:52:09.930539,0.0007
2017-04-29 20:52:10.381028,0.0007
2017-04-29 20:52:10.830508,0.0007
2017-04-29 20:52:11.280102,0.0007
2017-04-29 20:52:11.730159,0.0007
2017-04-29 20:52:12.180368,0.0007
2017-04-29 20:52:12.630490,0.0007
2017-04-29 20:52:13.080314,0.0007
2017-04-29 20:52:13.530187,0.0007
2017-04-29 20:52:13.980330,0.0007
2017-04-29 20:52:14.430170,0.0007
2017-04-29 20:52:14.880381,0.0007
2017-04-29 20:52:15.330176,0.0007
2017-04-29 20:52:15.780303,0.0007
2017-04-29 20:52:16.229932,0.0007
2017-04-29 20:52:16.680327,0.0007
2017-04-29 20:52:17.130161,0.0007
2017-04-29 20:52:17.580374,0.0007
2017-04-29 20:52:18.030121,0.0007
2017-04-29 20:52:18.480023,0.0007
2017-04-29 20:52:18.930124,0.0007
2017-04-29 20:52:19.380351,0.0007
2017-04-29 20:52:19.830143,0.0007
2017-04-29 20:52:20.279977,0.0007
2017-04-29 20:52:20.729809,0.0007
2017-04-29 20:52:21.179917,0.0007
2017-04-29 20:52:21.630133,0.0007
2017-04-29 20:52:22.080512,0.0007
2017-04-29 20:52:22.529772,0.0007
2017-04-29 20:52:22.980005,0.0007
2017-04-29 20:52:23.430101,0.0007
2017-04-29 20:52:23.880006,0.0007
2017-04-29 20:52:24.329781,0.0007
2017-04-29 20:52:24.780019,0.0007
2017-04-29 20:52:25.229783,0.0007
2017-04-29 20:52:25.680004,0.0007
2017-04-29 20:52:26.129752,0.0007
2017-04-29 20:52:26.579990,0.0007
2017-04-29 20:52:27.029774,0.0007
2017-04-29 20:52:27.479979,0.0007
2017-04-29 20:52:27.929770,0.0007
2017-04-29 20:52:28.379616,0.0007
2017-04-29 20:52:28.829765,0.0007
2017-04-29 20:52:29.279926,0.0007
2017-04-29 20:52:29.729613,0.0007
2017-04-29 20:52:30.179990,0.0007
2017-04-29 20:52:30.629745,0.0007
2017-04-29 20:52:31.079706,0.0007
2017-04-29 20:52:31.529769,0.0007
2017-04-29 20:52:31.979570,0.0007
2017-04-29 20:52:32.429383,0.0007
2017-04-29 20:52:32.879529,0.0007
2017-04-29 20:52:33.329753,0.0007
2017-04-29 20:52:33.780274,0.0007
2017-04-29 20:52:34.229720,0.0007
2017-04-29 20:52:34.679447,0.0007
2017-04-29 20:52:35.129663,0.0007
2017-04-29 20:52:35.579568,0.0007
2017-04-29 20:52:36.029371,0.0007
2017-04-29 20:52:36.479554,0.0007
2017-04-29 20:52:36.929345,0.0007
2017-04-29 20:52:37.379537,0.0007
2017-04-29 20:52:37.829669,0.0007
2017-04-29 20:52:38.279369,0.0007
2017-04-29 20:52:38.729558,0.0007
2017-04-29 20:52:39.179524,0.0007
2017-04-29 20:52:39.629288,0.0007
2017-04-29 20:52:40.079052,0.0008
2017-04-29 20:52:40.529299,0.0008
2017-04-29 20:52:40.979562,0.0008
2017-04-29 20:52:41.429047,0.0008
2017-04-29 20:52:41.879439,0.0008
2017-04-29 20:52:42.329288,0.0008
2017-04-29 20:52:42.779543,0.0008
2017-04-29 20:52:43.229217,0.0008
2017-04-29 20:52:43.679201,0.0008
2017-04-29 20:52:44.129241,0.0008
2017-04-29 20:52:44.579541,0.0008
2017-04-29 20:52:45.029270,0.0008
2017-04-29 20:52:45.479858,0.0008
2017-04-29 20:52:45.929225,0.0008
2017-04-29 20:52:46.379153,0.0008
2017-04-29 20:52:46.829278,0.0008
2017-04-29 20:52:47.279110,0.0008
2017-04-29 20:52:47.729383,0.0008
2017-04-29 20:52:48.179151,0.0008
2017-04-29 20:52:48.629350,0.0008
2017-04-29 20:52:49.079177,0.0008
2017-04-29 20:52:49.529333,0.0008
