timestamp,lt6657
1517187987.454,1249761.4
1517187990.813,1249761.4
1517187994.155,1249761.4
1517187997.514,1249761.7
1517188000.857,1249760.2
1517188004.215,1249761.2
1517188007.574,1249761.4
1517188010.916,1249761.2
1517188014.275,1249762.4
1517188017.617,1249761.2
1517188020.976,1249762.2
1517188024.334,1249760.9
1517188027.677,1249761.9
1517188031.035,1249761.4
1517188034.378,1249761.4
1517188037.736,1249762.4
1517188041.095,1249761.4
1517188044.437,1249762.2
1517188047.796,1249760.9
1517188051.139,1249761.7
1517188054.497,1249761.7
1517188057.855,1249761.4
1517188061.198,1249761.9
1517188064.556,1249761.9
1517188067.899,1249761.2
1517188071.257,1249761.4
1517188074.616,1249761.4
1517188077.958,1249761.2
1517188081.317,1249761.4
1517188084.660,1249760.7
1517188088.018,1249760.7
1517188091.376,1249760.4
1517188094.719,1249759.9
1517188098.078,1249759.4
1517188101.420,1249759.4
1517188104.779,1249760.2
1517188108.137,1249760.2
1517188111.480,1249759.4
1517188114.838,1249761.4
1517188118.181,1249760.2
1517188121.540,1249760.4
1517188124.898,1249760.9
1517188128.241,1249761.7
1517188131.599,1249760.2
1517188134.942,1249759.9
1517188138.300,1249759.6
1517188141.659,1249759.9
1517188145.002,1249759.6
1517188148.360,1249759.4
1517188151.703,1249760.2
1517188155.061,1249759.1
1517188158.419,1249758.9
1517188161.762,1249759.4
1517188165.121,1249758.8
1517188168.463,1249758.9
1517188171.822,1249759.1
1517188175.180,1249759.1
1517188178.523,1249758.9
1517188181.881,1249757.4
1517188185.224,1249756.9
1517188188.582,1249758.1
1517188191.940,1249758.9
1517188195.283,1249757.9
1517188198.641,1249756.1
1517188201.984,1249756.3
1517188205.342,1249755.6
1517188208.701,1249755.8
1517188212.044,1249755.8
1517188215.402,1249759.4
1517188218.745,1249756.9
1517188222.103,1249757.4
1517188225.461,1249755.6
1517188228.804,1249755.1
1517188232.163,1249756.9
1517188235.505,1249756.3
1517188238.864,1249757.4
1517188242.222,1249755.8
1517188245.565,1249757.4
1517188248.923,1249756.6
1517188252.266,1249757.4
1517188255.624,1249758.1
1517188258.983,1249758.6
1517188262.325,1249759.6
1517188265.684,1249758.1
1517188269.026,1249760.4
1517188272.385,1249758.1
1517188275.743,1249759.6
1517188279.086,1249759.4
1517188282.444,1249761.2
1517188285.787,1249760.2
1517188289.146,1249760.7
1517188292.504,1249760.4
1517188295.846,1249760.2
1517188299.205,1249760.2
1517188302.548,1249760.4
1517188305.906,1249760.7
1517188309.264,1249760.2
1517188312.607,1249760.2
1517188315.965,1249759.4
1517188319.308,1249759.9
1517188322.667,1249760.2
1517188326.025,1249760.9
1517188329.368,1249761.2
1517188332.726,1249759.6
1517188336.069,1249759.4
1517188339.427,1249759.1
1517188342.786,1249758.4
1517188346.128,1249758.9
1517188349.487,1249758.6
1517188352.829,1249758.6
1517188356.188,1249758.1
1517188359.546,1249758.9
1517188362.889,1249760.4
1517188366.247,1249760.7
1517188369.590,1249759.9
1517188372.949,1249759.4
1517188376.307,1249758.9
1517188379.650,1249759.4
1517188383.008,1249760.4
1517188386.351,1249758.9
1517188389.709,1249758.4
1517188393.067,1249758.4
1517188396.410,1249758.0
1517188399.768,1249759.6
1517188403.111,1249758.6
1517188406.469,1249757.2
1517188409.828,1249757.6
1517188413.171,1249758.1
1517188416.529,1249758.9
1517188419.871,1249759.9
1517188423.230,1249759.1
1517188426.589,1249760.4
1517188429.931,1249760.2
1517188433.289,1249760.4
1517188436.632,1249761.2
1517188439.991,1249759.1
1517188443.349,1249758.9
1517188446.692,1249759.1
1517188450.050,1249761.2
1517188453.393,1249759.6
1517188456.751,1249759.9
1517188460.109,1249759.1
1517188463.452,1249758.4
1517188466.810,1249757.9
1517188470.153,1249757.6
1517188473.512,1249758.1
1517188476.870,1249757.4
1517188480.213,1249757.6
1517188483.571,1249757.6
1517188486.914,1249757.6
1517188490.272,1249757.1
1517188493.630,1249757.9
1517188496.973,1249757.9
1517188500.332,1249758.1
1517188503.674,1249757.6
1517188507.033,1249757.9
1517188510.391,1249758.4
1517188513.734,1249757.6
1517188517.092,1249757.1
1517188520.435,1249757.9
1517188523.793,1249758.1
1517188527.151,1249757.9
1517188530.494,1249758.1
1517188533.853,1249758.9
1517188537.195,1249757.9
1517188540.554,1249758.9
1517188543.912,1249758.9
1517188547.255,1249757.9
1517188550.613,1249757.1
1517188553.956,1249758.6
1517188557.314,1249758.6
1517188560.673,1249758.4
1517188564.016,1249758.6
1517188567.374,1249757.6
1517188570.717,1249759.1
1517188574.075,1249758.1
1517188577.433,1249757.6
1517188580.776,1249757.1
1517188584.135,1249757.6
1517188587.478,1249758.1
1517188590.836,1249757.4
1517188594.194,1249757.9
1517188597.537,1249759.1
1517188600.895,1249757.9
1517188604.238,1249758.4
1517188607.597,1249758.1
1517188610.955,1249758.6
1517188614.298,1249758.6
1517188617.656,1249758.6
1517188620.999,1249758.9
1517188624.357,1249757.6
1517188627.715,1249758.6
1517188631.058,1249758.6
1517188634.416,1249758.4
1517188637.759,1249758.1
1517188641.118,1249758.6
1517188644.476,1249757.9
1517188647.819,1249758.6
1517188651.177,1249758.4
1517188654.520,1249758.9
1517188657.878,1249758.4
1517188661.237,1249757.9
1517188664.579,1249759.1
1517188667.937,1249757.6
1517188671.281,1249758.4
1517188674.639,1249756.9
1517188677.997,1249758.4
1517188681.340,1249757.6
1517188684.698,1249757.6
1517188688.041,1249758.1
1517188691.399,1249759.1
1517188694.758,1249758.6
1517188698.100,1249758.1
1517188701.459,1249757.9
1517188704.802,1249759.4
1517188708.160,1249758.6
1517188711.518,1249759.4
1517188714.861,1249758.9
1517188718.220,1249758.1
1517188721.562,1249758.6
1517188724.921,1249758.1
1517188728.279,1249758.9
1517188731.622,1249758.9
1517188734.980,1249759.9
1517188738.323,1249759.4
1517188741.681,1249758.9
1517188745.039,1249758.4
1517188748.382,1249759.1
1517188751.741,1249756.9
1517188755.083,1249758.4
1517188758.442,1249757.6
1517188761.800,1249758.6
1517188765.143,1249757.4
1517188768.501,1249758.9
1517188771.844,1249758.1
1517188775.203,1249758.9
1517188778.546,1249758.4
1517188781.904,1249757.9
1517188785.262,1249758.4
1517188788.605,1249757.6
1517188791.963,1249758.1
1517188795.306,1249757.4
1517188798.665,1249756.9
1517188802.023,1249758.1
1517188805.366,1249756.6
1517188808.724,1249758.9
1517188812.067,1249757.6
1517188815.425,1249757.1
1517188818.784,1249758.1
1517188822.126,1249758.4
1517188825.485,1249758.1
1517188828.827,1249758.4
1517188832.186,1249758.4
1517188835.544,1249757.6
1517188838.887,1249759.1
1517188842.246,1249758.6
1517188845.588,1249758.9
1517188848.947,1249758.4
1517188852.305,1249758.6
1517188855.648,1249758.6
1517188859.006,1249758.1
1517188862.349,1249757.9
1517188865.707,1249757.1
1517188869.066,1249756.1
1517188872.408,1249757.9
1517188875.767,1249758.1
1517188879.109,1249757.1
1517188882.468,1249756.6
1517188885.826,1249757.1
1517188889.169,1249757.1
1517188892.527,1249758.1
1517188895.870,1249756.1
1517188899.229,1249757.4
1517188902.587,1249756.9
1517188905.930,1249757.6
1517188909.288,1249758.4
1517188912.631,1249756.6
1517188915.989,1249757.9
1517188919.348,1249757.4
1517188922.690,1249758.1
1517188926.049,1249757.6
1517188929.391,1249757.4
1517188932.749,1249757.1
1517188936.108,1249756.9
1517188939.451,1249757.1
1517188942.809,1249758.4
1517188946.152,1249757.5
1517188949.510,1249757.4
1517188952.869,1249758.1
1517188956.211,1249758.1
1517188959.570,1249758.9
1517188962.912,1249757.1
1517188966.271,1249757.9
1517188969.629,1249757.1
1517188972.972,1249757.4
1517188976.330,1249757.1
1517188979.673,1249758.1
1517188983.031,1249757.9
1517188986.390,1249758.4
1517188989.733,1249756.9
1517188993.091,1249757.4
1517188996.434,1249757.6
1517188999.792,1249757.9
1517189003.150,1249759.4
1517189006.493,1249757.9
1517189009.851,1249757.6
1517189013.194,1249758.4
1517189016.552,1249757.9
1517189019.911,1249758.9
1517189023.254,1249759.4
1517189026.612,1249761.4
1517189029.955,1249759.6
1517189033.313,1249759.9
1517189036.671,1249758.6
1517189040.014,1249759.1
1517189043.373,1249758.1
1517189046.716,1249757.9
1517189050.074,1249758.6
1517189053.432,1249758.1
1517189056.775,1249757.9
1517189060.133,1249759.1
1517189063.476,1249757.9
1517189066.835,1249757.6
1517189070.193,1249757.6
1517189073.536,1249757.6
1517189076.894,1249758.6
1517189080.237,1249757.4
1517189083.595,1249758.9
1517189086.954,1249757.9
1517189090.296,1249758.4
1517189093.655,1249757.9
1517189096.998,1249757.9
1517189100.356,1249758.4
1517189103.714,1249758.1
1517189107.057,1249758.9
1517189110.416,1249758.6
1517189113.758,1249757.9
1517189117.117,1249757.6
1517189120.475,1249758.4
1517189123.818,1249757.1
1517189127.176,1249758.6
1517189130.519,1249757.9
1517189133.877,1249758.1
1517189137.235,1249757.9
1517189140.578,1249756.9
1517189143.937,1249757.9
1517189147.280,1249758.6
1517189150.638,1249758.1
1517189153.996,1249757.9
1517189157.339,1249756.9
1517189160.697,1249756.9
1517189164.040,1249758.4
1517189167.398,1249757.6
1517189170.757,1249757.1
1517189174.100,1249757.1
1517189177.458,1249758.9
1517189180.801,1249758.9
1517189184.159,1249758.6
1517189187.518,1249759.1
1517189190.860,1249758.1
1517189194.218,1249758.6
1517189197.561,1249757.6
1517189200.920,1249758.4
1517189204.278,1249756.6
1517189207.620,1249757.4
1517189210.979,1249758.4
1517189214.322,1249759.1
1517189217.681,1249758.4
1517189221.039,1249759.6
1517189224.381,1249757.1
1517189227.740,1249756.9
1517189231.083,1249757.9
1517189234.441,1249757.4
1517189237.799,1249757.1
1517189241.142,1249757.4
1517189244.500,1249756.9
1517189247.843,1249756.9
1517189251.202,1249756.9
1517189254.560,1249757.9
1517189257.903,1249757.9
1517189261.261,1249757.6
1517189264.604,1249757.1
1517189267.962,1249756.3
1517189271.305,1249756.3
1517189274.664,1249756.1
1517189278.022,1249757.1
1517189281.365,1249757.1
1517189284.723,1249756.6
1517189288.066,1249757.9
1517189291.424,1249757.9
1517189294.783,1249758.4
1517189298.125,1249756.3
1517189301.484,1249757.6
1517189304.826,1249758.6
1517189308.185,1249758.4
1517189311.543,1249757.9
1517189314.886,1249756.6
1517189318.244,1249757.4
1517189321.587,1249758.9
1517189324.945,1249758.1
1517189328.304,1249757.4
1517189331.646,1249757.9
1517189335.005,1249758.4
1517189338.348,1249757.9
1517189341.706,1249755.8
1517189345.064,1249755.1
1517189348.407,1249757.1
1517189351.765,1249757.9
1517189355.108,1249757.9
1517189358.467,1249759.9
1517189361.825,1249756.6
1517189365.168,1249757.4
1517189368.526,1249757.7
1517189371.868,1249759.4
1517189375.227,1249759.6
1517189378.586,1249758.4
1517189381.928,1249758.4
1517189385.287,1249758.9
1517189388.629,1249758.6
1517189391.988,1249758.1
1517189395.346,1249757.4
1517189398.689,1249756.9
1517189402.047,1249757.4
1517189405.390,1249758.1
1517189408.748,1249757.6
1517189412.107,1249756.9
1517189415.449,1249757.1
1517189418.808,1249757.6
1517189422.151,1249757.1
1517189425.509,1249756.3
1517189428.867,1249756.1
1517189432.210,1249757.9
1517189435.568,1249757.1
1517189438.911,1249756.1
1517189442.269,1249757.4
1517189445.628,1249756.9
1517189448.971,1249756.9
1517189452.329,1249758.1
1517189455.672,1249756.9
1517189459.030,1249756.3
1517189462.388,1249756.3
1517189465.731,1249756.3
1517189469.090,1249757.6
1517189472.432,1249757.4
1517189475.791,1249758.8
1517189479.149,1249756.3
1517189482.492,1249757.1
1517189485.850,1249757.6
1517189489.193,1249755.6
1517189492.551,1249756.3
1517189495.910,1249756.7
1517189499.252,1249757.4
1517189502.611,1249756.9
1517189505.953,1249756.6
1517189509.312,1249757.6
1517189512.670,1249757.9
1517189516.013,1249757.1
1517189519.371,1249755.8
1517189522.714,1249756.9
1517189526.072,1249756.3
1517189529.430,1249758.4
1517189532.773,1249756.6
1517189536.131,1249756.3
1517189539.474,1249757.1
1517189542.833,1249756.9
1517189546.191,1249756.9
1517189549.534,1249756.9
1517189552.892,1249756.9
1517189556.235,1249756.9
1517189559.593,1249756.9
1517189562.951,1249757.4
1517189566.294,1249757.4
1517189569.652,1249757.4
1517189572.995,1249757.6
1517189576.354,1249756.3
1517189579.712,1249757.1
1517189583.055,1249756.6
1517189586.413,1249757.9
1517189589.756,1249757.4
1517189593.114,1249758.4
1517189596.472,1249757.9
1517189599.815,1249757.6
1517189603.174,1249758.1
1517189606.516,1249758.6
1517189609.875,1249758.4
1517189613.233,1249758.1
1517189616.576,1249758.1
1517189619.934,1249757.9
1517189623.277,1249758.9
1517189626.635,1249758.9
1517189629.994,1249759.4
1517189633.337,1249757.9
1517189636.695,1249759.9
1517189640.038,1249759.4
1517189643.396,1249758.9
1517189646.754,1249758.4
1517189650.097,1249758.1
1517189653.455,1249758.1
1517189656.798,1249759.1
1517189660.156,1249757.9
1517189663.515,1249757.6
1517189666.858,1249757.9
1517189670.216,1249758.9
1517189673.559,1249758.1
1517189676.917,1249758.6
1517189680.276,1249759.4
1517189683.618,1249757.4
1517189686.977,1249758.1
1517189690.320,1249759.6
1517189693.678,1249759.1
1517189697.036,1249758.9
1517189700.379,1249758.4
1517189703.737,1249759.1
1517189707.080,1249758.1
1517189710.439,1249759.1
1517189713.797,1249758.4
1517189717.140,1249758.6
1517189720.498,1249758.9
1517189723.841,1249758.4
1517189727.199,1249758.6
1517189730.557,1249758.9
1517189733.900,1249757.9
1517189737.258,1249758.9
1517189740.601,1249758.4
1517189743.960,1249758.9
1517189747.318,1249758.6
1517189750.661,1249759.1
1517189754.019,1249759.1
1517189757.362,1249757.9
1517189760.720,1249758.6
1517189764.079,1249758.9
1517189767.421,1249758.9
1517189770.780,1249758.1
1517189774.123,1249758.1
1517189777.481,1249760.2
1517189780.839,1249758.6
1517189784.182,1249758.6
1517189787.541,1249759.4
1517189790.883,1249759.1
1517189794.242,1249758.9
1517189797.600,1249757.6
1517189800.943,1249757.6
1517189804.302,1249757.1
1517189807.644,1249757.1
1517189811.003,1249757.1
1517189814.361,1249756.6
1517189817.704,1249758.6
1517189821.062,1249758.4
1517189824.405,1249757.9
1517189827.763,1249758.1
1517189831.121,1249759.1
1517189834.464,1249757.9
1517189837.823,1249758.4
1517189841.166,1249757.4
1517189844.524,1249757.6
1517189847.882,1249757.6
1517189851.225,1249757.9
1517189854.583,1249758.4
1517189857.926,1249758.4
1517189861.284,1249758.1
1517189864.643,1249758.1
1517189867.986,1249757.9
1517189871.344,1249757.9
1517189874.687,1249757.9
1517189878.045,1249758.9
1517189881.403,1249758.1
1517189884.746,1249758.1
1517189888.105,1249758.9
1517189891.447,1249758.1
1517189894.805,1249758.6
1517189898.164,1249759.4
1517189901.507,1249760.2
1517189904.865,1249758.0
1517189908.208,1249757.9
1517189911.566,1249758.1
1517189914.924,1249758.6
1517189918.267,1249758.4
1517189921.625,1249758.4
1517189924.968,1249757.6
1517189928.327,1249757.4
1517189931.685,1249759.6
1517189935.028,1249759.6
1517189938.386,1249758.9
1517189941.729,1249758.6
1517189945.087,1249758.1
1517189948.446,1249757.9
1517189951.789,1249758.4
1517189955.147,1249758.6
1517189958.489,1249758.6
1517189961.848,1249759.1
1517189965.206,1249759.4
1517189968.549,1249758.6
1517189971.907,1249759.1
1517189975.250,1249758.9
1517189978.608,1249758.6
1517189981.967,1249759.1
1517189985.310,1249759.4
1517189988.668,1249759.6
1517189992.011,1249758.9
1517189995.369,1249758.9
1517189998.728,1249759.1
1517190002.070,1249758.1
1517190005.429,1249758.6
1517190008.771,1249758.6
1517190012.130,1249757.9
1517190015.488,1249757.4
1517190018.831,1249757.4
1517190022.190,1249758.4
1517190025.532,1249757.6
1517190028.891,1249758.4
1517190032.249,1249758.4
1517190035.592,1249757.6
1517190038.950,1249758.1
1517190042.293,1249756.9
1517190045.651,1249757.1
1517190048.994,1249757.6
1517190052.352,1249757.1
1517190055.711,1249756.6
1517190059.054,1249757.4
1517190062.412,1249757.4
1517190065.770,1249758.1
1517190069.113,1249757.4
1517190072.471,1249758.0
1517190075.814,1249758.1
1517190079.173,1249758.6
1517190082.515,1249758.4
1517190085.874,1249758.6
1517190089.232,1249759.6
1517190092.575,1249758.1
1517190095.933,1249759.1
1517190099.276,1249758.6
1517190102.634,1249758.6
1517190105.993,1249757.9
1517190109.335,1249757.4
1517190112.694,1249757.9
1517190116.036,1249755.8
1517190119.395,1249758.4
1517190122.753,1249759.1
1517190126.096,1249758.4
1517190129.454,1249757.6
1517190132.797,1249759.4
1517190136.155,1249758.6
1517190139.513,1249758.9
1517190142.857,1249759.1
1517190146.215,1249758.4
1517190149.558,1249759.4
1517190152.916,1249757.4
1517190156.274,1249757.6
1517190159.617,1249758.4
1517190162.975,1249758.9
1517190166.318,1249758.1
1517190169.677,1249759.1
1517190173.035,1249759.1
1517190176.378,1249758.1
1517190179.736,1249758.4
1517190183.079,1249758.4
1517190186.437,1249758.6
1517190189.796,1249758.1
1517190193.138,1249757.6
1517190196.497,1249758.9
1517190199.839,1249757.9
