si7021_c,si7021_h,set,input,output
22.777,49.588,512,171.00,156.81
22.777,49.573,512,171.00,177.32
22.777,49.573,512,171.00,180.73
22.777,49.573,512,171.00,184.14
22.777,49.588,512,171.00,187.55
22.788,49.573,512,171.00,190.96
22.777,49.565,512,170.99,194.37
22.777,49.573,512,171.00,197.78
22.767,49.573,512,171.00,201.19
22.767,49.580,512,170.99,204.60
22.788,49.573,512,170.99,208.01
22.777,49.580,512,170.99,211.42
22.756,49.580,512,170.99,214.83
22.777,49.573,512,171.00,218.24
22.767,49.565,512,170.99,221.66
22.767,49.580,512,171.00,225.06
22.767,49.595,512,171.00,228.47
22.777,49.573,512,170.99,231.89
22.777,49.580,512,170.99,235.30
22.777,49.580,512,171.00,238.70
22.756,49.580,512,171.00,242.11
22.767,49.595,512,170.99,245.53
22.777,49.573,512,171.00,248.93
22.756,49.580,512,171.00,252.34
22.767,49.580,512,207.11,233.72
22.767,49.565,512,206.80,240.58
22.767,49.573,512,206.74,243.63
22.777,49.580,512,207.21,246.39
22.745,49.580,512,206.77,249.76
22.767,49.573,512,207.04,252.60
22.777,49.580,512,206.73,255.00
22.756,49.588,512,206.93,255.00
22.767,49.580,512,206.93,255.00
22.767,49.588,512,206.93,255.00
22.777,49.573,512,207.55,255.00
22.756,49.588,512,207.14,255.00
22.788,49.580,512,206.93,255.00
22.767,49.580,512,207.13,255.00
22.777,49.595,512,206.68,255.00
22.788,49.573,512,206.58,255.00
22.756,49.588,512,207.14,255.00
22.767,49.580,512,207.46,255.00
22.767,49.580,512,207.20,255.00
22.767,49.580,512,207.31,255.00
22.767,49.588,512,207.46,255.00
22.756,49.580,512,207.42,255.00
22.745,49.573,512,207.74,255.00
22.767,49.595,512,207.79,255.00
22.767,49.595,512,207.66,255.00
22.767,49.580,512,207.79,255.00
22.756,49.595,512,205.48,255.00
22.777,49.611,512,227.25,255.00
22.756,49.595,512,136.55,255.00
22.756,49.580,512,126.98,255.00
22.777,49.611,512,130.59,255.00
22.810,49.611,512,135.80,255.00
22.777,49.611,512,140.46,255.00
22.788,49.611,512,144.48,255.00
22.777,49.611,512,148.11,255.00
22.756,49.595,512,152.20,255.00
22.767,49.611,512,156.00,255.00
22.767,49.595,512,159.02,255.00
22.767,49.588,512,161.33,255.00
22.745,49.603,512,163.01,255.00
22.756,49.595,512,164.54,255.00
22.788,49.603,512,165.56,255.00
22.767,49.611,512,166.02,255.00
22.777,49.595,512,167.00,255.00
22.756,49.611,512,167.03,255.00
22.767,49.603,512,167.92,255.00
22.777,49.611,512,168.00,255.00
22.777,49.626,512,168.00,255.00
22.788,49.611,512,168.17,255.00
22.767,49.595,512,168.75,255.00
22.767,49.618,512,168.97,255.00
22.767,49.603,512,168.99,255.00
22.767,49.618,512,169.00,255.00
22.799,49.611,512,169.00,255.00
22.777,49.611,512,169.00,255.00
22.777,49.611,512,169.00,255.00
22.788,49.611,512,169.01,255.00
22.777,49.618,512,169.04,255.00
22.767,49.618,512,169.15,255.00
22.767,49.618,512,169.26,255.00
22.767,49.611,512,169.47,255.00
22.767,49.626,512,169.64,255.00
22.777,49.634,512,169.76,255.00
22.767,49.611,512,169.86,255.00
22.777,49.611,512,169.93,255.00
22.777,49.626,512,169.96,255.00
22.777,49.626,512,169.98,255.00
22.777,49.618,512,169.98,255.00
22.777,49.618,512,169.99,255.00
22.767,49.618,512,170.00,255.00
22.788,49.603,512,170.00,255.00
22.777,49.618,512,170.00,255.00
22.799,49.626,512,170.00,255.00
22.767,49.626,512,170.00,255.00
22.767,49.626,512,170.00,255.00
22.767,49.618,512,170.00,255.00
22.788,49.611,512,170.00,255.00
22.777,49.611,512,170.00,255.00
22.788,49.641,512,170.00,255.00
22.777,49.618,512,170.00,255.00
22.777,49.626,512,170.00,255.00
22.777,49.618,512,170.00,255.00
22.767,49.626,512,170.00,255.00
22.767,49.626,512,170.00,255.00
22.777,49.618,512,170.00,255.00
22.799,49.626,512,170.00,255.00
22.756,49.626,512,170.00,255.00
22.767,49.634,512,170.00,255.00
22.767,49.618,512,170.00,255.00
22.767,49.626,512,170.00,255.00
22.767,49.626,512,170.00,255.00
22.799,49.618,512,170.00,255.00
22.777,49.626,512,170.00,255.00
22.767,49.611,512,170.00,255.00
22.745,49.634,512,170.00,255.00
22.777,49.626,512,170.00,255.00
22.767,49.611,512,170.00,255.00
22.777,49.626,512,170.00,255.00
22.767,49.626,512,170.00,255.00
22.767,49.626,512,170.01,255.00
22.767,49.634,512,170.00,255.00
22.756,49.618,512,170.00,255.00
22.767,49.634,512,207.69,255.00
22.767,49.626,512,207.92,255.00
22.777,49.641,512,208.26,255.00
22.767,49.649,512,207.83,255.00
22.777,49.626,512,208.17,255.00
22.777,49.626,512,207.89,255.00
22.767,49.649,512,207.13,255.00
22.777,49.626,512,207.96,255.00
22.767,49.626,512,207.76,255.00
22.767,49.611,512,207.44,255.00
22.767,49.641,512,207.17,255.00
22.767,49.634,512,207.83,255.00
22.767,49.618,512,207.56,255.00
22.777,49.626,512,207.33,255.00
22.756,49.634,512,207.43,255.00
22.788,49.634,512,186.02,255.00
22.745,49.626,512,222.19,255.00
22.767,49.626,512,136.22,255.00
22.777,49.626,512,127.13,255.00
22.767,49.626,512,131.11,255.00
22.767,49.626,512,136.24,255.00
22.767,49.641,512,140.93,255.00
22.777,49.611,512,144.94,255.00
22.767,49.641,512,148.84,255.00
22.767,49.626,512,153.01,255.00
22.767,49.634,512,156.99,255.00
22.810,49.618,512,159.95,255.00
22.767,49.634,512,162.00,255.00
22.777,49.641,512,163.71,255.00
22.777,49.626,512,164.99,255.00
22.788,49.626,512,165.98,255.00
22.777,49.611,512,166.42,255.00
22.767,49.626,512,167.00,255.00
22.756,49.641,512,167.14,255.00
22.767,49.634,512,167.99,255.00
22.777,49.618,512,168.00,255.00
22.767,49.618,512,168.02,255.00
22.756,49.618,512,168.28,255.00
22.756,49.634,512,168.82,255.00
22.788,49.626,512,168.99,255.00
22.777,49.641,512,169.00,255.00
22.756,49.634,512,169.00,255.00
22.777,49.626,512,169.00,255.00
22.767,49.641,512,169.00,255.00
22.799,49.634,512,169.00,255.00
