set_c,oven_c,output,ambient_c
25.000,24.657,19.65,20.493
25.000,24.534,26.69,20.471
25.000,24.468,30.49,20.493
25.000,24.506,28.28,20.493
25.000,24.577,24.23,20.493
25.000,24.676,18.53,20.471
25.000,24.767,13.32,20.471
25.000,24.820,10.31,20.493
25.000,24.861,7.93,20.514
25.000,24.859,8.07,20.493
25.000,24.814,10.64,20.482
25.000,24.798,11.58,20.482
25.000,24.768,13.31,20.493
25.000,24.742,14.80,20.493
25.000,24.733,15.27,20.471
25.000,24.754,14.10,20.482
25.000,24.783,12.41,20.493
25.000,24.799,11.52,20.493
25.000,24.802,11.33,20.482
25.000,24.811,10.79,20.493
25.000,24.816,10.54,20.482
25.000,24.821,10.22,20.504
25.000,24.818,10.44,20.493
25.000,24.818,10.40,20.493
25.000,24.817,10.48,20.482
25.000,24.822,10.22,20.482
25.000,24.824,10.09,20.504
25.000,24.832,9.63,20.482
25.000,24.837,9.31,20.493
25.000,24.846,8.83,20.493
25.000,24.844,8.90,20.493
25.000,24.844,8.96,20.504
25.000,24.833,9.56,20.482
25.000,24.830,9.75,20.493
25.000,24.827,9.89,20.482
25.000,24.835,9.42,20.482
25.000,24.842,9.06,20.504
25.000,24.855,8.28,20.504
25.000,24.864,7.80,20.504
25.000,24.872,7.30,20.493
25.000,24.869,7.49,20.493
25.000,24.864,7.77,20.514
25.000,24.854,8.36,20.504
25.000,24.849,8.66,20.493
25.000,24.844,8.91,20.514
25.000,24.850,8.59,20.514
25.000,24.856,8.26,20.493
25.000,24.867,7.64,20.525
25.000,24.872,7.33,20.514
25.000,24.877,7.02,20.514
25.000,24.876,7.07,20.525
25.000,24.877,7.03,20.525
25.000,24.875,7.13,20.514
25.000,24.876,7.08,20.525
25.000,24.875,7.16,20.525
25.000,24.878,7.00,20.525
25.000,24.877,7.04,20.514
25.000,24.880,6.86,20.514
25.000,24.880,6.89,20.514
25.000,24.880,6.89,20.514
26.000,24.874,64.22,20.514
26.000,24.876,64.10,20.514
26.000,25.034,55.02,20.536
26.000,25.322,38.58,20.547
26.000,25.625,21.34,20.525
26.000,25.865,7.67,20.568
26.000,26.010,0.00,20.536
26.000,26.033,0.00,20.547
26.000,25.994,0.36,20.514
26.000,25.899,5.76,20.547
26.000,25.790,11.92,20.536
26.000,25.704,16.83,20.536
26.000,25.662,19.21,20.536
26.000,25.649,19.93,20.547
26.000,25.669,18.81,20.547
26.000,25.698,17.17,20.547
26.000,25.756,13.86,20.568
26.000,25.776,12.71,20.547
26.000,25.816,10.48,20.568
26.000,25.836,9.33,20.557
26.000,25.833,9.51,20.557
26.000,25.816,10.45,20.568
26.000,25.786,12.14,20.547
26.000,25.770,13.05,20.568
26.000,25.767,13.26,20.547
26.000,25.775,12.79,20.547
26.000,25.792,11.81,20.568
26.000,25.816,10.45,20.579
26.000,25.828,9.79,20.568
26.000,25.834,9.41,20.589
26.000,25.826,9.88,20.589
26.000,25.817,10.37,20.568
26.000,25.802,11.27,20.568
26.000,25.800,11.36,20.579
26.000,25.800,11.34,20.589
26.000,25.817,10.40,20.568
26.000,25.828,9.74,20.579
26.000,25.842,8.98,20.579
26.000,25.841,9.01,20.589
26.000,25.840,9.10,20.589
26.000,25.832,9.54,20.589
26.000,25.830,9.68,20.579
26.000,25.826,9.90,20.579
26.000,25.827,9.82,20.579
26.000,25.825,9.95,20.611
26.000,25.828,9.75,20.589
26.000,25.828,9.77,20.589
26.000,25.833,9.51,20.600
26.000,25.835,9.39,20.579
26.000,25.839,9.17,20.589
26.000,25.841,9.05,20.589
26.000,25.845,8.82,20.579
26.000,25.846,8.76,20.589
26.000,25.846,8.73,20.600
26.000,25.844,8.87,20.589
26.000,25.843,8.94,20.589
26.000,25.837,9.25,20.589
26.000,25.836,9.30,20.600
26.000,25.836,9.33,20.611
26.000,25.843,8.93,20.579
