timestamp,resistance,oven_c,ambient_c
1531040328.94,11483.9196,21.872937,21.636
1531040329.5,11485.7134,21.869444,21.636
1531040330.06,11487.9281,21.865132,21.636
1531040330.62,11491.2857,21.858597,21.636
1531040331.19,11493.8381,21.853631,21.629
1531040331.75,11494.4751,21.852392,21.629
1531040332.31,11494.9376,21.851492,21.629
1531040332.87,11496.5323,21.848390,21.629
1531040333.43,11498.3527,21.844850,21.629
1531040333.99,11498.45,21.844661,21.629
1531040334.55,11498.9307,21.843726,21.634
1531040335.11,11498.9674,21.843655,21.634
1531040335.67,11488.8557,21.863327,21.634
1531040336.23,11473.7711,21.892710,21.634
1531040336.79,11459.2778,21.920983,21.634
1531040337.35,11452.6718,21.933883,21.637
1531040337.91,11447.3258,21.944329,21.637
1531040338.47,11445.4878,21.947922,21.637
1531040339.03,11444.0604,21.950713,21.637
1531040339.59,11443.2819,21.952235,21.637
1531040340.15,11442.6029,21.953563,21.637
1531040340.71,11441.842,21.955051,21.632
1531040341.27,11441.3253,21.956061,21.632
1531040341.83,11440.9308,21.956833,21.632
1531040342.39,11440.2017,21.958259,21.632
1531040342.95,11440.1375,21.958384,21.632
1531040343.5,11440.01,21.958634,21.635
1531040344.06,11439.7268,21.959188,21.635
1531040344.62,11439.5826,21.959470,21.635
1531040345.18,11439.3415,21.959941,21.635
1531040345.74,11439.2265,21.960166,21.635
1531040346.3,11438.7561,21.961086,21.635
1531040346.86,11436.896,21.964725,21.628
1531040347.42,11430.2484,21.977736,21.628
1531040347.98,11417.0048,22.003684,21.628
1531040348.54,11397.2466,22.042459,21.628
1531040349.1,11371.7119,22.092685,21.628
1531040349.66,11341.567,22.152146,21.627
1531040350.22,11308.1648,22.218246,21.627
1531040350.78,11272.5175,22.289037,21.627
1531040351.34,11235.3382,22.363146,21.627
1531040351.9,11197.6031,22.438652,21.627
1531040352.46,11159.5369,22.515118,21.627
1531040353.02,11121.7118,22.591398,21.631
1531040353.58,11084.766,22.666194,21.631
1531040354.14,11048.5128,22.739867,21.631
1531040354.7,11013.3028,22.811687,21.631
1531040355.26,10979.1339,22.881638,21.631
1531040355.82,10946.0325,22.949642,21.624
1531040356.38,10914.3069,23.015043,21.624
1531040356.94,10883.6853,23.078375,21.624
1531040357.5,10854.4252,23.139085,21.624
