timestamp,v,temp_c
1528868533.48,7045690.02,21.526
1528868538.61,7045688.47,21.541
1528868543.75,7045687.26,21.535
1528868548.89,7045687.81,21.536
1528868554.03,7045691.42,21.53
1528868559.17,7045688.22,21.53
1528868564.31,7045688.26,21.535
1528868569.45,7045689.34,21.544
1528868574.59,7045690.12,21.535
1528868579.73,7045689.65,21.539
1528868584.87,7045685.89,21.541
1528868590.0,7045687.25,21.538
1528868595.14,7045686.36,21.538
1528868600.28,7045687.0,21.541
1528868605.42,7045685.27,21.542
1528868610.56,7045685.83,21.539
1528868615.7,7045686.71,21.539
1528868620.84,7045687.79,21.545
1528868625.98,7045688.12,21.549
1528868631.12,7045687.61,21.541
1528868636.26,7045688.07,21.552
1528868641.39,7045688.02,21.549
1528868646.53,7045689.15,21.556
1528868651.67,7045691.19,21.538
1528868656.81,7045691.01,21.549
1528868661.95,7045692.16,21.552
1528868667.09,7045692.32,21.545
1528868672.23,7045689.52,21.553
1528868677.37,7045690.5,21.549
1528868682.51,7045690.25,21.556
1528868687.64,7045687.31,21.556
1528868692.78,7045686.65,21.561
1528868697.92,7045688.1,21.553
1528868703.06,7045687.36,21.559
1528868708.2,7045687.67,21.555
1528868713.34,7045690.67,21.562
1528868718.48,7045690.82,21.555
1528868723.62,7045692.68,21.556
1528868728.76,7045691.42,21.567
1528868733.9,7045689.39,21.559
1528868739.04,7045686.98,21.567
1528868744.17,7045686.25,21.564
1528868749.31,7045687.47,21.561
1528868754.45,7045686.57,21.564
1528868759.59,7045685.05,21.567
1528868764.73,7045684.19,21.562
1528868769.87,7045686.03,21.573
1528868775.01,7045686.05,21.565
1528868780.15,7045684.8,21.562
1528868785.29,7045686.29,21.558
1528868790.43,7045685.51,21.567
1528868795.57,7045686.54,21.565
1528868800.7,7045687.26,21.565
1528868805.84,7045688.39,21.57
1528868810.98,7045687.41,21.572
1528868816.12,7045687.35,21.572
1528868821.26,7045687.58,21.567
1528868826.4,7045687.32,21.567
1528868831.54,7045688.32,21.562
1528868836.68,7045687.3,21.57
1528868841.82,7045687.1,21.567
1528868846.96,7045687.18,21.567
1528868852.1,7045687.31,21.575
1528868857.24,7045687.22,21.562
1528868862.38,7045687.14,21.567
1528868867.52,7045686.75,21.561
1528868872.66,7045688.04,21.57
1528868877.79,7045687.92,21.575
1528868882.93,7045686.92,21.564
1528868888.07,7045687.18,21.565
1528868893.21,7045687.49,21.57
1528868898.35,7045688.32,21.575
1528868903.49,7045687.14,21.57
1528868908.63,7045684.09,21.573
1528868913.77,7045681.05,21.579
1528868918.91,7045684.12,21.565
1528868924.04,7045684.62,21.57
1528868929.18,7045685.66,21.578
1528868934.32,7045685.38,21.57
1528868939.46,7045685.93,21.57
1528868944.6,7045688.15,21.573
1528868949.74,7045690.32,21.575
1528868954.88,7045690.52,21.579
1528868960.02,7045689.53,21.582
1528868965.16,7045688.38,21.573
1528868970.3,7045686.37,21.582
1528868975.44,7045688.64,21.573
1528868980.58,7045687.18,21.585
1528868985.72,7045688.31,21.59
1528868990.86,7045689.58,21.572
1528868996.0,7045685.44,21.578
1528869001.13,7045685.11,21.575
1528869006.27,7045684.07,21.576
1528869011.41,7045685.14,21.575
1528869016.55,7045685.71,21.567
1528869021.69,7045688.02,21.575
1528869026.83,7045686.9,21.576
1528869031.97,7045688.36,21.578
1528869037.11,7045689.12,21.572
1528869042.25,7045687.53,21.581
1528869047.39,7045685.91,21.582
1528869052.53,7045685.37,21.585
1528869057.67,7045685.56,21.596
1528869062.81,7045685.53,21.579
1528869067.94,7045685.58,21.587
1528869073.08,7045686.41,21.587
1528869078.22,7045687.98,21.581
1528869083.36,7045688.29,21.595
1528869088.5,7045688.82,21.596
1528869093.64,7045686.95,21.59
1528869098.78,7045686.42,21.59
1528869103.92,7045684.88,21.591
1528869109.06,7045686.63,21.585
1528869114.2,7045684.41,21.587
1528869119.33,7045685.22,21.588
1528869124.47,7045686.05,21.582
1528869129.61,7045688.25,21.588
1528869134.75,7045688.88,21.591
1528869139.89,7045690.13,21.59
1528869145.03,7045690.82,21.599
1528869150.17,7045691.15,21.59
1528869155.31,7045688.23,21.596
1528869160.45,7045688.21,21.596
1528869165.59,7045687.8,21.596
1528869170.73,7045687.84,21.596
1528869175.86,7045685.8,21.591
1528869181.0,7045687.29,21.59
1528869186.14,7045684.34,21.587
1528869191.28,7045685.95,21.596
1528869196.42,7045686.1,21.601
1528869201.56,7045685.3,21.59
1528869206.7,7045686.15,21.607
1528869211.84,7045685.43,21.607
1528869216.98,7045686.33,21.605
1528869222.11,7045685.29,21.598
