resistance,temp_c
10000.432,28.019
10000.432,28.018
10000.432,28.017
10000.432,28.025
10000.432,28.017
10000.432,28.021
10000.433,28.007
10000.433,28.028
10000.433,28.035
10000.433,28.015
10000.433,28.018
10000.433,28.026
10000.433,28.007
10000.433,28.012
10000.433,28.021
10000.433,28.011
10000.433,28.019
10000.433,28.007
10000.433,28.011
10000.431,28.003
10000.431,28.004
10000.431,28.018
10000.431,28.004
10000.431,28.015
10000.431,28.011
10000.431,28.019
10000.431,28.015
10000.431,28.019
10000.431,28.019
10000.431,28.021
10000.431,28.019
10000.431,28.018
10000.431,28.024
10000.432,28.019
10000.432,28.021
10000.432,28.022
10000.432,28.021
10000.432,28.026
10000.432,28.015
10000.432,28.024
10000.432,28.018
10000.432,28.01
10000.432,28.004
10000.432,28.014
10000.432,28.004
10000.432,28.018
10000.433,28.014
10000.433,28.024
10000.433,28.003
10000.433,28.014
10000.433,28.007
10000.433,28.005
10000.433,28.01
10000.433,27.993
10000.433,28.012
10000.433,28.011
10000.433,28.007
10000.433,28.012
10000.433,28.008
10000.433,28.004
10000.433,28.012
10000.433,28.012
10000.433,28.021
10000.433,28.015
10000.433,28.015
10000.433,28.005
10000.433,28.008
10000.433,28.012
10000.433,28.018
10000.433,28.038
10000.433,28.014
10000.433,28.031
10000.433,28.017
10000.431,28.012
10000.431,28.01
10000.431,28.024
10000.431,28.007
10000.431,28.0
10000.431,28.008
10000.431,28.018
10000.431,28.014
10000.431,28.01
10000.431,28.008
10000.431,28.028
10000.431,28.101
10000.431,28.162
10000.428,28.245
10000.428,28.354
10000.428,28.453
10000.428,28.555
10000.428,28.647
10000.428,28.757
10000.428,28.85
10000.428,28.933
10000.428,29.017
10000.428,29.069
10000.428,29.109
10000.428,29.165
10000.428,29.171
10000.428,29.202
10000.428,29.192
10000.428,29.198
10000.428,29.202
10000.428,29.184
10000.428,29.172
10000.428,29.134
10000.428,29.121
10000.428,29.092
10000.428,29.068
10000.428,29.051
10000.428,29.022
10000.428,28.994
10000.428,28.979
10000.433,28.959
10000.433,28.942
10000.433,28.928
10000.433,28.928
10000.433,28.922
10000.433,28.926
10000.433,28.923
10000.433,28.943
10000.433,28.93
10000.433,28.923
10000.433,28.939
10000.433,28.964
10000.433,28.959
10000.433,28.973
10000.437,28.997
10000.437,28.986
10000.437,29.011
10000.437,29.01
10000.437,29.011
10000.437,29.02
10000.437,29.014
10000.437,29.039
10000.437,29.018
10000.437,29.02
10000.437,29.022
10000.437,29.011
10000.437,29.007
10000.439,29.001
10000.439,29.008
10000.439,29.005
10000.439,29.011
10000.439,29.004
10000.439,29.005
10000.439,29.004
10000.439,29.005
10000.439,29.012
10000.439,29.004
10000.439,29.022
10000.439,29.01
10000.439,29.008
10000.442,29.012
10000.442,29.004
10000.442,29.01
10000.442,29.014
10000.442,29.021
10000.442,29.015
10000.442,29.008
10000.442,29.018
10000.442,29.015
10000.442,29.011
10000.442,29.001
10000.442,29.015
10000.442,29.025
10000.442,29.015
10000.441,29.039
10000.441,29.02
10000.441,29.027
10000.441,29.005
10000.441,29.01
10000.441,29.012
10000.441,29.022
10000.441,29.012
10000.441,29.011
10000.441,29.029
10000.441,29.0
10000.441,29.02
10000.441,29.012
10000.442,29.011
10000.442,29.012
10000.442,29.005
10000.442,29.031
10000.442,29.018
10000.442,29.032
10000.442,29.017
10000.442,29.011
10000.442,29.029
10000.442,29.036
10000.442,29.011
10000.442,29.029
10000.442,29.025
10000.442,29.007
10000.443,29.027
10000.443,29.017
10000.443,29.004
10000.443,29.041
10000.443,29.015
10000.443,29.021
10000.443,29.028
10000.443,29.017
10000.443,29.031
10000.443,29.032
10000.443,29.028
10000.443,29.042
10000.443,29.015
10000.443,29.008
10000.443,29.007
10000.443,29.015
10000.443,29.01
10000.443,29.022
10000.443,29.012
10000.443,29.028
10000.443,29.015
10000.443,29.011
10000.443,29.017
10000.443,29.034
10000.443,29.029
10000.443,29.022
10000.444,29.035
10000.444,29.038
10000.444,29.042
10000.444,29.036
10000.444,29.021
10000.444,29.031
10000.444,29.022
10000.444,29.027
10000.444,29.021
10000.444,29.036
10000.444,29.025
10000.444,29.02
10000.444,29.02
10000.444,29.018
10000.443,29.025
10000.443,29.02
10000.443,29.027
10000.443,29.028
10000.443,29.024
10000.443,29.028
10000.443,29.034
10000.443,29.012
10000.443,29.028
10000.443,29.018
10000.443,29.032
10000.443,29.027
10000.443,29.028
10000.443,29.028
10000.443,29.028
10000.443,29.028
10000.443,29.029
10000.443,29.018
10000.443,29.025
10000.443,29.014
10000.443,29.022
10000.443,29.014
10000.443,29.029
10000.443,29.014
10000.443,29.029
10000.443,29.025
10000.443,29.018
10000.443,29.008
10000.443,29.044
10000.443,29.039
10000.443,29.022
10000.443,29.038
10000.443,29.039
10000.443,29.018
10000.443,29.02
10000.443,29.021
10000.443,29.022
10000.443,29.028
10000.443,29.018
10000.443,29.034
10000.446,29.029
10000.446,29.02
10000.446,29.025
10000.446,29.027
10000.446,29.02
10000.446,29.008
10000.446,29.027
10000.446,29.025
10000.446,29.025
10000.446,29.011
10000.446,29.017
10000.446,29.024
10000.446,29.02
10000.444,29.022
10000.444,29.027
10000.444,29.025
10000.444,29.014
10000.444,29.007
10000.444,29.039
10000.444,29.011
10000.444,29.02
10000.444,29.031
10000.444,29.015
10000.444,29.031
10000.444,29.021
10000.444,29.027
10000.444,29.032
10000.444,29.041
10000.444,29.022
10000.444,29.029
10000.444,29.018
10000.444,29.025
10000.444,29.02
10000.444,29.024
10000.444,29.022
10000.444,29.02
10000.444,29.025
10000.444,29.015
10000.444,29.027
10000.444,29.034
10000.445,29.027
10000.445,29.028
10000.445,29.025
10000.445,29.014
10000.445,29.029
10000.445,29.028
10000.445,29.034
10000.445,29.022
10000.445,29.027
10000.445,29.018
10000.445,29.015
10000.445,29.015
10000.445,29.02
10000.445,29.024
10000.444,29.021
10000.444,29.012
10000.444,29.015
10000.444,29.012
10000.444,29.031
10000.444,29.024
10000.444,29.011
10000.444,29.021
10000.444,29.032
10000.444,29.022
10000.444,29.024
10000.444,29.036
10000.444,29.015
10000.443,29.017
10000.443,29.008
10000.443,29.014
10000.443,29.017
10000.443,29.02
10000.443,29.017
10000.443,29.018
10000.443,29.02
10000.443,29.017
10000.443,29.01
10000.443,29.011
10000.443,29.015
10000.443,29.02
10000.443,29.015
10000.444,29.024
10000.444,29.02
10000.444,29.025
10000.444,29.02
10000.444,29.015
10000.444,29.025
10000.444,29.021
10000.444,29.014
10000.444,29.029
10000.444,29.035
10000.444,29.021
10000.444,29.012
10000.444,29.017
10000.444,29.02
10000.444,29.018
10000.444,29.027
10000.444,29.017
10000.444,29.015
10000.444,29.012
10000.444,29.01
10000.444,29.027
10000.444,29.004
10000.444,29.01
10000.444,29.011
10000.444,29.018
10000.444,29.007
10000.444,29.005
10000.444,29.014
10000.444,29.012
10000.444,29.015
10000.444,29.021
10000.444,29.014
10000.444,29.017
10000.444,29.025
10000.444,29.027
10000.444,29.017
10000.444,29.015
10000.444,29.008
10000.444,29.017
10000.444,29.021
10000.445,29.018
10000.445,29.018
10000.445,29.021
10000.445,29.014
10000.445,29.015
10000.445,29.029
10000.445,29.011
10000.445,29.018
10000.445,29.017
10000.445,29.01
10000.445,29.018
10000.445,29.02
10000.445,29.021
10000.444,29.027
10000.444,29.012
10000.444,29.015
10000.444,29.02
10000.444,29.008
10000.444,29.022
10000.444,28.998
10000.444,29.007
10000.444,29.02
10000.444,28.995
10000.444,29.011
10000.444,29.007
10000.444,29.017
10000.444,29.012
10000.443,29.007
10000.443,29.021
10000.443,29.018
10000.443,29.007
10000.443,29.012
10000.443,29.02
10000.443,29.027
10000.443,29.02
10000.443,29.007
10000.443,29.027
10000.443,29.001
10000.443,29.032
10000.443,29.011
10000.445,29.022
10000.445,29.01
10000.445,29.008
10000.445,29.015
10000.445,29.024
10000.445,29.014
10000.445,29.005
10000.445,29.028
10000.445,29.042
10000.445,29.077
10000.445,29.144
10000.445,29.237
10000.445,29.324
10000.444,29.412
10000.444,29.536
10000.444,29.637
10000.444,29.731
10000.444,29.82
10000.444,29.897
10000.444,29.977
10000.444,30.049
10000.444,30.095
10000.444,30.14
10000.444,30.176
10000.444,30.191
10000.444,30.195
10000.444,30.195
10000.437,30.193
10000.437,30.168
10000.437,30.176
10000.437,30.153
10000.437,30.123
10000.437,30.089
10000.437,30.059
10000.437,30.045
10000.437,30.016
10000.437,29.995
10000.437,29.976
10000.437,29.953
10000.437,29.927
10000.445,29.935
10000.445,29.919
10000.445,29.929
10000.445,29.925
10000.445,29.925
10000.445,29.925
10000.445,29.94
10000.445,29.945
10000.445,29.947
10000.445,29.933
10000.445,29.963
10000.445,29.973
10000.445,29.975
10000.445,29.976
10000.449,30.007
10000.449,30.015
10000.449,30.012
10000.449,30.016
10000.449,30.013
10000.449,30.009
10000.449,30.032
10000.449,30.019
10000.449,30.037
10000.449,30.025
10000.449,30.025
10000.449,30.017
10000.449,30.013
10000.448,30.015
10000.448,30.016
10000.448,29.997
10000.448,30.012
10000.448,29.995
10000.448,30.013
10000.448,30.009
10000.448,30.005
10000.448,30.009
10000.448,30.005
10000.448,30.009
10000.448,29.996
10000.448,30.009
10000.448,30.005
10000.452,30.02
10000.452,30.005
10000.452,30.01
10000.452,30.016
10000.452,30.017
10000.452,30.016
10000.452,30.017
10000.452,30.013
10000.452,30.017
10000.452,30.025
10000.452,30.03
10000.452,30.01
10000.452,30.009
10000.452,30.023
10000.452,30.026
10000.452,30.025
10000.452,30.023
10000.452,30.013
10000.452,30.016
10000.452,30.029
10000.452,30.023
10000.452,30.032
10000.452,30.012
10000.452,30.025
10000.452,30.006
10000.452,30.017
10000.454,30.019
10000.454,30.029
10000.454,30.025
10000.454,30.0
10000.454,30.02
10000.454,30.02
10000.454,30.003
10000.454,30.02
10000.454,30.02
10000.454,30.016
