timestamp,LM399_P5
1500270862.168,7036086.3
1500270865.520,7036083.5
1500270868.873,7036083.7
1500270872.225,7036083.2
1500270875.577,7036083.0
1500270878.929,7036083.7
1500270882.281,7036085.5
1500270885.633,7036084.0
1500270888.985,7036083.0
1500270892.337,7036085.0
1500270895.690,7036083.5
1500270899.042,7036084.5
1500270902.394,7036084.5
1500270905.746,7036085.3
1500270909.098,7036086.0
1500270912.450,7036085.5
1500270915.802,7036086.3
1500270919.154,7036085.8
1500270922.506,7036086.3
1500270925.858,7036085.5
1500270929.211,7036086.0
1500270932.563,7036086.3
1500270935.915,7036086.0
1500270939.267,7036084.0
1500270942.619,7036085.3
1500270945.971,7036083.5
1500270949.324,7036085.8
1500270952.675,7036084.5
1500270956.028,7036084.5
1500270959.380,7036083.7
1500270962.732,7036084.5
1500270966.084,7036084.7
1500270969.436,7036083.2
1500270972.788,7036085.3
1500270976.141,7036082.7
1500270979.493,7036084.5
1500270982.845,7036084.5
1500270986.197,7036085.3
1500270989.549,7036083.7
1500270992.901,7036084.2
1500270996.253,7036085.3
1500270999.605,7036084.0
1500271002.957,7036084.2
1500271006.310,7036084.0
1500271009.662,7036084.0
1500271013.014,7036083.7
1500271016.366,7036085.6
1500271019.718,7036085.3
1500271023.070,7036084.7
1500271026.422,7036085.3
1500271029.774,7036085.3
1500271033.127,7036086.0
1500271036.479,7036084.7
1500271039.831,7036084.0
1500271043.183,7036084.7
1500271046.535,7036084.7
1500271049.887,7036086.5
1500271053.239,7036085.3
1500271056.591,7036084.2
1500271059.944,7036084.4
1500271063.295,7036084.5
1500271066.648,7036085.5
1500271070.000,7036085.3
1500271073.352,7036085.3
1500271076.704,7036084.5
1500271080.056,7036084.5
1500271083.408,7036084.5
1500271086.760,7036084.7
1500271090.113,7036084.7
1500271093.465,7036083.5
1500271096.817,7036085.5
1500271100.169,7036085.5
1500271103.521,7036084.5
1500271106.873,7036085.3
1500271110.225,7036084.2
1500271113.577,7036084.7
1500271116.929,7036085.3
1500271120.281,7036087.5
1500271123.634,7036086.0
1500271126.986,7036084.5
1500271130.338,7036085.5
1500271133.690,7036084.7
1500271137.042,7036086.0
1500271140.394,7036084.7
1500271143.746,7036085.3
1500271147.099,7036083.5
1500271150.451,7036083.5
1500271153.803,7036083.5
1500271157.155,7036083.5
1500271160.507,7036082.5
1500271163.859,7036083.2
1500271167.211,7036083.7
1500271170.564,7036082.5
1500271173.915,7036082.0
1500271177.267,7036083.0
1500271180.620,7036083.7
1500271183.972,7036083.7
1500271187.324,7036083.5
1500271190.676,7036083.2
1500271194.028,7036082.2
1500271197.380,7036082.5
1500271200.732,7036083.2
1500271204.085,7036081.7
1500271207.437,7036082.7
1500271210.789,7036081.7
1500271214.141,7036083.2
1500271217.493,7036082.7
1500271220.845,7036082.2
1500271224.197,7036081.4
1500271227.549,7036082.2
1500271230.901,7036083.5
1500271234.254,7036083.5
1500271237.606,7036082.0
1500271240.958,7036082.7
1500271244.310,7036082.5
1500271247.662,7036082.2
1500271251.014,7036083.0
1500271254.366,7036082.5
1500271257.718,7036083.2
1500271261.071,7036082.5
1500271264.423,7036083.7
1500271267.775,7036084.5
1500271271.127,7036085.0
1500271274.479,7036084.7
1500271277.831,7036085.0
1500271281.183,7036083.5
1500271284.535,7036083.2
1500271287.887,7036082.5
1500271291.240,7036082.7
1500271294.592,7036083.2
1500271297.944,7036083.7
1500271301.296,7036083.7
1500271304.648,7036084.1
1500271308.000,7036083.7
1500271311.352,7036084.0
1500271314.704,7036085.8
1500271318.056,7036084.7
1500271321.409,7036083.5
1500271324.761,7036083.2
1500271328.113,7036082.7
1500271331.465,7036082.5
1500271334.817,7036083.0
1500271338.169,7036083.2
1500271341.522,7036083.5
1500271344.874,7036082.5
1500271348.226,7036082.7
1500271351.577,7036082.0
1500271354.930,7036083.2
1500271358.282,7036082.5
1500271361.634,7036081.7
1500271364.986,7036082.0
1500271368.338,7036083.0
1500271371.690,7036082.7
1500271375.043,7036083.5
1500271378.395,7036083.5
1500271381.747,7036084.5
1500271385.099,7036083.0
1500271388.451,7036080.2
1500271391.803,7036079.9
1500271395.155,7036080.4
1500271398.507,7036082.2
1500271401.859,7036080.9
1500271405.212,7036080.7
1500271408.563,7036080.4
1500271411.916,7036080.7
1500271415.268,7036079.4
1500271418.620,7036081.4
1500271421.972,7036081.7
1500271425.324,7036080.7
1500271428.676,7036080.9
1500271432.028,7036080.2
1500271435.381,7036079.9
1500271438.733,7036081.7
1500271442.085,7036081.2
1500271445.437,7036082.0
1500271448.789,7036080.4
1500271452.141,7036081.2
1500271455.493,7036080.9
1500271458.845,7036078.2
1500271462.197,7036080.2
1500271465.550,7036079.7
1500271468.902,7036079.9
1500271472.254,7036080.9
1500271475.606,7036080.4
1500271478.958,7036082.2
1500271482.310,7036080.9
1500271485.662,7036081.2
1500271489.014,7036079.7
1500271492.367,7036080.2
1500271495.719,7036080.7
1500271499.071,7036080.9
1500271502.423,7036079.4
1500271505.775,7036081.7
1500271509.127,7036079.7
1500271512.479,7036080.4
1500271515.831,7036080.7
1500271519.183,7036080.7
1500271522.536,7036081.4
1500271525.888,7036081.7
1500271529.240,7036081.7
1500271532.592,7036079.9
1500271535.944,7036079.9
1500271539.296,7036080.9
1500271542.648,7036080.2
1500271546.000,7036080.4
1500271549.352,7036080.9
1500271552.705,7036079.9
1500271556.056,7036080.7
1500271559.408,7036080.9
1500271562.761,7036080.2
1500271566.113,7036079.9
1500271569.465,7036080.7
1500271572.817,7036081.7
1500271576.169,7036081.2
1500271579.521,7036080.9
1500271582.873,7036082.5
1500271586.226,7036081.7
1500271589.578,7036080.9
1500271592.930,7036081.7
1500271596.282,7036081.2
1500271599.634,7036080.4
1500271602.986,7036081.2
1500271606.338,7036079.4
1500271609.690,7036081.2
1500271613.042,7036082.2
1500271616.394,7036082.7
1500271619.747,7036080.9
1500271623.099,7036083.2
1500271626.451,7036082.2
1500271629.803,7036081.4
1500271633.155,7036081.7
1500271636.507,7036082.7
1500271639.859,7036083.0
1500271643.211,7036081.7
1500271646.564,7036082.7
1500271649.915,7036081.4
1500271653.268,7036082.0
1500271656.620,7036082.5
1500271659.972,7036082.5
1500271663.324,7036083.0
1500271666.676,7036084.0
1500271670.028,7036084.2
1500271673.380,7036083.2
1500271676.733,7036082.7
1500271680.085,7036083.3
1500271683.437,7036083.2
1500271686.789,7036082.7
1500271690.141,7036082.7
1500271693.493,7036082.5
1500271696.845,7036084.2
1500271700.197,7036083.7
1500271703.549,7036082.7
1500271706.901,7036083.2
1500271710.253,7036083.0
1500271713.606,7036082.5
1500271716.958,7036082.7
1500271720.310,7036083.7
1500271723.662,7036081.7
1500271727.014,7036083.0
1500271730.366,7036082.5
1500271733.718,7036081.2
1500271737.071,7036082.5
1500271740.422,7036082.0
1500271743.775,7036083.2
1500271747.127,7036081.7
1500271750.479,7036082.2
1500271753.831,7036081.4
1500271757.183,7036081.4
1500271760.535,7036082.2
1500271763.887,7036083.0
1500271767.239,7036082.7
1500271770.592,7036082.2
1500271773.944,7036082.0
1500271777.296,7036083.5
1500271780.648,7036082.2
1500271784.000,7036082.2
1500271787.352,7036082.2
1500271790.704,7036082.0
1500271794.056,7036082.2
1500271797.408,7036083.5
1500271800.760,7036083.7
1500271804.113,7036084.7
1500271807.465,7036085.5
1500271810.817,7036084.7
1500271814.169,7036085.5
1500271817.521,7036083.0
1500271820.873,7036082.7
1500271824.225,7036082.0
1500271827.577,7036082.0
1500271830.930,7036082.2
1500271834.282,7036082.5
1500271837.634,7036081.7
1500271840.986,7036083.0
1500271844.338,7036083.2
1500271847.690,7036083.5
1500271851.042,7036083.5
1500271854.395,7036083.5
1500271857.746,7036083.7
1500271861.098,7036083.0
1500271864.451,7036083.7
1500271867.803,7036084.5
1500271871.155,7036082.7
1500271874.507,7036083.3
1500271877.859,7036083.5
1500271881.211,7036083.7
1500271884.563,7036083.2
1500271887.915,7036083.2
1500271891.268,7036082.5
1500271894.620,7036082.7
1500271897.972,7036082.7
1500271901.324,7036083.5
1500271904.676,7036083.5
1500271908.028,7036081.7
1500271911.380,7036083.2
1500271914.732,7036083.2
1500271918.084,7036083.5
1500271921.437,7036084.0
1500271924.789,7036084.2
1500271928.141,7036084.5
1500271931.493,7036081.4
1500271934.845,7036083.5
1500271938.197,7036083.0
1500271941.549,7036082.0
1500271944.902,7036082.0
1500271948.254,7036081.2
1500271951.606,7036082.2
1500271954.958,7036083.7
1500271958.310,7036083.7
1500271961.662,7036084.2
1500271965.014,7036082.0
1500271968.366,7036083.2
1500271971.718,7036084.0
1500271975.070,7036083.0
1500271978.423,7036082.5
1500271981.775,7036083.0
1500271985.127,7036082.2
1500271988.479,7036083.2
1500271991.832,7036084.2
1500271995.183,7036083.0
1500271998.535,7036083.0
1500272001.887,7036084.0
1500272005.240,7036084.0
1500272008.591,7036080.9
1500272011.944,7036080.7
1500272015.296,7036081.7
1500272018.648,7036080.9
1500272022.000,7036081.4
1500272025.352,7036081.7
1500272028.704,7036081.7
1500272032.056,7036082.6
1500272035.409,7036081.2
1500272038.761,7036080.9
1500272042.113,7036082.5
1500272045.465,7036080.9
1500272048.817,7036082.2
1500272052.169,7036082.0
1500272055.521,7036081.4
1500272058.873,7036083.2
1500272062.225,7036082.2
1500272065.577,7036082.2
1500272068.929,7036083.5
1500272072.282,7036084.2
1500272075.634,7036084.2
1500272078.986,7036084.2
1500272082.338,7036083.0
1500272085.690,7036084.2
1500272089.042,7036084.2
1500272092.394,7036083.0
1500272095.746,7036084.2
1500272099.099,7036083.7
1500272102.451,7036084.5
1500272105.803,7036082.2
1500272109.155,7036083.0
1500272112.507,7036084.0
1500272115.859,7036083.5
1500272119.211,7036083.2
1500272122.563,7036084.0
1500272125.915,7036083.0
1500272129.268,7036082.2
1500272132.620,7036081.7
1500272135.972,7036082.7
1500272139.324,7036082.5
1500272142.676,7036082.2
1500272146.028,7036083.0
1500272149.380,7036082.7
1500272152.732,7036082.7
1500272156.085,7036082.0
1500272159.437,7036083.2
1500272162.789,7036082.5
1500272166.141,7036082.7
1500272169.493,7036082.2
1500272172.845,7036082.0
1500272176.197,7036082.7
1500272179.549,7036082.7
1500272182.901,7036081.4
1500272186.253,7036082.2
1500272189.606,7036082.5
1500272192.958,7036082.5
1500272196.310,7036081.2
1500272199.662,7036082.2
1500272203.014,7036081.4
1500272206.366,7036081.7
1500272209.718,7036082.7
1500272213.070,7036081.7
1500272216.422,7036082.5
1500272219.775,7036082.0
1500272223.127,7036083.0
1500272226.479,7036082.5
1500272229.831,7036081.7
1500272233.183,7036083.2
1500272236.535,7036082.0
1500272239.887,7036082.8
1500272243.239,7036082.5
1500272246.592,7036082.1
1500272249.944,7036082.5
1500272253.295,7036082.0
1500272256.648,7036083.5
1500272260.000,7036082.7
1500272263.352,7036082.2
1500272266.704,7036082.5
1500272270.056,7036083.2
1500272273.408,7036082.5
1500272276.760,7036083.0
1500272280.113,7036081.7
1500272283.465,7036082.0
1500272286.817,7036084.5
1500272290.169,7036083.5
1500272293.521,7036084.0
1500272296.873,7036084.2
1500272300.225,7036084.0
1500272303.577,7036083.7
1500272306.930,7036083.2
1500272310.282,7036084.5
1500272313.634,7036083.5
1500272316.986,7036082.2
1500272320.338,7036082.2
1500272323.690,7036082.2
1500272327.042,7036083.5
1500272330.394,7036083.7
1500272333.746,7036083.0
1500272337.098,7036083.5
1500272340.451,7036083.5
1500272343.803,7036082.6
1500272347.155,7036083.5
1500272350.507,7036083.0
1500272353.859,7036082.2
1500272357.211,7036082.0
1500272360.563,7036080.7
1500272363.916,7036079.7
1500272367.268,7036079.4
1500272370.620,7036080.9
1500272373.972,7036079.9
1500272377.324,7036080.9
1500272380.676,7036078.4
1500272384.028,7036082.2
1500272387.380,7036083.0
1500272390.732,7036083.2
1500272394.085,7036082.2
1500272397.437,7036084.2
1500272400.789,7036083.5
1500272404.141,7036079.9
1500272407.493,7036080.9
1500272410.845,7036080.2
1500272414.197,7036082.0
1500272417.549,7036081.7
1500272420.901,7036079.7
1500272424.253,7036081.2
1500272427.605,7036082.2
1500272430.958,7036082.5
1500272434.310,7036082.0
1500272437.662,7036080.7
1500272441.014,7036080.7
1500272444.366,7036081.2
1500272447.718,7036080.9
1500272451.070,7036081.7
1500272454.422,7036079.9
1500272457.774,7036078.2
1500272461.126,7036080.1
1500272464.479,7036078.9
1500272467.831,7036079.9
1500272471.183,7036080.7
1500272474.535,7036078.2
1500272477.887,7036078.4
1500272481.239,7036078.2
1500272484.591,7036078.4
1500272487.943,7036078.4
1500272491.295,7036078.7
1500272494.647,7036079.2
1500272497.999,7036078.4
1500272501.351,7036080.4
1500272504.703,7036079.7
1500272508.055,7036080.2
1500272511.408,7036081.2
1500272514.760,7036079.9
1500272518.112,7036079.7
1500272521.464,7036080.2
1500272524.816,7036080.2
1500272528.168,7036078.9
1500272531.520,7036080.2
1500272534.872,7036079.2
1500272538.224,7036079.7
1500272541.576,7036079.2
1500272544.928,7036077.1
1500272548.280,7036078.2
1500272551.632,7036079.2
1500272554.984,7036079.7
1500272558.337,7036079.7
1500272561.689,7036078.4
1500272565.041,7036079.4
1500272568.393,7036078.2
1500272571.745,7036078.9
1500272575.097,7036078.2
1500272578.449,7036078.4
1500272581.801,7036077.9
1500272585.153,7036079.7
1500272588.505,7036078.2
1500272591.857,7036079.4
1500272595.209,7036078.2
1500272598.561,7036078.2
1500272601.913,7036079.7
1500272605.265,7036077.1
1500272608.618,7036079.2
1500272611.969,7036079.9
1500272615.322,7036079.2
1500272618.674,7036079.9
1500272622.026,7036079.7
1500272625.378,7036079.7
1500272628.730,7036079.9
1500272632.082,7036079.7
1500272635.434,7036079.7
1500272638.786,7036080.4
1500272642.138,7036078.9
1500272645.490,7036079.9
1500272648.842,7036079.9
1500272652.194,7036078.9
1500272655.547,7036078.2
1500272658.898,7036078.7
1500272662.251,7036076.9
1500272665.603,7036077.9
1500272668.955,7036077.9
1500272672.307,7036079.2
1500272675.659,7036077.4
1500272679.011,7036078.4
1500272682.363,7036078.9
1500272685.715,7036077.6
1500272689.067,7036076.9
1500272692.419,7036077.1
1500272695.771,7036078.7
1500272699.123,7036077.9
1500272702.476,7036076.9
1500272705.827,7036078.2
1500272709.180,7036077.6
1500272712.532,7036077.4
1500272715.884,7036078.2
1500272719.236,7036078.2
1500272722.588,7036077.4
1500272725.940,7036077.6
1500272729.292,7036078.2
1500272732.644,7036078.7
1500272735.996,7036076.9
1500272739.348,7036078.7
1500272742.700,7036079.4
1500272746.052,7036077.1
1500272749.405,7036078.4
1500272752.757,7036078.2
1500272756.109,7036078.4
1500272759.461,7036078.7
1500272762.813,7036078.7
1500272766.165,7036079.2
1500272769.517,7036078.4
1500272772.869,7036079.4
1500272776.221,7036078.7
1500272779.573,7036077.4
1500272782.925,7036079.4
1500272786.277,7036079.7
1500272789.629,7036078.7
1500272792.981,7036079.2
1500272796.334,7036077.6
1500272799.686,7036080.2
1500272803.038,7036079.4
1500272806.390,7036078.4
1500272809.742,7036078.9
1500272813.094,7036078.4
1500272816.446,7036078.2
1500272819.798,7036078.9
1500272823.150,7036078.4
1500272826.502,7036079.9
1500272829.854,7036079.9
1500272833.206,7036077.9
1500272836.558,7036078.9
1500272839.910,7036079.2
1500272843.262,7036079.4
1500272846.615,7036077.9
1500272849.967,7036078.2
1500272853.319,7036079.2
1500272856.671,7036077.4
1500272860.023,7036079.4
1500272863.375,7036079.2
1500272866.727,7036077.9
1500272870.079,7036078.7
1500272873.431,7036077.6
1500272876.783,7036077.1
1500272880.135,7036078.9
1500272883.487,7036079.2
1500272886.839,7036079.4
1500272890.191,7036077.9
1500272893.544,7036078.7
1500272896.896,7036078.4
1500272900.248,7036077.9
1500272903.600,7036077.6
1500272906.952,7036078.9
1500272910.304,7036077.4
1500272913.656,7036077.1
1500272917.008,7036076.6
1500272920.360,7036077.6
1500272923.712,7036077.6
1500272927.064,7036077.8
1500272930.416,7036077.6
1500272933.769,7036079.2
1500272937.121,7036077.9
1500272940.473,7036077.4
1500272943.825,7036079.2
1500272947.177,7036078.7
1500272950.529,7036078.4
1500272953.881,7036078.9
1500272957.233,7036079.2
1500272960.585,7036078.4
1500272963.937,7036078.2
1500272967.289,7036077.4
1500272970.641,7036078.2
1500272973.993,7036077.4
1500272977.345,7036076.9
1500272980.697,7036076.6
1500272984.049,7036077.4
1500272987.402,7036078.4
1500272990.754,7036078.4
1500272994.106,7036077.6
1500272997.458,7036077.9
1500273000.810,7036077.4
1500273004.162,7036078.7
1500273007.514,7036077.1
1500273010.866,7036076.9
1500273014.218,7036077.9
1500273017.570,7036078.4
1500273020.922,7036078.7
1500273024.275,7036078.2
1500273027.627,7036078.3
1500273030.979,7036077.6
1500273034.331,7036076.9
1500273037.683,7036077.1
1500273041.035,7036078.2
1500273044.387,7036078.2
1500273047.739,7036076.6
1500273051.091,7036076.9
1500273054.443,7036077.1
1500273057.795,7036077.9
1500273061.147,7036077.1
1500273064.499,7036077.6
1500273067.851,7036078.2
1500273071.203,7036077.9
1500273074.555,7036077.4
1500273077.908,7036077.9
1500273081.260,7036078.4
1500273084.612,7036078.7
1500273087.964,7036078.2
1500273091.316,7036078.7
1500273094.668,7036077.4
1500273098.020,7036078.9
1500273101.372,7036078.7
1500273104.724,7036078.2
1500273108.076,7036079.7
1500273111.428,7036077.6
1500273114.780,7036077.4
1500273118.133,7036079.7
1500273121.484,7036078.7
1500273124.837,7036077.9
1500273128.189,7036080.2
1500273131.541,7036079.7
1500273134.893,7036077.4
1500273138.245,7036076.6
1500273141.597,7036079.4
1500273144.949,7036076.9
1500273148.301,7036078.2
1500273151.653,7036078.2
1500273155.005,7036076.6
1500273158.357,7036079.7
1500273161.709,7036077.4
1500273165.062,7036077.9
1500273168.413,7036079.7
1500273171.766,7036078.2
1500273175.118,7036077.9
1500273178.470,7036078.7
1500273181.822,7036079.7
1500273185.174,7036078.4
1500273188.526,7036077.9
1500273191.878,7036079.2
1500273195.230,7036078.4
1500273198.582,7036077.1
1500273201.934,7036079.2
1500273205.287,7036078.9
1500273208.638,7036077.9
1500273211.991,7036077.1
1500273215.343,7036079.4
1500273218.695,7036078.2
1500273222.047,7036077.4
1500273225.399,7036078.9
1500273228.751,7036079.4
1500273232.103,7036079.2
1500273235.455,7036080.2
1500273238.807,7036079.2
1500273242.159,7036079.9
1500273245.511,7036080.2
1500273248.863,7036079.9
1500273252.216,7036079.2
1500273255.568,7036078.9
1500273258.920,7036079.7
1500273262.272,7036080.9
1500273265.624,7036080.4
1500273268.976,7036078.7
1500273272.328,7036079.4
1500273275.680,7036079.9
1500273279.032,7036080.9
1500273282.384,7036080.2
1500273285.736,7036081.2
1500273289.088,7036080.9
1500273292.441,7036080.2
1500273295.792,7036080.2
1500273299.145,7036079.4
1500273302.497,7036079.7
1500273305.849,7036079.4
1500273309.201,7036081.7
1500273312.553,7036081.2
1500273315.905,7036079.9
1500273319.257,7036081.4
1500273322.609,7036079.9
1500273325.961,7036079.9
1500273329.313,7036079.9
1500273332.665,7036079.4
1500273336.017,7036079.9
1500273339.370,7036079.2
1500273342.721,7036079.4
1500273346.074,7036079.4
1500273349.426,7036080.4
1500273352.778,7036080.2
1500273356.130,7036079.9
1500273359.482,7036080.7
1500273362.834,7036080.4
1500273366.186,7036081.3
1500273369.538,7036080.9
1500273372.890,7036079.4
1500273376.242,7036079.7
1500273379.594,7036079.9
1500273382.947,7036080.7
1500273386.299,7036079.4
1500273389.651,7036078.9
1500273393.003,7036078.9
1500273396.355,7036079.9
1500273399.707,7036080.7
1500273403.059,7036080.4
1500273406.411,7036079.7
1500273409.763,7036081.4
1500273413.115,7036079.7
1500273416.467,7036080.4
1500273419.819,7036079.7
1500273423.171,7036079.4
1500273426.524,7036078.9
1500273429.876,7036079.9
1500273433.228,7036080.7
1500273436.580,7036079.2
1500273439.932,7036079.5
1500273443.284,7036080.4
1500273446.636,7036079.4
1500273449.988,7036080.2
1500273453.340,7036080.2
1500273456.694,7036080.7
1500273460.044,7036079.9
1500273463.396,7036078.7
1500273466.749,7036079.9
1500273470.100,7036079.4
1500273473.453,7036078.9
1500273476.805,7036079.7
1500273480.157,7036079.9
1500273483.509,7036078.9
1500273486.861,7036077.9
1500273490.213,7036078.9
1500273493.565,7036079.4
1500273496.917,7036079.4
1500273500.269,7036077.1
1500273503.621,7036078.2
1500273506.973,7036078.2
1500273510.325,7036078.2
1500273513.678,7036079.7
1500273517.030,7036080.2
1500273520.382,7036078.9
1500273523.734,7036079.9
1500273527.086,7036080.2
1500273530.438,7036079.4
1500273533.790,7036079.2
1500273537.142,7036079.2
1500273540.494,7036079.2
1500273543.846,7036079.2
1500273547.198,7036079.9
1500273550.550,7036080.2
1500273553.902,7036079.4
1500273557.255,7036080.7
1500273560.607,7036080.2
1500273563.959,7036079.0
1500273567.311,7036079.2
1500273570.663,7036079.7
1500273574.015,7036079.9
1500273577.367,7036077.9
1500273580.719,7036079.2
1500273584.071,7036079.7
1500273587.423,7036078.9
1500273590.775,7036079.2
1500273594.127,7036078.9
1500273597.479,7036079.2
1500273600.832,7036078.4
1500273604.184,7036077.9
