timestamp,LM399-P15-fast6-no-R7-alkaline15V
1500869150.152,6890115.0
1500869150.490,6890109.9
1500869150.828,6890115.0
1500869151.165,6890109.9
1500869151.503,6890117.5
1500869151.841,6890115.0
1500869152.178,6890117.5
1500869152.516,6890117.5
1500869152.854,6890115.0
1500869153.191,6890112.5
1500869153.529,6890115.0
1500869153.867,6890117.5
1500869154.204,6890115.0
1500869154.542,6890112.5
1500869154.880,6890117.5
1500869155.217,6890115.0
1500869155.555,6890115.0
1500869155.893,6890115.0
1500869156.230,6890115.0
1500869156.568,6890117.5
1500869156.906,6890112.5
1500869157.243,6890115.0
1500869157.581,6890117.5
1500869157.919,6890112.5
1500869158.256,6890112.5
1500869158.594,6890115.0
1500869158.932,6890109.9
1500869159.269,6890112.5
1500869159.607,6890107.4
1500869159.945,6890112.5
1500869160.282,6890112.5
1500869160.620,6890115.0
1500869160.957,6890115.0
1500869161.295,6890117.5
1500869161.633,6890115.0
1500869161.970,6890115.0
1500869162.308,6890115.0
1500869162.646,6890115.0
1500869162.983,6890115.0
1500869163.321,6890115.0
1500869163.659,6890109.9
1500869163.997,6890112.5
1500869164.334,6890112.5
1500869164.672,6890115.0
1500869165.010,6890112.5
1500869165.347,6890115.0
1500869165.685,6890115.0
1500869166.022,6890112.5
1500869166.360,6890115.0
1500869166.698,6890112.5
1500869167.035,6890115.0
1500869167.373,6890115.0
1500869167.711,6890112.5
1500869168.048,6890112.5
1500869168.386,6890109.9
1500869168.724,6890115.0
1500869169.061,6890107.4
1500869169.399,6890115.0
1500869169.737,6890117.5
1500869170.074,6890112.5
1500869170.412,6890112.5
1500869170.750,6890112.5
1500869171.087,6890115.0
1500869171.425,6890112.5
1500869171.763,6890109.9
1500869172.100,6890115.0
1500869172.438,6890112.5
1500869172.776,6890117.5
1500869173.113,6890109.9
1500869173.451,6890112.5
1500869173.789,6890112.5
1500869174.126,6890115.0
1500869174.464,6890109.9
1500869174.802,6890117.5
1500869175.139,6890115.0
1500869175.477,6890117.5
1500869175.815,6890120.1
1500869176.153,6890115.0
1500869176.490,6890115.0
1500869176.828,6890115.0
1500869177.165,6890112.5
1500869177.503,6890115.0
1500869177.841,6890109.9
1500869178.178,6890115.0
1500869178.516,6890117.5
1500869178.854,6890117.5
1500869179.191,6890117.5
1500869179.529,6890109.9
1500869179.867,6890115.0
1500869180.204,6890115.0
1500869180.542,6890117.5
1500869180.880,6890117.5
1500869181.217,6890117.5
1500869181.555,6890112.5
1500869181.893,6890109.9
1500869182.230,6890115.0
1500869182.568,6890112.5
1500869182.906,6890115.0
1500869183.243,6890112.5
1500869183.581,6890115.0
1500869183.918,6890115.0
1500869184.256,6890115.0
1500869184.594,6890115.0
1500869184.932,6890115.0
1500869185.272,6890112.5
1500869185.607,6890112.5
1500869185.945,6890115.0
1500869186.282,6890117.5
1500869186.620,6890115.0
1500869186.957,6890115.0
1500869187.295,6890109.9
1500869187.633,6890115.0
1500869187.970,6890109.9
1500869188.308,6890115.0
1500869188.646,6890112.5
1500869188.983,6890109.9
1500869189.321,6890112.5
1500869189.659,6890109.9
1500869189.996,6890112.5
1500869190.334,6890112.5
1500869190.672,6890112.5
1500869191.009,6890115.0
1500869191.347,6890112.5
1500869191.685,6890115.0
1500869192.022,6890112.5
1500869192.360,6890115.0
1500869192.697,6890115.0
1500869193.035,6890115.0
1500869193.373,6890117.5
1500869193.711,6890115.0
1500869194.048,6890112.5
1500869194.386,6890112.5
1500869194.724,6890115.0
1500869195.061,6890112.5
1500869195.399,6890112.5
1500869195.736,6890115.0
1500869196.074,6890117.5
1500869196.412,6890115.0
1500869196.749,6890112.5
1500869197.087,6890112.5
1500869197.425,6890112.5
1500869197.762,6890112.5
1500869198.100,6890115.0
1500869198.438,6890112.5
1500869198.776,6890109.9
1500869199.113,6890112.5
1500869199.451,6890112.5
1500869199.789,6890112.5
1500869200.126,6890109.9
1500869200.464,6890117.5
1500869200.802,6890115.0
1500869201.139,6890115.0
1500869201.477,6890117.5
1500869201.815,6890115.0
1500869202.152,6890115.0
1500869202.490,6890117.5
1500869202.827,6890115.0
1500869203.165,6890109.9
1500869203.503,6890115.0
1500869203.840,6890112.5
1500869204.178,6890112.5
1500869204.516,6890117.5
1500869204.853,6890115.0
1500869205.191,6890115.0
1500869205.529,6890115.0
1500869205.867,6890117.5
1500869206.204,6890120.1
1500869206.542,6890117.5
1500869206.879,6890112.5
1500869207.217,6890115.0
1500869207.555,6890115.0
1500869207.892,6890117.5
1500869208.230,6890115.0
1500869208.568,6890117.5
1500869208.905,6890117.5
1500869209.243,6890120.1
1500869209.581,6890117.5
1500869209.918,6890115.0
1500869210.256,6890115.0
1500869210.594,6890115.0
1500869210.931,6890120.1
1500869211.269,6890117.5
1500869211.606,6890115.0
1500869211.944,6890117.5
1500869212.282,6890117.5
1500869212.620,6890120.1
1500869212.957,6890120.1
1500869213.295,6890115.0
1500869213.633,6890120.1
1500869213.970,6890127.7
1500869214.308,6890120.1
1500869214.645,6890120.1
1500869214.983,6890120.1
1500869215.321,6890117.5
1500869215.658,6890117.5
1500869215.996,6890120.1
1500869216.334,6890117.5
1500869216.671,6890117.5
1500869217.009,6890120.1
1500869217.347,6890115.0
1500869217.684,6890115.0
1500869218.022,6890115.0
1500869218.360,6890115.0
1500869218.697,6890115.0
1500869219.035,6890117.5
1500869219.373,6890115.0
1500869219.711,6890112.5
1500869220.048,6890117.5
1500869220.386,6890117.5
1500869220.723,6890117.5
1500869221.061,6890112.5
1500869221.399,6890112.5
1500869221.736,6890112.5
1500869222.074,6890117.5
1500869222.412,6890117.5
1500869222.749,6890112.5
1500869223.087,6890115.0
1500869223.425,6890112.5
1500869223.762,6890109.9
1500869224.100,6890112.5
1500869224.438,6890117.5
1500869224.775,6890115.0
1500869225.113,6890109.9
1500869225.451,6890115.0
1500869225.788,6890115.0
1500869226.126,6890112.5
1500869226.464,6890112.5
1500869226.801,6890112.5
1500869227.139,6890109.9
1500869227.477,6890109.9
1500869227.814,6890115.0
1500869228.152,6890112.5
1500869228.490,6890115.0
1500869228.827,6890117.5
1500869229.165,6890109.9
1500869229.503,6890117.5
1500869229.840,6890115.0
1500869230.178,6890112.5
1500869230.515,6890109.9
1500869230.853,6890115.0
1500869231.191,6890117.5
1500869231.528,6890115.0
1500869231.866,6890115.0
1500869232.204,6890117.5
1500869232.542,6890115.0
1500869232.879,6890115.0
1500869233.217,6890115.0
1500869233.555,6890115.0
1500869233.892,6890112.5
1500869234.230,6890112.5
1500869234.568,6890115.0
1500869234.905,6890112.5
1500869235.243,6890112.5
1500869235.581,6890115.0
1500869235.918,6890115.0
1500869236.256,6890115.0
1500869236.594,6890109.9
1500869236.931,6890112.5
1500869237.269,6890109.9
1500869237.607,6890115.0
1500869237.944,6890115.0
1500869238.282,6890120.1
1500869238.619,6890109.9
1500869238.957,6890115.0
1500869239.295,6890115.0
1500869239.633,6890115.0
1500869239.970,6890112.5
1500869240.308,6890112.5
1500869240.646,6890115.0
1500869240.983,6890115.0
1500869241.321,6890115.0
1500869241.658,6890115.0
1500869241.996,6890109.9
1500869242.334,6890109.9
1500869242.671,6890115.0
1500869243.009,6890115.0
1500869243.347,6890112.5
1500869243.685,6890115.0
1500869244.022,6890112.5
1500869244.360,6890109.9
1500869244.697,6890112.5
1500869245.035,6890115.0
1500869245.373,6890112.5
1500869245.710,6890115.0
1500869246.048,6890117.5
1500869246.386,6890115.0
1500869246.723,6890112.5
1500869247.061,6890115.0
1500869247.399,6890115.0
1500869247.736,6890112.5
1500869248.074,6890115.0
1500869248.412,6890112.5
1500869248.749,6890115.0
1500869249.087,6890115.0
1500869249.425,6890115.0
1500869249.762,6890109.9
1500869250.100,6890112.5
1500869250.438,6890112.5
1500869250.775,6890117.5
1500869251.113,6890112.5
1500869251.451,6890115.0
1500869251.788,6890115.0
1500869252.126,6890112.5
1500869252.464,6890112.5
1500869252.801,6890112.5
1500869253.139,6890115.0
1500869253.476,6890109.9
1500869253.814,6890112.5
1500869254.152,6890112.5
1500869254.489,6890107.4
1500869254.827,6890107.4
1500869255.165,6890112.5
1500869255.503,6890112.5
1500869255.840,6890109.9
1500869256.178,6890115.0
1500869256.516,6890115.0
1500869256.853,6890115.0
1500869257.191,6890112.5
1500869257.528,6890112.5
1500869257.866,6890109.9
1500869258.204,6890115.0
1500869258.541,6890109.9
1500869258.879,6890115.0
1500869259.217,6890115.0
1500869259.555,6890115.0
1500869259.892,6890117.5
1500869260.230,6890112.5
1500869260.567,6890117.5
1500869260.905,6890117.5
1500869261.243,6890115.0
1500869261.580,6890115.0
1500869261.918,6890112.5
1500869262.256,6890112.5
1500869262.593,6890112.5
1500869262.931,6890112.5
1500869263.269,6890112.5
1500869263.606,6890115.0
1500869263.944,6890117.5
1500869264.282,6890115.0
1500869264.619,6890112.5
1500869264.957,6890115.0
1500869265.295,6890109.9
1500869265.632,6890115.0
1500869265.970,6890109.9
1500869266.307,6890115.0
1500869266.645,6890120.1
1500869266.983,6890117.5
1500869267.321,6890112.5
1500869267.658,6890117.5
1500869267.996,6890115.0
1500869268.334,6890112.5
1500869268.671,6890115.0
1500869269.009,6890115.0
1500869269.347,6890115.0
1500869269.684,6890115.0
1500869270.022,6890115.0
1500869270.360,6890115.0
1500869270.697,6890112.5
1500869271.035,6890117.5
1500869271.373,6890112.5
1500869271.711,6890112.5
1500869272.048,6890112.5
1500869272.386,6890115.0
1500869272.723,6890117.5
1500869273.061,6890112.5
1500869273.399,6890115.0
1500869273.736,6890115.0
1500869274.074,6890115.0
1500869274.412,6890115.0
1500869274.749,6890115.0
1500869275.087,6890112.5
1500869275.425,6890112.5
1500869275.762,6890109.9
1500869276.100,6890117.5
1500869276.437,6890115.0
1500869276.775,6890115.0
1500869277.113,6890112.5
1500869277.450,6890112.5
1500869277.788,6890115.0
1500869278.126,6890115.0
1500869278.463,6890117.5
1500869278.801,6890112.5
1500869279.139,6890115.0
1500869279.477,6890112.5
1500869279.814,6890115.0
1500869280.152,6890115.0
1500869280.490,6890115.0
1500869280.827,6890115.0
1500869281.165,6890117.5
1500869281.502,6890117.5
1500869281.840,6890112.5
1500869282.178,6890115.0
1500869282.515,6890115.0
1500869282.853,6890115.0
1500869283.191,6890115.0
1500869283.528,6890112.5
1500869283.866,6890115.0
1500869284.204,6890115.0
1500869284.541,6890115.0
1500869284.879,6890117.5
1500869285.217,6890115.0
1500869285.554,6890112.5
1500869285.892,6890109.9
1500869286.230,6890112.5
1500869286.567,6890115.0
1500869286.905,6890115.0
1500869287.243,6890115.0
1500869287.580,6890112.5
1500869287.918,6890112.5
1500869288.256,6890117.5
1500869288.593,6890112.5
1500869288.931,6890109.9
1500869289.269,6890112.5
1500869289.606,6890112.5
1500869289.944,6890115.0
1500869290.282,6890109.9
1500869290.619,6890112.5
1500869290.957,6890112.5
1500869291.295,6890115.0
1500869291.632,6890112.5
1500869291.970,6890112.5
1500869292.308,6890115.0
1500869292.645,6890115.0
1500869292.983,6890112.5
1500869293.321,6890115.0
1500869293.658,6890109.9
1500869293.996,6890109.9
