timestamp,inside_c,inside_rh,outside_c,outside_rh,set_c,err_c,duty_cycle
1522526907.19,25.266,59.703,21.061,75.512,25.500,-0.234,0.00
1522526910.25,25.257,59.692,21.029,75.444,25.500,-0.243,0.00
1522526913.31,25.252,59.684,21.018,75.451,25.500,-0.248,0.00
1522526916.36,25.240,59.675,21.018,75.451,25.500,-0.260,0.00
1522526919.42,25.233,59.674,20.986,75.467,25.500,-0.267,0.00
1522526922.48,25.222,59.671,20.997,75.444,25.500,-0.278,0.00
1522526925.54,25.219,59.668,20.976,75.421,25.500,-0.281,0.00
1522526928.60,25.218,59.663,20.986,75.383,25.500,-0.282,0.00
1522526931.66,25.218,59.654,20.965,75.406,25.500,-0.282,0.00
1522526934.72,25.204,59.650,20.965,75.421,25.500,-0.296,0.00
1522526937.78,25.198,59.641,20.954,75.413,25.500,-0.302,0.00
1522526940.84,25.197,59.633,20.943,75.429,25.500,-0.303,0.00
1522526943.90,25.190,59.637,20.997,75.436,25.500,-0.310,0.00
1522526946.96,25.180,59.626,20.986,75.413,25.500,-0.320,0.00
1522526950.02,25.181,59.628,20.965,75.375,25.500,-0.319,0.00
1522526953.08,25.176,59.626,20.954,75.337,25.500,-0.324,0.00
1522526956.14,25.171,59.625,20.954,75.299,25.500,-0.329,0.00
1522526959.20,25.171,59.621,20.954,75.238,25.500,-0.329,0.00
1522526962.26,25.160,59.622,20.933,75.177,25.500,-0.340,0.00
1522526965.31,25.146,59.616,20.890,75.154,25.500,-0.354,0.00
1522526968.37,25.144,59.612,20.900,75.154,25.500,-0.356,0.00
1522526971.43,25.142,59.614,20.868,75.116,25.500,-0.358,0.00
1522526974.49,25.131,59.610,20.858,75.085,25.500,-0.369,0.00
1522526977.55,25.135,59.603,20.858,75.062,25.500,-0.365,0.00
1522526980.61,25.127,59.598,20.815,75.085,25.500,-0.373,0.00
1522526983.67,25.132,59.595,20.815,75.123,25.500,-0.368,0.00
1522526986.73,25.130,59.593,20.793,75.123,25.500,-0.370,0.00
1522526989.79,25.130,59.584,20.804,75.161,25.500,-0.370,0.00
1522526992.85,25.123,59.574,20.761,75.192,25.500,-0.377,0.00
