time_s,int_temp_c,int_temp_f,int_humid,ext_temp_c,ext_temp_f,ext_humid
1,23.35,74.02,50.31,23.02,73.44,49.97
2,23.34,74.00,50.29,23.03,73.46,49.95
3,23.37,74.06,50.29,23.03,73.46,49.97
4,23.37,74.06,50.30,23.06,73.50,49.97
5,23.37,74.06,50.27,23.06,73.50,49.96
6,23.35,74.02,50.29,23.05,73.48,49.95
7,23.36,74.04,50.29,23.05,73.48,49.98
8,23.36,74.04,50.29,23.07,73.52,49.97
9,23.36,74.04,50.28,23.06,73.50,49.97
10,23.37,74.06,50.27,23.06,73.50,49.95
11,23.37,74.06,50.27,23.03,73.46,49.94
12,23.37,74.06,50.26,23.06,73.50,49.95
13,23.36,74.04,50.27,23.05,73.48,49.92
14,23.37,74.06,50.27,23.03,73.46,49.92
15,23.37,74.06,50.28,23.03,73.46,49.92
16,23.38,74.08,50.27,23.05,73.48,49.91
17,23.37,74.06,50.29,23.06,73.50,49.90
18,23.38,74.08,50.28,23.05,73.48,49.90
19,23.37,74.06,50.27,23.06,73.50,49.90
20,23.38,74.08,50.27,23.05,73.48,49.87
21,23.37,74.06,50.27,23.03,73.46,49.89
22,23.37,74.06,50.28,23.05,73.48,49.87
23,23.37,74.06,50.28,23.01,73.42,49.85
24,23.38,74.08,50.27,23.01,73.42,49.85
25,23.39,74.10,50.27,23.02,73.44,49.83
26,23.38,74.08,50.27,23.01,73.42,49.85
27,23.38,74.08,50.27,23.02,73.44,49.82
28,23.39,74.10,50.29,22.99,73.39,49.79
29,23.36,74.04,50.27,22.99,73.39,49.81
30,23.39,74.10,50.27,23.01,73.42,49.81
31,23.38,74.08,50.28,23.01,73.42,49.79
32,23.39,74.10,50.29,23.02,73.44,49.79
33,23.38,74.08,50.27,22.99,73.39,49.78
34,23.38,74.08,50.26,23.01,73.42,49.79
35,23.38,74.08,50.26,22.99,73.39,49.78
36,23.38,74.08,50.26,23.00,73.40,49.78
37,23.39,74.10,50.26,23.00,73.40,49.77
38,23.38,74.08,50.27,23.00,73.40,49.76
39,23.38,74.08,50.26,23.00,73.40,49.77
40,23.38,74.08,50.27,23.01,73.42,49.78
41,23.39,74.10,50.26,23.00,73.40,49.77
42,23.40,74.12,50.27,23.01,73.42,49.77
43,23.39,74.10,50.26,23.01,73.42,49.78
44,23.40,74.12,50.27,23.00,73.40,49.76
45,23.38,74.08,50.26,22.99,73.39,49.76
46,23.40,74.12,50.25,22.97,73.35,49.75
47,23.40,74.12,50.27,22.97,73.35,49.76
48,23.38,74.08,50.24,22.99,73.39,49.76
49,23.39,74.10,50.25,22.96,73.33,49.73
50,23.40,74.12,50.26,22.97,73.35,49.73
51,23.38,74.08,50.24,22.96,73.33,49.75
52,23.40,74.12,50.25,22.95,73.31,49.75
53,23.39,74.10,50.24,22.95,73.31,49.74
54,23.40,74.12,50.27,22.96,73.33,49.73
55,23.41,74.14,50.25,22.97,73.35,49.75
56,23.40,74.12,50.25,22.95,73.31,49.76
57,23.41,74.14,50.24,22.97,73.35,49.77
58,23.41,74.14,50.25,22.96,73.33,49.76
59,23.40,74.12,50.24,22.95,73.31,49.75
60,23.41,74.14,50.25,22.96,73.33,49.76
61,23.41,74.14,50.24,22.97,73.35,49.77
62,23.40,74.12,50.24,22.97,73.35,49.76
63,23.41,74.14,50.24,22.95,73.31,49.76
64,23.40,74.12,50.24,22.93,73.27,49.76
65,23.41,74.14,50.25,22.93,73.27,49.78
66,23.41,74.14,50.24,22.93,73.27,49.78
67,23.43,74.18,50.25,22.93,73.27,49.75
68,23.41,74.14,50.23,22.92,73.25,49.77
69,23.41,74.14,50.24,22.92,73.25,49.76
70,23.43,74.18,50.22,22.91,73.23,49.76
71,23.42,74.16,50.24,22.90,73.21,49.76
72,23.41,74.14,50.24,22.88,73.19,49.76
73,23.41,74.14,50.24,22.91,73.23,49.77
74,23.40,74.12,50.22,22.91,73.23,49.75
75,23.42,74.16,50.24,22.90,73.21,49.76
76,23.41,74.14,50.21,22.90,73.21,49.76
77,23.42,74.16,50.21,22.91,73.23,49.78
78,23.42,74.16,50.24,22.91,73.23,49.77
79,23.43,74.18,50.22,22.88,73.19,49.79
80,23.41,74.14,50.22,22.88,73.19,49.79
81,23.42,74.16,50.23,22.87,73.17,49.79
82,23.43,74.18,50.23,22.88,73.19,49.79
83,23.41,74.14,50.24,22.88,73.19,49.79
84,23.41,74.14,50.24,22.90,73.21,49.79
85,23.42,74.16,50.22,22.87,73.17,49.80
86,23.41,74.14,50.22,22.88,73.19,49.80
87,23.41,74.14,50.21,22.91,73.23,49.81
88,23.44,74.20,50.24,22.88,73.19,49.79
89,23.42,74.16,50.23,22.88,73.19,49.81
90,23.42,74.16,50.22,22.88,73.19,49.79
91,23.43,74.18,50.23,22.88,73.19,49.82
92,23.43,74.18,50.22,22.87,73.17,49.82
93,23.43,74.18,50.23,22.88,73.19,49.82
94,23.42,74.16,50.21,22.87,73.17,49.82
95,23.42,74.16,50.23,22.85,73.13,49.82
96,23.42,74.16,50.21,22.85,73.13,49.84
97,23.42,74.16,50.21,22.86,73.15,49.82
98,23.44,74.20,50.23,22.83,73.10,49.82
99,23.43,74.18,50.21,22.82,73.08,49.82
100,23.46,74.23,50.23,22.84,73.12,49.83
101,23.43,74.18,50.22,22.81,73.06,49.82
102,23.45,74.22,50.21,22.81,73.06,49.81
103,23.44,74.20,50.21,22.81,73.06,49.85
104,23.42,74.16,50.21,22.82,73.08,49.83
105,23.44,74.20,50.22,22.80,73.04,49.85
106,23.44,74.20,50.22,22.82,73.08,49.85
107,23.42,74.16,50.21,22.80,73.04,49.86
108,23.45,74.22,50.22,22.81,73.06,49.88
109,23.42,74.16,50.23,22.81,73.06,49.89
110,23.45,74.22,50.20,22.82,73.08,49.88
111,23.47,74.25,50.23,22.82,73.08,49.89
112,23.45,74.22,50.23,22.81,73.06,49.89
113,23.44,74.20,50.21,22.81,73.06,49.89
114,23.43,74.18,50.21,22.81,73.06,49.89
115,23.45,74.22,50.23,22.80,73.04,49.88
116,23.44,74.20,50.21,22.78,73.00,49.91
117,23.45,74.22,50.21,22.78,73.00,49.89
118,23.44,74.20,50.20,22.77,72.98,49.92
119,23.44,74.20,50.20,22.79,73.02,49.90
120,23.44,74.20,50.21,22.80,73.04,49.92
121,23.44,74.20,50.21,22.77,72.98,49.92
122,23.42,74.16,50.20,22.78,73.00,49.94
123,23.47,74.25,50.20,22.77,72.98,49.95
124,23.44,74.20,50.20,22.81,73.06,49.95
125,23.44,74.20,50.21,22.80,73.04,49.94
126,23.42,74.16,50.18,22.80,73.04,49.95
127,23.44,74.20,50.21,22.78,73.00,49.95
128,23.45,74.22,50.20,22.81,73.06,49.95
129,23.44,74.20,50.21,22.79,73.02,49.96
130,23.46,74.23,50.19,22.81,73.06,49.97
131,23.45,74.22,50.19,22.80,73.04,49.97
132,23.44,74.20,50.21,22.81,73.06,49.98
133,23.45,74.22,50.20,22.80,73.04,49.97
134,23.45,74.22,50.18,22.82,73.08,50.00
135,23.46,74.23,50.20,22.81,73.06,49.98
136,23.45,74.22,50.18,22.81,73.06,49.99
137,23.45,74.22,50.19,22.78,73.00,49.98
138,23.44,74.20,50.20,22.78,73.00,50.00
139,23.45,74.22,50.19,22.77,72.98,50.00
140,23.45,74.22,50.19,22.77,72.98,50.00
141,23.46,74.23,50.17,22.77,72.98,50.01
142,23.45,74.22,50.20,22.79,73.02,50.00
143,23.47,74.25,50.18,22.75,72.94,50.00
144,23.46,74.23,50.18,22.75,72.94,50.00
145,23.45,74.22,50.20,22.77,72.98,50.00
146,23.46,74.23,50.21,22.72,72.90,49.98
147,23.45,74.22,50.20,22.75,72.94,50.02
148,23.45,74.22,50.19,22.75,72.94,50.02
149,23.45,74.22,50.18,22.76,72.96,50.02
150,23.44,74.20,50.18,22.75,72.94,50.00
151,23.47,74.25,50.18,22.76,72.96,50.02
152,23.46,74.23,50.19,22.75,72.94,50.02
153,23.46,74.23,50.19,22.75,72.94,50.03
154,23.44,74.20,50.18,22.76,72.96,50.03
155,23.44,74.20,50.19,22.75,72.94,50.05
156,23.47,74.25,50.17,22.75,72.94,50.02
157,23.46,74.23,50.18,22.75,72.94,50.03
158,23.46,74.23,50.17,22.75,72.94,50.03
159,23.46,74.23,50.18,22.73,72.92,50.02
160,23.46,74.23,50.17,22.73,72.92,50.02
161,23.45,74.22,50.17,22.72,72.90,50.05
162,23.45,74.22,50.18,22.72,72.90,50.05
163,23.46,74.23,50.18,22.72,72.90,50.04
164,23.45,74.22,50.17,22.73,72.92,50.05
165,23.47,74.25,50.18,22.71,72.88,50.07
166,23.45,74.22,50.18,22.72,72.90,50.05
167,23.45,74.22,50.18,22.72,72.90,50.06
168,23.45,74.22,50.17,22.73,72.92,50.06
169,23.46,74.23,50.17,22.72,72.90,50.05
170,23.47,74.25,50.16,22.73,72.92,50.07
171,23.47,74.25,50.17,22.73,72.92,50.08
172,23.46,74.23,50.16,22.72,72.90,50.06
173,23.47,74.25,50.16,22.75,72.94,50.08
174,23.45,74.22,50.16,22.73,72.92,50.06
175,23.47,74.25,50.15,22.75,72.94,50.08
176,23.44,74.20,50.17,22.75,72.94,50.08
177,23.47,74.25,50.17,22.76,72.96,50.10
178,23.47,74.25,50.16,22.73,72.92,50.09
179,23.49,74.27,50.15,22.75,72.94,50.08
180,23.45,74.22,50.14,22.77,72.98,50.08
181,23.46,74.23,50.17,22.75,72.94,50.10
182,23.47,74.25,50.16,22.76,72.96,50.08
183,23.47,74.25,50.16,22.75,72.94,50.10
184,23.46,74.23,50.17,22.73,72.92,50.08
185,23.47,74.25,50.15,22.73,72.92,50.09
186,23.45,74.22,50.15,22.71,72.88,50.08
187,23.47,74.25,50.17,22.71,72.88,50.08
188,23.46,74.23,50.14,22.70,72.86,50.08
189,23.45,74.22,50.14,22.71,72.88,50.08
190,23.47,74.25,50.17,22.71,72.88,50.08
191,23.47,74.25,50.16,22.71,72.88,50.06
192,23.46,74.23,50.16,22.71,72.88,50.08
193,23.45,74.22,50.17,22.70,72.86,50.08
194,23.47,74.25,50.15,22.71,72.88,50.09
195,23.46,74.23,50.15,22.71,72.88,50.10
196,23.46,74.23,50.17,22.70,72.86,50.08
197,23.46,74.23,50.17,22.71,72.88,50.08
198,23.46,74.23,50.14,22.70,72.86,50.09
199,23.45,74.22,50.14,22.69,72.84,50.08
200,23.46,74.23,50.15,22.70,72.86,50.11
201,23.47,74.25,50.17,22.69,72.84,50.09
202,23.47,74.25,50.15,22.69,72.84,50.11
203,23.46,74.23,50.17,22.71,72.88,50.11
204,23.45,74.22,50.15,22.68,72.83,50.09
205,23.46,74.23,50.15,22.69,72.84,50.11
206,23.47,74.25,50.17,22.69,72.84,50.11
207,23.45,74.22,50.16,22.69,72.84,50.09
208,23.47,74.25,50.17,22.67,72.81,50.10
209,23.49,74.27,50.17,22.66,72.79,50.11
210,23.46,74.23,50.17,22.67,72.81,50.11
211,23.46,74.23,50.15,22.68,72.83,50.11
212,23.47,74.25,50.15,22.70,72.86,50.10
213,23.45,74.22,50.17,22.67,72.81,50.11
214,23.46,74.23,50.15,22.68,72.83,50.12
215,23.47,74.25,50.15,22.68,72.83,50.12
216,23.46,74.23,50.17,22.71,72.88,50.11
217,23.47,74.25,50.18,22.69,72.84,50.14
218,23.47,74.25,50.17,22.69,72.84,50.15
219,23.46,74.23,50.18,22.70,72.86,50.14
220,23.47,74.25,50.17,22.70,72.86,50.14
221,23.47,74.25,50.15,22.68,72.83,50.14
222,23.46,74.23,50.18,22.70,72.86,50.15
223,23.47,74.25,50.18,22.69,72.84,50.14
224,23.49,74.27,50.17,22.70,72.86,50.14
225,23.49,74.27,50.18,22.68,72.83,50.14
226,23.47,74.25,50.17,22.69,72.84,50.14
227,23.47,74.25,50.17,22.68,72.83,50.16
228,23.47,74.25,50.18,22.69,72.84,50.15
229,23.49,74.27,50.17,22.69,72.84,50.15
230,23.47,74.25,50.17,22.70,72.86,50.16
231,23.47,74.25,50.17,22.70,72.86,50.15
232,23.47,74.25,50.17,22.69,72.84,50.15
233,23.47,74.25,50.18,22.68,72.83,50.15
234,23.47,74.25,50.16,22.69,72.84,50.17
235,23.47,74.25,50.15,22.68,72.83,50.16
236,23.49,74.27,50.16,22.68,72.83,50.16
237,23.49,74.27,50.15,22.67,72.81,50.15
238,23.49,74.27,50.16,22.68,72.83,50.16
239,23.50,74.29,50.16,22.68,72.83,50.15
240,23.46,74.23,50.17,22.67,72.81,50.15
241,23.47,74.25,50.15,22.68,72.83,50.15
242,23.47,74.25,50.15,22.68,72.83,50.17
243,23.46,74.23,50.17,22.67,72.81,50.17
244,23.47,74.25,50.16,22.66,72.79,50.16
245,23.47,74.25,50.14,22.66,72.79,50.15
246,23.47,74.25,50.14,22.67,72.81,50.16
247,23.49,74.27,50.15,22.67,72.81,50.18
248,23.47,74.25,50.14,22.64,72.75,50.16
249,23.49,74.27,50.14,22.66,72.79,50.18
250,23.50,74.29,50.15,22.64,72.75,50.18
251,23.47,74.25,50.17,22.66,72.79,50.19
252,23.47,74.25,50.17,22.66,72.79,50.18
253,23.47,74.25,50.14,22.66,72.79,50.20
254,23.50,74.29,50.14,22.67,72.81,50.18
255,23.49,74.27,50.14,22.67,72.81,50.18
256,23.49,74.27,50.14,22.66,72.79,50.20
257,23.49,74.27,50.15,22.68,72.83,50.20
258,23.47,74.25,50.16,22.66,72.79,50.21
259,23.49,74.27,50.16,22.65,72.77,50.19
260,23.47,74.25,50.14,22.67,72.81,50.21
261,23.49,74.27,50.15,22.66,72.79,50.21
262,23.50,74.29,50.14,22.67,72.81,50.20
263,23.47,74.25,50.14,22.68,72.83,50.20
264,23.50,74.29,50.14,22.68,72.83,50.21
265,23.49,74.27,50.15,22.67,72.81,50.21
266,23.47,74.25,50.15,22.69,72.84,50.20
267,23.49,74.27,50.13,22.67,72.81,50.21
268,23.49,74.27,50.12,22.68,72.83,50.22
269,23.47,74.25,50.14,22.66,72.79,50.21
270,23.47,74.25,50.12,22.65,72.77,50.19
271,23.49,74.27,50.14,22.68,72.83,50.21
272,23.49,74.27,50.14,22.68,72.83,50.21
273,23.47,74.25,50.13,22.66,72.79,50.21
274,23.46,74.23,50.12,22.67,72.81,50.23
275,23.47,74.25,50.15,22.67,72.81,50.21
276,23.46,74.23,50.12,22.66,72.79,50.21
277,23.45,74.22,50.11,22.67,72.81,50.21
278,23.45,74.22,50.14,22.67,72.81,50.21
279,23.49,74.27,50.12,22.66,72.79,50.22
280,23.49,74.27,50.11,22.66,72.79,50.21
281,23.49,74.27,50.11,22.67,72.81,50.22
282,23.47,74.25,50.13,22.67,72.81,50.21
283,23.50,74.29,50.14,22.69,72.84,50.21
284,23.49,74.27,50.11,22.65,72.77,50.19
285,23.47,74.25,50.13,22.69,72.84,50.22
286,23.49,74.27,50.11,22.68,72.83,50.21
287,23.49,74.27,50.13,22.66,72.79,50.21
288,23.46,74.23,50.12,22.64,72.75,50.21
289,23.50,74.29,50.13,22.66,72.79,50.21
290,23.49,74.27,50.11,22.66,72.79,50.21
291,23.50,74.29,50.12,22.66,72.79,50.22
292,23.51,74.31,50.14,22.69,72.84,50.22
293,23.49,74.27,50.12,22.67,72.81,50.22
294,23.49,74.27,50.13,22.67,72.81,50.22
295,23.47,74.25,50.14,22.67,72.81,50.22
296,23.49,74.27,50.13,22.68,72.83,50.22
297,23.50,74.29,50.12,22.66,72.79,50.22
298,23.47,74.25,50.13,22.67,72.81,50.23
299,23.47,74.25,50.12,22.67,72.81,50.23
300,23.47,74.25,50.13,22.67,72.81,50.21
301,23.47,74.25,50.12,22.67,72.81,50.23
302,23.47,74.25,50.12,22.68,72.83,50.23
303,23.46,74.23,50.14,22.67,72.81,50.21
304,23.46,74.23,50.13,22.68,72.83,50.23
305,23.47,74.25,50.11,22.68,72.83,50.23
306,23.47,74.25,50.12,22.67,72.81,50.23
307,23.50,74.29,50.13,22.67,72.81,50.23
308,23.47,74.25,50.11,22.69,72.84,50.22
309,23.49,74.27,50.11,22.66,72.79,50.22
310,23.49,74.27,50.12,22.68,72.83,50.22
311,23.50,74.29,50.11,22.67,72.81,50.22
312,23.51,74.31,50.13,22.67,72.81,50.22
313,23.50,74.29,50.14,22.68,72.83,50.22
314,23.50,74.29,50.11,22.68,72.83,50.23
315,23.47,74.25,50.11,22.69,72.84,50.22
316,23.50,74.29,50.10,22.68,72.83,50.22
317,23.49,74.27,50.11,22.68,72.83,50.23
318,23.49,74.27,50.11,22.68,72.83,50.23
319,23.47,74.25,50.10,22.68,72.83,50.24
320,23.50,74.29,50.11,22.68,72.83,50.22
321,23.50,74.29,50.09,22.66,72.79,50.24
322,23.50,74.29,50.11,22.68,72.83,50.24
323,23.49,74.27,50.10,22.68,72.83,50.24
324,23.50,74.29,50.10,22.64,72.75,50.23
325,23.49,74.27,50.09,22.65,72.77,50.23
326,23.49,74.27,50.08,22.64,72.75,50.21
327,23.47,74.25,50.10,22.64,72.75,50.23
328,23.50,74.29,50.08,22.64,72.75,50.21
329,23.50,74.29,50.11,22.63,72.73,50.21
330,23.50,74.29,50.10,22.62,72.71,50.20
331,23.52,74.33,50.10,22.62,72.71,50.21
332,23.51,74.31,50.11,22.61,72.69,50.21
333,23.51,74.31,50.09,22.61,72.69,50.20
334,23.49,74.27,50.11,22.60,72.67,50.22
335,23.49,74.27,50.08,22.63,72.73,50.21
336,23.50,74.29,50.08,22.62,72.71,50.21
337,23.50,74.29,50.09,22.60,72.67,50.22
338,23.50,74.29,50.09,22.64,72.75,50.23
339,23.50,74.29,50.10,22.65,72.77,50.24
340,23.49,74.27,50.08,22.63,72.73,50.23
341,23.50,74.29,50.09,22.61,72.69,50.24
342,23.52,74.33,50.11,22.62,72.71,50.24
343,23.47,74.25,50.08,22.64,72.75,50.24
344,23.49,74.27,50.09,22.63,72.73,50.24
345,23.49,74.27,50.09,22.64,72.75,50.23
346,23.50,74.29,50.09,22.62,72.71,50.25
347,23.51,74.31,50.09,22.63,72.73,50.24
348,23.49,74.27,50.09,22.63,72.73,50.24
349,23.49,74.27,50.08,22.63,72.73,50.25
350,23.49,74.27,50.09,22.64,72.75,50.24
351,23.51,74.31,50.08,22.62,72.71,50.24
352,23.47,74.25,50.08,22.64,72.75,50.22
353,23.49,74.27,50.08,22.64,72.75,50.24
354,23.51,74.31,50.11,22.63,72.73,50.24
355,23.50,74.29,50.09,22.65,72.77,50.24
356,23.47,74.25,50.08,22.66,72.79,50.27
357,23.51,74.31,50.08,22.63,72.73,50.24
358,23.49,74.27,50.08,22.65,72.77,50.27
359,23.51,74.31,50.08,22.64,72.75,50.25
360,23.51,74.31,50.08,22.65,72.77,50.24
361,23.50,74.29,50.06,22.65,72.77,50.25
362,23.50,74.29,50.08,22.64,72.75,50.23
363,23.51,74.31,50.08,22.63,72.73,50.25
364,23.51,74.31,50.08,22.66,72.79,50.24
365,23.49,74.27,50.07,22.64,72.75,50.24
366,23.51,74.31,50.08,22.66,72.79,50.25
367,23.50,74.29,50.08,22.64,72.75,50.25
368,23.51,74.31,50.07,22.65,72.77,50.24
369,23.50,74.29,50.08,22.65,72.77,50.24
370,23.50,74.29,50.08,22.64,72.75,50.24
371,23.51,74.31,50.08,22.64,72.75,50.24
372,23.50,74.29,50.08,22.64,72.75,50.26
373,23.50,74.29,50.08,22.65,72.77,50.26
374,23.52,74.33,50.07,22.65,72.77,50.26
375,23.50,74.29,50.08,22.64,72.75,50.27
376,23.47,74.25,50.09,22.64,72.75,50.25
377,23.49,74.27,50.09,22.65,72.77,50.26
378,23.50,74.29,50.07,22.64,72.75,50.25
379,23.51,74.31,50.08,22.63,72.73,50.29
380,23.51,74.31,50.08,22.65,72.77,50.26
381,23.49,74.27,50.08,22.64,72.75,50.26
382,23.52,74.33,50.08,22.64,72.75,50.25
383,23.51,74.31,50.10,22.62,72.71,50.24
384,23.50,74.29,50.07,22.63,72.73,50.26
385,23.50,74.29,50.08,22.62,72.71,50.27
386,23.51,74.31,50.10,22.61,72.69,50.27
387,23.50,74.29,50.08,22.63,72.73,50.27
388,23.50,74.29,50.08,22.61,72.69,50.24
389,23.51,74.31,50.08,22.60,72.67,50.26
390,23.51,74.31,50.10,22.61,72.69,50.27
391,23.50,74.29,50.08,22.62,72.71,50.26
392,23.53,74.35,50.08,22.61,72.69,50.27
393,23.52,74.33,50.08,22.61,72.69,50.27
394,23.51,74.31,50.09,22.61,72.69,50.27
395,23.51,74.31,50.07,22.61,72.69,50.27
396,23.51,74.31,50.07,22.62,72.71,50.27
397,23.52,74.33,50.08,22.61,72.69,50.27
398,23.50,74.29,50.07,22.61,72.69,50.28
399,23.52,74.33,50.08,22.60,72.67,50.29
400,23.49,74.27,50.08,22.62,72.71,50.28
401,23.50,74.29,50.07,22.61,72.69,50.30
402,23.51,74.31,50.09,22.61,72.69,50.28
403,23.51,74.31,50.08,22.61,72.69,50.28
404,23.51,74.31,50.08,22.64,72.75,50.29
405,23.51,74.31,50.07,22.61,72.69,50.30
406,23.52,74.33,50.05,22.63,72.73,50.30
407,23.51,74.31,50.05,22.61,72.69,50.30
408,23.51,74.31,50.06,22.64,72.75,50.29
409,23.52,74.33,50.08,22.62,72.71,50.30
410,23.50,74.29,50.06,22.61,72.69,50.28
411,23.49,74.27,50.06,22.58,72.65,50.30
412,23.51,74.31,50.08,22.61,72.69,50.28
413,23.51,74.31,50.07,22.60,72.67,50.30
414,23.50,74.29,50.06,22.58,72.65,50.29
415,23.51,74.31,50.08,22.60,72.67,50.25
416,23.51,74.31,50.08,22.60,72.67,50.27
417,23.52,74.33,50.07,22.58,72.65,50.29
418,23.53,74.35,50.06,22.58,72.65,50.28
419,23.51,74.31,50.07,22.57,72.63,50.30
420,23.51,74.31,50.06,22.55,72.59,50.29
421,23.52,74.33,50.07,22.55,72.59,50.27
422,23.50,74.29,50.08,22.56,72.61,50.29
423,23.51,74.31,50.05,22.56,72.61,50.27
424,23.52,74.33,50.07,22.57,72.63,50.30
425,23.51,74.31,50.07,22.58,72.65,50.30
426,23.51,74.31,50.05,22.58,72.65,50.30
427,23.49,74.27,50.04,22.57,72.63,50.31
428,23.50,74.29,50.06,22.58,72.65,50.30
429,23.53,74.35,50.05,22.60,72.67,50.31
430,23.51,74.31,50.06,22.60,72.67,50.31
431,23.54,74.37,50.05,22.61,72.69,50.31
432,23.51,74.31,50.06,22.60,72.67,50.31
433,23.52,74.33,50.05,22.62,72.71,50.31
434,23.54,74.37,50.05,22.60,72.67,50.34
435,23.52,74.33,50.07,22.60,72.67,50.33
436,23.52,74.33,50.06,22.61,72.69,50.33
437,23.52,74.33,50.07,22.60,72.67,50.31
438,23.51,74.31,50.07,22.61,72.69,50.33
439,23.51,74.31,50.05,22.61,72.69,50.32
440,23.52,74.33,50.07,22.61,72.69,50.33
441,23.51,74.31,50.07,22.60,72.67,50.31
442,23.53,74.35,50.07,22.62,72.71,50.31
443,23.51,74.31,50.07,22.62,72.71,50.31
444,23.52,74.33,50.05,22.60,72.67,50.31
445,23.52,74.33,50.05,22.61,72.69,50.30
446,23.52,74.33,50.05,22.61,72.69,50.31
447,23.52,74.33,50.05,22.60,72.67,50.30
448,23.53,74.35,50.06,22.62,72.71,50.30
449,23.51,74.31,50.05,22.62,72.71,50.30
450,23.51,74.31,50.06,22.62,72.71,50.28
451,23.52,74.33,50.05,22.62,72.71,50.30
452,23.53,74.35,50.07,22.61,72.69,50.30
453,23.52,74.33,50.05,22.61,72.69,50.30
454,23.51,74.31,50.05,22.62,72.71,50.28
455,23.54,74.37,50.05,22.62,72.71,50.30
456,23.51,74.31,50.05,22.62,72.71,50.30
457,23.51,74.31,50.07,22.62,72.71,50.30
458,23.51,74.31,50.07,22.62,72.71,50.30
459,23.51,74.31,50.07,22.63,72.73,50.29
460,23.53,74.35,50.07,22.63,72.73,50.32
461,23.53,74.35,50.06,22.61,72.69,50.31
462,23.52,74.33,50.05,22.64,72.75,50.30
463,23.53,74.35,50.05,22.63,72.73,50.31
464,23.53,74.35,50.08,22.63,72.73,50.30
465,23.54,74.37,50.07,22.62,72.71,50.30
466,23.53,74.35,50.05,22.61,72.69,50.28
467,23.54,74.37,50.05,22.62,72.71,50.30
468,23.52,74.33,50.08,22.61,72.69,50.30
469,23.54,74.37,50.07,22.61,72.69,50.30
470,23.53,74.35,50.05,22.60,72.67,50.30
471,23.51,74.31,50.07,22.61,72.69,50.30
472,23.53,74.35,50.08,22.62,72.71,50.30
473,23.53,74.35,50.07,22.61,72.69,50.30
474,23.52,74.33,50.07,22.58,72.65,50.30
475,23.56,74.41,50.06,22.61,72.69,50.30
476,23.52,74.33,50.06,22.62,72.71,50.30
477,23.53,74.35,50.05,22.62,72.71,50.29
478,23.52,74.33,50.05,22.63,72.73,50.30
479,23.53,74.35,50.05,22.58,72.65,50.30
480,23.53,74.35,50.07,22.57,72.63,50.30
481,23.54,74.37,50.06,22.58,72.65,50.28
482,23.54,74.37,50.06,22.57,72.63,50.27
483,23.53,74.35,50.06,22.56,72.61,50.27
484,23.53,74.35,50.07,22.58,72.65,50.28
485,23.53,74.35,50.05,22.58,72.65,50.27
486,23.54,74.37,50.05,22.57,72.63,50.29
487,23.54,74.37,50.08,22.61,72.69,50.27
488,23.55,74.39,50.07,22.60,72.67,50.30
489,23.54,74.37,50.05,22.57,72.63,50.28
490,23.53,74.35,50.06,22.54,72.57,50.29
491,23.55,74.39,50.08,22.57,72.63,50.30
492,23.52,74.33,50.05,22.57,72.63,50.30
493,23.56,74.41,50.06,22.56,72.61,50.29
494,23.52,74.33,50.07,22.54,72.57,50.28
495,23.55,74.39,50.07,22.56,72.61,50.29
496,23.54,74.37,50.05,22.54,72.57,50.29
497,23.53,74.35,50.05,22.55,72.59,50.27
498,23.53,74.35,50.06,22.56,72.61,50.27
499,23.55,74.39,50.05,22.54,72.57,50.29
500,23.53,74.35,50.05,22.54,72.57,50.30
501,23.53,74.35,50.05,22.52,72.54,50.28
502,23.55,74.39,50.07,22.54,72.57,50.31
503,23.54,74.37,50.06,22.54,72.57,50.30
504,23.56,74.41,50.05,22.54,72.57,50.29
505,23.55,74.39,50.08,22.53,72.56,50.29
506,23.52,74.33,50.06,22.52,72.54,50.31
507,23.54,74.37,50.07,22.54,72.57,50.33
508,23.55,74.39,50.07,22.55,72.59,50.30
509,23.53,74.35,50.07,22.55,72.59,50.31
510,23.56,74.41,50.05,22.55,72.59,50.30
511,23.53,74.35,50.05,22.54,72.57,50.30
512,23.53,74.35,50.05,22.55,72.59,50.31
513,23.55,74.39,50.06,22.55,72.59,50.31
514,23.52,74.33,50.07,22.54,72.57,50.33
515,23.56,74.41,50.06,22.55,72.59,50.33
516,23.55,74.39,50.06,22.55,72.59,50.33
517,23.54,74.37,50.05,22.57,72.63,50.33
518,23.54,74.37,50.05,22.56,72.61,50.32
519,23.54,74.37,50.05,22.56,72.61,50.33
520,23.55,74.39,50.05,22.56,72.61,50.32
521,23.54,74.37,50.07,22.57,72.63,50.35
522,23.55,74.39,50.04,22.57,72.63,50.33
523,23.53,74.35,50.05,22.57,72.63,50.34
524,23.55,74.39,50.05,22.58,72.65,50.34
525,23.55,74.39,50.05,22.55,72.59,50.31
526,23.54,74.37,50.05,22.56,72.61,50.33
527,23.53,74.35,50.05,22.54,72.57,50.34
528,23.55,74.39,50.05,22.55,72.59,50.31
529,23.57,74.43,50.06,22.56,72.61,50.34
530,23.55,74.39,50.06,22.56,72.61,50.34
531,23.55,74.39,50.07,22.54,72.57,50.33
532,23.55,74.39,50.05,22.55,72.59,50.33
533,23.53,74.35,50.07,22.57,72.63,50.34
534,23.56,74.41,50.05,22.57,72.63,50.35
535,23.54,74.37,50.05,22.54,72.57,50.33
536,23.56,74.41,50.05,22.54,72.57,50.33
