26.000, 24.622, 47.21
26.000, 24.627, 47.02
26.000, 24.647, 46.32
26.000, 24.660, 45.90
26.000, 24.706, 44.30
26.000, 24.750, 42.80
26.000, 24.825, 40.23
26.000, 24.893, 37.88
26.000, 24.943, 36.15
26.000, 25.012, 33.80
26.000, 25.095, 30.94
26.000, 25.181, 27.99
26.000, 25.250, 25.65
26.000, 25.285, 24.43
26.000, 25.363, 21.76
26.000, 25.438, 19.18
26.000, 25.464, 18.29
26.000, 25.537, 15.80
26.000, 25.569, 14.73
26.000, 25.626, 12.76
26.000, 25.644, 12.15
26.000, 25.706, 10.04
26.000, 25.718, 9.62
26.000, 25.722, 9.48
26.000, 25.750, 8.54
26.000, 25.790, 7.18
26.000, 25.803, 6.71
26.000, 25.803, 6.71
26.000, 25.807, 6.57
26.000, 25.806, 6.62
26.000, 25.805, 6.66
26.000, 25.806, 6.62
26.000, 25.805, 6.66
26.000, 25.807, 6.57
26.000, 25.805, 6.66
26.000, 25.805, 6.66
26.000, 25.787, 7.27
26.000, 25.744, 8.73
26.000, 25.730, 9.19
26.000, 25.717, 9.66
26.000, 25.721, 9.52
26.000, 25.721, 9.52
26.000, 25.717, 9.66
26.000, 25.717, 9.66
26.000, 25.718, 9.62
26.000, 25.714, 9.76
26.000, 25.715, 9.71
26.000, 25.713, 9.80
26.000, 25.715, 9.71
26.000, 25.715, 9.71
26.000, 25.715, 9.71
26.000, 25.715, 9.71
26.000, 25.713, 9.80
26.000, 25.711, 9.85
26.000, 25.713, 9.80
26.000, 25.714, 9.76
26.000, 25.717, 9.66
26.000, 25.713, 9.80
26.000, 25.711, 9.85
26.000, 25.710, 9.90
26.000, 25.714, 9.76
26.000, 25.713, 9.80
26.000, 25.714, 9.76
26.000, 25.717, 9.66
26.000, 25.713, 9.80
26.000, 25.713, 9.80
26.000, 25.714, 9.76
26.000, 25.714, 9.76
26.000, 25.717, 9.66
26.000, 25.714, 9.76
26.000, 25.714, 9.76
26.000, 25.719, 9.57
26.000, 25.717, 9.66
26.000, 25.717, 9.66
26.000, 25.715, 9.71
26.000, 25.718, 9.62
26.000, 25.715, 9.71
26.000, 25.719, 9.57
26.000, 25.718, 9.62
26.000, 25.717, 9.66
26.000, 25.719, 9.57
26.000, 25.717, 9.66
26.000, 25.719, 9.57
26.000, 25.715, 9.71
26.000, 25.719, 9.57
26.000, 25.722, 9.48
26.000, 25.718, 9.62
26.000, 25.721, 9.52
26.000, 25.721, 9.52
26.000, 25.722, 9.48
26.000, 25.724, 9.43
26.000, 25.721, 9.52
26.000, 25.724, 9.43
26.000, 25.722, 9.48
26.000, 25.733, 9.10
26.000, 25.735, 9.05
26.000, 25.748, 8.59
26.000, 25.744, 8.73
26.000, 25.770, 7.84
26.000, 25.763, 8.07
26.000, 25.780, 7.51
26.000, 25.773, 7.74
26.000, 25.780, 7.51
26.000, 25.784, 7.37
26.000, 25.791, 7.13
26.000, 25.792, 7.09
26.000, 25.796, 6.94
26.000, 25.787, 7.27
26.000, 25.791, 7.13
26.000, 25.783, 7.41
26.000, 25.792, 7.09
26.000, 25.787, 7.27
26.000, 25.785, 7.32
26.000, 25.765, 8.02
26.000, 25.769, 7.88
26.000, 25.765, 8.02
26.000, 25.769, 7.88
26.000, 25.758, 8.26
26.000, 25.763, 8.07
26.000, 25.752, 8.44
26.000, 25.763, 8.07
26.000, 25.762, 8.12
26.000, 25.780, 7.51
26.000, 25.765, 8.02
26.000, 25.777, 7.60
26.000, 25.774, 7.69
26.000, 25.791, 7.13
26.000, 25.784, 7.37
26.000, 25.787, 7.27
26.000, 25.792, 7.09
26.000, 25.796, 6.94
26.000, 25.798, 6.90
26.000, 25.801, 6.80
26.000, 25.792, 7.09
26.000, 25.801, 6.80
26.000, 25.798, 6.90
26.000, 25.796, 6.94
26.000, 25.790, 7.18
26.000, 25.784, 7.37
26.000, 25.779, 7.55
26.000, 25.787, 7.27
26.000, 25.773, 7.74
26.000, 25.774, 7.69
26.000, 25.769, 7.88
26.000, 25.781, 7.46
26.000, 25.776, 7.65
26.000, 25.783, 7.41
26.000, 25.772, 7.79
26.000, 25.783, 7.41
26.000, 25.784, 7.37
26.000, 25.791, 7.13
26.000, 25.790, 7.18
26.000, 25.795, 6.99
26.000, 25.790, 7.18
26.000, 25.792, 7.09
26.000, 25.798, 6.90
26.000, 25.792, 7.09
26.000, 25.794, 7.04
26.000, 25.802, 6.76
26.000, 25.795, 6.99
26.000, 25.802, 6.76
26.000, 25.799, 6.85
26.000, 25.806, 6.62
26.000, 25.802, 6.76
26.000, 25.805, 6.66
26.000, 25.799, 6.85
26.000, 25.807, 6.57
26.000, 25.798, 6.90
26.000, 25.806, 6.62
26.000, 25.798, 6.90
26.000, 25.798, 6.90
26.000, 25.796, 6.94
26.000, 25.802, 6.76
26.000, 25.792, 7.09
26.000, 25.798, 6.90
26.000, 25.792, 7.09
26.000, 25.792, 7.09
26.000, 25.794, 7.04
26.000, 25.794, 7.04
26.000, 25.790, 7.18
26.000, 25.799, 6.85
26.000, 25.795, 6.99
26.000, 25.799, 6.85
26.000, 25.802, 6.76
26.000, 25.802, 6.76
26.000, 25.805, 6.66
26.000, 25.806, 6.62
26.000, 25.803, 6.71
26.000, 25.807, 6.57
26.000, 25.805, 6.66
26.000, 25.802, 6.76
26.000, 25.801, 6.80
26.000, 25.802, 6.76
26.000, 25.803, 6.71
26.000, 25.803, 6.71
26.000, 25.807, 6.57
26.000, 25.803, 6.71
26.000, 25.807, 6.57
26.000, 25.806, 6.62
26.000, 25.809, 6.52
26.000, 25.805, 6.66
26.000, 25.803, 6.71
26.000, 25.806, 6.62
26.000, 25.806, 6.62
26.000, 25.806, 6.62
26.000, 25.806, 6.62
26.000, 25.805, 6.66
26.000, 25.805, 6.66
26.000, 25.806, 6.62
26.000, 25.805, 6.66
26.000, 25.805, 6.66
26.000, 25.807, 6.57
26.000, 25.807, 6.57
26.000, 25.805, 6.66
26.000, 25.803, 6.71
26.000, 25.807, 6.57
26.000, 25.805, 6.66
26.000, 25.805, 6.66
26.000, 25.805, 6.66
26.000, 25.803, 6.71
26.000, 25.805, 6.66
26.000, 25.803, 6.71
26.000, 25.806, 6.62
26.000, 25.805, 6.66
26.000, 25.807, 6.57
26.000, 25.803, 6.71
26.000, 25.803, 6.71
26.000, 25.805, 6.66
26.000, 25.805, 6.66
26.000, 25.806, 6.62
26.000, 25.807, 6.57
26.000, 25.806, 6.62
26.000, 25.806, 6.62
26.000, 25.806, 6.62
26.000, 25.805, 6.66
26.000, 25.806, 6.62
26.000, 25.806, 6.62
26.000, 25.806, 6.62
26.000, 25.806, 6.62
26.000, 25.807, 6.57
27.000, 25.805, 40.61
27.000, 25.799, 40.79
27.000, 25.803, 40.65
27.000, 25.813, 40.33
27.000, 25.860, 38.73
27.000, 25.880, 38.03
27.000, 25.915, 36.86
27.000, 25.968, 35.03
27.000, 25.998, 34.00
27.000, 26.062, 31.84
27.000, 26.128, 29.59
27.000, 26.158, 28.56
27.000, 26.235, 25.93
27.000, 26.256, 25.23
27.000, 26.329, 22.75
27.000, 26.345, 22.18
27.000, 26.420, 19.65
27.000, 26.437, 19.09
27.000, 26.504, 16.79
27.000, 26.508, 16.65
27.000, 26.553, 15.15
27.000, 26.595, 13.70
27.000, 26.598, 13.61
27.000, 26.605, 13.37
27.000, 26.645, 12.01
27.000, 26.680, 10.84
27.000, 26.684, 10.70
27.000, 26.684, 10.70
27.000, 26.688, 10.56
27.000, 26.684, 10.70
27.000, 26.685, 10.65
27.000, 26.691, 10.47
27.000, 26.685, 10.65
27.000, 26.688, 10.56
27.000, 26.688, 10.56
27.000, 26.687, 10.61
27.000, 26.685, 10.65
27.000, 26.687, 10.61
27.000, 26.681, 10.79
27.000, 26.684, 10.70
27.000, 26.684, 10.70
27.000, 26.678, 10.89
27.000, 26.665, 11.36
27.000, 26.631, 12.48
27.000, 26.627, 12.62
27.000, 26.613, 13.09
27.000, 26.616, 13.00
27.000, 26.602, 13.47
27.000, 26.605, 13.37
27.000, 26.600, 13.56
27.000, 26.602, 13.47
27.000, 26.601, 13.51
27.000, 26.604, 13.42
27.000, 26.600, 13.56
27.000, 26.604, 13.42
27.000, 26.608, 13.28
27.000, 26.611, 13.18
27.000, 26.611, 13.18
27.000, 26.624, 12.72
27.000, 26.629, 12.58
27.000, 26.653, 11.73
27.000, 26.649, 11.87
27.000, 26.671, 11.12
27.000, 26.660, 11.50
27.000, 26.674, 11.03
27.000, 26.677, 10.93
27.000, 26.682, 10.75
27.000, 26.674, 11.03
27.000, 26.681, 10.79
27.000, 26.684, 10.70
27.000, 26.684, 10.70
27.000, 26.682, 10.75
27.000, 26.680, 10.84
27.000, 26.680, 10.84
27.000, 26.680, 10.84
27.000, 26.676, 10.98
27.000, 26.681, 10.79
27.000, 26.678, 10.89
27.000, 26.680, 10.84
27.000, 26.678, 10.89
27.000, 26.676, 10.98
27.000, 26.662, 11.45
27.000, 26.670, 11.17
27.000, 26.663, 11.40
27.000, 26.671, 11.12
27.000, 26.673, 11.08
27.000, 26.676, 10.98
27.000, 26.670, 11.17
27.000, 26.677, 10.93
27.000, 26.667, 11.26
27.000, 26.677, 10.93
27.000, 26.681, 10.79
27.000, 26.681, 10.79
27.000, 26.680, 10.84
27.000, 26.678, 10.89
27.000, 26.682, 10.75
27.000, 26.684, 10.70
27.000, 26.684, 10.70
27.000, 26.681, 10.79
27.000, 26.681, 10.79
27.000, 26.682, 10.75
27.000, 26.684, 10.70
27.000, 26.688, 10.56
27.000, 26.685, 10.65
27.000, 26.685, 10.65
27.000, 26.684, 10.70
27.000, 26.682, 10.75
27.000, 26.681, 10.79
27.000, 26.684, 10.70
27.000, 26.684, 10.70
27.000, 26.688, 10.56
27.000, 26.684, 10.70
27.000, 26.684, 10.70
27.000, 26.684, 10.70
27.000, 26.685, 10.65
27.000, 26.685, 10.65
27.000, 26.685, 10.65
27.000, 26.685, 10.65
27.000, 26.685, 10.65
27.000, 26.688, 10.56
27.000, 26.682, 10.75
27.000, 26.687, 10.61
27.000, 26.689, 10.51
27.000, 26.687, 10.61
27.000, 26.685, 10.65
27.000, 26.687, 10.61
27.000, 26.692, 10.42
27.000, 26.688, 10.56
27.000, 26.688, 10.56
27.000, 26.689, 10.51
27.000, 26.691, 10.47
27.000, 26.688, 10.56
27.000, 26.688, 10.56
27.000, 26.692, 10.42
27.000, 26.688, 10.56
27.000, 26.691, 10.47
27.000, 26.689, 10.51
27.000, 26.695, 10.33
27.000, 26.698, 10.23
27.000, 26.692, 10.42
27.000, 26.703, 10.04
27.000, 26.699, 10.18
27.000, 26.713, 9.72
27.000, 26.716, 9.62
27.000, 26.732, 9.06
27.000, 26.727, 9.25
27.000, 26.746, 8.59
27.000, 26.743, 8.68
27.000, 26.761, 8.08
27.000, 26.757, 8.22
27.000, 26.761, 8.08
27.000, 26.754, 8.31
27.000, 26.760, 8.12
27.000, 26.734, 9.01
27.000, 26.753, 8.36
27.000, 26.734, 9.01
27.000, 26.741, 8.78
27.000, 26.724, 9.34
27.000, 26.738, 8.87
27.000, 26.716, 9.62
27.000, 26.725, 9.29
27.000, 26.716, 9.62
27.000, 26.730, 9.15
27.000, 26.710, 9.81
27.000, 26.724, 9.34
27.000, 26.710, 9.81
27.000, 26.724, 9.34
27.000, 26.707, 9.90
27.000, 26.730, 9.15
27.000, 26.721, 9.43
27.000, 26.735, 8.97
27.000, 26.734, 9.01
27.000, 26.745, 8.64
27.000, 26.732, 9.06
27.000, 26.746, 8.59
27.000, 26.741, 8.78
27.000, 26.759, 8.17
27.000, 26.747, 8.54
27.000, 26.752, 8.40
27.000, 26.742, 8.73
27.000, 26.756, 8.26
27.000, 26.745, 8.64
27.000, 26.759, 8.17
27.000, 26.742, 8.73
27.000, 26.757, 8.22
27.000, 26.752, 8.40
27.000, 26.752, 8.40
27.000, 26.743, 8.68
27.000, 26.750, 8.45
27.000, 26.743, 8.68
27.000, 26.756, 8.26
27.000, 26.738, 8.87
27.000, 26.756, 8.26
27.000, 26.743, 8.68
27.000, 26.752, 8.40
27.000, 26.743, 8.68
27.000, 26.747, 8.54
27.000, 26.741, 8.78
27.000, 26.750, 8.45
27.000, 26.742, 8.73
27.000, 26.760, 8.12
27.000, 26.745, 8.64
27.000, 26.761, 8.08
27.000, 26.742, 8.73
27.000, 26.759, 8.17
27.000, 26.747, 8.54
27.000, 26.761, 8.08
27.000, 26.752, 8.40
27.000, 26.768, 7.84
27.000, 26.763, 8.03
27.000, 26.767, 7.89
27.000, 26.766, 7.93
27.000, 26.770, 7.79
27.000, 26.763, 8.03
27.000, 26.767, 7.89
27.000, 26.756, 8.26
27.000, 26.763, 8.03
27.000, 26.761, 8.08
27.000, 26.766, 7.93
27.000, 26.757, 8.22
27.000, 26.759, 8.17
27.000, 26.754, 8.31
27.000, 26.763, 8.03
27.000, 26.754, 8.31
27.000, 26.766, 7.93
27.000, 26.761, 8.08
27.000, 26.768, 7.84
27.000, 26.766, 7.93
27.000, 26.768, 7.84
27.000, 26.764, 7.98
27.000, 26.770, 7.79
27.000, 26.764, 7.98
27.000, 26.764, 7.98
27.000, 26.763, 8.03
27.000, 26.759, 8.17
