resistance,ppm,temp_c
9984.8549,-0.12,24.993
9984.8549,-0.12,25.004
9984.8549,-0.12,25.003
9984.8549,-0.12,25.011
9984.8549,-0.12,25.004
9984.8549,-0.12,24.997
9984.8549,-0.12,25.005
9984.8549,-0.12,24.999
9984.8549,-0.12,24.996
9984.8549,-0.12,25.005
9984.8551,-0.10,24.993
9984.8551,-0.10,24.996
9984.8551,-0.10,24.985
9984.8551,-0.10,24.982
9984.8551,-0.10,24.992
9984.8551,-0.10,25.001
9984.8551,-0.10,25.01
9984.8551,-0.10,25.007
9984.8551,-0.10,25.0
9984.8551,-0.10,25.001
9984.8551,-0.10,25.008
9984.8551,-0.10,24.999
9984.8551,-0.10,25.012
9984.8551,-0.10,24.997
9984.8554,-0.07,25.003
9984.8554,-0.07,25.0
9984.8554,-0.07,24.993
9984.8554,-0.07,24.993
9984.8554,-0.07,24.996
9984.8554,-0.07,24.986
9984.8554,-0.07,24.999
9984.8554,-0.07,25.011
9984.8554,-0.07,25.016
9984.8554,-0.07,24.996
9984.8554,-0.07,24.982
9984.8554,-0.07,24.985
9984.8554,-0.07,24.995
9984.8577,0.16,24.996
9984.8577,0.16,24.995
9984.8577,0.16,25.021
9984.8577,0.16,24.986
9984.8577,0.16,25.0
9984.8577,0.16,25.005
9984.8577,0.16,24.996
9984.8577,0.16,25.021
9984.8577,0.16,24.99
9984.8577,0.16,25.004
9984.8577,0.16,25.001
9984.8577,0.16,25.007
9984.8577,0.16,25.01
9984.8554,-0.07,24.995
9984.8554,-0.07,24.999
9984.8554,-0.07,25.0
9984.8554,-0.07,25.007
9984.8554,-0.07,24.996
9984.8554,-0.07,25.012
9984.8554,-0.07,25.011
9984.8554,-0.07,24.992
9984.8554,-0.07,24.958
9984.8554,-0.07,24.988
9984.8554,-0.07,24.985
9984.8554,-0.07,25.008
9984.8554,-0.07,24.999
9984.8554,-0.07,25.01
9984.8521,-0.40,25.004
9984.8521,-0.40,25.005
9984.8521,-0.40,25.007
9984.8521,-0.40,25.008
9984.8521,-0.40,25.004
9984.8521,-0.40,25.012
9984.8521,-0.40,24.996
9984.8521,-0.40,25.015
9984.8521,-0.40,25.005
9984.8521,-0.40,25.01
9984.8521,-0.40,25.011
9984.8521,-0.40,25.003
9984.8521,-0.40,25.001
9984.8569,0.08,24.997
9984.8569,0.08,24.99
9984.8569,0.08,24.995
9984.8569,0.08,24.989
9984.8569,0.08,24.975
9984.8569,0.08,24.984
9984.8569,0.08,25.001
9984.8569,0.08,24.988
9984.8569,0.08,24.959
9984.8569,0.08,25.007
9984.8569,0.08,24.997
9984.8569,0.08,25.003
9984.8569,0.08,25.007
9984.8569,0.08,25.008
9984.8567,0.06,25.0
9984.8567,0.06,25.011
9984.8567,0.06,25.022
9984.8567,0.06,24.999
9984.8567,0.06,25.041
9984.8567,0.06,25.001
9984.8567,0.06,25.012
9984.8567,0.06,25.018
9984.8567,0.06,25.004
9984.8567,0.06,25.003
9984.8567,0.06,25.012
9984.8567,0.06,24.993
9984.8567,0.06,25.005
9984.8559,-0.02,24.992
9984.8559,-0.02,24.988
9984.8559,-0.02,25.003
9984.8559,-0.02,24.992
9984.8559,-0.02,24.989
9984.8559,-0.02,25.0
