timestamp,run1
1519623513.054,17580.363
1519623516.407,17580.084
1519623519.759,17582.372
1519623523.111,17581.663
1519623526.463,17587.704
1519623529.816,17589.180
1519623533.168,17594.468
1519623536.520,17594.123
1519623539.872,17594.194
1519623543.224,17591.218
1519623546.577,17590.661
1519623549.929,17591.094
1519623553.281,17590.569
1519623556.633,17590.917
1519623559.985,17587.107
1519623563.337,17589.561
1519623566.689,17595.983
1519623570.041,17596.784
1519623573.393,17592.790
1519623576.746,17583.110
1519623580.098,17577.394
1519623583.450,17577.392
1519623586.802,17584.225
1519623590.154,17584.002
1519623593.506,17580.152
1519623596.858,17572.475
1519623600.210,17573.225
1519623603.563,17575.610
1519623606.915,17585.205
1519623610.267,17582.898
1519623613.619,17569.801
1519623616.971,17571.922
1519623620.323,17570.921
1519623623.675,17570.969
1519623627.028,17571.015
1519623630.379,17570.703
1519623633.732,17570.564
1519623637.083,17570.470
1519623640.436,17570.807
1519623643.788,17570.873
1519623647.140,17570.016
1519623650.493,17569.220
1519623653.844,17569.826
1519623657.196,17569.854
1519623660.549,17569.849
1519623663.901,17569.902
1519623667.254,17581.547
1519623670.606,17580.684
1519623673.958,17580.867
1519623677.309,17580.370
1519623680.662,17580.852
1519623684.014,17580.598
1519623687.366,17579.919
1519623690.718,17580.340
1519623694.070,17579.937
1519623697.422,17579.924
1519623700.774,17579.886
1519623704.127,17579.747
1519623707.479,17580.778
1519623710.831,17579.057
1519623714.183,17577.947
1519623717.535,17578.923
1519623720.888,17579.668
1519623724.239,17579.181
1519623727.592,17578.378
1519623730.944,17578.289
1519623734.295,17579.250
1519623737.648,17580.918
1519623741.000,17579.214
1519623744.352,17579.075
1519623747.704,17579.835
1519623751.057,17580.439
1519623754.408,17575.782
1519623757.761,17580.204
1519623761.113,17579.169
1519623764.465,17578.829
1519623767.817,17576.953
1519623771.169,17576.480
1519623774.522,17578.758
1519623777.874,17578.102
1519623781.225,17576.140
1519623784.578,17577.681
1519623787.930,17576.921
1519623791.282,17576.903
1519623794.635,17570.593
1519623797.986,17572.761
1519623801.339,17576.540
1519623804.690,17572.893
1519623808.043,17572.523
1519623811.395,17572.822
1519623814.748,17578.119
1519623818.100,17556.376
1519623821.451,17538.206
1519623824.804,17554.157
1519623828.156,17597.821
1519623831.507,17599.323
1519623834.860,17601.526
1519623838.212,17608.453
1519623841.564,17613.720
1519623844.916,17641.685
1519623848.268,17643.335
1519623851.620,17642.523
1519623854.973,17642.331
1519623858.325,17641.162
1519623861.677,17641.454
1519623865.029,17642.128
1519623868.381,17642.739
1519623871.733,17641.340
1519623875.085,17641.499
1519623878.438,17644.450
1519623881.790,17642.921
1519623885.142,17642.823
1519623888.494,17642.275
1519623891.846,17639.938
1519623895.199,17640.070
1519623898.550,17640.478
1519623901.903,17611.553
1519623905.255,17609.564
1519623908.607,17637.748
