set_c,oven_c,output,ambient_c
25.000,23.588,205.00,20.943
25.000,23.604,205.00,20.943
25.000,23.762,205.00,20.954
25.000,24.033,205.00,20.976
25.000,24.334,205.00,20.943
25.000,24.630,108.65,20.943
25.000,24.901,11.45,20.943
25.000,25.091,0.00,20.976
25.000,25.149,0.00,20.943
25.000,25.086,0.00,20.943
25.000,24.991,12.07,20.933
25.000,24.888,50.56,20.954
25.000,24.796,83.25,20.954
25.000,24.748,96.91,20.933
25.000,24.771,81.80,20.954
25.000,24.829,57.48,20.954
25.000,24.898,31.21,20.954
25.000,24.962,8.08,20.943
25.000,24.973,8.92,20.954
25.000,24.934,27.79,20.933
25.000,24.882,47.84,20.954
25.000,24.831,66.59,20.976
25.000,24.813,69.94,20.965
25.000,24.848,52.53,20.943
25.000,24.889,36.75,20.954
25.000,24.934,19.97,20.943
25.000,24.963,11.03,20.954
25.000,24.952,18.59,20.965
25.000,24.901,41.13,20.965
25.000,24.883,44.53,20.954
25.000,24.872,47.95,20.965
25.000,24.880,43.42,20.933
25.000,24.889,40.00,20.965
25.000,24.906,32.61,20.943
25.000,24.933,22.11,20.965
25.000,24.952,15.69,20.965
25.000,24.941,22.80,20.943
25.000,24.910,35.59,20.965
25.000,24.891,41.84,20.954
25.000,24.889,40.81,20.965
25.000,24.893,38.95,20.986
25.000,24.914,29.37,20.986
25.000,24.944,18.00,20.965
25.000,24.961,12.72,20.976
25.000,24.949,19.79,20.976
25.000,24.915,34.06,20.976
25.000,24.892,41.88,20.954
25.000,24.891,40.07,20.965
25.000,24.901,35.54,20.986
25.000,24.936,20.05,20.965
25.000,24.964,10.55,20.976
25.000,24.971,10.01,20.965
25.000,24.949,20.51,20.965
25.000,24.909,37.10,20.943
25.000,24.890,41.99,20.954
25.000,24.891,39.63,20.965
25.000,24.911,30.68,20.943
25.000,24.953,13.22,20.954
25.000,24.973,8.03,20.965
25.000,24.974,9.64,20.954
26.000,24.947,205.00,20.954
26.000,24.919,205.00,20.943
26.000,25.039,205.00,20.954
26.000,25.265,205.00,20.943
26.000,25.519,151.91,20.965
26.000,25.771,60.41,20.943
26.000,25.973,0.00,20.986
26.000,26.071,0.00,20.933
26.000,26.046,0.00,20.943
26.000,25.964,20.52,20.933
26.000,25.851,64.33,20.954
26.000,25.762,94.44,20.943
26.000,25.724,104.00,20.943
26.000,25.751,87.97,20.933
26.000,25.798,69.36,20.933
26.000,25.865,43.08,20.922
26.000,25.926,21.51,20.943
26.000,25.940,20.53,20.943
26.000,25.918,31.92,20.933
26.000,25.860,56.24,20.933
26.000,25.829,64.73,20.933
26.000,25.812,70.13,20.954
26.000,25.828,60.95,20.965
26.000,25.853,51.12,20.954
26.000,25.881,40.59,20.954
26.000,25.917,27.13,20.943
26.000,25.923,27.24,20.943
26.000,25.903,37.01,20.954
26.000,25.864,53.21,20.943
26.000,25.853,54.44,20.943
26.000,25.853,53.59,20.922
26.000,25.862,49.51,20.943
26.000,25.887,38.94,20.922
26.000,25.918,26.96,20.954
26.000,25.926,25.98,20.933
26.000,25.913,32.71,20.922
26.000,25.877,48.11,20.954
26.000,25.858,53.23,20.943
26.000,25.857,51.90,20.954
26.000,25.877,43.09,20.954
26.000,25.910,29.68,20.943
26.000,25.934,21.93,20.933
26.000,25.934,23.99,20.933
26.000,25.915,32.79,20.954
26.000,25.875,49.13,20.954
26.000,25.860,52.38,20.965
26.000,25.864,49.13,20.954
26.000,25.896,34.77,20.976
26.000,25.930,22.19,20.954
26.000,25.940,20.90,20.965
26.000,25.938,22.67,20.954
26.000,25.921,30.26,20.954
26.000,25.884,45.46,20.986
26.000,25.867,50.09,20.965
26.000,25.872,45.99,20.954
26.000,25.908,30.21,20.954
26.000,25.935,21.00,20.976
26.000,25.941,20.90,20.954
26.000,25.939,22.23,20.943
26.000,25.926,27.95,20.976
