timestamp,r,humidity,temp_c
1516424114.9,49999.672,50.488,20.762
1516424118.9,49999.708,50.465,20.751
1516424121.9,49999.705,50.496,20.773
1516424124.9,49999.700,50.488,20.762
1516424128.9,49999.695,50.488,20.741
1516424131.9,49999.692,50.488,20.773
1516424134.9,49999.682,50.488,20.773
1516424138.9,49999.677,50.488,20.783
1516424141.9,49999.687,50.496,20.762
1516424144.9,49999.685,50.503,20.751
1516424148.89,49999.695,50.488,20.751
1516424151.89,49999.677,50.496,20.741
1516424155.89,49999.685,50.488,20.773
1516424158.89,49999.698,50.503,20.762
1516424161.89,49999.682,50.488,20.762
1516424165.89,49999.682,50.480,20.751
1516424168.89,49999.672,50.503,20.773
1516424171.89,49999.687,50.511,20.751
1516424175.89,49999.695,50.511,20.751
1516424178.89,49999.694,50.496,20.773
1516424181.89,49999.675,50.503,20.773
1516424185.89,49999.672,50.519,20.741
1516424188.89,49999.685,50.534,20.773
1516424191.89,49999.685,50.511,20.762
1516424195.89,49999.682,50.526,20.751
1516424198.89,49999.698,50.526,20.762
1516424201.88,49999.700,50.503,20.751
1516424205.89,49999.692,50.526,20.762
1516424208.89,49999.692,50.503,20.741
1516424212.88,49999.682,50.511,20.762
1516424215.89,49999.667,50.511,20.741
1516424218.88,49999.690,50.503,20.773
1516424222.88,49999.687,50.519,20.751
1516424225.88,49999.675,50.526,20.751
1516424228.88,49999.692,50.534,20.741
1516424232.88,49999.680,50.526,20.751
1516424235.88,49999.680,50.526,20.751
1516424238.88,49999.692,50.511,20.751
1516424242.88,49999.677,50.503,20.751
1516424245.88,49999.687,50.534,20.773
1516424248.88,49999.685,50.511,20.751
1516424252.88,49999.677,50.541,20.762
1516424255.88,49999.692,50.526,20.741
1516424258.88,49999.695,50.549,20.751
1516424262.88,49999.690,50.526,20.741
1516424265.88,49999.695,50.519,20.751
1516424269.88,49999.677,50.503,20.741
1516424272.87,49999.682,50.511,20.762
1516424275.88,49999.685,50.526,20.751
1516424279.87,49999.687,50.526,20.773
1516424282.87,49999.685,50.526,20.751
1516424285.87,49999.690,50.534,20.751
1516424289.87,49999.692,50.541,20.751
1516424292.87,49999.685,50.519,20.751
1516424295.87,49999.692,50.526,20.751
1516424299.87,49999.710,50.534,20.741
1516424302.87,49999.698,50.541,20.762
1516424305.87,49999.687,50.526,20.741
1516424309.87,49999.675,50.534,20.762
1516424312.87,49999.677,50.511,20.751
1516424315.87,49999.690,50.534,20.741
1516424319.87,49999.680,50.519,20.751
1516424322.87,49999.690,50.488,20.751
1516424326.87,49999.682,50.511,20.762
1516424329.87,49999.677,50.488,20.741
1516424332.87,49999.680,50.496,20.741
1516424336.86,49999.695,50.511,20.741
1516424339.87,49999.690,50.503,20.751
1516424342.86,49999.682,50.534,20.751
1516424346.86,49999.698,50.503,20.741
1516424349.86,49999.690,50.526,20.741
1516424352.86,49999.675,50.511,20.751
1516424356.86,49999.698,50.511,20.741
1516424359.86,49999.680,50.511,20.751
1516424362.86,49999.670,50.526,20.751
1516424366.86,49999.682,50.511,20.741
1516424369.86,49999.680,50.526,20.762
1516424372.86,49999.672,50.526,20.751
1516424376.86,49999.700,50.534,20.741
1516424379.86,49999.687,50.526,20.751
1516424383.86,49999.675,50.541,20.741
1516424386.85,49999.680,50.526,20.730
1516424389.86,49999.677,50.534,20.730
1516424393.86,49999.682,50.534,20.751
1516424396.85,49999.677,50.526,20.741
1516424399.86,49999.677,50.526,20.741
1516424403.85,49999.654,50.541,20.730
1516424406.85,49999.667,50.541,20.773
1516424409.85,49999.680,50.541,20.741
1516424413.85,49999.695,50.541,20.730
1516424416.85,49999.672,50.541,20.741
1516424419.85,49999.690,50.526,20.741
1516424423.85,49999.665,50.534,20.741
1516424426.85,49999.687,50.534,20.751
1516424429.85,49999.685,50.557,20.730
1516424433.85,49999.670,50.541,20.741
1516424436.85,49999.690,50.541,20.751
1516424440.85,49999.675,50.526,20.741
1516424443.85,49999.677,50.526,20.730
1516424446.85,49999.687,50.534,20.741
1516424450.85,49999.675,50.511,20.741
1516424453.85,49999.667,50.541,20.751
1516424456.85,49999.667,50.541,20.751
1516424460.85,49999.652,50.526,20.741
1516424463.85,49999.672,50.541,20.741
1516424466.84,49999.675,50.541,20.741
1516424470.84,49999.687,50.526,20.741
1516424473.84,49999.682,50.526,20.730
1516424476.84,49999.677,50.549,20.751
1516424480.84,49999.672,50.541,20.751
1516424483.84,49999.692,50.541,20.741
1516424486.84,49999.672,50.541,20.741
1516424490.84,49999.672,50.541,20.741
1516424493.84,49999.675,50.541,20.741
1516424497.84,49999.667,50.534,20.730
1516424500.84,49999.690,50.541,20.741
1516424503.84,49999.700,50.557,20.741
1516424507.84,49999.682,50.557,20.730
1516424510.84,49999.682,50.541,20.751
1516424513.84,49999.682,50.541,20.741
1516424517.84,49999.665,50.557,20.741
1516424520.83,49999.677,50.557,20.741
1516424523.84,49999.667,50.557,20.730
1516424527.83,49999.680,50.549,20.751
1516424530.83,49999.675,50.557,20.741
1516424533.83,49999.672,50.557,20.730
1516424537.83,49999.672,50.557,20.730
1516424540.83,49999.680,50.557,20.751
1516424543.83,49999.659,50.549,20.741
1516424547.83,49999.675,50.564,20.751
1516424550.83,49999.682,50.541,20.730
1516424554.83,49999.685,50.526,20.773
1516424557.83,49999.670,50.541,20.719
1516424560.83,49999.685,50.534,20.730
1516424564.83,49999.685,50.541,20.741
1516424567.83,49999.685,50.557,20.741
1516424570.83,49999.667,50.557,20.730
1516424574.83,49999.665,50.557,20.741
1516424577.83,49999.690,50.580,20.730
1516424580.82,49999.687,50.564,20.730
1516424584.83,49999.682,50.572,20.719
1516424587.83,49999.685,50.572,20.741
1516424590.82,49999.698,50.572,20.719
1516424594.82,49999.690,50.564,20.719
1516424597.82,49999.677,50.564,20.719
1516424600.82,49999.657,50.587,20.730
1516424604.82,49999.675,50.572,20.719
1516424607.82,49999.654,50.572,20.741
1516424610.82,49999.672,50.564,20.741
1516424614.82,49999.677,50.580,20.741
1516424617.82,49999.670,50.572,20.730
1516424621.82,49999.672,50.572,20.719
1516424624.82,49999.670,50.572,20.709
1516424627.82,49999.670,50.572,20.730
1516424631.82,49999.690,50.557,20.751
1516424634.82,49999.675,50.564,20.741
1516424637.82,49999.672,50.564,20.730
1516424641.82,49999.690,50.557,20.730
1516424644.81,49999.677,50.557,20.741
1516424647.82,49999.685,50.564,20.741
1516424651.81,49999.690,50.557,20.741
1516424654.81,49999.667,50.572,20.741
1516424657.82,49999.675,50.564,20.730
1516424661.81,49999.662,50.557,20.741
1516424664.81,49999.675,50.580,20.741
1516424667.81,49999.670,50.564,20.741
1516424671.81,49999.675,50.557,20.719
1516424674.81,49999.687,50.557,20.741
1516424678.81,49999.682,50.572,20.741
1516424681.81,49999.675,50.557,20.709
1516424684.81,49999.677,50.580,20.741
1516424688.81,49999.665,50.587,20.741
1516424691.81,49999.670,50.587,20.741
1516424694.81,49999.682,50.572,20.709
1516424698.81,49999.692,50.549,20.730
1516424701.81,49999.687,50.587,20.719
1516424704.8,49999.673,50.580,20.730
1516424708.81,49999.662,50.572,20.719
1516424711.81,49999.672,50.580,20.709
1516424714.8,49999.667,50.572,20.719
1516424718.8,49999.642,50.572,20.719
1516424721.8,49999.675,50.557,20.719
1516424724.8,49999.677,50.564,20.719
1516424728.8,49999.667,50.572,20.741
1516424731.8,49999.690,50.587,20.730
1516424735.8,49999.670,50.587,20.719
1516424738.8,49999.670,50.564,20.730
1516424741.8,49999.680,50.580,20.730
1516424745.8,49999.665,50.572,20.741
1516424748.8,49999.665,50.572,20.719
1516424751.8,49999.670,50.564,20.741
1516424755.8,49999.659,50.580,20.719
1516424758.8,49999.662,50.587,20.719
1516424761.8,49999.644,50.564,20.741
1516424765.8,49999.665,50.572,20.730
1516424768.79,49999.680,50.572,20.719
1516424771.8,49999.682,50.580,20.730
1516424775.79,49999.670,50.587,20.709
1516424778.79,49999.654,50.587,20.719
1516424781.8,49999.672,50.580,20.730
1516424785.79,49999.657,50.587,20.719
1516424788.79,49999.677,50.580,20.741
1516424792.79,49999.661,50.572,20.741
1516424795.79,49999.680,50.580,20.741
1516424798.79,49999.672,50.587,20.730
1516424802.79,49999.665,50.564,20.719
1516424805.79,49999.685,50.572,20.730
1516424808.79,49999.665,50.572,20.741
1516424812.79,49999.665,50.580,20.709
1516424815.79,49999.659,50.572,20.730
1516424818.79,49999.675,50.572,20.741
1516424822.79,49999.677,50.572,20.741
1516424825.79,49999.652,50.587,20.730
1516424828.78,49999.675,50.572,20.730
1516424832.79,49999.667,50.587,20.719
1516424835.79,49999.657,50.580,20.709
1516424838.78,49999.672,50.580,20.730
1516424842.79,49999.685,50.572,20.730
1516424845.78,49999.662,50.587,20.719
1516424849.78,49999.670,50.602,20.719
1516424852.78,49999.685,50.595,20.709
1516424855.78,49999.687,50.610,20.730
1516424859.78,49999.687,50.618,20.741
1516424862.78,49999.672,50.595,20.730
1516424865.78,49999.675,50.587,20.719
1516424869.78,49999.692,50.602,20.741
1516424872.78,49999.670,50.587,20.709
1516424875.78,49999.682,50.610,20.698
1516424879.78,49999.680,50.610,20.698
1516424882.78,49999.675,50.595,20.709
1516424885.78,49999.698,50.602,20.741
1516424889.78,49999.682,50.618,20.741
1516424892.78,49999.677,50.602,20.709
1516424895.78,49999.672,50.602,20.730
1516424899.77,49999.672,50.602,20.719
1516424902.77,49999.677,50.595,20.730
1516424906.77,49999.677,50.602,20.709
1516424909.77,49999.685,50.602,20.709
1516424912.77,49999.682,50.595,20.719
1516424916.77,49999.682,50.595,20.719
1516424919.77,49999.677,50.602,20.719
1516424922.77,49999.680,50.602,20.719
1516424926.77,49999.680,50.618,20.730
1516424929.77,49999.680,50.595,20.741
1516424932.77,49999.677,50.618,20.730
1516424936.77,49999.698,50.602,20.719
1516424939.77,49999.677,50.602,20.709
1516424942.77,49999.672,50.595,20.709
1516424946.77,49999.670,50.610,20.698
1516424949.77,49999.665,50.602,20.719
1516424952.76,49999.695,50.602,20.719
1516424956.77,49999.667,50.595,20.719
1516424959.77,49999.677,50.610,20.719
1516424963.76,49999.665,50.602,20.698
1516424966.77,49999.680,50.618,20.709
1516424969.76,49999.692,50.602,20.709
1516424973.76,49999.682,50.602,20.709
1516424976.76,49999.665,50.602,20.741
1516424979.76,49999.679,50.602,20.730
1516424983.76,49999.680,50.602,20.719
1516424986.76,49999.665,50.602,20.709
1516424989.76,49999.685,50.610,20.741
1516424993.76,49999.681,50.618,20.741
1516424996.76,49999.682,50.618,20.730
1516424999.76,49999.685,50.610,20.719
1516425003.76,49999.685,50.618,20.687
1516425006.76,49999.687,50.610,20.698
1516425009.76,49999.677,50.610,20.709
1516425013.76,49999.675,50.618,20.719
1516425016.76,49999.682,50.618,20.709
1516425020.76,49999.695,50.610,20.730
1516425023.75,49999.682,50.602,20.741
1516425026.75,49999.672,50.618,20.719
1516425030.75,49999.672,50.610,20.741
1516425033.75,49999.672,50.618,20.719
1516425036.75,49999.672,50.618,20.751
1516425040.75,49999.685,50.618,20.719
1516425043.75,49999.698,50.602,20.730
1516425046.75,49999.670,50.625,20.719
1516425050.75,49999.692,50.625,20.719
1516425053.75,49999.685,50.602,20.719
1516425056.75,49999.670,50.618,20.709
1516425060.75,49999.695,50.602,20.741
1516425063.75,49999.670,50.602,20.730
1516425066.75,49999.662,50.610,20.741
1516425070.75,49999.682,50.618,20.730
1516425073.75,49999.667,50.602,20.741
1516425077.75,49999.672,50.587,20.719
1516425080.75,49999.685,50.595,20.730
1516425083.75,49999.670,50.587,20.730
1516425087.74,49999.685,50.587,20.741
1516425090.74,49999.682,50.587,20.730
1516425093.74,49999.672,50.587,20.741
1516425097.74,49999.682,50.587,20.730
1516425100.74,49999.685,50.572,20.730
1516425103.74,49999.672,50.587,20.741
1516425107.74,49999.670,50.580,20.741
1516425110.74,49999.670,50.587,20.741
1516425113.74,49999.659,50.580,20.741
1516425117.74,49999.672,50.564,20.741
1516425120.74,49999.675,50.557,20.741
1516425123.74,49999.690,50.557,20.741
1516425127.74,49999.682,50.564,20.741
1516425130.74,49999.698,50.557,20.741
1516425134.74,49999.687,50.541,20.751
1516425137.74,49999.690,50.557,20.751
1516425140.74,49999.690,50.557,20.741
1516425144.74,49999.692,50.534,20.730
1516425147.73,49999.698,50.541,20.751
1516425150.73,49999.700,50.557,20.762
1516425154.73,49999.708,50.541,20.751
1516425157.73,49999.687,50.534,20.751
1516425160.73,49999.692,50.526,20.773
1516425164.73,49999.695,50.534,20.762
1516425167.73,49999.694,50.519,20.741
1516425170.73,49999.700,50.519,20.762
1516425174.73,49999.682,50.526,20.773
1516425177.73,49999.675,50.519,20.762
1516425180.73,49999.682,50.541,20.762
1516425184.73,49999.695,50.503,20.762
1516425187.73,49999.687,50.511,20.751
1516425191.73,49999.682,50.496,20.773
1516425194.73,49999.695,50.519,20.773
1516425197.73,49999.682,50.519,20.773
1516425201.73,49999.677,50.496,20.783
1516425204.73,49999.690,50.503,20.794
1516425207.73,49999.698,50.488,20.773
1516425211.72,49999.685,50.511,20.794
1516425214.73,49999.698,50.496,20.794
1516425217.72,49999.680,50.503,20.773
1516425221.72,49999.680,50.480,20.773
1516425224.72,49999.677,50.496,20.773
1516425227.72,49999.659,50.465,20.805
1516425231.72,49999.677,50.473,20.783
1516425234.72,49999.672,50.465,20.783
1516425237.72,49999.703,50.488,20.783
1516425241.72,49999.685,50.473,20.783
1516425244.72,49999.680,50.473,20.794
1516425248.72,49999.687,50.465,20.783
1516425251.72,49999.682,50.465,20.815
1516425254.72,49999.692,50.473,20.794
1516425258.72,49999.675,50.450,20.794
1516425261.72,49999.662,50.458,20.805
1516425264.72,49999.692,50.442,20.773
1516425268.72,49999.685,50.450,20.783
1516425271.71,49999.685,50.450,20.805
1516425274.72,49999.682,50.435,20.815
1516425278.71,49999.685,50.435,20.805
1516425281.71,49999.670,50.442,20.805
1516425284.71,49999.692,50.435,20.794
1516425288.71,49999.685,50.435,20.794
1516425291.71,49999.682,50.450,20.773
1516425294.71,49999.672,50.442,20.794
1516425298.71,49999.695,50.427,20.794
1516425301.71,49999.708,50.419,20.815
1516425305.71,49999.677,50.427,20.794
1516425308.71,49999.692,50.435,20.805
1516425311.71,49999.680,50.435,20.826
1516425315.71,49999.667,50.427,20.783
1516425318.71,49999.690,50.435,20.805
1516425321.71,49999.690,50.419,20.794
1516425325.71,49999.682,50.412,20.826
1516425328.71,49999.687,50.404,20.805
1516425331.71,49999.682,50.412,20.815
1516425335.7,49999.692,50.412,20.805
1516425338.71,49999.698,50.419,20.826
1516425341.7,49999.685,50.404,20.826
1516425345.7,49999.690,50.412,20.826
1516425348.7,49999.695,50.381,20.826
1516425351.7,49999.677,50.389,20.805
1516425355.7,49999.692,50.389,20.826
1516425358.7,49999.682,50.396,20.805
1516425361.7,49999.685,50.389,20.826
1516425365.7,49999.665,50.389,20.815
1516425368.7,49999.695,50.404,20.815
1516425372.7,49999.680,50.381,20.805
1516425375.7,49999.687,50.389,20.805
1516425378.7,49999.670,50.381,20.815
1516425382.7,49999.662,50.404,20.815
1516425385.69,49999.690,50.389,20.815
1516425388.7,49999.698,50.389,20.805
1516425392.7,49999.685,50.374,20.805
1516425395.69,49999.695,50.366,20.805
1516425398.7,49999.687,50.389,20.805
1516425402.69,49999.687,50.389,20.815
1516425405.69,49999.687,50.374,20.805
1516425408.69,49999.685,50.374,20.826
1516425412.69,49999.685,50.381,20.805
1516425415.69,49999.675,50.374,20.815
1516425418.69,49999.672,50.358,20.826
1516425422.69,49999.682,50.381,20.805
1516425425.69,49999.685,50.366,20.826
1516425429.69,49999.670,50.374,20.826
1516425432.69,49999.672,50.389,20.805
1516425435.69,49999.690,50.389,20.815
1516425439.69,49999.685,50.374,20.826
1516425442.69,49999.690,50.366,20.826
1516425445.69,49999.677,50.366,20.826
1516425449.69,49999.687,50.358,20.826
1516425452.69,49999.677,50.351,20.805
1516425455.69,49999.677,50.351,20.826
1516425459.69,49999.657,50.366,20.837
1516425462.69,49999.670,50.351,20.815
1516425465.68,49999.672,50.366,20.826
1516425469.68,49999.667,50.351,20.837
1516425472.68,49999.675,50.351,20.826
1516425475.68,49999.687,50.335,20.858
1516425479.68,49999.687,50.351,20.848
1516425482.68,49999.662,50.328,20.815
1516425486.68,49999.670,50.335,20.858
1516425489.68,49999.662,50.320,20.826
1516425492.68,49999.692,50.328,20.837
1516425496.68,49999.680,50.305,20.826
1516425499.68,49999.675,50.313,20.837
1516425502.68,49999.692,50.305,20.837
1516425506.68,49999.680,50.313,20.848
1516425509.68,49999.677,50.305,20.848
1516425512.68,49999.685,50.297,20.848
1516425516.68,49999.698,50.290,20.848
1516425519.67,49999.700,50.297,20.848
1516425522.68,49999.692,50.297,20.837
1516425526.67,49999.675,50.305,20.869
1516425529.67,49999.672,50.305,20.848
1516425532.67,49999.667,50.313,20.848
1516425536.67,49999.682,50.297,20.826
1516425539.67,49999.670,50.328,20.848
1516425543.67,49999.675,50.297,20.858
1516425546.67,49999.665,50.320,20.858
1516425549.67,49999.675,50.313,20.848
1516425553.67,49999.682,50.313,20.826
1516425556.67,49999.682,50.313,20.848
1516425559.67,49999.687,50.305,20.858
1516425563.67,49999.687,50.313,20.858
1516425566.67,49999.695,50.313,20.837
1516425569.67,49999.680,50.313,20.869
1516425573.67,49999.687,50.313,20.858
1516425576.67,49999.675,50.290,20.869
1516425579.66,49999.667,50.305,20.848
1516425583.67,49999.675,50.297,20.837
1516425586.67,49999.659,50.297,20.869
1516425589.66,49999.685,50.313,20.848
1516425593.66,49999.672,50.305,20.848
1516425596.66,49999.692,50.297,20.858
1516425600.66,49999.692,50.305,20.848
1516425603.66,49999.695,50.274,20.858
1516425606.66,49999.698,50.297,20.869
1516425610.66,49999.672,50.282,20.848
1516425613.66,49999.680,50.290,20.880
1516425616.66,49999.672,50.282,20.869
1516425620.66,49999.670,50.305,20.880
1516425623.66,49999.659,50.282,20.890
1516425626.66,49999.680,50.274,20.869
1516425630.66,49999.679,50.282,20.848
1516425633.66,49999.675,50.282,20.848
1516425636.66,49999.692,50.282,20.869
1516425640.66,49999.682,50.267,20.869
1516425643.65,49999.682,50.267,20.869
1516425646.66,49999.682,50.267,20.869
1516425650.65,49999.672,50.282,20.858
1516425653.65,49999.682,50.267,20.869
1516425657.65,49999.675,50.282,20.848
1516425660.65,49999.685,50.290,20.880
1516425663.65,49999.685,50.244,20.848
1516425667.65,49999.663,50.274,20.869
1516425670.65,49999.649,50.274,20.869
1516425673.65,49999.690,50.274,20.848
1516425677.65,49999.682,50.267,20.848
1516425680.65,49999.690,50.259,20.869
1516425683.65,49999.684,50.259,20.848
1516425687.65,49999.670,50.259,20.869
1516425690.65,49999.675,50.282,20.869
1516425693.65,49999.667,50.282,20.837
1516425697.65,49999.692,50.274,20.858
1516425700.65,49999.677,50.274,20.848
1516425703.65,49999.675,50.267,20.837
1516425707.65,49999.672,50.267,20.858
1516425710.65,49999.670,50.282,20.848
1516425714.64,49999.698,50.267,20.848
1516425717.64,49999.682,50.282,20.858
1516425720.64,49999.672,50.259,20.837
1516425724.64,49999.703,50.274,20.858
1516425727.64,49999.682,50.267,20.869
1516425730.64,49999.685,50.259,20.848
1516425734.64,49999.682,50.274,20.848
1516425737.64,49999.682,50.252,20.869
1516425740.64,49999.667,50.282,20.869
1516425744.64,49999.662,50.282,20.858
1516425747.64,49999.695,50.267,20.858
1516425750.64,49999.667,50.252,20.858
1516425754.64,49999.692,50.259,20.869
1516425757.64,49999.680,50.282,20.869
1516425760.64,49999.665,50.267,20.890
1516425764.64,49999.685,50.259,20.858
1516425767.63,49999.670,50.267,20.858
1516425771.64,49999.675,50.267,20.869
1516425774.63,49999.680,50.259,20.890
1516425777.63,49999.685,50.267,20.869
1516425781.64,49999.665,50.252,20.869
1516425784.63,49999.675,50.259,20.858
1516425787.63,49999.659,50.259,20.869
1516425791.63,49999.670,50.252,20.880
1516425794.63,49999.677,50.252,20.869
1516425797.63,49999.680,50.274,20.858
1516425801.63,49999.675,50.236,20.858
1516425804.63,49999.680,50.252,20.848
1516425807.63,49999.680,50.259,20.869
1516425811.63,49999.659,50.274,20.858
1516425814.63,49999.682,50.267,20.858
1516425817.63,49999.675,50.282,20.890
1516425821.63,49999.675,50.274,20.869
1516425824.63,49999.682,50.252,20.869
1516425828.62,49999.687,50.259,20.869
1516425831.63,49999.690,50.252,20.869
1516425834.63,49999.691,50.282,20.880
1516425838.62,49999.659,50.259,20.869
1516425841.63,49999.682,50.252,20.880
1516425844.62,49999.662,50.259,20.880
1516425848.62,49999.677,50.252,20.890
1516425851.62,49999.682,50.252,20.901
1516425854.62,49999.672,50.244,20.880
1516425858.62,49999.682,50.244,20.880
1516425861.62,49999.675,50.229,20.880
1516425864.62,49999.682,50.252,20.869
1516425868.62,49999.667,50.236,20.858
1516425871.62,49999.687,50.244,20.880
1516425874.62,49999.677,50.236,20.869
1516425878.62,49999.700,50.213,20.890
1516425881.62,49999.670,50.229,20.880
1516425885.62,49999.667,50.252,20.890
1516425888.62,49999.677,50.236,20.869
1516425891.62,49999.662,50.229,20.880
1516425895.62,49999.670,50.221,20.869
1516425898.61,49999.695,50.229,20.858
1516425901.61,49999.708,50.229,20.869
1516425905.62,49999.682,50.244,20.869
1516425908.61,49999.692,50.213,20.869
1516425911.61,49999.685,50.221,20.869
1516425915.61,49999.698,50.244,20.848
1516425918.61,49999.680,50.252,20.837
1516425921.61,49999.698,50.244,20.858
1516425925.61,49999.698,50.244,20.858
1516425928.61,49999.680,50.244,20.848
1516425931.61,49999.682,50.236,20.837
1516425935.61,49999.680,50.259,20.826
1516425938.61,49999.692,50.259,20.858
1516425942.61,49999.687,50.259,20.837
1516425945.61,49999.685,50.244,20.826
1516425948.61,49999.685,50.282,20.837
1516425952.6,49999.672,50.282,20.848
1516425955.61,49999.685,50.267,20.826
1516425958.61,49999.670,50.290,20.837
1516425962.6,49999.695,50.290,20.837
1516425965.61,49999.662,50.297,20.848
1516425968.6,49999.670,50.290,20.805
1516425972.6,49999.675,50.297,20.826
1516425975.6,49999.703,50.297,20.815
1516425978.6,49999.700,50.320,20.837
1516425982.6,49999.670,50.313,20.826
1516425985.6,49999.700,50.328,20.826
1516425988.6,49999.665,50.313,20.805
1516425992.6,49999.667,50.320,20.815
1516425995.6,49999.687,50.335,20.848
1516425999.6,49999.677,50.328,20.826
1516426002.6,49999.692,50.343,20.805
1516426005.6,49999.682,50.328,20.805
1516426009.6,49999.675,50.335,20.815
1516426012.6,49999.692,50.343,20.826
1516426015.6,49999.670,50.358,20.837
1516426019.6,49999.690,50.358,20.815
1516426022.59,49999.690,50.374,20.815
1516426025.59,49999.692,50.358,20.805
1516426029.6,49999.685,50.374,20.837
1516426032.59,49999.705,50.381,20.826
1516426035.59,49999.672,50.381,20.826
1516426039.59,49999.690,50.847,20.912
