timestamp,EDC-501J
1500510884.374,10001471.0
1500510887.719,10001477.0
1500510891.064,10001474.0
1500510894.410,10001470.0
1500510897.755,10001472.0
1500510901.101,10001475.0
1500510904.447,10001478.0
1500510907.792,10001478.0
1500510911.137,10001483.0
1500510914.483,10001481.0
1500510917.828,10001479.0
1500510921.174,10001476.0
1500510924.519,10001472.0
1500510927.865,10001477.0
1500510931.210,10001478.0
1500510934.556,10001483.0
1500510937.901,10001478.0
1500510941.246,10001471.0
1500510944.592,10001474.0
1500510947.937,10001476.0
1500510951.283,10001477.0
1500510954.628,10001479.0
1500510957.973,10001478.0
1500510961.319,10001478.0
1500510964.664,10001482.0
1500510968.010,10001478.0
1500510971.355,10001478.0
1500510974.701,10001480.0
1500510978.046,10001474.0
1500510981.391,10001478.0
1500510984.737,10001475.0
1500510988.082,10001480.0
1500510991.428,10001483.0
1500510994.773,10001484.0
1500510998.119,10001483.0
1500511001.464,10001484.0
1500511004.810,10001486.0
1500511008.155,10001483.0
1500511011.500,10001487.0
1500511014.846,10001481.0
1500511018.191,10001480.0
1500511021.537,10001478.0
1500511024.882,10001478.0
1500511028.227,10001481.0
1500511031.573,10001483.0
1500511034.918,10001481.0
1500511038.264,10001486.0
1500511041.609,10001490.0
1500511044.955,10001488.0
1500511048.300,10001487.0
1500511051.646,10001486.0
1500511054.991,10001488.0
1500511058.337,10001483.0
1500511061.682,10001479.0
1500511065.027,10001475.0
1500511068.373,10001476.0
1500511071.718,10001479.0
1500511075.063,10001484.0
1500511078.409,10001485.0
1500511081.755,10001484.0
1500511085.100,10001487.0
1500511088.446,10001490.0
1500511091.791,10001485.0
1500511095.136,10001489.0
1500511098.482,10001494.0
1500511101.827,10001486.0
1500511105.173,10001483.0
1500511108.518,10001478.0
1500511111.863,10001474.0
1500511115.209,10001480.0
1500511118.554,10001479.0
1500511121.900,10001478.0
1500511125.245,10001476.0
1500511128.591,10001482.0
1500511131.936,10001479.0
1500511135.282,10001478.0
1500511138.627,10001480.0
1500511141.972,10001480.0
1500511145.318,10001479.0
1500511148.663,10001484.0
1500511152.008,10001484.0
1500511155.354,10001483.0
1500511158.699,10001487.0
1500511162.045,10001481.0
1500511165.390,10001479.0
1500511168.736,10001481.0
1500511172.081,10001482.0
1500511175.427,10001479.0
1500511178.772,10001484.0
1500511182.117,10001487.0
1500511185.463,10001484.0
1500511188.808,10001482.0
1500511192.154,10001475.0
1500511195.499,10001480.0
1500511198.845,10001477.0
1500511202.190,10001478.0
1500511205.536,10001481.0
1500511208.881,10001474.0
1500511212.226,10001477.0
1500511215.572,10001480.0
1500511218.917,10001482.0
1500511222.263,10001480.0
1500511225.608,10001486.0
1500511228.954,10001490.0
1500511232.299,10001483.0
1500511235.644,10001481.0
1500511238.990,10001491.0
1500511242.335,10001487.0
1500511245.681,10001484.0
1500511249.026,10001482.0
1500511252.372,10001486.0
1500511255.717,10001488.0
1500511259.062,10001486.0
1500511262.408,10001489.0
1500511265.753,10001492.0
1500511269.099,10001490.0
1500511272.444,10001489.0
1500511275.789,10001484.0
1500511279.135,10001483.0
1500511282.480,10001481.0
1500511285.826,10001483.0
1500511289.171,10001489.0
1500511292.517,10001487.0
1500511295.862,10001481.0
1500511299.208,10001482.0
1500511302.553,10001483.0
1500511305.899,10001485.0
1500511309.244,10001491.0
1500511312.590,10001495.0
1500511315.935,10001495.0
1500511319.280,10001489.0
1500511322.626,10001486.0
1500511325.971,10001482.0
1500511329.317,10001477.0
1500511332.662,10001477.0
1500511336.008,10001474.0
1500511339.353,10001474.0
1500511342.698,10001480.0
1500511346.044,10001485.0
1500511349.389,10001486.0
1500511352.735,10001487.0
1500511356.080,10001489.0
1500511359.426,10001490.0
1500511362.771,10001485.0
1500511366.116,10001478.0
1500511369.462,10001475.0
1500511372.807,10001477.0
1500511376.153,10001479.0
1500511379.498,10001485.0
1500511382.844,10001483.0
1500511386.189,10001482.0
1500511389.534,10001479.0
1500511392.880,10001486.0
1500511396.225,10001484.0
1500511399.571,10001483.0
1500511402.916,10001479.0
1500511406.262,10001481.0
1500511409.607,10001478.0
1500511412.953,10001477.0
1500511416.298,10001478.0
1500511419.643,10001480.0
1500511422.989,10001481.0
1500511426.334,10001481.0
1500511429.680,10001483.0
1500511433.025,10001484.0
1500511436.371,10001487.0
1500511439.716,10001487.0
1500511443.062,10001486.0
1500511446.407,10001488.0
1500511449.752,10001489.0
1500511453.098,10001496.0
1500511456.443,10001493.0
1500511459.788,10001495.0
1500511463.134,10001492.0
1500511466.479,10001491.0
1500511469.825,10001489.0
1500511473.170,10001488.0
1500511476.516,10001487.0
1500511479.861,10001486.0
1500511483.207,10001484.0
1500511486.552,10001488.0
1500511489.898,10001492.0
1500511493.243,10001494.0
1500511496.589,10001487.0
1500511499.934,10001489.0
1500511503.279,10001493.0
1500511506.625,10001494.0
1500511509.970,10001496.0
1500511513.316,10001495.0
1500511516.661,10001495.0
1500511520.007,10001494.0
1500511523.352,10001485.0
1500511526.697,10001490.0
1500511530.043,10001488.0
1500511533.388,10001490.0
1500511536.734,10001489.0
1500511540.079,10001494.0
1500511543.425,10001492.0
1500511546.770,10001484.0
1500511550.115,10001483.0
1500511553.461,10001487.0
1500511556.806,10001493.0
1500511560.152,10001490.0
1500511563.497,10001491.0
1500511566.843,10001490.0
1500511570.188,10001490.0
1500511573.533,10001488.0
1500511576.879,10001490.0
1500511580.224,10001486.0
1500511583.570,10001489.0
1500511586.915,10001486.0
1500511590.261,10001484.0
1500511593.606,10001476.0
1500511596.951,10001481.0
1500511600.297,10001486.0
1500511603.642,10001479.0
1500511606.988,10001474.0
1500511610.333,10001472.0
1500511613.679,10001471.0
1500511617.024,10001476.0
1500511620.370,10001479.0
1500511623.715,10001477.0
1500511627.061,10001473.0
1500511630.406,10001480.0
1500511633.752,10001486.0
1500511637.097,10001490.0
1500511640.442,10001486.0
1500511643.788,10001486.0
1500511647.133,10001490.0
1500511650.479,10001484.0
1500511653.824,10001488.0
1500511657.170,10001488.0
1500511660.515,10001481.0
1500511663.860,10001478.0
1500511667.206,10001481.0
1500511670.551,10001479.0
1500511673.897,10001476.0
1500511677.242,10001476.0
1500511680.588,10001477.0
1500511683.933,10001476.0
1500511687.278,10001478.0
1500511690.624,10001480.0
1500511693.969,10001480.0
1500511697.315,10001479.0
1500511700.660,10001479.0
1500511704.006,10001476.0
1500511707.351,10001483.0
1500511710.696,10001481.0
1500511714.042,10001486.0
1500511717.387,10001486.0
1500511720.732,10001482.0
1500511724.078,10001485.0
1500511727.423,10001488.0
1500511730.769,10001484.0
1500511734.114,10001480.0
1500511737.460,10001480.0
1500511740.805,10001484.0
1500511744.151,10001487.0
1500511747.496,10001485.0
1500511750.842,10001487.0
1500511754.187,10001486.0
1500511757.532,10001481.0
1500511760.878,10001486.0
1500511764.223,10001483.0
1500511767.569,10001484.0
1500511770.914,10001487.0
1500511774.285,10001490.0
1500511777.605,10001487.0
1500511780.950,10001487.0
1500511784.296,10001491.0
1500511787.641,10001489.0
1500511790.987,10001485.0
1500511794.332,10001488.0
1500511797.678,10001490.0
1500511801.023,10001489.0
1500511804.369,10001491.0
1500511807.714,10001497.0
1500511811.059,10001495.0
1500511814.405,10001496.0
1500511817.750,10001492.0
1500511821.096,10001493.0
1500511824.441,10001493.0
1500511827.787,10001490.0
1500511831.132,10001488.0
1500511834.478,10001483.0
1500511837.823,10001487.0
1500511841.168,10001487.0
1500511844.514,10001483.0
1500511847.859,10001485.0
1500511851.205,10001484.0
1500511854.550,10001483.0
1500511857.896,10001485.0
1500511861.241,10001490.0
1500511864.587,10001487.0
1500511867.932,10001494.0
1500511871.277,10001494.0
1500511874.623,10001494.0
1500511877.968,10001497.0
1500511881.314,10001495.0
1500511884.659,10001494.0
1500511888.005,10001491.0
1500511891.350,10001490.0
1500511894.695,10001494.0
1500511898.041,10001492.0
1500511901.386,10001493.0
1500511904.731,10001493.0
1500511908.077,10001493.0
1500511911.422,10001495.0
1500511914.768,10001500.0
1500511918.113,10001496.0
1500511921.459,10001498.0
1500511924.804,10001499.0
1500511928.150,10001493.0
1500511931.495,10001496.0
1500511934.841,10001507.0
1500511938.186,10001505.0
1500511941.532,10001497.0
1500511944.885,10001494.0
1500511948.222,10001491.0
1500511951.568,10001486.0
1500511954.913,10001489.0
1500511958.259,10001489.0
1500511961.604,10001487.0
1500511964.950,10001490.0
1500511968.295,10001495.0
1500511971.641,10001491.0
1500511974.986,10001494.0
1500511978.331,10001490.0
1500511981.677,10001486.0
1500511985.022,10001495.0
1500511988.368,10001495.0
1500511991.713,10001495.0
1500511995.059,10001496.0
1500511998.404,10001491.0
1500512001.749,10001490.0
1500512005.095,10001488.0
1500512008.440,10001491.0
1500512011.786,10001493.0
1500512015.131,10001497.0
1500512018.477,10001493.0
1500512021.822,10001487.0
1500512025.167,10001493.0
1500512028.513,10001496.0
1500512031.858,10001496.0
1500512035.203,10001497.0
1500512038.549,10001495.0
1500512041.895,10001484.0
1500512045.240,10001486.0
1500512048.585,10001490.0
1500512051.931,10001483.0
1500512055.276,10001486.0
1500512058.622,10001485.0
1500512061.967,10001494.0
1500512065.313,10001492.0
1500512068.658,10001491.0
1500512072.003,10001494.0
1500512075.349,10001494.0
1500512078.694,10001497.0
1500512082.040,10001497.0
1500512085.385,10001487.0
1500512088.730,10001488.0
1500512092.076,10001487.0
1500512095.421,10001487.0
1500512098.767,10001484.0
1500512102.112,10001485.0
1500512105.458,10001486.0
1500512108.803,10001485.0
1500512112.149,10001482.0
1500512115.494,10001481.0
1500512118.839,10001483.0
1500512122.185,10001478.0
1500512125.530,10001483.0
1500512128.876,10001488.0
1500512132.221,10001489.0
1500512135.567,10001489.0
1500512138.912,10001493.0
1500512142.257,10001494.0
1500512145.603,10001493.0
1500512148.948,10001491.0
1500512152.294,10001492.0
1500512155.639,10001493.0
1500512158.985,10001484.0
1500512162.330,10001481.0
1500512165.675,10001487.0
1500512169.022,10001491.0
1500512172.367,10001496.0
1500512175.712,10001496.0
1500512179.057,10001491.0
1500512182.403,10001493.0
1500512185.748,10001496.0
1500512189.094,10001496.0
1500512192.439,10001491.0
1500512195.784,10001495.0
1500512199.130,10001493.0
1500512202.475,10001489.0
1500512205.821,10001493.0
1500512209.166,10001500.0
1500512212.511,10001499.0
1500512215.857,10001499.0
1500512219.202,10001498.0
1500512222.548,10001493.0
1500512225.893,10001491.0
1500512229.239,10001492.0
1500512232.584,10001493.0
1500512235.930,10001498.0
1500512239.275,10001499.0
1500512242.621,10001497.0
1500512245.966,10001501.0
1500512249.311,10001502.0
1500512252.657,10001494.0
1500512256.002,10001493.0
1500512259.348,10001502.0
1500512262.693,10001505.0
1500512266.038,10001505.0
1500512269.384,10001500.0
1500512272.729,10001491.0
1500512276.075,10001491.0
1500512279.420,10001493.0
1500512282.766,10001493.0
1500512286.111,10001499.0
1500512289.457,10001500.0
1500512292.802,10001494.0
1500512296.148,10001496.0
1500512299.493,10001496.0
1500512302.838,10001503.0
1500512306.184,10001506.0
1500512309.529,10001507.0
1500512312.875,10001507.0
1500512316.220,10001506.0
1500512319.566,10001504.0
1500512322.911,10001501.0
1500512326.256,10001506.0
1500512329.602,10001505.0
1500512332.947,10001506.0
1500512336.293,10001504.0
1500512339.638,10001505.0
1500512342.983,10001508.0
1500512346.329,10001502.0
1500512349.674,10001503.0
1500512353.020,10001507.0
1500512356.365,10001507.0
1500512359.711,10001506.0
1500512363.056,10001511.0
1500512366.402,10001503.0
1500512369.747,10001502.0
1500512373.092,10001502.0
1500512376.438,10001503.0
1500512379.783,10001509.0
1500512383.129,10001509.0
1500512386.474,10001509.0
1500512389.819,10001503.0
1500512393.165,10001504.0
1500512396.510,10001501.0
1500512399.856,10001503.0
1500512403.201,10001513.0
1500512406.547,10001509.0
1500512409.892,10001506.0
1500512413.238,10001505.0
1500512416.583,10001509.0
1500512419.928,10001508.0
1500512423.274,10001502.0
1500512426.619,10001510.0
1500512429.965,10001508.0
1500512433.310,10001508.0
1500512436.655,10001510.0
1500512440.001,10001512.0
1500512443.346,10001507.0
1500512446.692,10001504.0
1500512450.037,10001508.0
1500512453.383,10001504.0
1500512456.728,10001508.0
1500512460.074,10001514.0
1500512463.419,10001510.0
1500512466.765,10001506.0
1500512470.110,10001511.0
1500512473.455,10001505.0
1500512476.801,10001502.0
1500512480.146,10001498.0
1500512483.492,10001500.0
1500512486.837,10001503.0
1500512490.183,10001501.0
1500512493.528,10001508.0
1500512496.873,10001506.0
1500512500.219,10001506.0
1500512503.564,10001510.0
1500512506.910,10001508.0
1500512510.255,10001502.0
1500512513.601,10001507.0
1500512516.946,10001511.0
1500512520.291,10001518.0
1500512523.637,10001512.0
1500512526.982,10001513.0
1500512530.328,10001517.0
1500512533.673,10001515.0
1500512537.019,10001513.0
1500512540.364,10001520.0
1500512543.710,10001518.0
1500512547.055,10001517.0
1500512550.400,10001518.0
1500512553.746,10001517.0
1500512557.091,10001516.0
1500512560.436,10001518.0
1500512563.782,10001519.0
1500512567.127,10001517.0
1500512570.473,10001514.0
1500512573.818,10001518.0
1500512577.164,10001518.0
1500512580.509,10001520.0
1500512583.855,10001513.0
1500512587.200,10001514.0
1500512590.546,10001515.0
1500512593.891,10001517.0
1500512597.237,10001518.0
1500512600.582,10001516.0
1500512603.927,10001514.0
1500512607.273,10001514.0
1500512610.618,10001511.0
1500512613.964,10001513.0
1500512617.309,10001509.0
1500512620.654,10001500.0
1500512624.000,10001512.0
1500512627.345,10001517.0
1500512630.691,10001511.0
1500512634.036,10001513.0
1500512637.382,10001512.0
1500512640.727,10001511.0
1500512644.073,10001510.0
1500512647.418,10001513.0
1500512650.763,10001516.0
1500512654.109,10001513.0
1500512657.454,10001510.0
1500512660.800,10001516.0
1500512664.145,10001517.0
1500512667.491,10001517.0
1500512670.836,10001513.0
1500512674.182,10001507.0
1500512677.527,10001510.0
1500512680.872,10001507.0
1500512684.218,10001510.0
1500512687.563,10001508.0
1500512690.908,10001505.0
1500512694.254,10001506.0
1500512697.599,10001510.0
1500512700.945,10001504.0
1500512704.290,10001508.0
1500512707.636,10001510.0
1500512710.981,10001512.0
1500512714.327,10001508.0
1500512717.672,10001507.0
1500512721.017,10001511.0
1500512724.363,10001519.0
1500512727.708,10001510.0
1500512731.054,10001509.0
1500512734.399,10001506.0
1500512737.745,10001511.0
1500512741.090,10001510.0
1500512744.436,10001507.0
1500512747.781,10001505.0
1500512751.126,10001508.0
1500512754.472,10001504.0
1500512757.817,10001506.0
1500512761.163,10001505.0
1500512764.508,10001505.0
1500512767.854,10001513.0
1500512771.199,10001518.0
1500512774.544,10001515.0
1500512777.890,10001515.0
1500512781.235,10001514.0
1500512784.581,10001515.0
1500512787.926,10001515.0
1500512791.272,10001514.0
1500512794.617,10001519.0
1500512797.963,10001516.0
1500512801.308,10001525.0
1500512804.653,10001521.0
1500512807.999,10001516.0
1500512811.344,10001514.0
1500512814.690,10001516.0
1500512818.035,10001516.0
1500512821.381,10001513.0
1500512824.726,10001514.0
1500512828.071,10001516.0
1500512831.417,10001516.0
1500512834.762,10001517.0
1500512838.108,10001514.0
1500512841.453,10001518.0
1500512844.799,10001515.0
1500512848.144,10001506.0
1500512851.489,10001509.0
1500512854.835,10001512.0
1500512858.180,10001509.0
1500512861.526,10001511.0
1500512864.871,10001515.0
1500512868.216,10001513.0
1500512871.562,10001508.0
1500512874.907,10001508.0
1500512878.253,10001509.0
1500512881.598,10001514.0
1500512884.944,10001511.0
1500512888.289,10001511.0
1500512891.635,10001517.0
1500512894.980,10001513.0
1500512898.325,10001513.0
1500512901.671,10001515.0
1500512905.016,10001517.0
1500512908.362,10001517.0
1500512911.707,10001518.0
1500512915.053,10001514.0
1500512918.398,10001514.0
1500512921.744,10001508.0
1500512925.089,10001507.0
1500512928.434,10001505.0
1500512931.780,10001509.0
1500512935.125,10001519.0
1500512938.471,10001515.0
1500512941.816,10001514.0
1500512945.161,10001509.0
1500512948.507,10001508.0
1500512951.852,10001515.0
1500512955.198,10001515.0
1500512958.543,10001520.0
1500512961.889,10001513.0
1500512965.234,10001510.0
1500512968.580,10001519.0
1500512971.925,10001513.0
1500512975.270,10001516.0
1500512978.616,10001513.0
1500512981.962,10001514.0
1500512985.307,10001512.0
1500512988.652,10001514.0
1500512991.998,10001518.0
1500512995.343,10001515.0
1500512998.689,10001515.0
1500513002.034,10001516.0
1500513005.379,10001517.0
1500513008.725,10001519.0
1500513012.070,10001520.0
1500513015.416,10001516.0
1500513018.761,10001519.0
1500513022.107,10001516.0
1500513025.452,10001518.0
1500513028.797,10001518.0
1500513032.143,10001513.0
1500513035.488,10001515.0
1500513038.834,10001522.0
1500513042.179,10001515.0
1500513045.525,10001521.0
1500513048.870,10001518.0
1500513052.216,10001516.0
1500513055.561,10001513.0
1500513058.906,10001507.0
1500513062.252,10001512.0
1500513065.597,10001514.0
1500513068.943,10001521.0
1500513072.288,10001523.0
1500513075.633,10001521.0
1500513078.979,10001516.0
1500513082.324,10001514.0
1500513085.670,10001509.0
1500513089.015,10001511.0
1500513092.361,10001510.0
1500513095.706,10001512.0
1500513099.052,10001514.0
1500513102.397,10001507.0
1500513105.742,10001501.0
1500513109.088,10001504.0
1500513112.433,10001506.0
1500513115.779,10001507.0
1500513119.124,10001506.0
1500513122.470,10001508.0
1500513125.815,10001503.0
1500513129.161,10001507.0
1500513132.506,10001508.0
1500513135.851,10001507.0
1500513139.197,10001507.0
1500513142.542,10001502.0
1500513145.888,10001502.0
1500513149.233,10001507.0
1500513152.579,10001511.0
1500513155.924,10001516.0
1500513159.270,10001514.0
1500513162.615,10001509.0
1500513165.960,10001507.0
1500513169.306,10001512.0
1500513172.651,10001510.0
1500513175.997,10001509.0
1500513179.342,10001505.0
1500513182.688,10001506.0
1500513186.033,10001504.0
1500513189.378,10001510.0
1500513192.724,10001511.0
1500513196.069,10001515.0
1500513199.414,10001516.0
1500513202.760,10001510.0
1500513206.105,10001508.0
1500513209.451,10001504.0
1500513212.796,10001507.0
1500513216.142,10001506.0
1500513219.487,10001502.0
1500513222.833,10001502.0
1500513226.179,10001512.0
1500513229.524,10001514.0
1500513232.869,10001515.0
1500513236.214,10001511.0
1500513239.560,10001505.0
1500513242.906,10001501.0
1500513246.251,10001503.0
1500513249.596,10001508.0
1500513252.942,10001507.0
1500513256.287,10001507.0
1500513259.633,10001507.0
1500513262.978,10001497.0
1500513266.323,10001497.0
1500513269.669,10001501.0
1500513273.014,10001501.0
1500513276.360,10001500.0
1500513279.705,10001502.0
1500513283.051,10001503.0
1500513286.396,10001494.0
1500513289.741,10001498.0
1500513293.087,10001500.0
1500513296.432,10001506.0
1500513299.778,10001501.0
1500513303.123,10001498.0
1500513306.469,10001494.0
1500513309.814,10001497.0
1500513313.159,10001498.0
1500513316.505,10001498.0
1500513319.850,10001501.0
1500513323.202,10001504.0
1500513326.541,10001506.0
1500513329.886,10001501.0
1500513333.232,10001497.0
1500513336.577,10001498.0
1500513339.923,10001495.0
1500513343.268,10001495.0
1500513346.614,10001492.0
1500513349.959,10001496.0
1500513353.305,10001498.0
1500513356.650,10001494.0
1500513359.996,10001496.0
1500513363.341,10001497.0
1500513366.686,10001503.0
1500513370.032,10001494.0
1500513373.377,10001495.0
1500513376.723,10001496.0
1500513380.068,10001493.0
1500513383.414,10001499.0
1500513386.759,10001503.0
1500513390.105,10001494.0
1500513393.450,10001490.0
1500513396.795,10001491.0
1500513400.141,10001494.0
1500513403.486,10001496.0
1500513406.832,10001497.0
1500513410.177,10001500.0
1500513413.523,10001500.0
1500513416.868,10001505.0
1500513420.213,10001502.0
1500513423.559,10001496.0
1500513426.904,10001496.0
1500513430.250,10001496.0
1500513433.595,10001497.0
1500513436.941,10001498.0
1500513440.286,10001500.0
1500513443.631,10001500.0
1500513446.977,10001499.0
1500513450.322,10001499.0
1500513453.668,10001491.0
1500513457.013,10001492.0
1500513460.358,10001495.0
1500513463.704,10001493.0
1500513467.049,10001496.0
1500513470.395,10001496.0
1500513473.740,10001498.0
1500513477.086,10001494.0
1500513480.431,10001497.0
1500513483.777,10001494.0
1500513487.122,10001496.0
1500513490.468,10001494.0
1500513493.813,10001496.0
1500513497.158,10001504.0
1500513500.504,10001499.0
1500513503.849,10001492.0
1500513507.194,10001495.0
1500513510.540,10001493.0
1500513513.885,10001495.0
1500513517.231,10001492.0
1500513520.576,10001492.0
1500513523.922,10001493.0
1500513527.267,10001498.0
1500513530.613,10001493.0
1500513533.958,10001492.0
1500513537.304,10001491.0
1500513540.649,10001493.0
1500513543.994,10001491.0
1500513547.340,10001488.0
1500513550.685,10001489.0
1500513554.031,10001491.0
1500513557.376,10001493.0
1500513560.722,10001495.0
1500513564.067,10001495.0
1500513567.412,10001490.0
1500513570.758,10001491.0
1500513574.103,10001495.0
1500513577.449,10001490.0
1500513580.794,10001491.0
1500513584.140,10001488.0
1500513587.485,10001488.0
1500513590.830,10001489.0
1500513594.176,10001485.0
1500513597.521,10001486.0
1500513600.867,10001489.0
1500513604.212,10001491.0
1500513607.558,10001490.0
1500513610.903,10001490.0
1500513614.248,10001492.0
1500513617.594,10001494.0
1500513620.940,10001487.0
1500513624.285,10001490.0
1500513627.630,10001496.0
1500513630.976,10001495.0
1500513634.321,10001491.0
1500513637.666,10001494.0
1500513641.012,10001497.0
1500513644.357,10001502.0
1500513647.703,10001496.0
1500513651.048,10001496.0
1500513654.394,10001496.0
1500513657.739,10001495.0
1500513661.085,10001497.0
1500513664.430,10001496.0
1500513667.776,10001497.0
1500513671.121,10001494.0
1500513674.466,10001493.0
1500513677.812,10001492.0
1500513681.157,10001492.0
1500513684.503,10001491.0
1500513687.848,10001495.0
1500513691.193,10001492.0
1500513694.539,10001496.0
1500513697.884,10001492.0
1500513701.230,10001491.0
1500513704.575,10001494.0
1500513707.921,10001492.0
1500513711.266,10001495.0
1500513714.611,10001496.0
1500513717.957,10001495.0
1500513721.302,10001495.0
1500513724.648,10001495.0
1500513727.993,10001492.0
1500513731.339,10001496.0
1500513734.684,10001498.0
1500513738.030,10001489.0
1500513741.375,10001492.0
1500513744.720,10001493.0
1500513748.066,10001495.0
1500513751.411,10001496.0
1500513754.757,10001493.0
1500513758.102,10001496.0
1500513761.448,10001493.0
1500513764.793,10001495.0
1500513768.138,10001491.0
1500513771.484,10001495.0
1500513774.829,10001497.0
1500513778.175,10001503.0
1500513781.520,10001501.0
1500513784.866,10001499.0
1500513788.211,10001501.0
1500513791.557,10001502.0
1500513794.902,10001494.0
1500513798.247,10001492.0
1500513801.593,10001499.0
1500513804.938,10001501.0
1500513808.284,10001495.0
1500513811.629,10001502.0
1500513814.974,10001496.0
1500513818.320,10001492.0
1500513821.665,10001495.0
1500513825.011,10001499.0
1500513828.356,10001494.0
1500513831.702,10001493.0
1500513835.047,10001495.0
1500513838.393,10001493.0
1500513841.738,10001495.0
1500513845.084,10001500.0
1500513848.429,10001497.0
1500513851.774,10001501.0
1500513855.120,10001500.0
1500513858.465,10001498.0
1500513861.811,10001492.0
1500513865.156,10001495.0
1500513868.502,10001499.0
1500513871.847,10001494.0
1500513875.192,10001492.0
1500513878.538,10001494.0
1500513881.883,10001499.0
1500513885.229,10001501.0
1500513888.574,10001495.0
1500513891.919,10001493.0
1500513895.265,10001505.0
1500513898.610,10001503.0
1500513901.956,10001499.0
1500513905.301,10001502.0
1500513908.647,10001500.0
1500513911.992,10001500.0
1500513915.338,10001502.0
1500513918.683,10001502.0
1500513922.029,10001499.0
1500513925.374,10001499.0
1500513928.719,10001496.0
1500513932.065,10001494.0
1500513935.410,10001499.0
1500513938.756,10001500.0
1500513942.101,10001499.0
1500513945.447,10001502.0
1500513948.792,10001496.0
1500513952.137,10001497.0
1500513955.483,10001504.0
1500513958.828,10001504.0
1500513962.174,10001497.0
1500513965.519,10001502.0
1500513968.865,10001501.0
1500513972.210,10001500.0
1500513975.555,10001502.0
1500513978.901,10001503.0
1500513982.246,10001503.0
1500513985.592,10001506.0
1500513988.937,10001503.0
1500513992.283,10001506.0
1500513995.628,10001503.0
1500513998.973,10001501.0
1500514002.319,10001505.0
1500514005.664,10001503.0
1500514009.010,10001500.0
1500514012.355,10001499.0
1500514015.701,10001502.0
1500514019.046,10001503.0
1500514022.391,10001499.0
1500514025.737,10001501.0
1500514029.082,10001504.0
1500514032.428,10001509.0
1500514035.773,10001505.0
1500514039.119,10001505.0
1500514042.464,10001502.0
1500514045.810,10001501.0
1500514049.155,10001498.0
1500514052.500,10001499.0
1500514055.846,10001503.0
1500514059.191,10001502.0
1500514062.537,10001505.0
1500514065.882,10001501.0
1500514069.227,10001494.0
1500514072.573,10001496.0
1500514075.918,10001498.0
1500514079.264,10001496.0
1500514082.609,10001492.0
1500514085.955,10001501.0
1500514089.300,10001506.0
1500514092.646,10001503.0
1500514095.991,10001497.0
1500514099.337,10001495.0
1500514102.682,10001498.0
1500514106.027,10001498.0
1500514109.373,10001499.0
1500514112.718,10001494.0
1500514116.064,10001495.0
1500514119.409,10001496.0
1500514122.755,10001499.0
1500514126.100,10001498.0
1500514129.446,10001495.0
1500514132.791,10001494.0
1500514136.136,10001500.0
1500514139.482,10001499.0
1500514142.827,10001500.0
1500514146.173,10001501.0
1500514149.518,10001500.0
1500514152.863,10001502.0
1500514156.209,10001503.0
1500514159.554,10001505.0
1500514162.900,10001500.0
1500514166.245,10001497.0
1500514169.591,10001500.0
1500514172.936,10001504.0
1500514176.282,10001505.0
1500514179.627,10001499.0
1500514182.972,10001498.0
1500514186.318,10001494.0
1500514189.663,10001499.0
1500514193.009,10001501.0
1500514196.354,10001500.0
1500514199.699,10001499.0
1500514203.045,10001503.0
