timestamp,microvolts,temp_c,"Savitzky-Golay (151,2)"
1545307145.41,7045695.95,20.565,7045695.48186
1545307150.57,7045695.49,20.569,7045695.49504
1545307155.76,7045697.72,20.557,7045695.48995
1545307160.92,7045695.68,20.569,7045695.46929
1545307166.11,7045694.35,20.573,7045695.43139
1545307171.28,7045693.5,20.573,7045695.3954
1545307176.46,7045694.58,20.568,7045695.3679
1545307181.63,7045694.21,20.576,7045695.34764
1545307186.81,7045694.42,20.576,7045695.35041
1545307191.98,7045694.46,20.577,7045695.35299
1545307197.16,7045695.66,20.58,7045695.37626
1545307202.33,7045696.16,20.568,7045695.39163
1545307207.49,7045695.88,20.571,7045695.39908
1545307212.68,7045695.96,20.573,7045695.40431
1545307217.86,7045695.26,20.568,7045695.41039
1545307223.03,7045694.9,20.569,7045695.42345
1545307228.21,7045695.4,20.569,7045695.44531
1545307233.38,7045696.25,20.576,7045695.47425
1545307238.55,7045696.0,20.582,7045695.48904
1545307243.71,7045696.1,20.58,7045695.48936
1545307248.9,7045694.29,20.58,7045695.48362
1545307254.06,7045694.38,20.582,7045695.45597
1545307259.25,7045693.42,20.577,7045695.45043
1545307264.43,7045692.88,20.579,7045695.44702
1545307269.61,7045693.97,20.579,7045695.45074
1545307274.78,7045695.79,20.585,7045695.44661
1545307279.96,7045695.78,20.569,7045695.44438
1545307285.13,7045696.26,20.571,7045695.44027
1545307290.3,7045695.52,20.569,7045695.42753
1545307295.48,7045696.01,20.568,7045695.41611
1545307300.65,7045696.9,20.573,7045695.38992
1545307305.83,7045696.31,20.568,7045695.39355
1545307311.0,7045694.31,20.563,7045695.37245
1545307316.17,7045693.77,20.569,7045695.37671
1545307321.35,7045693.66,20.574,7045695.38162
1545307326.52,7045694.72,20.577,7045695.40234
1545307331.7,7045696.45,20.569,7045695.434
1545307336.87,7045694.66,20.577,7045695.43514
1545307342.05,7045694.86,20.571,7045695.4248
1545307347.22,7045694.11,20.576,7045695.39892
1545307352.4,7045695.4,20.58,7045695.38698
1545307357.57,7045694.16,20.583,7045695.36733
1545307362.75,7045694.36,20.588,7045695.37326
1545307367.92,7045693.97,20.594,7045695.35052
1545307373.1,7045696.11,20.589,7045695.30835
1545307378.27,7045696.89,20.6,7045695.27549
1545307383.45,7045696.22,20.606,7045695.28202
1545307388.62,7045697.92,20.605,7045695.256
1545307393.8,7045696.31,20.6,7045695.22857
1545307398.97,7045701.76,20.597,7045695.19174
1545307404.15,7045699.91,20.599,7045695.16442
1545307409.32,7045695.1,20.608,7045695.15492
1545307414.5,7045695.1,20.599,7045695.12229
1545307419.67,7045696.53,20.599,7045695.11117
1545307424.85,7045696.03,20.597,7045695.07994
1545307430.02,7045695.34,20.603,7045695.06776
1545307435.21,7045694.87,20.608,7045695.07746
1545307440.37,7045694.2,20.599,7045695.0676
1545307445.56,7045694.04,20.608,7045695.05967
1545307450.72,7045693.09,20.619,7045695.05662
1545307455.91,7045694.63,20.617,7045695.08496
1545307461.08,7045695.85,20.615,7045695.08573
1545307466.26,7045694.73,20.625,7045695.07936
1545307471.43,7045696.22,20.622,7045695.06057
1545307476.61,7045695.8,20.634,7045695.0309
1545307481.78,7045694.9,20.623,7045695.02468
1545307486.94,7045694.66,20.622,7045695.02648
1545307492.13,7045693.42,20.623,7045695.02747
1545307497.29,7045693.9,20.628,7045695.02854
1545307502.48,7045692.7,20.629,7045695.02369
1545307507.65,7045694.84,20.626,7045694.99156
1545307512.83,7045693.9,20.626,7045694.95974
1545307518.0,7045694.47,20.628,7045694.92772
1545307523.18,7045695.01,20.625,7045694.92934
1545307528.35,7045696.05,20.623,7045694.91671
1545307533.53,7045695.49,20.628,7045694.88555
1545307538.7,7045694.7,20.625,7045694.88927
1545307543.88,7045695.52,20.625,7045694.88591
1545307549.06,7045695.95,20.62,7045694.9154
1545307554.23,7045696.85,20.62,7045694.9073
1545307559.41,7045696.49,20.615,7045694.9038
1545307564.58,7045695.56,20.615,7045694.87321
1545307569.76,7045694.55,20.619,7045694.83688
1545307574.93,7045693.68,20.597,7045694.78532
1545307580.11,7045694.32,20.603,7045694.75367
1545307585.28,7045693.46,20.609,7045694.71401
1545307590.46,7045693.91,20.614,7045694.70756
1545307595.63,7045694.6,20.608,7045694.75137
1545307600.81,7045695.99,20.602,7045694.8061
1545307605.98,7045695.18,20.611,7045694.87021
1545307611.17,7045695.93,20.597,7045694.92077
1545307616.35,7045695.47,20.597,7045694.97104
1545307621.52,7045693.67,20.596,7045695.02667
1545307626.7,7045693.43,20.597,7045695.07154
1545307631.87,7045694.81,20.6,7045695.1079
1545307637.04,7045695.26,20.596,7045695.13995
1545307642.22,7045695.94,20.592,7045695.14589
1545307647.39,7045693.35,20.594,7045695.15685
1545307652.57,7045693.45,20.596,7045695.15416
1545307657.75,7045694.25,20.603,7045695.14043
1545307662.92,7045694.92,20.588,7045695.12548
1545307668.1,7045694.38,20.594,7045695.11869
1545307673.27,7045694.38,20.586,7045695.12067
1545307678.45,7045694.23,20.594,7045695.12958
1545307683.62,7045694.94,20.594,7045695.125
1545307688.8,7045695.17,20.589,7045695.1452
1545307693.97,7045695.29,20.589,7045695.1825
1545307699.15,7045696.18,20.586,7045695.21151
1545307704.34,7045695.19,20.589,7045695.1972
1545307709.51,7045695.93,20.588,7045695.19035
1545307714.69,7045693.15,20.589,7045695.18849
1545307719.86,7045691.79,20.589,7045695.21009
1545307725.04,7045693.0,20.585,7045695.25123
1545307730.21,7045693.3,20.588,7045695.25345
1545307735.39,7045694.33,20.582,7045695.26063
1545307740.57,7045694.39,20.58,7045695.26177
1545307745.74,7045694.37,20.583,7045695.28092
1545307750.92,7045693.69,20.577,7045695.2845
1545307756.09,7045695.86,20.582,7045695.27893
1545307761.27,7045696.59,20.571,7045695.25627
1545307766.46,7045697.42,20.576,7045695.25952
1545307771.64,7045695.77,20.585,7045695.27152
1545307776.82,7045697.58,20.583,7045695.28035
1545307781.99,7045695.13,20.579,7045695.31227
1545307787.17,7045695.47,20.58,7045695.33374
1545307792.34,7045694.8,20.583,7045695.41939
1545307797.52,7045695.0,20.586,7045695.50009
1545307802.69,7045696.71,20.589,7045695.52937
1545307807.87,7045696.56,20.592,7045695.54837
1545307813.04,7045696.83,20.597,7045695.57922
1545307818.22,7045695.67,20.594,7045695.607
1545307823.39,7045694.91,20.597,7045695.62734
1545307828.58,7045695.32,20.602,7045695.6498
1545307833.76,7045693.98,20.597,7045695.65165
1545307838.93,7045694.26,20.603,7045695.64502
1545307844.11,7045694.62,20.605,7045695.63326
1545307849.28,7045695.48,20.603,7045695.64483
1545307854.46,7045696.07,20.614,7045695.66535
1545307859.63,7045696.14,20.617,7045695.6846
1545307864.81,7045696.76,20.62,7045695.72279
1545307869.99,7045695.54,20.626,7045695.739
1545307875.16,7045696.27,20.62,7045695.76249
1545307880.33,7045696.07,20.631,7045695.78135
1545307885.51,7045694.77,20.632,7045695.77153
1545307890.68,7045695.25,20.632,7045695.76366
1545307895.86,7045697.55,20.637,7045695.75112
1545307901.03,7045697.4,20.642,7045695.76072
1545307906.21,7045698.13,20.637,7045695.76748
1545307911.4,7045695.06,20.642,7045695.7763
1545307916.58,7045698.32,20.638,7045695.79239
1545307921.75,7045700.15,20.654,7045695.81974
1545307926.93,7045696.41,20.64,7045695.8308
1545307932.1,7045696.78,20.648,7045695.81106
1545307937.28,7045695.86,20.657,7045695.82816
1545307942.45,7045697.8,20.654,7045695.84909
1545307947.63,7045696.1,20.654,7045695.88421
1545307952.8,7045698.0,20.657,7045695.91875
1545307957.98,7045699.81,20.657,7045695.94869
1545307963.15,7045701.25,20.658,7045695.9672
1545307968.33,7045699.72,20.648,7045695.98996
1545307973.5,7045700.82,20.651,7045696.01287
1545307978.67,7045698.94,20.635,7045696.00611
1545307983.85,7045694.49,20.637,7045696.00392
1545307989.03,7045693.03,20.637,7045696.01318
1545307994.22,7045692.0,20.638,7045696.0276
1545307999.4,7045692.46,20.629,7045696.0275
1545308004.57,7045691.89,20.643,7045696.02456
1545308009.75,7045691.59,20.635,7045696.02018
1545308014.92,7045693.36,20.622,7045695.99746
1545308020.1,7045693.9,20.634,7045695.98951
1545308025.27,7045694.4,20.635,7045695.99105
1545308030.45,7045695.17,20.631,7045695.9969
1545308035.62,7045694.66,20.631,7045695.99712
1545308040.8,7045694.94,20.629,7045695.97048
1545308045.97,7045695.35,20.625,7045695.95229
1545308051.15,7045696.47,20.623,7045695.95816
1545308056.32,7045697.54,20.626,7045695.95768
1545308061.5,7045696.79,20.611,7045695.94236
1545308066.69,7045696.7,20.611,7045695.92403
1545308071.86,7045697.46,20.608,7045695.92303
1545308077.04,7045695.55,20.597,7045695.93373
1545308082.21,7045694.77,20.605,7045695.96108
1545308087.37,7045695.06,20.612,7045695.97817
1545308092.56,7045697.47,20.597,7045696.00189
1545308097.73,7045696.18,20.596,7045696.0166
1545308102.91,7045695.48,20.611,7045696.04448
1545308108.07,7045694.05,20.611,7045696.02298
1545308113.26,7045693.72,20.602,7045695.96338
1545308118.43,7045695.81,20.612,7045695.93059
1545308123.61,7045695.48,20.603,7045695.87632
1545308128.78,7045695.27,20.609,7045695.84562
1545308133.96,7045694.67,20.619,7045695.82849
1545308139.14,7045694.91,20.608,7045695.79911
1545308144.31,7045695.95,20.611,7045695.77409
1545308149.49,7045697.27,20.617,7045695.77374
1545308154.68,7045696.88,20.623,7045695.78202
1545308159.86,7045696.94,20.62,7045695.81677
1545308165.03,7045696.75,20.622,7045695.84265
1545308170.19,7045696.3,20.626,7045695.869
1545308175.38,7045695.89,20.625,7045695.87832
1545308180.55,7045695.12,20.619,7045695.87999
1545308185.73,7045694.07,20.628,7045695.86888
1545308190.9,7045694.5,20.629,7045695.8488
1545308196.08,7045695.49,20.617,7045695.82305
1545308201.25,7045695.77,20.62,7045695.81314
1545308206.43,7045695.66,20.629,7045695.80271
1545308211.6,7045695.76,20.629,7045695.78088
1545308216.78,7045695.06,20.608,7045695.7616
1545308221.95,7045696.43,20.622,7045695.75474
1545308227.13,7045697.13,20.622,7045695.72631
1545308232.3,7045696.67,20.615,7045695.69577
1545308237.48,7045695.81,20.611,7045695.66319
1545308242.65,7045696.15,20.608,7045695.65654
1545308247.83,7045695.16,20.594,7045695.6402
1545308253.0,7045694.71,20.608,7045695.59781
1545308258.17,7045696.55,20.605,7045695.57542
1545308263.33,7045694.93,20.606,7045695.53941
1545308268.5,7045695.08,20.599,7045695.52358
1545308273.68,7045696.66,20.603,7045695.50642
1545308278.85,7045696.91,20.596,7045695.46984
1545308284.03,7045696.1,20.594,7045695.44574
1545308289.2,7045695.93,20.591,7045695.44575
1545308294.38,7045695.2,20.589,7045695.441
1545308299.55,7045695.46,20.591,7045695.42651
1545308304.74,7045695.2,20.592,7045695.39492
1545308309.9,7045695.08,20.586,7045695.41656
1545308315.09,7045696.18,20.589,7045695.44117
1545308320.25,7045698.58,20.589,7045695.4255
1545308325.44,7045695.77,20.585,7045695.40945
1545308330.61,7045695.84,20.588,7045695.41739
1545308335.79,7045695.37,20.583,7045695.40522
1545308340.96,7045695.12,20.583,7045695.39631
1545308346.14,7045694.64,20.588,7045695.41906
1545308351.31,7045694.69,20.585,7045695.43549
1545308356.47,7045693.19,20.582,7045695.49784
1545308361.66,7045693.57,20.583,7045695.59179
1545308366.82,7045695.52,20.591,7045695.69113
1545308372.01,7045695.38,20.582,7045695.77212
1545308377.19,7045694.8,20.588,7045695.80778
1545308382.36,7045695.63,20.582,7045695.80923
1545308387.54,7045696.31,20.589,7045695.81138
1545308392.72,7045697.43,20.58,7045695.80039
1545308397.91,7045697.24,20.586,7045695.77975
1545308403.08,7045697.33,20.585,7045695.74533
1545308408.26,7045695.52,20.579,7045695.70672
1545308413.43,7045695.85,20.588,7045695.67341
1545308418.61,7045695.84,20.583,7045695.64554
1545308423.78,7045697.14,20.579,7045695.60844
1545308428.94,7045697.29,20.58,7045695.5719
1545308434.13,7045696.47,20.579,7045695.56564
1545308439.29,7045694.72,20.577,7045695.558
1545308444.48,7045695.93,20.576,7045695.56901
1545308449.65,7045696.86,20.569,7045695.58609
1545308454.83,7045697.16,20.576,7045695.58848
1545308460.0,7045695.2,20.583,7045695.60461
1545308465.18,7045694.6,20.577,7045695.6171
1545308470.35,7045692.98,20.582,7045695.61548
1545308475.53,7045693.95,20.58,7045695.60928
1545308480.7,7045694.06,20.585,7045695.59676
1545308485.86,7045693.86,20.583,7045695.60627
1545308491.05,7045693.12,20.583,7045695.58174
1545308496.21,7045695.13,20.594,7045695.56818
1545308501.4,7045697.43,20.589,7045695.52582
1545308506.57,7045695.78,20.588,7045695.47095
1545308511.75,7045698.15,20.602,7045695.4447
1545308516.92,7045696.79,20.605,7045695.41349
1545308522.1,7045695.41,20.615,7045695.398
1545308527.27,7045696.54,20.615,7045695.37484
1545308532.45,7045695.31,20.623,7045695.35472
1545308537.62,7045694.88,20.631,7045695.341
1545308542.8,7045694.7,20.629,7045695.33057
1545308547.97,7045692.81,20.634,7045695.31715
1545308553.13,7045691.88,20.635,7045695.31315
1545308558.32,7045693.5,20.645,7045695.31755
1545308563.49,7045692.63,20.652,7045695.3232
1545308568.67,7045693.54,20.654,7045695.30467
1545308573.84,7045693.99,20.671,7045695.26865
1545308579.02,7045694.96,20.675,7045695.22755
1545308584.19,7045697.28,20.669,7045695.20414
1545308589.37,7045695.65,20.663,7045695.19346
1545308594.54,7045696.05,20.68,7045695.17663
1545308599.72,7045696.1,20.681,7045695.14704
1545308604.89,7045695.05,20.687,7045695.11174
1545308610.07,7045694.1,20.692,7045695.075
1545308615.24,7045694.78,20.697,7045695.04012
1545308620.42,7045695.12,20.691,7045694.9972
1545308625.6,7045695.58,20.694,7045694.96712
1545308630.77,7045693.72,20.691,7045694.95099
1545308635.95,7045695.21,20.694,7045694.96131
1545308641.12,7045697.99,20.684,7045694.96484
1545308646.3,7045696.76,20.687,7045694.97334
1545308651.47,7045697.02,20.678,7045695.00019
1545308656.66,7045695.78,20.683,7045694.99593
1545308661.82,7045695.75,20.681,7045694.99908
1545308667.01,7045696.41,20.672,7045695.01724
1545308672.17,7045695.61,20.678,7045695.01869
1545308677.36,7045695.52,20.674,7045694.97952
1545308682.52,7045695.97,20.675,7045694.93148
1545308687.71,7045697.9,20.669,7045694.91522
1545308692.89,7045696.72,20.664,7045694.91085
1545308698.06,7045694.69,20.669,7045694.91137
1545308703.23,7045696.45,20.663,7045694.90804
1545308708.41,7045697.01,20.663,7045694.91056
1545308713.58,7045697.59,20.666,7045694.93115
1545308718.76,7045694.32,20.655,7045694.93215
1545308723.93,7045698.41,20.655,7045694.92719
1545308729.1,7045696.59,20.661,7045694.91319
1545308734.28,7045695.42,20.654,7045694.90204
1545308739.45,7045698.16,20.655,7045694.89005
1545308744.63,7045695.38,20.661,7045694.88102
1545308749.81,7045690.83,20.658,7045694.87265
1545308754.98,7045691.41,20.658,7045694.8679
1545308760.16,7045691.4,20.666,7045694.87254
1545308765.33,7045691.33,20.663,7045694.87582
1545308770.5,7045692.99,20.663,7045694.87272
1545308775.68,7045691.49,20.661,7045694.88129
1545308780.85,7045692.85,20.661,7045694.83656
1545308786.02,7045692.87,20.664,7045694.83885
1545308791.2,7045693.57,20.669,7045694.86098
1545308796.37,7045695.51,20.663,7045694.87983
1545308801.55,7045695.4,20.66,7045694.87534
1545308806.72,7045695.26,20.663,7045694.86702
1545308811.9,7045696.96,20.668,7045694.87596
1545308817.07,7045696.44,20.663,7045694.8977
1545308822.25,7045693.6,20.663,7045694.92312
1545308827.42,7045694.02,20.661,7045694.94578
1545308832.6,7045693.17,20.658,7045694.95091
1545308837.77,7045693.6,20.668,7045694.94931
1545308842.95,7045694.35,20.658,7045694.95478
1545308848.12,7045692.85,20.668,7045694.98337
1545308853.3,7045693.96,20.664,7045694.99724
1545308858.47,7045693.44,20.664,7045695.01726
1545308863.65,7045692.97,20.666,7045695.00846
1545308868.82,7045693.74,20.671,7045695.01115
1545308873.99,7045693.9,20.675,7045695.00008
1545308879.17,7045696.12,20.671,7045694.99413
1545308884.34,7045694.35,20.668,7045694.95692
1545308889.52,7045695.77,20.669,7045694.93455
1545308894.69,7045696.67,20.664,7045694.95928
1545308899.87,7045695.91,20.669,7045694.96831
1545308905.04,7045696.15,20.671,7045695.02504
1545308910.22,7045694.36,20.672,7045695.06576
1545308915.39,7045694.45,20.675,7045695.10029
1545308920.57,7045694.29,20.668,7045695.14615
1545308925.74,7045694.64,20.666,7045695.17014
1545308930.92,7045695.71,20.661,7045695.18737
1545308936.09,7045695.77,20.661,7045695.21018
1545308941.27,7045695.0,20.657,7045695.2136
1545308946.44,7045694.02,20.657,7045695.19952
1545308951.62,7045693.43,20.657,7045695.20184
1545308956.79,7045695.46,20.66,7045695.1851
1545308961.97,7045696.52,20.658,7045695.14554
1545308967.16,7045696.01,20.657,7045695.12055
1545308972.34,7045694.6,20.657,7045695.11846
1545308977.52,7045694.24,20.66,7045695.14491
1545308982.69,7045695.13,20.651,7045695.16489
1545308987.86,7045696.37,20.655,7045695.19497
1545308993.04,7045697.18,20.654,7045695.22678
1545308998.21,7045696.75,20.654,7045695.24049
1545309003.38,7045698.11,20.661,7045695.23161
1545309008.56,7045699.97,20.655,7045695.24138
1545309013.74,7045698.59,20.652,7045695.25379
1545309018.91,7045696.54,20.649,7045695.26768
1545309024.08,7045694.27,20.649,7045695.2551
1545309029.26,7045693.91,20.651,7045695.25746
1545309034.44,7045692.81,20.658,7045695.28384
1545309039.61,7045692.66,20.655,7045695.27693
1545309044.79,7045694.08,20.643,7045695.26958
1545309049.96,7045693.37,20.655,7045695.25664
1545309055.14,7045693.36,20.655,7045695.25489
1545309060.31,7045695.34,20.658,7045695.26054
1545309065.5,7045698.83,20.651,7045695.2589
1545309070.68,7045699.88,20.648,7045695.25138
1545309075.85,7045696.16,20.642,7045695.21879
1545309081.03,7045695.26,20.643,7045695.22909
1545309086.2,7045694.49,20.64,7045695.26298
1545309091.38,7045694.71,20.643,7045695.27678
1545309096.56,7045695.23,20.632,7045695.31886
1545309101.75,7045695.98,20.632,7045695.34333
1545309106.93,7045695.3,20.629,7045695.35977
1545309112.1,7045696.04,20.631,7045695.37375
1545309117.28,7045696.58,20.632,7045695.42191
1545309122.45,7045696.12,20.631,7045695.46081
1545309127.63,7045695.75,20.628,7045695.47511
1545309132.8,7045695.49,20.626,7045695.52864
1545309137.98,7045693.8,20.617,7045695.55935
1545309143.15,7045693.59,20.619,7045695.53797
1545309148.32,7045694.47,20.622,7045695.51826
1545309153.5,7045694.43,20.625,7045695.45852
1545309158.67,7045694.43,20.615,7045695.40042
1545309163.84,7045694.02,20.623,7045695.37215
1545309169.02,7045700.24,20.632,7045695.34772
1545309174.19,7045696.96,20.631,7045695.34283
1545309179.35,7045694.96,20.635,7045695.34728
1545309184.54,7045695.52,20.628,7045695.36173
1545309189.7,7045696.18,20.634,7045695.393
1545309194.89,7045697.02,20.64,7045695.42283
1545309200.06,7045695.38,20.64,7045695.45613
1545309205.24,7045695.49,20.635,7045695.50507
1545309210.41,7045695.42,20.626,7045695.55507
1545309215.59,7045694.99,20.625,7045695.578
1545309220.76,7045695.02,20.629,7045695.58558
1545309225.92,7045696.97,20.629,7045695.57254
1545309231.09,7045697.4,20.625,7045695.56388
1545309236.27,7045695.58,20.623,7045695.55329
1545309241.44,7045695.18,20.619,7045695.52399
1545309246.62,7045693.9,20.619,7045695.52229
1545309251.81,7045695.04,20.628,7045695.49851
1545309256.98,7045694.72,20.625,7045695.47454
1545309262.16,7045696.15,20.614,7045695.43607
1545309267.33,7045695.39,20.612,7045695.40386
1545309272.51,7045697.77,20.612,7045695.41423
1545309277.68,7045698.4,20.606,7045695.40771
1545309282.86,7045696.16,20.612,7045695.42833
1545309288.03,7045696.24,20.611,7045695.4538
1545309293.21,7045693.91,20.608,7045695.46861
1545309298.38,7045694.23,20.603,7045695.49487
1545309303.56,7045693.44,20.602,7045695.50228
1545309308.74,7045693.36,20.602,7045695.50175
1545309313.91,7045694.29,20.605,7045695.48129
1545309319.09,7045694.48,20.602,7045695.46651
1545309324.28,7045693.64,20.599,7045695.46929
1545309329.45,7045693.5,20.594,7045695.48665
1545309334.63,7045694.05,20.596,7045695.49555
1545309339.8,7045693.77,20.592,7045695.48237
1545309344.98,7045694.61,20.596,7045695.45518
1545309350.15,7045697.74,20.597,7045695.42863
1545309355.33,7045696.76,20.583,7045695.43577
1545309360.5,7045695.43,20.586,7045695.43651
1545309365.68,7045694.93,20.585,7045695.42631
1545309370.85,7045693.98,20.583,7045695.42733
1545309376.03,7045693.3,20.583,7045695.42702
1545309381.2,7045693.1,20.586,7045695.44007
1545309386.38,7045693.78,20.58,7045695.471
1545309391.55,7045695.01,20.579,7045695.50711
1545309396.73,7045693.71,20.582,7045695.55169
1545309401.9,7045693.67,20.58,7045695.61893
1545309407.08,7045693.9,20.585,7045695.67589
1545309412.25,7045694.61,20.571,7045695.71027
1545309417.43,7045694.51,20.573,7045695.70704
1545309422.6,7045694.94,20.576,7045695.6871
1545309427.78,7045697.27,20.569,7045695.66756
1545309432.97,7045697.85,20.563,7045695.63498
1545309438.13,7045697.42,20.563,7045695.63391
1545309443.3,7045696.42,20.573,7045695.61755
1545309448.48,7045696.48,20.571,7045695.61874
1545309453.65,7045696.56,20.573,7045695.61208
1545309458.83,7045697.2,20.574,7045695.65782
1545309464.02,7045700.45,20.576,7045695.7036
1545309469.19,7045698.46,20.574,7045695.71257
1545309474.37,7045695.15,20.576,7045695.71692
1545309479.55,7045695.17,20.56,7045695.72502
1545309484.72,7045694.07,20.566,7045695.72131
1545309489.9,7045696.51,20.565,7045695.73995
1545309495.08,7045698.18,20.562,7045695.77572
1545309500.25,7045695.31,20.56,7045695.81077
1545309505.44,7045696.07,20.56,7045695.83854
1545309510.6,7045695.37,20.563,7045695.87074
1545309515.79,7045696.79,20.565,7045695.89172
1545309520.95,7045695.76,20.557,7045695.91146
1545309526.14,7045695.41,20.557,7045695.90182
1545309531.31,7045696.0,20.56,7045695.86912
1545309536.49,7045696.2,20.563,7045695.83706
1545309541.67,7045700.16,20.557,7045695.79775
1545309546.84,7045699.98,20.556,7045695.7567
1545309552.02,7045698.69,20.557,7045695.72416
1545309557.2,7045696.75,20.55,7045695.70893
1545309562.37,7045695.99,20.56,7045695.76709
1545309567.55,7045694.9,20.554,7045695.80635
1545309572.72,7045694.39,20.548,7045695.82623
1545309577.89,7045694.51,20.559,7045695.8708
1545309583.07,7045694.48,20.553,7045695.92172
1545309588.24,7045693.9,20.551,7045695.96923
1545309593.42,7045693.97,20.554,7045695.9968
1545309598.59,7045693.31,20.547,7045696.00897
1545309603.76,7045693.02,20.542,7045696.01639
1545309608.94,7045694.78,20.548,7045695.99985
1545309614.11,7045695.88,20.536,7045695.97717
1545309619.29,7045695.76,20.54,7045695.97503
1545309624.48,7045696.66,20.537,7045695.97573
1545309629.64,7045697.01,20.539,7045695.95169
1545309634.83,7045695.25,20.545,7045695.91615
1545309640.0,7045696.87,20.542,7045695.86779
1545309645.18,7045696.34,20.537,7045695.81271
1545309650.35,7045698.55,20.533,7045695.76283
1545309655.53,7045698.15,20.54,7045695.73951
1545309660.7,7045696.15,20.537,7045695.72324
1545309665.88,7045696.09,20.527,7045695.7395
1545309671.05,7045694.73,20.536,7045695.77279
1545309676.23,7045695.14,20.54,7045695.78909
1545309681.4,7045695.48,20.55,7045695.81279
1545309686.58,7045694.56,20.554,7045695.81332
1545309691.75,7045694.58,20.559,7045695.80996
1545309696.93,7045695.35,20.559,7045695.8141
1545309702.1,7045697.16,20.559,7045695.82226
1545309707.28,7045696.96,20.565,7045695.83695
1545309712.46,7045696.3,20.565,7045695.84677
1545309717.65,7045694.9,20.565,7045695.84004
1545309722.82,7045694.92,20.563,7045695.8285
1545309728.0,7045696.08,20.565,7045695.82057
1545309733.18,7045696.83,20.566,7045695.81922
1545309738.35,7045698.86,20.566,7045695.81896
1545309743.53,7045696.69,20.568,7045695.85407
1545309748.7,7045696.94,20.58,7045695.86375
1545309753.88,7045696.68,20.576,7045695.86278
1545309759.05,7045695.12,20.576,7045695.85565
1545309764.23,7045696.07,20.588,7045695.85022
1545309769.4,7045695.99,20.588,7045695.82559
1545309774.58,7045695.06,20.585,7045695.78573
1545309779.77,7045694.12,20.585,7045695.74834
1545309784.94,7045694.66,20.596,7045695.74228
1545309790.12,7045694.39,20.583,7045695.71912
1545309795.29,7045694.2,20.583,7045695.69013
1545309800.47,7045694.47,20.574,7045695.65287
1545309805.64,7045695.95,20.586,7045695.62789
1545309810.82,7045697.24,20.579,7045695.59912
1545309815.99,7045696.02,20.585,7045695.57796
1545309821.17,7045697.05,20.591,7045695.56249
1545309826.34,7045695.18,20.589,7045695.55185
1545309831.52,7045695.87,20.589,7045695.55245
1545309836.69,7045693.89,20.594,7045695.55754
1545309841.87,7045696.54,20.592,7045695.53276
1545309847.05,7045694.85,20.589,7045695.50971
1545309852.22,7045696.13,20.588,7045695.50936
1545309857.4,7045696.31,20.599,7045695.54709
1545309862.57,7045695.91,20.603,7045695.56225
1545309867.75,7045694.69,20.599,7045695.52533
1545309872.92,7045696.01,20.596,7045695.48064
1545309878.1,7045694.2,20.596,7045695.42907
1545309883.27,7045693.09,20.596,7045695.4011
1545309888.45,7045692.29,20.592,7045695.38601
1545309893.62,7045693.59,20.594,7045695.35449
1545309898.79,7045693.6,20.588,7045695.3423
1545309903.96,7045694.21,20.585,7045695.32836
1545309909.14,7045693.89,20.588,7045695.34144
1545309914.31,7045696.57,20.588,7045695.35206
1545309919.49,7045697.23,20.594,7045695.36109
1545309924.67,7045696.93,20.594,7045695.35556
1545309929.84,7045698.58,20.594,7045695.3395
1545309935.03,7045698.84,20.603,7045695.36462
1545309940.21,7045698.09,20.599,7045695.40397
1545309945.38,7045695.93,20.602,7045695.43409
1545309950.56,7045694.84,20.611,7045695.44605
1545309955.73,7045693.56,20.619,7045695.45485
1545309960.91,7045693.39,20.622,7045695.46501
1545309966.08,7045691.22,20.626,7045695.45745
1545309971.26,7045690.96,20.629,7045695.44231
1545309976.43,7045691.94,20.625,7045695.42682
1545309981.61,7045692.12,20.622,7045695.38567
1545309986.78,7045693.6,20.623,7045695.32775
1545309991.96,7045693.89,20.625,7045695.29944
1545309997.14,7045695.81,20.628,7045695.25971
1545310002.31,7045696.47,20.615,7045695.23543
1545310007.49,7045696.45,20.638,7045695.22981
1545310012.66,7045696.78,20.628,7045695.23969
1545310017.85,7045697.63,20.631,7045695.26377
1545310023.01,7045698.55,20.634,7045695.27539
1545310028.2,7045698.7,20.634,7045695.29052
1545310033.36,7045700.72,20.635,7045695.32821
1545310038.53,7045700.15,20.64,7045695.33948
1545310043.71,7045699.16,20.642,7045695.38778
1545310048.88,7045697.89,20.637,7045695.42289
1545310054.06,7045697.18,20.638,7045695.42724
1545310059.23,7045696.33,20.634,7045695.42558
1545310064.42,7045695.94,20.635,7045695.40432
1545310069.6,7045695.31,20.64,7045695.37575
1545310074.77,7045695.25,20.638,7045695.36181
1545310079.95,7045695.85,20.638,7045695.35254
1545310085.12,7045694.14,20.626,7045695.35142
1545310090.3,7045693.38,20.635,7045695.34481
1545310095.47,7045693.38,20.643,7045695.35756
1545310100.65,7045693.84,20.631,7045695.35586
1545310105.82,7045694.46,20.632,7045695.34746
1545310111.0,7045694.59,20.629,7045695.32117
1545310116.17,7045694.58,20.635,7045695.30882
1545310121.34,7045693.41,20.631,7045695.29806
1545310126.5,7045693.91,20.635,7045695.30659
1545310131.69,7045693.38,20.632,7045695.34329
1545310136.86,7045694.97,20.626,7045695.35743
1545310142.04,7045694.69,20.625,7045695.36441
1545310147.22,7045694.72,20.631,7045695.37831
1545310152.39,7045693.42,20.632,7045695.38142
