timestamp,inside_c,inside_rh,outside_c,outside_rh,set_c,err_c,duty_cycle
1522194982.81,25.277,62.920,21.458,79.281,25.000,0.277,0.00
1522194984.86,25.277,62.932,21.447,79.220,25.000,0.277,100.00
1522194986.90,25.275,62.943,21.437,79.205,25.000,0.275,100.00
1522194988.93,25.277,62.954,21.458,79.228,25.000,0.277,100.00
1522194990.97,25.268,62.966,21.437,79.197,25.000,0.268,100.00
1522194993.01,25.257,62.987,21.458,79.228,25.000,0.257,100.00
1522194995.05,25.266,63.002,21.437,79.197,25.000,0.266,100.00
1522194997.09,25.254,63.017,21.415,79.197,25.000,0.254,100.00
1522194999.13,25.254,63.038,21.437,79.197,25.000,0.254,99.47
1522195001.17,25.250,63.052,21.437,79.175,25.000,0.250,99.47
1522195003.21,25.246,63.069,21.437,79.182,25.000,0.246,98.07
1522195005.25,25.256,63.093,21.437,79.190,25.000,0.256,96.66
1522195007.29,25.246,63.105,21.426,79.190,25.000,0.246,100.00
1522195009.33,25.249,63.132,21.437,79.205,25.000,0.249,96.66
1522195011.37,25.243,63.134,21.437,79.228,25.000,0.243,97.60
1522195013.41,25.244,63.153,21.437,79.236,25.000,0.244,95.26
1522195015.45,25.233,63.164,21.437,79.236,25.000,0.233,95.73
1522195017.49,25.236,63.177,21.437,79.213,25.000,0.236,91.52
1522195019.53,25.242,63.188,21.437,79.220,25.000,0.242,92.46
1522195021.57,25.243,63.199,21.458,79.251,25.000,0.243,94.79
1522195023.61,25.246,63.205,21.458,79.251,25.000,0.246,95.26
1522195025.65,25.261,63.212,21.458,79.243,25.000,0.261,96.66
1522195027.69,25.254,63.208,21.447,79.243,25.000,0.254,100.00
1522195029.72,25.256,63.211,21.458,79.205,25.000,0.256,99.47
1522195031.77,25.245,63.214,21.458,79.197,25.000,0.245,100.00
1522195033.80,25.237,63.227,21.447,79.190,25.000,0.237,96.20
1522195035.84,25.238,63.238,21.469,79.182,25.000,0.238,92.93
1522195037.88,25.246,63.241,21.480,79.152,25.000,0.246,93.39
1522195039.92,25.243,63.244,21.490,79.167,25.000,0.243,96.66
1522195041.96,25.243,63.250,21.458,79.136,25.000,0.243,95.26
1522195044.00,25.241,63.259,21.501,79.136,25.000,0.241,95.26
1522195046.04,25.245,63.266,21.490,79.129,25.000,0.245,94.33
1522195048.08,25.245,63.264,21.490,79.114,25.000,0.245,96.20
1522195050.12,25.252,63.274,21.480,79.091,25.000,0.252,96.20
1522195052.16,25.248,63.273,21.480,79.091,25.000,0.248,99.00
1522195054.20,25.255,63.278,21.501,79.075,25.000,0.255,97.13
1522195056.24,25.250,63.281,21.501,79.083,25.000,0.250,99.94
1522195058.28,25.239,63.277,21.490,79.068,25.000,0.239,98.07
1522195060.32,25.230,63.288,21.480,79.060,25.000,0.230,93.86
1522195062.36,25.230,63.291,21.501,79.068,25.000,0.230,90.12
1522195064.40,25.231,63.297,21.490,79.068,25.000,0.231,90.12
1522195066.44,25.221,63.300,21.480,79.068,25.000,0.221,90.59
1522195068.48,25.224,63.305,21.501,79.037,25.000,0.224,86.85
1522195070.52,25.217,63.309,21.501,79.045,25.000,0.217,87.78
1522195072.56,25.214,63.317,21.490,79.030,25.000,0.214,84.98
1522195074.60,25.211,63.321,21.522,79.014,25.000,0.211,84.05
1522195076.64,25.220,63.333,21.501,79.014,25.000,0.220,82.65
1522195078.68,25.226,63.331,21.522,78.984,25.000,0.226,86.38
1522195080.72,25.232,63.338,21.533,78.969,25.000,0.232,88.72
1522195082.76,25.235,63.343,21.512,78.976,25.000,0.235,91.06
1522195084.80,25.223,63.338,21.522,78.953,25.000,0.223,91.99
1522195086.84,25.227,63.342,21.533,78.991,25.000,0.227,87.32
1522195088.88,25.230,63.341,21.544,78.984,25.000,0.230,89.19
1522195090.92,25.224,63.337,21.533,78.999,25.000,0.224,90.12
1522195092.95,25.231,63.344,21.533,78.991,25.000,0.231,87.78
1522195094.99,25.227,63.342,21.555,78.969,25.000,0.227,90.59
1522195097.03,25.223,63.351,21.544,78.969,25.000,0.223,89.19
1522195099.07,25.221,63.352,21.565,78.946,25.000,0.221,87.32
1522195101.11,25.218,63.355,21.555,78.923,25.000,0.218,86.85
1522195103.15,25.223,63.366,21.555,78.900,25.000,0.223,85.45
1522195105.19,25.227,63.372,21.544,78.892,25.000,0.227,87.32
1522195107.23,25.235,63.383,21.555,78.885,25.000,0.235,89.19
1522195109.27,25.224,63.384,21.576,78.869,25.000,0.224,91.99
1522195111.31,25.231,63.388,21.555,78.862,25.000,0.231,87.78
1522195113.35,25.229,63.383,21.555,78.831,25.000,0.229,90.59
1522195115.39,25.226,63.380,21.555,78.839,25.000,0.226,89.65
1522195117.43,25.223,63.370,21.565,78.846,25.000,0.223,88.72
1522195119.47,25.221,63.369,21.576,78.839,25.000,0.221,87.32
1522195121.51,25.230,63.365,21.565,78.824,25.000,0.230,86.85
1522195123.55,25.235,63.365,21.587,78.801,25.000,0.235,90.12
1522195125.59,25.237,63.361,21.544,78.785,25.000,0.237,91.99
1522195127.63,25.242,63.353,21.576,78.763,25.000,0.242,92.93
1522195129.67,25.239,63.347,21.576,78.770,25.000,0.239,94.79
1522195131.71,25.241,63.345,21.598,78.755,25.000,0.241,93.86
1522195133.75,25.233,63.343,21.565,78.763,25.000,0.233,94.33
1522195135.79,25.237,63.347,21.576,78.709,25.000,0.237,91.52
1522195137.83,25.236,63.345,21.565,78.679,25.000,0.236,92.93
1522195139.87,25.235,63.338,21.576,78.694,25.000,0.235,92.46
1522195141.91,25.237,63.345,21.587,78.686,25.000,0.237,91.99
1522195143.94,25.237,63.342,21.565,78.656,25.000,0.237,92.93
1522195145.98,25.231,63.346,21.576,78.656,25.000,0.231,92.92
1522195148.02,25.238,63.343,21.576,78.633,25.000,0.238,90.59
1522195150.06,25.231,63.341,21.576,78.625,25.000,0.231,93.39
1522195152.10,25.230,63.344,21.576,78.625,25.000,0.230,90.59
1522195154.14,25.227,63.355,21.576,78.618,25.000,0.227,90.12
1522195156.18,25.221,63.348,21.587,78.618,25.000,0.221,89.19
1522195158.22,25.220,63.349,21.576,78.602,25.000,0.220,86.85
