timestamp,run4-ltz1000-4
1517381473.118,7189600.200
1517381476.475,7189600.200
1517381479.816,7189598.900
1517381483.173,7189598.400
1517381486.530,7189598.200
1517381489.871,7189598.300
1517381493.227,7189601.100
1517381496.584,7189598.800
1517381499.941,7189600.000
1517381503.282,7189599.600
1517381506.639,7189598.900
1517381509.995,7189599.200
1517381513.337,7189598.900
1517381516.693,7189598.900
1517381520.050,7189599.100
1517381523.407,7189598.900
1517381526.748,7189598.700
1517381530.105,7189599.800
1517381533.461,7189598.400
1517381536.803,7189598.200
1517381540.159,7189596.300
1517381543.516,7189596.900
1517381546.857,7189596.300
1517381550.214,7189596.700
1517381553.570,7189598.400
1517381556.927,7189597.500
1517381560.268,7189597.700
1517381563.625,7189597.200
1517381566.981,7189597.300
1517381570.322,7189600.100
1517381573.679,7189599.100
1517381577.036,7189599.100
1517381580.377,7189599.300
1517381583.734,7189598.300
1517381587.090,7189597.300
1517381590.447,7189597.400
1517381593.788,7189597.500
1517381597.145,7189596.800
1517381600.502,7189598.800
1517381603.843,7189598.800
1517381607.200,7189598.200
1517381610.556,7189596.900
1517381613.913,7189597.800
1517381617.254,7189596.000
1517381620.611,7189596.800
1517381623.967,7189595.900
1517381627.308,7189594.600
1517381630.665,7189596.000
1517381634.022,7189594.300
1517381637.363,7189592.100
1517381640.719,7189593.000
1517381644.076,7189593.700
1517381647.433,7189593.000
1517381650.774,7189593.700
1517381654.131,7189592.000
1517381657.487,7189591.100
1517381660.828,7189593.000
1517381664.185,7189593.400
1517381667.542,7189592.700
1517381670.898,7189591.000
1517381674.239,7189591.300
1517381677.596,7189590.600
1517381680.953,7189590.800
1517381684.294,7189590.300
1517381687.651,7189589.900
1517381691.007,7189591.100
1517381694.349,7189590.800
1517381697.706,7189590.400
1517381701.062,7189591.200
1517381704.419,7189589.800
1517381707.760,7189589.400
1517381711.117,7189590.200
1517381714.473,7189589.400
1517381717.814,7189589.100
1517381721.171,7189589.400
1517381724.528,7189589.800
1517381727.869,7189588.000
1517381731.225,7189589.700
1517381734.582,7189591.800
1517381737.939,7189591.600
1517381741.280,7189590.400
1517381744.637,7189592.100
1517381747.993,7189590.400
1517381751.334,7189588.800
1517381754.691,7189591.300
1517381758.048,7189591.000
1517381761.389,7189591.600
1517381764.745,7189589.800
1517381768.102,7189591.300
1517381771.459,7189590.300
1517381774.800,7189592.100
1517381778.157,7189589.800
1517381781.513,7189590.700
1517381784.854,7189591.300
1517381788.211,7189591.300
1517381791.568,7189589.400
1517381794.924,7189590.600
1517381798.266,7189591.800
1517381801.622,7189589.700
1517381804.979,7189591.600
1517381808.320,7189590.700
1517381811.676,7189592.400
1517381815.033,7189591.300
1517381818.374,7189589.800
1517381821.731,7189591.500
1517381825.088,7189590.800
1517381828.445,7189590.300
1517381831.785,7189590.800
1517381835.142,7189589.300
1517381838.499,7189589.800
1517381841.839,7189590.300
1517381845.196,7189591.200
1517381848.553,7189589.800
1517381851.910,7189589.600
1517381855.251,7189590.800
1517381858.607,7189591.000
1517381861.964,7189589.300
1517381865.305,7189589.900
1517381868.662,7189591.000
1517381872.019,7189590.100
1517381875.375,7189589.900
1517381878.716,7189591.000
1517381882.073,7189589.700
1517381885.429,7189590.100
1517381888.770,7189590.100
1517381892.127,7189588.400
1517381895.484,7189589.300
1517381898.825,7189589.800
1517381902.182,7189589.300
1517381905.538,7189588.900
1517381908.895,7189588.500
1517381912.236,7189588.200
1517381915.593,7189588.200
1517381918.950,7189587.300
1517381922.291,7189588.900
1517381925.648,7189588.900
1517381929.004,7189588.500
1517381932.361,7189587.900
1517381935.702,7189588.800
1517381939.059,7189590.400
1517381942.415,7189589.400
1517381945.756,7189589.200
