timestamp,inside_c,inside_rh,outside_c,outside_rh,set_c,err_c,duty_cycle
1522111229.50,21.630,72.400,20.396,78.396,25.000,-3.370,0.000
1522111230.32,21.630,72.384,20.364,78.366,25.000,-3.370,0.000
1522111231.13,21.630,72.377,20.364,78.366,25.000,-3.370,0.000
1522111231.95,21.619,72.384,20.375,78.343,25.000,-3.381,0.000
1522111232.77,21.608,72.369,20.386,78.366,25.000,-3.392,0.000
1522111233.58,21.619,72.392,20.353,78.351,25.000,-3.381,0.000
1522111234.40,21.608,72.392,20.353,78.351,25.000,-3.392,0.000
1522111235.21,21.640,72.384,20.364,78.358,25.000,-3.360,0.000
1522111236.03,21.619,72.392,20.364,78.381,25.000,-3.381,0.000
1522111236.85,21.608,72.392,20.364,78.373,25.000,-3.392,0.000
1522111237.66,21.608,72.384,20.343,78.389,25.000,-3.392,0.000
1522111238.48,21.630,72.392,20.343,78.389,25.000,-3.370,0.000
1522111239.29,21.630,72.392,20.364,78.396,25.000,-3.370,0.000
1522111240.11,21.608,72.392,20.353,78.389,25.000,-3.392,0.000
1522111240.92,21.608,72.377,20.353,78.389,25.000,-3.392,0.000
1522111241.74,21.630,72.377,20.332,78.396,25.000,-3.370,0.000
1522111242.56,21.630,72.384,20.332,78.404,25.000,-3.370,0.000
1522111243.37,21.619,72.377,20.353,78.412,25.000,-3.381,0.000
1522111244.19,21.619,72.384,20.343,78.396,25.000,-3.381,0.000
1522111245.00,21.630,72.377,20.332,78.412,25.000,-3.370,0.000
1522111245.82,21.630,72.369,20.332,78.412,25.000,-3.370,0.000
1522111246.63,21.608,72.369,20.332,78.427,25.000,-3.392,0.000
1522111247.45,21.630,72.384,20.332,78.427,25.000,-3.370,0.000
1522111248.27,21.630,72.377,20.353,78.435,25.000,-3.370,0.000
1522111249.08,21.608,72.377,20.332,78.457,25.000,-3.392,0.000
1522111249.90,21.630,72.369,20.332,78.473,25.000,-3.370,0.000
1522111250.72,21.630,72.369,20.353,78.488,25.000,-3.370,0.000
1522111251.53,21.630,72.362,20.364,78.541,25.000,-3.370,0.000
1522111252.35,21.640,72.384,20.364,78.557,25.000,-3.360,0.000
1522111253.16,21.630,72.369,20.353,78.572,25.000,-3.370,0.000
1522111253.98,21.630,72.362,20.343,78.587,25.000,-3.370,0.000
1522111254.79,21.630,72.377,20.375,78.648,25.000,-3.370,0.000
1522111255.61,21.630,72.377,20.375,78.694,25.000,-3.370,0.000
1522111256.43,21.608,72.377,20.396,78.740,25.000,-3.392,0.000
