timestamp,svrt
1512439750.468,10000000.0
1512439753.340,10000005.0
1512439756.692,10000009.0
1512439760.044,10000014.0
1512439763.396,10000016.0
1512439766.748,10000012.0
1512439770.100,10000010.0
1512439773.453,10000019.0
1512439776.804,10000020.0
1512439780.157,10000036.0
1512439783.509,10000033.0
1512439786.860,10000026.0
1512439790.212,10000028.0
1512439793.565,10000016.0
1512439796.918,10000044.0
1512439800.269,10000103.0
1512439803.621,10000083.0
1512439806.974,10000061.0
1512439810.325,10000032.0
1512439813.677,10000061.0
1512439817.030,10000037.0
1512439820.382,10000039.0
1512439823.733,10000030.0
1512439827.086,10000038.0
1512439830.438,10000057.0
1512439833.790,10000055.0
1512439837.142,10000060.0
1512439840.494,10000043.0
1512439843.847,10000048.0
1512439847.198,10000057.0
1512439850.551,10000102.0
1512439853.902,10000086.0
1512439857.255,10000124.0
1512439860.607,10000042.0
1512439863.959,10000047.0
1512439867.311,10000047.0
1512439870.663,10000055.0
1512439874.015,10000051.0
1512439877.367,10000057.0
1512439880.719,10000119.0
1512439884.072,10000076.0
1512439887.423,10000041.0
1512439890.775,10000060.0
1512439894.128,10000069.0
1512439897.480,10000075.0
1512439900.832,10000048.0
1512439904.183,10000051.0
1512439907.536,10000051.0
1512439910.887,10000043.0
1512439914.240,10000050.0
1512439917.592,10000082.0
1512439920.944,10000068.0
1512439924.296,10000058.0
1512439927.649,10000093.0
1512439931.000,10000092.0
1512439934.352,10000095.0
1512439937.705,10000114.0
1512439941.056,10000103.0
1512439944.409,10000085.0
1512439947.761,10000059.0
1512439951.112,10000073.0
1512439954.465,10000106.0
1512439957.817,10000124.0
1512439961.170,10000116.0
1512439964.521,10000089.0
1512439967.873,10000098.0
1512439971.226,10000128.0
1512439974.577,10000087.0
1512439977.929,10000070.0
1512439981.282,10000112.0
1512439984.633,10000123.0
1512439987.986,10000078.0
1512439991.338,10000106.0
1512439994.690,10000136.0
1512439998.042,10000132.0
1512440001.394,10000107.0
1512440004.747,10000100.0
1512440008.098,10000096.0
1512440011.450,10000099.0
1512440014.803,10000115.0
1512440018.155,10000101.0
1512440021.506,10000101.0
1512440024.861,10000107.0
1512440028.211,10000123.0
1512440031.562,10000120.0
1512440034.915,10000102.0
1512440038.267,10000095.0
1512440041.619,10000102.0
1512440044.971,10000101.0
1512440048.323,10000101.0
1512440051.675,10000124.0
1512440055.028,10000136.0
1512440058.380,10000141.0
1512440061.731,10000127.0
1512440065.084,10000098.0
1512440068.436,10000102.0
1512440071.788,10000139.0
1512440075.140,10000094.0
1512440078.492,10000115.0
1512440081.844,10000082.0
1512440085.196,10000076.0
1512440088.549,10000089.0
1512440091.901,10000080.0
1512440095.252,10000079.0
1512440098.605,10000085.0
1512440101.957,10000112.0
1512440105.308,10000077.0
1512440108.661,10000103.0
1512440112.013,10000070.0
1512440115.364,10000055.0
1512440118.717,10000061.0
1512440122.069,10000073.0
1512440125.422,10000090.0
1512440128.773,10000086.0
1512440132.125,10000090.0
1512440135.478,10000127.0
1512440138.829,10000135.0
1512440142.182,10000122.0
1512440145.534,10000146.0
1512440148.885,10000094.0
1512440152.238,10000074.0
1512440155.589,10000118.0
1512440158.942,10000133.0
1512440162.294,10000098.0
1512440165.646,10000106.0
1512440168.998,10000089.0
1512440172.350,10000099.0
1512440175.703,10000105.0
1512440179.054,10000115.0
1512440182.406,10000129.0
1512440185.759,10000082.0
1512440189.110,10000079.0
1512440192.463,10000099.0
1512440195.815,10000100.0
