volts,ppm,temp_c,ambient_c
0.99980513,-0.09,24.996,20.911
0.99980513,-0.09,25.001,20.911
0.99980513,-0.09,25.007,20.922
0.99980513,-0.09,25.005,20.933
0.99980513,-0.09,25.008,20.933
0.99980513,-0.09,25.003,20.922
0.99980513,-0.09,25.005,20.922
0.99980513,-0.09,24.988,20.922
0.99980513,-0.09,24.995,20.922
0.99980513,-0.09,25.001,20.911
0.99980513,-0.09,24.995,20.911
0.99980513,-0.09,25.0,20.922
0.99980513,-0.09,24.996,20.922
0.99980513,-0.09,25.003,20.943
0.99980513,-0.09,24.996,20.922
0.99980513,-0.09,25.0,20.943
0.99980513,-0.09,24.997,20.911
0.99980515,-0.07,25.003,20.933
0.99980515,-0.07,25.008,20.911
0.99980515,-0.07,25.007,20.933
0.99980515,-0.07,25.012,20.933
0.99980515,-0.07,25.001,20.922
0.99980515,-0.07,25.0,20.933
0.99980515,-0.07,25.007,20.954
0.99980515,-0.07,24.996,20.922
0.99980515,-0.07,24.997,20.933
0.99980515,-0.07,24.992,20.933
0.99980515,-0.07,24.996,20.911
0.99980515,-0.07,24.997,20.933
0.99980515,-0.07,24.996,20.922
0.99980526,0.04,25.001,20.922
0.99980526,0.04,25.0,20.922
0.99980526,0.04,25.001,20.933
0.99980526,0.04,25.004,20.933
0.99980526,0.04,25.004,20.911
0.99980526,0.04,25.001,20.922
0.99980526,0.04,24.996,20.922
0.99980526,0.04,25.003,20.943
0.99980526,0.04,25.001,20.933
0.99980526,0.04,24.997,20.922
0.99980526,0.04,25.0,20.911
0.99980526,0.04,25.012,20.9
0.99980526,0.04,25.0,20.922
0.99980533,0.11,25.01,20.933
0.99980533,0.11,24.997,20.922
0.99980533,0.11,24.996,20.922
0.99980533,0.11,24.993,20.922
0.99980533,0.11,25.011,20.922
0.99980533,0.11,25.003,20.933
0.99980533,0.11,24.985,20.9
0.99980533,0.11,24.993,20.943
0.99980533,0.11,24.997,20.922
0.99980533,0.11,24.989,20.911
0.99980533,0.11,25.001,20.922
0.99980533,0.11,24.982,20.943
0.99980533,0.11,25.0,20.922
0.99980533,0.11,24.99,20.911
0.99980536,0.14,25.001,20.933
0.99980536,0.14,24.996,20.943
0.99980536,0.14,25.003,20.922
0.99980536,0.14,24.996,20.922
0.99980536,0.14,25.004,20.933
0.99980536,0.14,25.004,20.922
0.99980536,0.14,25.0,20.943
0.99980536,0.14,24.997,20.922
0.99980536,0.14,25.01,20.922
0.99980536,0.14,25.005,20.922
0.99980536,0.14,25.016,20.911
0.99980536,0.14,25.003,20.933
0.99980536,0.14,24.997,20.922
0.99980556,0.34,24.992,20.954
0.99980556,0.34,25.0,20.911
0.99980556,0.34,25.0,20.943
0.99980556,0.34,24.996,20.943
0.99980556,0.34,25.001,20.911
0.99980556,0.34,25.0,20.922
0.99980556,0.34,25.001,20.911
0.99980556,0.34,24.999,20.922
0.99980556,0.34,24.997,20.954
0.99980556,0.34,25.007,20.922
0.99980556,0.34,25.004,20.933
0.99980556,0.34,25.0,20.922
0.99980556,0.34,25.004,20.933
0.99980556,0.34,25.004,20.943
0.99980553,0.31,24.995,20.933
0.99980553,0.31,25.001,20.922
0.99980553,0.31,24.999,20.933
0.99980553,0.31,24.996,20.911
0.99980553,0.31,24.993,20.933
0.99980553,0.31,24.999,20.922
0.99980553,0.31,24.997,20.922
0.99980553,0.31,24.996,20.933
0.99980553,0.31,24.996,20.922
0.99980553,0.31,24.99,20.933
0.99980553,0.31,25.01,20.911
0.99980553,0.31,24.993,20.922
0.99980553,0.31,24.997,20.943
0.99980531,0.09,25.007,20.922
0.99980531,0.09,24.996,20.933
0.99980531,0.09,24.992,20.933
0.99980531,0.09,25.001,20.911
0.99980531,0.09,24.995,20.911
0.99980531,0.09,25.007,20.922
0.99980531,0.09,25.0,20.933
0.99980531,0.09,25.004,20.943
0.99980531,0.09,25.007,20.922
0.99980531,0.09,25.001,20.922
0.99980531,0.09,25.0,20.922
0.99980531,0.09,25.011,20.922
0.99980531,0.09,25.004,20.922
0.99980533,0.11,24.997,20.911
0.99980533,0.11,25.001,20.933
0.99980533,0.11,25.004,20.933
0.99980533,0.11,25.001,20.922
0.99980533,0.11,24.999,20.922
0.99980533,0.11,24.992,20.933
0.99980533,0.11,25.005,20.922
0.99980533,0.11,25.004,20.922
0.99980533,0.11,24.992,20.933
0.99980533,0.11,25.003,20.911
0.99980533,0.11,24.996,20.922
0.99980533,0.11,24.992,20.911
0.99980533,0.11,24.999,20.933
0.99980533,0.11,24.997,20.933
0.99980548,0.26,24.997,20.922
0.99980548,0.26,25.001,20.943
0.99980548,0.26,24.995,20.911
0.99980548,0.26,24.99,20.933
0.99980548,0.26,25.005,20.911
0.99980548,0.26,24.999,20.922
0.99980548,0.26,25.007,20.933
0.99980548,0.26,25.01,20.911
0.99980548,0.26,25.003,20.9
0.99980548,0.26,25.001,20.933
0.99980548,0.26,25.005,20.911
0.99980548,0.26,25.007,20.922
0.99980548,0.26,25.011,20.922
0.99980546,0.24,25.005,20.911
0.99980546,0.24,25.001,20.922
0.99980546,0.24,25.001,20.922
0.99980546,0.24,24.997,20.933
0.99980546,0.24,25.004,20.922
0.99980546,0.24,24.997,20.922
0.99980546,0.24,24.995,20.922
0.99980546,0.24,24.993,20.922
0.99980546,0.24,24.995,20.922
0.99980546,0.24,24.999,20.922
0.99980546,0.24,25.0,20.922
0.99980546,0.24,25.0,20.922
0.99980546,0.24,25.001,20.933
0.99980546,0.24,25.003,20.933
0.99980541,0.19,25.0,20.922
0.99980541,0.19,24.995,20.911
0.99980541,0.19,25.003,20.922
0.99980541,0.19,25.003,20.933
0.99980541,0.19,25.004,20.943
0.99980541,0.19,25.005,20.943
0.99980541,0.19,25.005,20.933
0.99980541,0.19,25.007,20.943
0.99980541,0.19,24.999,20.933
0.99980541,0.19,25.003,20.9
0.99980541,0.19,25.008,20.911
0.99980541,0.19,25.0,20.922
0.99980541,0.19,25.001,20.922
0.99980538,0.16,25.003,20.922
0.99980538,0.16,24.999,20.911
0.99980538,0.16,25.004,20.922
0.99980538,0.16,24.999,20.933
0.99980538,0.16,24.993,20.933
0.99980538,0.16,25.004,20.922
0.99980538,0.16,24.985,20.922
0.99980538,0.16,24.999,20.922
0.99980538,0.16,24.995,20.933
0.99980538,0.16,24.997,20.922
0.99980538,0.16,25.005,20.922
0.99980538,0.16,25.004,20.933
0.99980538,0.16,25.003,20.922
0.99980528,0.06,25.0,20.911
0.99980528,0.06,25.01,20.922
0.99980528,0.06,25.001,20.943
0.99980528,0.06,25.003,20.911
0.99980528,0.06,25.0,20.943
0.99980528,0.06,24.993,20.943
0.99980528,0.06,25.0,20.954
0.99980528,0.06,25.005,20.933
0.99980528,0.06,24.996,20.933
0.99980528,0.06,24.999,20.933
0.99980528,0.06,25.0,20.933
0.99980528,0.06,24.986,20.922
0.99980528,0.06,24.993,20.943
0.99980528,0.06,25.008,20.933
0.99980548,0.26,25.001,20.933
0.99980548,0.26,25.004,20.943
0.99980548,0.26,25.004,20.954
0.99980548,0.26,25.003,20.965
0.99980548,0.26,25.008,20.954
0.99980548,0.26,24.999,20.954
0.99980548,0.26,25.0,20.954
0.99980548,0.26,24.999,20.933
0.99980548,0.26,24.997,20.954
0.99980548,0.26,24.999,20.965
0.99980548,0.26,25.007,20.943
0.99980548,0.26,25.007,20.943
0.99980548,0.26,25.004,20.954
0.99980553,0.31,25.007,20.943
0.99980553,0.31,25.001,20.933
0.99980553,0.31,25.001,20.922
0.99980553,0.31,25.005,20.922
0.99980553,0.31,24.995,20.954
0.99980553,0.31,25.005,20.943
0.99980553,0.31,24.999,20.954
0.99980553,0.31,24.997,20.943
0.99980553,0.31,25.005,20.954
0.99980553,0.31,24.995,20.954
0.99980553,0.31,25.001,20.943
0.99980553,0.31,25.001,20.943
0.99980553,0.31,24.997,20.943
0.99980553,0.31,24.993,20.954
0.99980548,0.26,24.996,20.933
0.99980548,0.26,25.005,20.943
0.99980548,0.26,24.997,20.943
0.99980548,0.26,25.001,20.954
0.99980548,0.26,25.001,20.954
0.99980548,0.26,25.004,20.954
0.99980548,0.26,24.997,20.954
0.99980548,0.26,25.003,20.933
0.99980548,0.26,25.008,20.943
0.99980548,0.26,25.001,20.954
0.99980548,0.26,25.0,20.954
0.99980548,0.26,25.007,20.922
0.99980548,0.26,25.001,20.943
0.99980551,0.29,25.008,20.943
0.99980551,0.29,25.008,20.954
0.99980551,0.29,24.999,20.933
0.99980551,0.29,24.995,20.965
0.99980551,0.29,24.997,20.954
0.99980551,0.29,24.995,20.954
0.99980551,0.29,25.001,20.933
0.99980551,0.29,25.001,20.954
0.99980551,0.29,24.997,20.954
0.99980551,0.29,25.003,20.943
0.99980551,0.29,25.0,20.943
0.99980551,0.29,24.989,20.954
0.99980551,0.29,24.993,20.933
0.99980551,0.29,24.996,20.943
0.99980538,0.16,24.992,20.954
0.99980538,0.16,24.996,20.943
0.99980538,0.16,24.996,20.933
0.99980538,0.16,24.997,20.954
0.99980538,0.16,25.003,20.954
0.99980538,0.16,24.993,20.954
0.99980538,0.16,25.004,20.954
0.99980538,0.16,25.003,20.933
0.99980538,0.16,25.003,20.943
0.99980538,0.16,24.996,20.954
0.99980538,0.16,24.999,20.933
0.99980538,0.16,24.997,20.954
0.99980538,0.16,25.011,20.954
0.99980561,0.39,25.003,20.933
0.99980561,0.39,25.005,20.954
0.99980561,0.39,24.999,20.954
0.99980561,0.39,25.004,20.965
0.99980561,0.39,25.007,20.954
0.99980561,0.39,24.995,20.933
0.99980561,0.39,24.999,20.965
0.99980561,0.39,25.012,20.943
0.99980561,0.39,24.995,20.954
0.99980561,0.39,25.001,20.954
0.99980561,0.39,25.0,20.954
0.99980561,0.39,25.001,20.954
0.99980561,0.39,25.001,20.954
0.99980564,0.42,25.003,20.954
0.99980564,0.42,24.988,20.954
0.99980564,0.42,24.989,20.954
0.99980564,0.42,24.999,20.965
0.99980564,0.42,24.996,20.965
0.99980564,0.42,25.001,20.954
0.99980564,0.42,24.996,20.954
0.99980564,0.42,24.996,20.954
0.99980564,0.42,25.001,20.943
0.99980564,0.42,25.001,20.954
0.99980564,0.42,24.995,20.954
0.99980564,0.42,24.988,20.954
0.99980564,0.42,25.001,20.976
0.99980564,0.42,25.001,20.976
0.99980551,0.29,25.001,20.976
0.99980551,0.29,25.005,20.986
0.99980551,0.29,24.997,20.986
0.99980551,0.29,24.999,20.986
0.99980551,0.29,24.999,20.965
0.99980551,0.29,25.004,20.986
0.99980551,0.29,25.0,20.965
0.99980551,0.29,25.005,20.976
0.99980551,0.29,25.001,20.976
0.99980551,0.29,25.004,20.986
0.99980551,0.29,25.003,20.954
0.99980551,0.29,25.003,20.965
0.99980551,0.29,25.011,20.965
0.99980548,0.26,24.997,20.986
0.99980548,0.26,25.0,20.986
0.99980548,0.26,24.992,20.986
0.99980548,0.26,24.999,20.965
0.99980548,0.26,24.996,20.986
0.99980548,0.26,25.0,20.986
0.99980548,0.26,25.001,20.986
0.99980548,0.26,24.989,20.976
0.99980548,0.26,24.997,20.976
0.99980548,0.26,24.999,20.976
0.99980548,0.26,24.992,20.986
0.99980548,0.26,24.995,20.965
0.99980548,0.26,24.999,20.976
0.99980548,0.26,25.005,20.997
0.99980546,0.24,24.997,20.965
0.99980546,0.24,25.001,20.965
0.99980546,0.24,25.003,20.976
0.99980546,0.24,25.0,20.986
0.99980546,0.24,25.0,20.976
0.99980546,0.24,25.005,20.976
0.99980546,0.24,25.005,20.986
0.99980546,0.24,24.992,20.986
0.99980546,0.24,24.993,20.965
0.99980546,0.24,24.999,20.986
0.99980546,0.24,24.997,20.986
0.99980546,0.24,25.001,20.986
0.99980546,0.24,25.001,20.997
0.99980553,0.31,24.999,20.976
0.99980553,0.31,24.995,20.986
0.99980553,0.31,24.996,20.976
0.99980553,0.31,25.005,20.976
0.99980553,0.31,25.0,20.986
0.99980553,0.31,25.008,20.986
0.99980553,0.31,25.0,20.976
0.99980553,0.31,25.001,20.986
0.99980553,0.31,25.0,20.965
0.99980553,0.31,24.993,20.997
0.99980553,0.31,25.003,20.976
0.99980553,0.31,25.001,20.997
0.99980553,0.31,25.004,20.986
0.99980533,0.11,25.005,20.965
0.99980533,0.11,24.989,20.986
0.99980533,0.11,24.992,20.954
0.99980533,0.11,24.999,20.976
0.99980533,0.11,24.999,20.986
0.99980533,0.11,25.007,20.986
0.99980533,0.11,24.989,20.976
0.99980533,0.11,24.995,20.986
0.99980533,0.11,24.999,20.976
0.99980533,0.11,24.997,20.986
0.99980533,0.11,24.999,20.997
0.99980533,0.11,24.996,20.986
0.99980533,0.11,25.001,20.997
0.99980533,0.11,25.007,20.976
0.99980531,0.09,25.01,20.986
0.99980531,0.09,24.997,20.986
0.99980531,0.09,25.008,20.997
0.99980531,0.09,25.004,20.976
0.99980531,0.09,25.001,20.986
0.99980531,0.09,25.0,20.976
0.99980531,0.09,25.007,20.986
0.99980531,0.09,24.999,20.986
0.99980531,0.09,24.996,20.965
0.99980531,0.09,25.008,20.976
0.99980531,0.09,24.997,20.976
0.99980531,0.09,25.005,20.986
0.99980531,0.09,24.997,20.976
0.99980538,0.16,25.004,21.008
0.99980538,0.16,25.004,20.976
0.99980538,0.16,25.001,20.976
0.99980538,0.16,25.0,20.976
0.99980538,0.16,25.004,20.986
0.99980538,0.16,24.997,20.986
0.99980538,0.16,25.012,20.976
0.99980538,0.16,25.003,20.965
0.99980538,0.16,25.007,20.976
0.99980538,0.16,25.004,20.986
0.99980538,0.16,24.992,20.976
0.99980538,0.16,25.001,20.976
0.99980538,0.16,25.005,20.965
0.99980538,0.16,24.996,20.976
0.99980536,0.14,24.999,20.986
0.99980536,0.14,24.995,20.965
0.99980536,0.14,24.997,20.976
0.99980536,0.14,24.996,20.976
0.99980536,0.14,25.003,20.954
0.99980536,0.14,25.001,20.986
0.99980536,0.14,24.997,20.986
0.99980536,0.14,24.999,20.986
0.99980536,0.14,25.0,20.986
0.99980536,0.14,24.996,20.997
0.99980536,0.14,25.0,20.986
0.99980536,0.14,24.996,20.965
0.99980536,0.14,25.004,20.997
0.99980531,0.09,25.022,20.976
0.99980531,0.09,25.081,20.986
0.99980531,0.09,25.139,20.997
0.99980531,0.09,25.226,20.986
0.99980531,0.09,25.317,20.976
0.99980531,0.09,25.412,20.986
0.99980531,0.09,25.504,20.986
0.99980531,0.09,25.605,20.997
0.99980531,0.09,25.7,20.997
0.99980531,0.09,25.775,20.997
0.99980531,0.09,25.856,20.965
0.99980531,0.09,25.921,21.008
0.99980531,0.09,25.986,20.976
0.99980547,0.25,26.05,20.997
0.99980547,0.25,26.081,20.986
0.99980547,0.25,26.111,20.986
0.99980547,0.25,26.125,21.008
0.99980547,0.25,26.151,20.986
0.99980547,0.25,26.159,20.986
0.99980547,0.25,26.15,20.986
0.99980547,0.25,26.15,20.986
0.99980547,0.25,26.132,20.997
0.99980547,0.25,26.112,20.986
0.99980547,0.25,26.096,20.986
0.99980547,0.25,26.088,20.986
0.99980547,0.25,26.061,20.986
0.99980547,0.25,26.049,20.986
0.99980546,0.24,26.033,20.976
0.99980546,0.24,26.012,20.976
0.99980546,0.24,26.0,20.986
0.99980546,0.24,25.969,21.008
0.99980546,0.24,25.969,21.008
0.99980546,0.24,25.966,20.976
0.99980546,0.24,25.953,20.976
0.99980546,0.24,25.954,21.008
0.99980546,0.24,25.949,20.986
0.99980546,0.24,25.943,20.986
0.99980546,0.24,25.957,20.986
0.99980546,0.24,25.961,20.986
0.99980546,0.24,25.965,20.986
0.99980553,0.31,25.954,20.997
0.99980553,0.31,25.969,20.976
0.99980553,0.31,25.976,20.986
0.99980553,0.31,25.986,20.997
0.99980553,0.31,25.98,20.997
0.99980553,0.31,25.982,20.965
0.99980553,0.31,25.993,20.965
