Timestamp,Resistance,PPM,Oven (C),Ambient (C),"Savitzky-Golay (151,2)"
1520828023.53,999.57248,0.0,24.998,22.016,-0.0333760140515
1520828024.53,999.57248,0.0,25.0,22.005,-0.0334947901503
1520828025.53,999.57238,-0.1,24.999,22.005,-0.0336113529642
1520828026.53,999.57238,-0.1,25.0,22.027,-0.0337257024931
1520828027.53,999.57238,-0.1,24.999,22.016,-0.0338378387371
1520828028.53,999.57233,-0.15,25.0,22.016,-0.0339477616962
1520828029.54,999.57233,-0.15,24.999,22.027,-0.0340554713703
1520828030.54,999.57233,-0.15,25.001,22.005,-0.0341609677596
1520828031.53,999.57233,-0.15,25.0,22.027,-0.0342642508638
1520828032.53,999.57263,0.15,25.001,22.027,-0.0343653206832
1520828033.53,999.57263,0.15,24.999,22.027,-0.0344641772176
1520828034.53,999.57263,0.15,25.0,22.005,-0.0345608204671
1520828035.54,999.57249,0.01,25.0,22.016,-0.0346552504317
1520828036.54,999.57249,0.01,25.001,21.994,-0.0347474671114
1520828037.54,999.57249,0.01,25.0,22.005,-0.0348374705061
1520828038.54,999.57238,-0.1,25.001,22.005,-0.0349252606159
1520828039.54,999.57238,-0.1,25.0,22.005,-0.0350108374407
1520828040.54,999.57238,-0.1,25.001,22.005,-0.0350942009807
1520828041.54,999.57238,-0.1,25.0,22.005,-0.0351753512357
1520828042.54,999.57245,-0.03,25.0,22.005,-0.0352542882057
1520828043.54,999.57245,-0.03,25.0,22.005,-0.0353310118909
1520828044.54,999.57245,-0.03,25.0,21.994,-0.0354055222911
1520828045.54,999.57243,-0.05,24.999,22.005,-0.0354778194064
1520828046.54,999.57243,-0.05,25.0,21.984,-0.0355479032367
1520828047.54,999.57243,-0.05,24.998,21.984,-0.0356157737821
1520828048.54,999.57239,-0.09,24.998,21.994,-0.0356814310426
1520828049.54,999.57239,-0.09,24.997,21.984,-0.0357448750182
1520828050.54,999.57239,-0.09,24.998,22.016,-0.0358061057088
1520828051.54,999.57239,-0.09,24.997,22.005,-0.0358651231145
1520828052.54,999.57245,-0.03,24.998,22.005,-0.0359219272353
1520828053.54,999.57245,-0.03,24.997,21.994,-0.0359765180711
1520828054.54,999.57245,-0.03,24.999,22.005,-0.0360288956221
1520828055.54,999.57252,0.04,24.999,21.994,-0.036079059888
