timestamp,v,temp_c
1530760507.64,0.0488642733,21.535
1530760507.89,0.0488404513,21.535
1530760508.15,0.0488098839,21.535
1530760508.4,0.0487736984,21.535
1530760508.66,0.0487307504,21.535
1530760508.92,0.0486716821,21.535
1530760509.17,0.0486281706,21.535
1530760509.43,0.048589543,21.535
1530760509.68,0.0485502324,21.535
1530760509.94,0.0485039887,21.535
1530760510.2,0.0484459109,21.535
1530760510.45,0.0483801827,21.535
1530760510.71,0.0483192189,21.526
1530760510.96,0.0482415029,21.526
1530760511.22,0.0481609009,21.526
1530760511.47,0.0480814089,21.526
1530760511.73,0.0479754308,21.526
1530760511.99,0.0478443499,21.526
1530760512.24,0.0477038939,21.526
1530760512.5,0.0475568121,21.526
1530760512.75,0.0474193615,21.526
1530760513.01,0.0472872045,21.526
1530760513.27,0.0471493951,21.526
1530760513.52,0.0470327268,21.526
1530760513.78,0.0469292416,21.532
1530760514.03,0.0468408181,21.532
1530760514.29,0.0467544781,21.532
1530760514.55,0.0467077732,21.532
1530760514.8,0.046673244,21.532
1530760515.06,0.0466551767,21.532
1530760515.31,0.0466380828,21.532
1530760515.57,0.0466273244,21.532
1530760515.83,0.0466188714,21.532
1530760516.08,0.0466153022,21.532
1530760516.34,0.0466102132,21.532
1530760516.59,0.0466110669,21.532
1530760516.85,0.0466319004,21.551
1530760517.1,0.0466449469,21.551
1530760517.36,0.0466606574,21.551
1530760517.62,0.0466766752,21.551
1530760517.87,0.0466891241,21.551
1530760518.13,0.0466929321,21.551
1530760518.38,0.0466983283,21.551
1530760518.64,0.0467003092,21.551
1530760518.9,0.0467097014,21.551
1530760519.15,0.0467155075,21.551
1530760519.41,0.0467150293,21.551
1530760519.66,0.0467061324,21.551
1530760519.92,0.0466958351,21.555
1530760520.17,0.0466836251,21.555
1530760520.43,0.0466706126,21.555
1530760520.69,0.0466555679,21.555
1530760520.94,0.0466441093,21.555
1530760521.2,0.0466318481,21.555
1530760521.45,0.0466236171,21.555
1530760521.71,0.0466181696,21.555
1530760521.97,0.0466018101,21.555
1530760522.22,0.046594655,21.555
1530760522.48,0.0466032275,21.555
1530760522.73,0.0466153008,21.555
1530760522.99,0.0466372615,21.55
1530760523.25,0.0466715345,21.55
1530760523.5,0.0467127918,21.55
1530760523.76,0.0467570205,21.55
1530760524.01,0.04678921,21.55
1530760524.27,0.0468228851,21.55
1530760524.53,0.0468628273,21.55
1530760524.78,0.0468935993,21.55
1530760525.04,0.046910044,21.55
1530760525.29,0.0469195042,21.55
1530760525.55,0.0469197944,21.55
1530760525.8,0.0469150299,21.55
