set_c,oven_c,output,ambient_c
25.000,24.315,65.00,20.632
25.000,24.285,65.00,20.622
25.000,24.279,65.00,20.600
25.000,24.268,65.00,20.611
25.000,24.239,65.00,20.622
25.000,24.287,65.00,20.600
25.000,24.530,65.00,20.611
25.000,24.877,50.20,20.632
25.000,25.241,18.83,20.622
25.000,25.563,0.00,20.611
25.000,25.744,0.00,20.600
25.000,25.767,0.00,20.611
25.000,25.719,0.00,20.600
25.000,25.625,0.00,20.622
25.000,25.518,0.00,20.622
25.000,25.414,0.00,20.622
25.000,25.315,0.00,20.622
25.000,25.226,0.00,20.622
25.000,25.144,0.00,20.600
25.000,25.067,0.00,20.622
25.000,24.993,1.08,20.600
25.000,24.946,5.16,20.622
25.000,24.889,10.67,20.632
25.000,24.875,12.61,20.611
25.000,24.877,13.44,20.632
25.000,24.889,13.35,20.632
25.000,24.944,9.19,20.622
25.000,24.982,6.44,20.654
25.000,25.031,2.12,20.632
25.000,25.057,0.00,20.632
25.000,25.044,0.57,20.632
25.000,24.995,4.74,20.643
25.000,24.972,6.75,20.632
25.000,24.935,10.33,20.643
25.000,24.912,12.85,20.632
25.000,24.930,11.77,20.643
25.000,24.968,8.87,20.643
25.000,24.986,7.64,20.622
25.000,25.029,3.87,20.632
25.000,25.054,1.49,20.643
25.000,25.047,1.77,20.632
25.000,25.011,4.79,20.632
25.000,24.977,7.69,20.632
25.000,24.968,8.51,20.654
25.000,24.957,9.80,20.611
25.000,24.967,9.18,20.622
25.000,24.974,8.82,20.611
25.000,24.980,8.50,20.632
25.000,25.006,6.25,20.632
25.000,25.038,3.31,20.622
25.000,25.049,2.22,20.632
25.000,25.039,2.74,20.632
25.000,25.001,5.93,20.632
25.000,24.978,7.93,20.632
25.000,24.974,8.33,20.632
25.000,24.973,8.65,20.632
25.000,24.974,8.73,20.632
25.000,24.977,8.75,20.632
25.000,24.988,7.89,20.643
25.000,25.017,5.28,20.622
26.000,25.038,65.00,20.632
26.000,25.050,65.00,20.632
26.000,25.214,65.00,20.632
26.000,25.512,65.00,20.611
26.000,25.843,45.96,20.622
26.000,26.182,17.47,20.622
26.000,26.453,0.00,20.611
26.000,26.585,0.00,20.611
26.000,26.574,0.00,20.611
26.000,26.492,0.00,20.611
26.000,26.363,0.00,20.632
26.000,26.238,0.00,20.600
26.000,26.107,2.23,20.611
26.000,25.991,11.42,20.611
26.000,25.889,20.38,20.600
26.000,25.845,24.86,20.622
26.000,25.846,25.88,20.632
26.000,25.902,21.92,20.622
26.000,25.981,15.63,20.611
26.000,26.061,8.76,20.611
26.000,26.116,3.58,20.611
26.000,26.120,2.48,20.622
26.000,26.110,2.45,20.611
26.000,26.042,7.79,20.622
26.000,25.987,12.28,20.611
26.000,25.939,16.53,20.611
26.000,25.932,17.38,20.611
26.000,25.938,17.41,20.611
26.000,25.974,14.55,20.632
26.000,26.026,10.18,20.611
26.000,26.062,6.88,20.600
26.000,26.097,3.22,20.589
26.000,26.088,3.49,20.600
26.000,26.044,6.74,20.611
26.000,26.017,8.65,20.589
26.000,25.966,13.13,20.611
26.000,25.941,15.49,20.589
26.000,25.944,15.55,20.611
26.000,25.982,12.52,20.600
26.000,26.025,8.88,20.589
26.000,26.040,7.44,20.600
26.000,26.063,5.08,20.600
26.000,26.054,5.52,20.622
26.000,26.035,6.82,20.589
26.000,26.027,7.12,20.622
26.000,26.008,8.68,20.589
26.000,25.976,11.46,20.600
26.000,25.963,12.67,20.611
26.000,25.971,12.18,20.589
26.000,26.005,9.32,20.622
26.000,26.026,7.48,20.600
26.000,26.029,7.06,20.589
26.000,26.030,6.81,20.600
26.000,26.029,6.61,20.579
26.000,26.028,6.50,20.600
26.000,26.019,7.04,20.600
26.000,25.996,9.02,20.600
26.000,25.979,10.54,20.600
26.000,25.972,11.20,20.611
26.000,25.990,9.78,20.600
