set_c,oven_c,output,ambient_c
25.000,24.366,29.82,20.782
25.000,24.362,30.74,20.793
25.000,24.436,27.98,20.772
25.000,24.573,22.18,20.782
25.000,24.720,15.73,20.782
25.000,24.851,9.91,20.782
25.000,24.943,5.74,20.782
25.000,24.977,4.22,20.782
25.000,24.977,4.26,20.772
25.000,24.971,4.58,20.782
25.000,24.920,6.99,20.804
25.000,24.888,8.57,20.804
25.000,24.867,9.68,20.772
25.000,24.843,11.00,20.761
25.000,24.835,11.56,20.772
25.000,24.851,10.98,20.772
25.000,24.874,10.06,20.761
25.000,24.886,9.62,20.782
25.000,24.890,9.60,20.782
25.000,24.903,9.11,20.761
25.000,24.918,8.49,20.761
25.000,24.936,7.74,20.782
25.000,24.945,7.41,20.793
25.000,24.948,7.34,20.761
25.000,24.939,7.79,20.793
25.000,24.935,8.08,20.761
25.000,24.926,8.55,20.793
25.000,24.929,8.50,20.772
25.000,24.932,8.46,20.793
25.000,24.944,7.96,20.761
25.000,24.951,7.71,20.793
25.000,24.959,7.40,20.782
25.000,24.957,7.51,20.793
25.000,24.961,7.38,20.793
25.000,24.958,7.57,20.782
25.000,24.961,7.48,20.761
25.000,24.960,7.58,20.761
25.000,24.964,7.43,20.761
25.000,24.964,7.49,20.772
25.000,24.967,7.35,20.761
25.000,24.967,7.39,20.761
25.000,24.971,7.27,20.782
25.000,24.971,7.27,20.782
25.000,24.974,7.20,20.761
25.000,24.974,7.21,20.772
25.000,24.975,7.19,20.772
25.000,24.975,7.20,20.761
25.000,24.976,7.21,20.761
25.000,24.976,7.23,20.772
25.000,24.976,7.25,20.772
25.000,24.977,7.26,20.761
25.000,24.978,7.24,20.782
25.000,24.979,7.21,20.761
25.000,24.983,7.02,20.772
25.000,24.986,6.93,20.750
25.000,24.992,6.65,20.772
25.000,24.990,6.73,20.750
25.000,24.990,6.78,20.772
25.000,24.984,7.04,20.761
25.000,24.982,7.15,20.761
26.000,24.982,53.93,20.750
26.000,25.012,53.65,20.750
26.000,25.147,48.45,20.740
26.000,25.389,38.12,20.750
26.000,25.647,26.73,20.761
26.000,25.865,16.97,20.740
26.000,26.019,9.95,20.740
26.000,26.110,5.72,20.750
26.000,26.117,5.27,20.740
26.000,26.076,7.02,20.772
26.000,26.016,9.72,20.772
26.000,25.945,13.02,20.782
26.000,25.900,15.17,20.772
26.000,25.861,17.12,20.772
26.000,25.856,17.48,20.772
26.000,25.883,16.41,20.761
26.000,25.923,14.69,20.750
26.000,25.939,14.00,20.761
26.000,25.958,13.22,20.750
26.000,25.984,12.06,20.761
26.000,25.999,11.39,20.772
26.000,26.009,10.88,20.750
26.000,26.006,11.02,20.740
26.000,26.000,11.29,20.772
26.000,25.987,11.89,20.750
26.000,25.985,12.03,20.761
26.000,25.979,12.31,20.761
26.000,25.988,11.94,20.761
26.000,25.997,11.53,20.750
26.000,26.008,10.98,20.740
26.000,26.013,10.77,20.740
26.000,26.016,10.61,20.750
26.000,26.013,10.72,20.772
26.000,26.014,10.65,20.750
26.000,26.011,10.80,20.750
26.000,26.014,10.64,20.740
26.000,26.012,10.70,20.761
26.000,26.016,10.52,20.740
26.000,26.017,10.46,20.761
26.000,26.021,10.24,20.750
26.000,26.022,10.17,20.729
26.000,26.025,9.99,20.761
26.000,26.027,9.89,20.750
26.000,26.027,9.84,20.750
26.000,26.027,9.81,20.740
26.000,26.027,9.77,20.740
26.000,26.027,9.78,20.750
26.000,26.027,9.74,20.750
26.000,26.026,9.73,20.750
26.000,26.027,9.68,20.750
26.000,26.027,9.65,20.750
26.000,26.027,9.59,20.761
26.000,26.028,9.56,20.761
26.000,26.028,9.50,20.761
26.000,26.028,9.47,20.761
26.000,26.028,9.42,20.761
26.000,26.029,9.38,20.750
26.000,26.029,9.31,20.750
26.000,26.030,9.26,20.761
26.000,26.032,9.13,20.761
