Timestamp,Resistance,PPM,Oven (C),Ambient (C),"Savitzky-Golay (151,2)"
1520707490.24,1999.853,0.54,24.98,22.048,0.307101162528
1520707491.24,1999.8522,0.14,24.978,22.027,0.297218789084
1520707492.24,1999.8522,0.14,24.978,22.037,0.287433816598
1520707493.24,1999.8522,0.14,24.979,22.027,0.277746245069
1520707494.24,1999.8512,-0.36,24.985,22.037,0.268156074498
1520707495.24,1999.8512,-0.36,25.019,22.059,0.258663304884
1520707496.24,1999.8512,-0.36,25.041,22.027,0.249267936229
1520707497.24,1999.8512,-0.36,25.046,22.037,0.239969968531
1520707498.24,1999.853,0.54,25.015,22.037,0.230769401791
1520707499.24,1999.853,0.54,24.982,22.069,0.221666236009
1520707500.24,1999.853,0.54,24.978,22.048,0.212660471184
1520707501.24,1999.8522,0.14,24.978,22.037,0.203752107318
1520707502.24,1999.8522,0.14,24.978,22.059,0.194941144409
1520707503.24,1999.8522,0.14,24.987,22.027,0.186227582457
1520707504.24,1999.8512,-0.36,25.013,22.048,0.177611421464
1520707505.24,1999.8512,-0.36,25.041,22.048,0.169092661428
1520707506.24,1999.8512,-0.36,25.041,22.08,0.16067130235
1520707507.24,1999.8512,-0.36,25.022,22.048,0.15234734423
1520707508.24,1999.853,0.54,24.982,22.069,0.144120787068
1520707509.24,1999.853,0.54,24.978,22.048,0.135991630863
1520707510.24,1999.853,0.54,24.978,22.048,0.127959875616
1520707511.24,1999.853,0.54,24.979,22.059,0.120025521327
1520707512.24,1999.853,0.54,24.988,22.059,0.112188567996
1520707513.24,1999.853,0.54,25.022,22.069,0.104449015622
1520707514.24,1999.8525,0.29,25.041,22.069,0.096806864206
1520707515.24,1999.8525,0.29,25.044,22.069,0.0892621137479
1520707516.24,1999.8525,0.29,25.011,22.059,0.0818147642475
1520707517.24,1999.8525,0.29,24.981,22.091,0.0744648157049
1520707518.24,1999.8525,0.29,24.978,22.08,0.0672122681201
1520707519.24,1999.8525,0.29,24.978,22.069,0.060057121493
1520707520.24,1999.8525,0.29,24.978,22.069,0.0529993758237
1520707521.24,1999.8527,0.39,24.986,22.059,0.0460390311121
1520707522.24,1999.8527,0.39,25.01,22.069,0.0391760873583
1520707523.24,1999.8527,0.39,25.04,22.059,0.0324105445622
1520707524.24,1999.8527,0.39,25.04,22.059,0.0257424027239
1520707525.24,1999.8512,-0.36,25.022,22.059,0.0191716618434
1520707526.24,1999.8512,-0.36,24.982,22.069,0.0126983219206
1520707527.25,1999.8512,-0.36,24.978,22.08,0.00632238295558
