timestamp,v,temp_c
1540617938.98,7045686.89,21.671
1540617944.5,7045689.76,21.67
1540617949.67,7045691.31,21.662
1540617954.85,7045688.88,21.648
1540617960.02,7045688.06,21.647
1540617965.2,7045691.14,21.637
1540617970.37,7045691.35,21.636
1540617975.54,7045688.22,21.627
1540617980.72,7045687.12,21.634
1540617985.89,7045688.45,21.616
1540617991.07,7045685.96,21.616
1540617996.24,7045688.06,21.613
1540618001.42,7045687.74,21.605
1540618006.59,7045685.67,21.607
1540618011.76,7045685.85,21.607
1540618016.94,7045690.46,21.601
1540618022.11,7045690.14,21.596
1540618027.27,7045689.2,21.588
1540618032.45,7045692.6,21.591
1540618037.62,7045691.01,21.581
1540618042.79,7045691.95,21.582
1540618047.97,7045691.82,21.581
1540618053.14,7045690.72,21.584
1540618058.32,7045689.22,21.581
1540618063.49,7045687.42,21.578
1540618068.67,7045688.53,21.584
1540618073.84,7045684.95,21.585
1540618079.01,7045682.78,21.582
1540618084.19,7045684.16,21.568
1540618089.36,7045688.83,21.572
1540618094.53,7045688.02,21.567
1540618099.7,7045688.74,21.565
1540618104.86,7045692.96,21.561
1540618110.03,7045688.43,21.558
1540618115.21,7045688.54,21.539
1540618120.38,7045691.46,21.538
1540618125.56,7045689.23,21.539
1540618130.73,7045692.15,21.527
1540618135.91,7045689.49,21.532
1540618141.08,7045690.59,21.521
1540618146.26,7045691.97,21.532
1540618151.43,7045690.85,21.523
1540618156.61,7045687.03,21.509
1540618161.78,7045690.06,21.51
1540618166.96,7045691.82,21.5
1540618172.13,7045687.83,21.493
1540618177.32,7045690.24,21.484
1540618182.48,7045694.12,21.483
1540618187.65,7045690.17,21.478
1540618192.82,7045689.24,21.484
1540618198.0,7045689.61,21.48
1540618203.17,7045694.61,21.47
1540618208.34,7045692.88,21.46
1540618213.5,7045691.12,21.455
1540618218.69,7045693.76,21.452
1540618223.86,7045691.75,21.45
1540618229.04,7045692.24,21.437
1540618234.21,7045694.06,21.435
1540618239.39,7045689.31,21.432
1540618244.56,7045686.57,21.431
1540618249.74,7045687.79,21.417
1540618254.91,7045690.33,21.417
1540618260.07,7045689.03,21.411
1540618265.26,7045686.45,21.412
1540618270.42,7045687.53,21.408
1540618275.59,7045689.87,21.4
1540618280.77,7045687.44,21.389
1540618285.94,7045685.27,21.385
1540618291.12,7045688.36,21.395
1540618296.29,7045686.66,21.38
1540618301.46,7045688.61,21.375
1540618306.64,7045687.37,21.375
1540618311.81,7045686.85,21.368
1540618316.98,7045690.15,21.366
1540618322.16,7045693.23,21.359
1540618327.33,7045692.52,21.359
1540618332.51,7045691.08,21.352
1540618337.68,7045688.41,21.354
1540618342.85,7045691.83,21.342
1540618348.01,7045693.3,21.343
1540618353.19,7045692.66,21.339
1540618358.37,7045692.92,21.326
1540618363.55,7045688.33,21.316
1540618368.72,7045686.66,21.314
1540618373.88,7045685.87,21.302
1540618379.05,7045686.82,21.302
1540618384.23,7045689.98,21.294
1540618389.4,7045686.85,21.3
1540618394.57,7045685.29,21.294
1540618399.75,7045687.84,21.285
1540618404.92,7045692.26,21.288
1540618410.1,7045692.09,21.288
1540618415.28,7045687.92,21.282
1540618420.45,7045687.61,21.28
1540618425.63,7045690.58,21.27
1540618430.8,7045687.84,21.27
1540618435.99,7045689.58,21.259
1540618441.15,7045685.7,21.259
1540618446.32,7045685.26,21.264
1540618451.5,7045690.42,21.248
1540618456.67,7045687.37,21.244
1540618461.85,7045685.61,21.247
1540618467.04,7045687.96,21.238
1540618472.21,7045691.36,21.242
1540618477.39,7045688.82,21.239
1540618482.56,7045686.93,21.236
1540618487.72,7045692.88,21.222
1540618492.9,7045690.25,21.225
1540618498.07,7045688.23,21.218
1540618503.26,7045688.93,21.215
1540618508.43,7045688.15,21.213
1540618513.61,7045689.3,21.21
1540618518.79,7045688.28,21.207
1540618523.97,7045686.47,21.201
1540618529.14,7045687.26,21.196
1540618534.32,7045692.23,21.184
1540618539.51,7045692.35,21.178
1540618544.68,7045691.18,21.185
1540618549.86,7045688.86,21.179
1540618555.03,7045688.1,21.169
1540618560.19,7045688.28,21.156
1540618565.38,7045688.31,21.169
1540618570.55,7045686.19,21.159
1540618575.73,7045688.35,21.158
1540618580.91,7045686.38,21.156
1540618586.08,7045687.49,21.152
1540618591.26,7045688.75,21.144
1540618596.44,7045688.58,21.149
1540618601.61,7045688.79,21.136
1540618606.79,7045688.86,21.129
1540618611.96,7045689.98,21.136
1540618617.14,7045687.93,21.123
1540618622.31,7045688.5,21.126
1540618627.49,7045693.53,21.12
1540618632.67,7045692.56,21.107
1540618637.85,7045685.97,21.107
1540618643.01,7045685.97,21.113
1540618648.2,7045687.47,21.103
