volts,ppm,temp_c,ambient_c
0.99980229,-0.00,24.993,20.171
0.99980229,-0.00,24.99,20.171
0.99980229,-0.00,24.996,20.171
0.99980254,0.25,25.007,20.182
0.99980254,0.25,24.997,20.16
0.99980254,0.25,24.985,20.16
0.99980254,0.25,24.995,20.171
0.99980254,0.25,25.0,20.16
0.99980254,0.25,25.001,20.15
0.99980254,0.25,25.005,20.16
0.99980254,0.25,24.997,20.171
0.99980254,0.25,24.995,20.16
0.99980254,0.25,24.997,20.171
0.99980254,0.25,25.005,20.16
0.99980254,0.25,25.007,20.182
0.99980254,0.25,25.004,20.171
0.99980247,0.18,24.997,20.16
0.99980247,0.18,24.995,20.15
0.99980247,0.18,25.005,20.171
0.99980247,0.18,24.999,20.16
0.99980247,0.18,25.005,20.15
0.99980247,0.18,25.007,20.16
0.99980247,0.18,24.997,20.171
0.99980247,0.18,24.992,20.16
0.99980247,0.18,25.003,20.139
0.99980247,0.18,25.007,20.171
0.99980247,0.18,25.007,20.171
0.99980247,0.18,25.01,20.171
0.99980247,0.18,25.007,20.171
0.99980247,0.18,25.001,20.15
0.99980242,0.13,25.004,20.182
0.99980242,0.13,24.999,20.171
0.99980242,0.13,25.004,20.182
0.99980242,0.13,25.0,20.171
0.99980242,0.13,25.0,20.16
0.99980242,0.13,25.003,20.182
0.99980242,0.13,24.993,20.16
0.99980242,0.13,24.986,20.15
0.99980242,0.13,25.003,20.171
0.99980242,0.13,24.992,20.16
0.99980242,0.13,24.988,20.171
0.99980242,0.13,25.0,20.182
0.99980242,0.13,24.995,20.182
0.99980237,0.08,24.996,20.16
0.99980237,0.08,24.996,20.16
0.99980237,0.08,25.0,20.171
0.99980237,0.08,24.999,20.15
0.99980237,0.08,24.986,20.139
0.99980237,0.08,24.999,20.16
0.99980237,0.08,25.003,20.16
0.99980237,0.08,24.99,20.15
0.99980237,0.08,24.985,20.15
0.99980237,0.08,24.995,20.193
0.99980237,0.08,25.005,20.15
0.99980237,0.08,25.005,20.15
0.99980237,0.08,25.004,20.15
0.99980232,0.03,25.003,20.16
0.99980232,0.03,25.012,20.15
0.99980232,0.03,25.003,20.16
0.99980232,0.03,25.0,20.15
0.99980232,0.03,25.004,20.15
0.99980232,0.03,25.011,20.15
0.99980232,0.03,25.004,20.15
0.99980232,0.03,25.014,20.16
0.99980232,0.03,25.001,20.15
0.99980232,0.03,25.0,20.15
0.99980232,0.03,25.003,20.16
0.99980232,0.03,25.0,20.16
0.99980232,0.03,25.008,20.15
0.99980232,0.03,24.999,20.15
0.99980237,0.08,24.993,20.15
0.99980237,0.08,24.993,20.15
0.99980237,0.08,24.996,20.16
0.99980237,0.08,24.986,20.16
0.99980237,0.08,24.993,20.16
0.99980237,0.08,24.999,20.15
0.99980237,0.08,25.0,20.16
0.99980237,0.08,24.992,20.16
0.99980237,0.08,24.999,20.171
0.99980237,0.08,24.997,20.15
0.99980237,0.08,25.001,20.171
0.99980237,0.08,25.0,20.182
0.99980237,0.08,24.993,20.15
0.99980237,0.08,25.003,20.15
0.99980237,0.08,25.005,20.15
0.99980237,0.08,25.003,20.16
0.99980237,0.08,25.01,20.15
0.99980237,0.08,25.008,20.15
0.99980237,0.08,25.003,20.15
0.99980237,0.08,24.996,20.171
0.99980237,0.08,24.999,20.16
0.99980237,0.08,25.001,20.171
0.99980237,0.08,24.989,20.171
0.99980237,0.08,25.003,20.16
0.99980237,0.08,25.0,20.16
0.99980237,0.08,25.004,20.16
0.99980237,0.08,25.001,20.171
0.99980254,0.25,24.999,20.16
0.99980254,0.25,24.996,20.171
0.99980254,0.25,24.992,20.171
0.99980254,0.25,24.999,20.16
0.99980254,0.25,25.004,20.171
0.99980254,0.25,25.0,20.15
0.99980254,0.25,24.999,20.16
0.99980254,0.25,25.007,20.15
0.99980254,0.25,24.993,20.182
0.99980254,0.25,25.0,20.171
0.99980254,0.25,24.995,20.171
0.99980254,0.25,25.001,20.16
0.99980254,0.25,25.005,20.171
0.99980242,0.13,24.993,20.171
0.99980242,0.13,24.996,20.171
0.99980242,0.13,25.001,20.171
0.99980242,0.13,25.001,20.182
0.99980242,0.13,25.001,20.182
0.99980242,0.13,25.0,20.16
0.99980242,0.13,25.007,20.15
0.99980242,0.13,24.999,20.171
0.99980242,0.13,25.0,20.171
0.99980242,0.13,25.001,20.139
0.99980242,0.13,25.007,20.182
0.99980242,0.13,25.003,20.15
0.99980242,0.13,24.999,20.16
0.99980229,-0.00,24.995,20.171
0.99980229,-0.00,24.993,20.15
0.99980229,-0.00,24.999,20.171
0.99980229,-0.00,24.997,20.15
0.99980229,-0.00,24.99,20.15
0.99980229,-0.00,24.997,20.182
0.99980229,-0.00,25.01,20.15
0.99980229,-0.00,25.001,20.15
0.99980229,-0.00,25.003,20.171
0.99980229,-0.00,24.993,20.15
0.99980229,-0.00,25.004,20.16
0.99980229,-0.00,25.004,20.16
0.99980229,-0.00,25.004,20.171
0.99980229,-0.00,24.993,20.139
0.99980221,-0.08,24.996,20.16
0.99980221,-0.08,25.003,20.16
0.99980221,-0.08,25.004,20.171
0.99980221,-0.08,25.008,20.15
0.99980221,-0.08,25.0,20.15
0.99980221,-0.08,25.007,20.16
0.99980221,-0.08,25.003,20.16
0.99980221,-0.08,25.008,20.15
0.99980221,-0.08,24.995,20.16
0.99980221,-0.08,25.001,20.16
0.99980221,-0.08,25.007,20.139
0.99980221,-0.08,25.004,20.15
0.99980221,-0.08,24.997,20.16
0.99980216,-0.13,25.0,20.16
0.99980216,-0.13,24.999,20.16
0.99980216,-0.13,25.011,20.139
0.99980216,-0.13,24.997,20.15
0.99980216,-0.13,24.992,20.15
0.99980216,-0.13,25.001,20.182
0.99980216,-0.13,25.005,20.15
0.99980216,-0.13,25.001,20.15
0.99980216,-0.13,24.999,20.139
0.99980216,-0.13,24.997,20.139
0.99980216,-0.13,25.0,20.15
0.99980216,-0.13,24.992,20.139
0.99980216,-0.13,25.001,20.15
0.99980216,-0.13,24.993,20.16
0.99980221,-0.08,25.004,20.16
0.99980221,-0.08,24.999,20.15
0.99980221,-0.08,24.997,20.16
0.99980221,-0.08,25.004,20.139
0.99980221,-0.08,25.005,20.15
0.99980221,-0.08,25.001,20.15
0.99980221,-0.08,25.003,20.139
0.99980221,-0.08,24.993,20.15
0.99980221,-0.08,25.001,20.15
0.99980221,-0.08,25.01,20.15
0.99980221,-0.08,24.999,20.15
0.99980221,-0.08,25.0,20.15
0.99980221,-0.08,25.005,20.16
0.99980206,-0.23,25.0,20.15
0.99980206,-0.23,25.004,20.15
0.99980206,-0.23,24.997,20.171
0.99980206,-0.23,24.993,20.15
0.99980206,-0.23,24.989,20.15
0.99980206,-0.23,24.996,20.15
0.99980206,-0.23,24.993,20.15
0.99980206,-0.23,24.997,20.15
0.99980206,-0.23,24.995,20.139
0.99980206,-0.23,24.997,20.139
0.99980206,-0.23,24.997,20.15
0.99980206,-0.23,24.995,20.15
0.99980206,-0.23,24.997,20.15
0.99980237,0.08,25.014,20.15
0.99980237,0.08,25.007,20.15
0.99980237,0.08,25.001,20.128
0.99980237,0.08,25.005,20.139
0.99980237,0.08,25.015,20.128
0.99980237,0.08,25.004,20.139
0.99980237,0.08,24.997,20.171
0.99980237,0.08,25.004,20.128
0.99980237,0.08,24.999,20.171
0.99980237,0.08,24.99,20.16
0.99980237,0.08,24.999,20.128
0.99980237,0.08,24.995,20.15
0.99980237,0.08,25.001,20.128
0.99980237,0.08,25.003,20.139
0.99980211,-0.18,24.997,20.15
0.99980211,-0.18,24.993,20.139
0.99980211,-0.18,24.999,20.139
0.99980211,-0.18,24.99,20.139
0.99980211,-0.18,24.996,20.139
0.99980211,-0.18,24.992,20.15
0.99980211,-0.18,24.996,20.139
0.99980211,-0.18,25.0,20.118
0.99980211,-0.18,25.011,20.139
0.99980211,-0.18,25.007,20.139
