timestamp,LM399-P15-slow6-no-R7-alkaline15V
1500875597.064,6890117.8
1500875600.409,6890118.8
1500875603.755,6890118.3
1500875607.100,6890117.5
1500875610.445,6890115.8
1500875613.791,6890117.5
1500875617.136,6890119.3
1500875620.481,6890118.8
1500875623.827,6890116.0
1500875627.173,6890115.3
1500875630.518,6890116.3
1500875633.863,6890116.0
1500875637.209,6890114.3
1500875640.554,6890112.5
1500875643.899,6890113.2
1500875647.245,6890113.7
1500875650.590,6890113.5
1500875653.936,6890115.3
1500875657.281,6890114.5
1500875660.626,6890116.3
1500875663.972,6890117.0
1500875667.317,6890116.3
1500875670.663,6890116.3
1500875674.008,6890117.0
1500875677.353,6890115.5
1500875680.699,6890116.5
1500875684.044,6890117.5
1500875687.390,6890115.3
1500875690.735,6890115.5
1500875694.080,6890117.8
1500875697.426,6890116.0
1500875700.771,6890116.0
1500875704.117,6890115.3
1500875707.462,6890114.8
1500875710.808,6890117.3
1500875714.153,6890117.8
1500875717.498,6890117.8
1500875720.844,6890117.8
1500875724.189,6890117.3
1500875727.535,6890117.0
1500875730.880,6890116.3
1500875734.225,6890116.8
1500875737.570,6890116.8
1500875740.916,6890118.6
1500875744.261,6890117.5
1500875747.607,6890119.8
1500875750.952,6890118.6
1500875754.298,6890118.8
1500875757.643,6890119.6
1500875760.988,6890118.6
1500875764.334,6890119.3
1500875767.679,6890119.3
1500875771.025,6890118.3
1500875774.370,6890118.8
1500875777.715,6890116.5
1500875781.061,6890116.5
1500875784.406,6890115.8
1500875787.752,6890115.5
1500875791.097,6890115.3
1500875794.442,6890112.7
1500875797.788,6890116.5
1500875801.133,6890115.8
1500875804.479,6890115.8
1500875807.824,6890113.5
1500875811.169,6890118.3
1500875814.515,6890117.8
1500875817.860,6890117.0
1500875821.253,6890117.5
1500875824.551,6890119.8
1500875827.897,6890119.1
1500875831.242,6890116.5
1500875834.587,6890115.0
1500875837.933,6890115.5
1500875841.278,6890114.5
1500875844.623,6890115.8
1500875847.969,6890116.0
1500875851.314,6890114.3
1500875854.659,6890116.0
1500875858.005,6890116.5
1500875861.351,6890115.0
1500875864.696,6890117.3
1500875868.041,6890114.8
1500875871.387,6890114.0
1500875874.732,6890114.3
1500875878.077,6890116.8
1500875881.423,6890115.3
1500875884.768,6890116.8
1500875888.114,6890114.5
1500875891.459,6890114.3
1500875894.805,6890114.0
1500875898.150,6890114.5
1500875901.495,6890116.3
1500875904.841,6890116.0
1500875908.186,6890115.5
1500875911.532,6890115.0
1500875914.877,6890113.7
1500875918.222,6890115.5
1500875921.568,6890115.3
1500875924.913,6890114.0
1500875928.258,6890114.3
1500875931.604,6890115.3
1500875934.949,6890115.8
1500875938.295,6890115.5
1500875941.640,6890114.0
1500875945.037,6890113.7
1500875948.331,6890115.8
1500875951.676,6890113.7
1500875955.022,6890114.3
1500875958.367,6890116.3
1500875961.712,6890117.5
1500875965.058,6890115.0
1500875968.403,6890111.5
1500875971.748,6890113.7
1500875975.094,6890112.0
1500875978.439,6890114.5
1500875981.785,6890116.3
1500875985.130,6890117.0
1500875988.476,6890117.0
1500875991.821,6890116.3
1500875995.166,6890115.3
1500875998.512,6890115.0
1500876001.857,6890113.0
1500876005.203,6890115.0
1500876008.548,6890115.8
1500876011.894,6890115.5
1500876015.239,6890117.8
1500876018.584,6890117.5
1500876021.930,6890116.5
1500876025.275,6890117.0
1500876028.620,6890116.3
1500876031.966,6890116.3
1500876035.311,6890115.8
1500876038.657,6890117.8
1500876042.002,6890116.0
1500876045.348,6890116.3
1500876048.693,6890116.5
1500876052.038,6890118.6
1500876055.384,6890120.3
1500876058.729,6890117.8
1500876062.074,6890118.6
1500876065.420,6890118.3
1500876068.765,6890118.6
1500876072.111,6890116.8
1500876075.456,6890116.3
1500876078.801,6890118.8
1500876082.147,6890117.5
1500876085.492,6890118.3
1500876088.838,6890117.8
1500876092.183,6890116.5
1500876095.529,6890116.3
1500876098.874,6890114.8
1500876102.219,6890115.5
1500876105.565,6890114.5
1500876108.910,6890115.0
1500876112.255,6890114.8
1500876115.601,6890114.5
1500876118.946,6890115.0
1500876122.292,6890116.5
1500876125.637,6890115.8
1500876128.983,6890117.3
1500876132.328,6890117.3
1500876135.673,6890115.0
1500876139.019,6890113.5
1500876142.364,6890116.0
1500876145.709,6890115.8
1500876149.055,6890117.0
1500876152.400,6890117.0
1500876155.746,6890117.3
1500876159.091,6890114.8
1500876162.436,6890115.0
1500876165.782,6890114.8
1500876169.127,6890115.3
1500876172.473,6890114.8
1500876175.818,6890116.3
1500876179.164,6890115.0
1500876182.509,6890115.5
1500876185.854,6890114.8
1500876189.200,6890113.0
1500876192.545,6890115.5
1500876195.890,6890116.5
1500876199.236,6890118.3
1500876202.581,6890119.6
1500876205.927,6890118.6
1500876209.272,6890119.6
1500876212.617,6890117.5
1500876215.963,6890117.0
1500876219.308,6890118.8
1500876222.654,6890119.6
1500876225.999,6890118.8
1500876229.345,6890118.8
1500876232.690,6890118.6
1500876236.035,6890118.3
1500876239.381,6890117.8
1500876242.726,6890118.6
1500876246.072,6890119.1
1500876249.417,6890118.1
1500876252.762,6890119.3
1500876256.108,6890118.1
1500876259.453,6890118.3
1500876262.798,6890117.5
1500876266.144,6890119.1
1500876269.489,6890117.5
1500876272.835,6890116.8
1500876276.180,6890114.8
1500876279.526,6890114.5
1500876282.871,6890113.5
1500876286.216,6890113.7
1500876289.562,6890113.5
1500876292.907,6890115.5
1500876296.253,6890115.5
1500876299.598,6890116.3
1500876302.943,6890115.3
1500876306.289,6890116.3
1500876309.634,6890116.8
1500876312.980,6890117.5
1500876316.325,6890117.5
1500876319.670,6890116.3
1500876323.016,6890118.1
1500876326.361,6890117.0
1500876329.707,6890115.5
1500876333.052,6890114.5
1500876336.397,6890115.0
1500876339.743,6890114.5
1500876343.088,6890114.5
1500876346.434,6890114.0
1500876349.779,6890114.0
1500876353.124,6890113.7
1500876356.470,6890114.0
1500876359.815,6890113.5
1500876363.160,6890114.0
1500876366.506,6890113.7
1500876369.851,6890113.2
1500876373.197,6890113.0
1500876376.542,6890114.5
1500876379.887,6890113.5
1500876383.233,6890113.2
1500876386.578,6890113.0
1500876389.924,6890112.5
1500876393.269,6890112.5
1500876396.615,6890114.3
1500876399.960,6890114.8
1500876403.305,6890113.0
1500876406.651,6890114.8
1500876409.996,6890114.8
1500876413.341,6890114.5
1500876416.687,6890113.0
1500876420.032,6890112.7
1500876423.378,6890112.0
1500876426.723,6890113.0
1500876430.069,6890114.0
1500876433.414,6890115.8
1500876436.759,6890116.8
1500876440.105,6890117.0
1500876443.450,6890117.5
1500876446.796,6890117.3
1500876450.141,6890117.0
1500876453.486,6890115.0
1500876456.832,6890115.0
1500876460.177,6890115.5
1500876463.523,6890115.8
1500876466.868,6890116.3
1500876470.213,6890115.0
1500876473.559,6890115.0
1500876476.904,6890114.5
1500876480.249,6890117.8
1500876483.595,6890116.0
1500876486.940,6890118.1
1500876490.286,6890115.5
1500876493.631,6890115.3
1500876496.976,6890113.0
1500876500.322,6890113.7
1500876503.667,6890115.0
1500876507.013,6890113.7
1500876510.358,6890113.5
1500876513.704,6890115.0
1500876517.049,6890114.0
1500876520.394,6890115.8
1500876523.740,6890118.1
1500876527.085,6890117.0
1500876530.430,6890114.8
1500876533.776,6890117.3
1500876537.121,6890116.5
1500876540.467,6890117.8
1500876543.812,6890117.3
1500876547.158,6890118.8
1500876550.503,6890117.3
1500876553.848,6890117.8
1500876557.194,6890118.3
1500876560.539,6890119.1
1500876563.885,6890118.6
1500876567.230,6890117.8
1500876570.575,6890114.5
1500876573.921,6890114.8
1500876577.266,6890115.3
1500876580.611,6890115.5
1500876583.957,6890116.0
1500876587.302,6890116.0
1500876590.647,6890115.3
1500876593.993,6890115.5
1500876597.339,6890115.3
1500876600.684,6890115.5
1500876604.029,6890115.5
1500876607.375,6890115.0
1500876610.720,6890115.8
1500876614.065,6890116.5
1500876617.411,6890112.2
1500876620.756,6890112.2
1500876624.102,6890112.0
1500876627.447,6890112.5
1500876630.792,6890114.3
1500876634.138,6890114.0
1500876637.483,6890115.5
1500876640.829,6890115.0
1500876644.174,6890115.5
1500876647.520,6890116.3
1500876650.865,6890116.5
1500876654.210,6890117.3
1500876657.556,6890117.0
1500876660.909,6890118.3
1500876664.247,6890115.3
1500876667.592,6890114.3
1500876670.937,6890114.8
1500876674.283,6890120.1
1500876677.628,6890119.3
1500876680.974,6890117.5
1500876684.319,6890116.3
1500876687.664,6890117.3
1500876691.010,6890116.5
1500876694.355,6890113.7
1500876697.701,6890116.3
1500876701.046,6890117.3
1500876704.391,6890117.0
1500876707.737,6890116.5
1500876711.082,6890118.3
1500876714.427,6890117.8
1500876717.773,6890117.5
1500876721.118,6890117.5
1500876724.464,6890118.3
1500876727.809,6890115.8
1500876731.154,6890115.5
1500876734.500,6890115.8
1500876737.845,6890120.8
1500876741.191,6890121.6
1500876744.536,6890120.1
1500876747.882,6890119.3
1500876751.227,6890119.3
1500876754.572,6890119.1
1500876757.918,6890118.6
1500876761.263,6890118.6
1500876764.609,6890118.8
1500876767.954,6890117.3
1500876771.299,6890120.1
1500876774.645,6890119.3
1500876777.990,6890118.1
1500876781.336,6890117.8
1500876784.681,6890117.0
1500876788.026,6890119.1
1500876791.372,6890118.6
1500876794.717,6890117.3
1500876798.063,6890119.1
1500876801.408,6890116.8
1500876804.753,6890117.3
1500876808.099,6890116.3
1500876811.444,6890118.8
1500876814.790,6890119.6
1500876818.135,6890117.0
1500876821.480,6890116.5
1500876824.826,6890115.0
1500876828.171,6890115.3
1500876831.516,6890116.5
1500876834.862,6890117.5
1500876838.207,6890116.0
1500876841.553,6890117.5
1500876844.898,6890116.3
1500876848.243,6890118.6
1500876851.589,6890117.5
1500876854.934,6890116.3
1500876858.280,6890115.5
1500876861.625,6890115.3
1500876864.971,6890117.3
1500876868.316,6890118.1
1500876871.661,6890117.5
1500876875.007,6890118.3
1500876878.352,6890119.3
1500876881.698,6890119.3
1500876885.043,6890119.1
1500876888.388,6890118.1
1500876891.734,6890117.8
1500876895.079,6890116.3
1500876898.424,6890118.1
1500876901.770,6890117.8
1500876905.115,6890118.6
1500876908.461,6890119.1
1500876911.806,6890118.8
1500876915.152,6890118.8
1500876918.497,6890119.3
1500876921.842,6890118.6
1500876925.188,6890119.8
1500876928.533,6890120.1
1500876931.879,6890119.8
1500876935.224,6890116.3
1500876938.569,6890116.8
1500876941.915,6890115.8
1500876945.260,6890114.3
1500876948.605,6890113.5
1500876951.951,6890116.0
1500876955.296,6890116.0
1500876958.642,6890115.5
1500876961.987,6890115.8
1500876965.332,6890117.8
1500876968.678,6890115.8
1500876972.023,6890116.0
1500876975.369,6890114.8
1500876978.714,6890114.5
1500876982.059,6890112.0
1500876985.405,6890112.7
1500876988.750,6890115.0
1500876992.096,6890115.3
1500876995.441,6890117.3
1500876998.787,6890117.8
1500877002.132,6890119.8
1500877005.477,6890117.3
1500877008.823,6890118.8
1500877012.168,6890118.8
1500877015.514,6890115.5
1500877018.859,6890114.5
1500877022.204,6890117.0
1500877025.550,6890116.8
1500877028.895,6890118.8
1500877032.240,6890118.8
1500877035.586,6890118.6
1500877038.931,6890117.8
1500877042.277,6890116.8
1500877045.622,6890118.3
1500877048.967,6890116.8
1500877052.313,6890117.3
1500877055.658,6890118.1
1500877059.004,6890117.3
1500877062.349,6890117.5
1500877065.694,6890117.3
1500877069.040,6890118.1
1500877072.385,6890119.3
1500877075.731,6890118.1
1500877079.076,6890116.8
1500877082.421,6890115.0
1500877085.767,6890115.0
1500877089.112,6890115.3
1500877092.458,6890114.3
1500877095.803,6890116.3
1500877099.149,6890115.0
1500877102.494,6890116.3
1500877105.839,6890114.0
1500877109.185,6890114.8
1500877112.530,6890114.5
1500877115.875,6890115.5
1500877119.221,6890113.7
1500877122.566,6890115.8
1500877125.912,6890116.0
1500877129.257,6890116.5
1500877132.602,6890115.3
1500877135.948,6890114.3
1500877139.293,6890115.8
1500877142.638,6890116.0
1500877145.984,6890115.8
1500877149.330,6890115.3
1500877152.675,6890117.8
1500877156.020,6890118.1
1500877159.366,6890116.5
1500877162.711,6890116.8
1500877166.056,6890118.8
1500877169.402,6890117.5
1500877172.747,6890117.8
1500877176.093,6890118.8
1500877179.438,6890118.1
1500877182.783,6890118.3
1500877186.129,6890117.3
1500877189.474,6890119.6
1500877192.820,6890117.5
1500877196.165,6890115.5
1500877199.511,6890116.0
1500877202.856,6890116.0
1500877206.201,6890115.5
1500877209.547,6890114.0
1500877212.892,6890114.5
1500877216.237,6890113.7
1500877219.583,6890114.5
1500877222.928,6890115.0
1500877226.274,6890115.3
1500877229.619,6890114.3
1500877232.964,6890113.2
1500877236.310,6890114.8
1500877239.655,6890115.8
1500877243.001,6890114.5
1500877246.346,6890114.3
1500877249.692,6890114.8
1500877253.037,6890115.3
1500877256.382,6890114.0
1500877259.727,6890115.8
1500877263.073,6890114.0
1500877266.418,6890114.8
1500877269.764,6890114.3
1500877273.109,6890114.8
1500877276.455,6890115.0
1500877279.800,6890116.5
1500877283.145,6890115.0
1500877286.491,6890115.8
1500877289.836,6890114.3
1500877293.182,6890114.8
1500877296.527,6890114.5
1500877299.873,6890114.8
1500877303.218,6890115.0
1500877306.563,6890114.3
1500877309.909,6890115.5
1500877313.254,6890115.5
1500877316.599,6890115.0
1500877319.945,6890112.2
1500877323.290,6890112.2
1500877326.636,6890110.7
1500877329.981,6890111.5
1500877333.326,6890110.7
1500877336.672,6890115.0
1500877340.017,6890116.0
1500877343.363,6890115.8
1500877346.708,6890115.0
1500877350.054,6890114.5
1500877353.399,6890115.3
1500877356.744,6890114.5
1500877360.090,6890115.5
1500877363.435,6890114.0
1500877366.780,6890115.0
1500877370.126,6890115.8
1500877373.471,6890114.8
1500877376.816,6890116.5
1500877380.162,6890114.8
1500877383.508,6890116.3
1500877386.853,6890116.0
1500877390.198,6890116.8
1500877393.544,6890115.8
1500877396.889,6890116.8
1500877400.234,6890118.8
1500877403.580,6890118.6
1500877406.925,6890116.3
1500877410.271,6890118.1
1500877413.616,6890119.3
1500877416.961,6890118.3
1500877420.307,6890118.3
1500877423.652,6890116.8
1500877426.998,6890116.5
1500877430.343,6890115.3
1500877433.689,6890113.0
1500877437.034,6890113.7
1500877440.379,6890113.5
1500877443.725,6890114.0
1500877447.070,6890115.0
1500877450.415,6890116.8
1500877453.761,6890113.0
1500877457.106,6890113.0
1500877460.452,6890115.0
1500877463.797,6890115.5
1500877467.142,6890117.5
1500877470.488,6890117.5
1500877473.833,6890118.3
1500877477.179,6890116.8
1500877480.524,6890118.8
1500877483.870,6890117.3
1500877487.215,6890117.8
1500877490.560,6890119.3
1500877493.905,6890117.5
1500877497.251,6890118.3
1500877500.597,6890118.1
1500877503.942,6890117.8
1500877507.287,6890116.3
1500877510.633,6890117.3
1500877513.978,6890118.6
1500877517.323,6890117.5
1500877520.669,6890117.3
1500877524.014,6890117.8
1500877527.360,6890117.3
1500877530.705,6890116.0
1500877534.050,6890115.3
1500877537.396,6890115.0
1500877540.741,6890110.7
1500877544.087,6890111.2
1500877547.432,6890112.0
1500877550.777,6890111.2
1500877554.123,6890111.2
1500877557.468,6890112.2
1500877560.814,6890113.5
1500877564.159,6890113.7
1500877567.505,6890116.3
1500877570.850,6890114.5
1500877574.195,6890115.5
1500877577.541,6890116.0
1500877580.886,6890116.8
1500877584.232,6890119.3
1500877587.577,6890117.5
1500877590.922,6890119.8
1500877594.268,6890118.8
1500877597.613,6890119.6
1500877600.958,6890119.1
1500877604.304,6890113.7
1500877607.649,6890114.5
1500877610.994,6890115.5
1500877614.340,6890114.5
1500877617.686,6890115.0
1500877621.031,6890114.0
1500877624.376,6890114.5
1500877627.722,6890115.3
1500877631.067,6890115.0
1500877634.412,6890115.8
1500877637.758,6890114.8
1500877641.103,6890115.5
1500877644.449,6890113.2
1500877647.794,6890115.8
1500877651.139,6890114.8
1500877654.485,6890116.3
1500877657.830,6890114.8
1500877661.176,6890114.8
1500877664.521,6890114.0
1500877667.866,6890116.0
1500877671.212,6890116.3
1500877674.557,6890117.0
1500877677.903,6890115.8
1500877681.248,6890117.5
1500877684.594,6890120.6
1500877687.939,6890120.6
1500877691.284,6890116.0
1500877694.630,6890117.0
1500877697.975,6890116.8
1500877701.320,6890117.0
1500877704.666,6890116.8
1500877708.011,6890116.0
1500877711.357,6890117.0
1500877714.702,6890113.7
1500877718.048,6890112.7
1500877721.393,6890113.0
1500877724.738,6890113.0
1500877728.084,6890111.5
1500877731.429,6890110.7
1500877734.775,6890109.9
1500877738.120,6890113.0
1500877741.465,6890112.0
1500877744.811,6890112.2
1500877748.156,6890111.5
1500877751.501,6890113.5
1500877754.847,6890112.2
1500877758.192,6890112.0
1500877761.538,6890111.2
1500877764.883,6890113.7
1500877768.229,6890114.3
1500877771.574,6890113.2
1500877774.919,6890112.0
1500877778.265,6890113.2
1500877781.610,6890113.7
1500877784.955,6890115.5
1500877788.301,6890116.0
1500877791.646,6890115.5
1500877794.992,6890113.2
1500877798.337,6890114.8
1500877801.682,6890114.8
1500877805.028,6890115.0
1500877808.373,6890116.0
1500877811.718,6890118.3
1500877815.064,6890117.8
1500877818.410,6890116.8
1500877821.755,6890115.3
1500877825.100,6890114.5
1500877828.446,6890115.0
1500877831.791,6890114.3
1500877835.136,6890114.8
1500877838.482,6890113.7
1500877841.827,6890114.5
1500877845.172,6890115.3
1500877848.518,6890114.8
1500877851.863,6890114.0
1500877855.209,6890114.5
1500877858.554,6890114.8
1500877861.900,6890113.5
1500877865.245,6890117.3
1500877868.590,6890117.8
1500877871.936,6890118.6
1500877875.281,6890116.8
1500877878.627,6890116.5
1500877881.972,6890117.5
1500877885.317,6890118.6
1500877888.663,6890116.0
1500877892.008,6890115.0
1500877895.354,6890115.3
1500877898.699,6890116.3
1500877902.045,6890115.0
1500877905.390,6890115.3
1500877908.735,6890115.8
1500877912.081,6890114.3
1500877915.426,6890114.5
1500877918.771,6890115.0
1500877922.117,6890114.8
1500877925.462,6890115.5
1500877928.808,6890115.0
1500877932.153,6890115.0
1500877935.498,6890117.0
1500877938.844,6890115.0
1500877942.189,6890115.3
1500877945.535,6890114.3
1500877948.880,6890115.8
1500877952.225,6890115.0
1500877955.571,6890115.8
1500877958.916,6890116.0
1500877962.262,6890115.0
1500877965.607,6890114.3
1500877968.952,6890118.3
1500877972.298,6890117.0
1500877975.643,6890118.6
1500877978.989,6890115.8
1500877982.334,6890116.3
1500877985.679,6890117.0
1500877989.025,6890116.5
1500877992.370,6890115.0
1500877995.716,6890115.3
1500877999.061,6890115.8
1500878002.406,6890116.0
1500878005.752,6890116.5
1500878009.097,6890114.8
1500878012.443,6890115.5
1500878015.788,6890116.5
1500878019.133,6890116.8
1500878022.479,6890116.0
1500878025.824,6890115.5
1500878029.170,6890116.5
1500878032.515,6890118.1
1500878035.860,6890116.8
1500878039.206,6890115.8
1500878042.551,6890116.0
1500878045.896,6890113.5
1500878049.242,6890115.5
1500878052.587,6890115.5
1500878055.933,6890118.1
1500878059.278,6890117.0
1500878062.624,6890116.3
1500878065.969,6890112.7
1500878069.314,6890115.3
1500878072.660,6890115.8
1500878076.005,6890116.3
1500878079.351,6890115.8
1500878082.696,6890115.8
1500878086.041,6890113.5
1500878089.387,6890116.3
1500878092.732,6890117.3
1500878096.077,6890114.5
1500878099.423,6890116.5
1500878102.769,6890118.3
1500878106.114,6890115.3
1500878109.459,6890114.0
1500878112.805,6890115.8
1500878116.150,6890116.8
1500878119.495,6890114.3
1500878122.841,6890116.8
1500878126.186,6890118.1
1500878129.532,6890117.5
1500878132.877,6890118.3
1500878136.222,6890113.0
1500878139.568,6890112.2
1500878142.913,6890110.7
1500878146.259,6890111.5
1500878149.604,6890112.2
1500878152.950,6890110.7
1500878156.295,6890110.2
1500878159.640,6890109.4
1500878162.985,6890111.5
1500878166.331,6890111.0
1500878169.676,6890111.0
1500878173.022,6890111.2
1500878176.367,6890111.7
1500878179.713,6890113.5
1500878183.058,6890111.2
1500878186.403,6890111.2
1500878189.749,6890111.5
1500878193.094,6890111.5
1500878196.440,6890111.2
1500878199.785,6890111.0
1500878203.131,6890108.4
1500878206.476,6890110.2
1500878209.821,6890112.0
1500878213.167,6890113.7
1500878216.512,6890114.0
1500878219.857,6890113.2
1500878223.203,6890114.8
1500878226.548,6890114.0
1500878229.894,6890115.5
1500878233.239,6890113.2
1500878236.584,6890115.0
1500878239.930,6890112.2
1500878243.275,6890110.7
1500878246.621,6890112.2
1500878249.966,6890111.2
1500878253.311,6890112.7
1500878256.657,6890112.0
1500878260.002,6890111.2
1500878263.348,6890110.4
1500878266.693,6890112.2
1500878270.038,6890114.0
1500878273.384,6890117.0
1500878276.729,6890117.3
1500878280.074,6890116.5
1500878283.420,6890115.5
1500878286.766,6890114.5
1500878290.111,6890113.7
1500878293.456,6890113.7
1500878296.802,6890114.8
1500878300.147,6890114.5
1500878303.492,6890113.7
1500878306.838,6890114.5
1500878310.183,6890114.8
1500878313.529,6890115.8
1500878316.874,6890113.7
1500878320.219,6890112.7
1500878323.565,6890112.2
1500878326.910,6890111.0
1500878330.256,6890111.0
1500878333.601,6890109.2
1500878336.947,6890111.0
1500878340.292,6890111.5
1500878343.661,6890110.4
1500878346.983,6890111.7
1500878350.328,6890111.5
1500878353.673,6890112.2
1500878357.019,6890111.7
1500878360.364,6890112.2
1500878363.710,6890112.2
1500878367.055,6890114.3
1500878370.400,6890116.0
1500878373.746,6890113.5
1500878377.091,6890114.3
1500878380.437,6890113.2
1500878383.782,6890113.7
1500878387.128,6890115.3
1500878390.473,6890113.2
1500878393.818,6890114.5
1500878397.163,6890114.5
1500878400.509,6890113.2
1500878403.854,6890114.8
1500878407.200,6890114.8
1500878410.545,6890115.5
1500878413.891,6890118.1
1500878417.236,6890118.1
1500878420.581,6890117.3
1500878423.927,6890116.3
1500878427.272,6890116.3
1500878430.618,6890116.3
1500878433.963,6890116.3
1500878437.309,6890115.0
1500878440.654,6890115.3
1500878443.999,6890116.3
1500878447.345,6890116.8
1500878450.690,6890116.3
1500878454.035,6890115.8
1500878457.381,6890116.3
1500878460.726,6890116.3
1500878464.072,6890117.0
1500878467.417,6890118.6
1500878470.762,6890116.8
1500878474.108,6890117.8
1500878477.453,6890116.0
1500878480.798,6890117.3
1500878484.144,6890117.0
1500878487.490,6890117.5
1500878490.835,6890119.1
1500878494.180,6890119.1
1500878497.526,6890114.0
1500878500.871,6890115.3
1500878504.217,6890114.5
1500878507.562,6890116.0
1500878510.907,6890114.5
1500878514.253,6890115.0
1500878517.598,6890115.3
1500878520.943,6890115.3
1500878524.289,6890115.8
1500878527.634,6890115.8
1500878530.980,6890115.8
1500878534.325,6890114.8
1500878537.671,6890116.0
1500878541.016,6890116.0
1500878544.361,6890115.5
1500878547.707,6890115.8
1500878551.052,6890114.8
1500878554.397,6890114.8
1500878557.743,6890116.3
1500878561.088,6890114.8
1500878564.434,6890117.0
1500878567.779,6890118.3
1500878571.124,6890117.8
1500878574.470,6890117.0
1500878577.815,6890115.3
1500878581.161,6890115.5
1500878584.506,6890115.3
1500878587.852,6890116.3
1500878591.197,6890116.3
1500878594.542,6890116.0
1500878597.887,6890115.8
1500878601.233,6890113.5
1500878604.578,6890115.3
1500878607.924,6890114.8
1500878611.269,6890117.0
1500878614.615,6890116.5
1500878617.960,6890117.0
1500878621.305,6890119.1
1500878624.651,6890118.1
1500878627.996,6890115.8
1500878631.342,6890116.0
1500878634.687,6890113.7
1500878638.033,6890113.5
1500878641.378,6890115.3
1500878644.723,6890114.8
1500878648.069,6890113.5
1500878651.414,6890114.3
1500878654.759,6890116.3
1500878658.105,6890115.3
1500878661.450,6890115.8
1500878664.796,6890115.0
1500878668.141,6890114.5
1500878671.486,6890115.0
1500878674.832,6890114.3
1500878678.177,6890116.0
1500878681.523,6890118.1
1500878684.868,6890114.3
1500878688.213,6890115.0
1500878691.559,6890115.8
1500878694.904,6890116.0
1500878698.250,6890116.8
1500878701.595,6890117.5
1500878704.940,6890115.0
1500878708.286,6890117.0
1500878711.631,6890116.3
1500878714.976,6890115.8
1500878718.322,6890115.0
1500878721.667,6890115.5
1500878725.013,6890115.5
1500878728.358,6890115.5
1500878731.704,6890117.5
1500878735.049,6890116.3
1500878738.394,6890116.5
1500878741.740,6890119.3
1500878745.085,6890116.5
1500878748.431,6890115.5
1500878751.776,6890115.0
1500878755.122,6890115.3
1500878758.467,6890113.7
1500878761.812,6890115.3
1500878765.158,6890116.5
1500878768.503,6890118.1
1500878771.848,6890116.8
1500878775.194,6890114.8
1500878778.539,6890114.0
1500878781.885,6890115.3
1500878785.230,6890117.0
1500878788.576,6890117.0
1500878791.921,6890115.5
1500878795.266,6890115.5
1500878798.612,6890117.0
1500878801.957,6890114.0
1500878805.302,6890117.3
1500878808.648,6890116.0
1500878811.993,6890114.0
1500878815.339,6890112.7
1500878818.684,6890112.7
1500878822.030,6890111.7
1500878825.375,6890112.0
1500878828.720,6890112.2
1500878832.065,6890113.2
1500878835.411,6890115.5
1500878838.757,6890117.5
1500878842.102,6890116.5
1500878845.447,6890117.0
1500878848.793,6890114.8
1500878852.138,6890112.7
1500878855.483,6890113.0
1500878858.829,6890113.0
1500878862.174,6890117.3
1500878865.520,6890117.5
1500878868.865,6890116.8
1500878872.211,6890116.8
1500878875.556,6890118.1
1500878878.901,6890115.8
1500878882.247,6890117.8
1500878885.592,6890117.5
1500878888.938,6890116.8
1500878892.283,6890117.8
1500878895.628,6890116.8
1500878898.974,6890116.0
1500878902.319,6890116.0
1500878905.664,6890118.1
1500878909.010,6890118.8
1500878912.355,6890120.3
1500878915.701,6890119.3
1500878919.046,6890116.8
1500878922.391,6890113.7
1500878925.737,6890116.0
1500878929.082,6890116.8
1500878932.428,6890119.3
1500878935.773,6890118.3
1500878939.118,6890118.1
1500878942.464,6890120.6
1500878945.809,6890119.1
1500878949.155,6890119.3
1500878952.500,6890115.8
1500878955.846,6890114.8
1500878959.191,6890116.3
1500878962.536,6890113.7
1500878965.882,6890115.8
1500878969.227,6890113.0
1500878972.572,6890116.3
1500878975.918,6890116.0
1500878979.263,6890116.5
1500878982.609,6890117.8
1500878985.954,6890118.1
1500878989.300,6890117.8
1500878992.645,6890115.8
1500878995.990,6890116.5
1500878999.336,6890117.5
1500879002.681,6890119.6
1500879006.026,6890117.3
1500879009.372,6890116.3
1500879012.717,6890116.5
1500879016.063,6890117.0
1500879019.408,6890116.0
1500879022.754,6890116.3
1500879026.099,6890115.8
1500879029.444,6890116.0
1500879032.790,6890116.3
1500879036.135,6890115.3
1500879039.481,6890115.0
1500879042.826,6890121.4
1500879046.171,6890121.1
1500879049.517,6890118.8
1500879052.862,6890120.1
1500879056.208,6890118.8
1500879059.553,6890119.1
1500879062.898,6890120.1
1500879066.243,6890117.5
1500879069.589,6890119.8
1500879072.934,6890120.1
1500879076.280,6890117.5
1500879079.625,6890115.5
1500879082.971,6890116.8
1500879086.316,6890115.5
1500879089.661,6890116.8
1500879093.007,6890116.5
1500879096.352,6890120.1
1500879099.698,6890118.3
1500879103.043,6890119.8
1500879106.389,6890120.6
1500879109.734,6890119.6
1500879113.079,6890119.3
1500879116.425,6890118.6
1500879119.770,6890118.8
1500879123.115,6890118.1
1500879126.461,6890119.6
1500879129.806,6890118.8
1500879133.152,6890118.6
1500879136.497,6890118.3
1500879139.843,6890117.3
1500879143.188,6890116.8
1500879146.533,6890117.3
1500879149.879,6890116.5
1500879153.224,6890117.8
1500879156.569,6890116.0
1500879159.915,6890114.8
1500879163.260,6890115.3
1500879166.606,6890115.8
1500879169.951,6890116.5
1500879173.297,6890117.8
1500879176.642,6890119.8
1500879179.987,6890118.1
1500879183.333,6890117.3
1500879186.678,6890118.3
