timestamp,humidity
1500869425.969,66.7234
1500869426.969,66.7158
1500869427.968,66.7158
1500869428.967,66.7234
1500869429.967,66.7310
1500869430.966,66.7158
1500869431.966,66.7081
1500869432.969,66.7310
1500869433.969,66.7158
1500869434.968,66.7158
1500869435.968,66.7310
1500869436.967,66.7158
1500869437.971,66.7310
1500869438.970,66.7310
1500869439.970,66.7539
1500869440.969,66.7310
1500869441.969,66.7310
1500869442.968,66.7310
1500869443.968,66.7310
1500869444.971,66.7310
1500869445.971,66.7310
1500869446.970,66.7158
1500869447.970,66.7463
1500869448.969,66.7539
1500869449.969,66.7692
1500869450.972,66.7768
1500869451.972,66.7768
1500869452.971,66.7768
1500869453.971,66.8073
1500869454.970,66.7921
1500869455.973,66.7997
1500869456.973,66.8149
1500869457.972,66.8455
1500869458.972,66.8149
1500869459.971,66.8531
1500869460.971,66.8607
1500869461.970,66.8455
1500869462.974,66.8607
1500869463.973,66.8836
1500869464.973,66.8836
1500869465.972,66.8836
1500869466.972,66.8836
1500869467.975,66.8912
1500869468.975,66.8836
1500869469.974,66.8836
1500869470.974,66.8836
1500869471.973,66.8683
1500869472.973,66.8836
1500869473.972,66.8836
1500869474.971,66.8836
1500869475.975,66.8989
1500869476.974,66.8836
1500869477.974,66.8912
1500869478.974,66.8836
1500869479.973,66.8989
1500869480.976,66.8912
1500869481.976,66.8989
1500869482.975,66.9065
1500869483.975,66.9218
1500869484.974,66.8989
1500869485.978,66.9141
1500869486.977,66.9218
1500869487.977,66.8912
1500869488.976,66.9065
1500869489.976,66.9218
1500869490.975,66.8836
1500869491.975,66.8912
1500869492.978,66.8836
1500869493.978,66.8912
1500869494.977,66.8683
1500869495.976,66.8836
1500869496.976,66.8683
1500869497.975,66.8760
1500869498.979,66.8836
1500869499.979,66.8683
1500869500.978,66.8607
1500869501.977,66.8531
1500869502.977,66.8836
1500869503.976,66.8760
1500869504.976,66.8607
1500869505.979,66.8760
1500869506.979,66.8836
1500869507.978,66.8912
1500869508.978,66.8836
1500869509.977,66.8912
1500869510.981,66.8989
1500869511.980,66.8989
1500869512.980,66.8912
1500869513.979,66.9141
1500869514.979,66.9065
1500869515.978,66.9065
1500869516.978,66.9065
1500869517.981,66.9141
1500869518.981,66.9065
1500869519.980,66.9141
1500869520.980,66.8989
1500869521.979,66.9218
1500869522.979,66.9218
1500869523.982,66.9218
1500869524.982,66.9141
1500869525.981,66.9294
1500869526.980,66.9218
1500869527.980,66.9370
1500869528.983,66.9294
1500869529.983,66.9523
1500869530.982,66.9523
1500869531.982,66.9370
1500869532.981,66.9218
1500869533.981,66.9218
1500869534.980,66.9370
1500869535.983,66.9141
1500869536.983,66.9446
1500869537.983,66.9141
1500869538.982,66.9446
1500869539.982,66.9446
1500869540.985,66.9370
1500869541.985,66.9294
1500869542.984,66.9675
1500869543.984,66.9446
1500869544.983,66.9752
1500869545.982,66.9446
1500869546.982,66.9675
1500869547.985,66.9752
1500869548.985,66.9752
1500869549.985,66.9980
1500869550.984,66.9828
1500869551.983,66.9980
1500869552.983,66.9904
1500869553.986,66.9980
1500869554.986,67.0057
1500869555.985,66.9828
1500869556.985,67.0057
1500869557.984,67.0133
1500869558.987,66.9980
1500869559.987,66.9980
1500869560.987,66.9980
1500869561.986,67.0057
1500869562.986,67.0209
1500869563.985,66.9980
1500869564.985,67.0057
1500869565.988,67.0133
1500869566.987,67.0057
1500869567.987,67.0133
1500869568.987,67.0209
1500869569.986,67.0515
1500869570.985,67.0438
1500869571.989,67.0438
1500869572.988,67.0209
1500869573.988,67.0515
1500869574.987,67.0515
1500869575.987,67.0591
1500869576.986,67.0591
1500869577.986,67.0438
1500869578.989,67.0515
1500869579.989,67.0438
1500869580.988,67.0591
1500869581.988,67.0667
1500869582.987,67.0515
1500869583.990,67.0515
1500869584.990,67.0667
1500869585.990,67.0667
1500869586.989,67.0896
1500869587.989,67.0820
1500869588.988,67.0972
1500869589.988,67.1049
1500869590.991,67.0820
1500869591.991,67.0896
1500869592.990,67.0743
1500869593.989,67.0896
1500869594.989,67.0743
1500869595.992,67.0896
1500869596.992,67.0820
1500869597.991,67.1049
1500869598.991,67.1049
1500869599.990,67.1049
1500869600.990,67.0972
1500869601.993,67.1201
1500869602.993,67.1354
1500869603.992,67.1201
1500869604.991,67.1201
1500869605.991,67.1430
1500869606.991,67.1354
1500869607.990,67.1354
1500869608.994,67.1201
1500869609.993,67.1354
1500869610.993,67.1354
1500869611.992,67.1125
1500869612.992,67.1354
1500869613.995,67.1201
1500869614.994,67.1201
1500869615.994,67.1354
1500869616.993,67.1201
1500869617.993,67.1049
1500869618.993,67.0896
1500869619.992,67.0972
1500869620.995,67.1049
1500869621.995,67.0972
1500869622.994,67.0896
1500869623.994,67.1201
1500869624.993,67.1125
1500869625.993,67.0896
1500869626.996,67.1125
1500869627.995,67.1125
1500869628.995,67.1049
1500869629.995,67.0972
1500869630.994,67.1125
1500869631.994,67.1125
1500869632.997,67.1201
1500869633.997,67.1354
1500869634.996,67.1277
1500869635.996,67.1659
1500869636.995,67.1583
1500869637.995,67.1735
1500869638.998,67.1735
1500869639.997,67.1888
1500869640.997,67.1735
1500869641.996,67.1659
1500869642.996,67.1735
1500869643.999,67.1506
1500869644.999,67.1583
1500869645.998,67.1659
1500869646.998,67.1735
1500869647.997,67.1506
1500869648.997,67.1354
1500869649.996,67.1430
1500869650.995,67.1583
1500869651.999,67.1583
1500869652.999,67.1735
1500869653.998,67.1735
1500869654.998,67.1735
1500869655.997,67.1583
1500869657.001,67.1888
1500869658.000,67.1964
1500869659.000,67.1735
1500869659.999,67.1812
1500869660.999,67.1888
1500869661.998,67.1888
1500869662.997,67.1812
1500869664.001,67.2117
1500869665.000,67.1964
1500869666.000,67.1888
1500869666.999,67.1812
1500869667.999,67.1735
1500869669.002,67.1735
1500869670.002,67.1735
1500869671.001,67.1964
1500869672.001,67.1735
1500869673.000,67.1735
1500869673.999,67.1659
1500869675.003,67.1430
1500869676.003,67.1659
1500869677.002,67.1506
1500869678.002,67.1506
1500869679.001,67.1506
1500869680.001,67.1430
1500869681.000,67.1354
1500869682.004,67.1201
1500869683.003,67.1125
1500869684.003,67.1430
1500869685.002,67.1277
1500869686.001,67.1354
1500869687.005,67.1277
1500869688.004,67.1125
1500869689.004,67.0972
1500869690.003,67.0896
1500869691.003,67.0896
1500869692.002,67.0896
1500869693.002,67.0896
1500869694.005,67.0743
1500869695.005,67.0286
1500869696.004,67.0515
1500869697.003,67.0515
1500869698.003,67.0209
1500869699.003,67.0286
1500869700.006,67.0286
1500869701.006,67.0286
1500869702.005,67.0286
1500869703.005,67.0286
1500869704.005,67.0209
1500869705.003,67.0057
1500869706.007,67.0057
1500869707.006,67.0057
1500869708.006,67.0057
1500869709.005,67.0057
1500869710.005,66.9980
1500869711.004,67.0057
1500869712.008,66.9980
1500869713.007,66.9980
1500869714.007,67.0209
1500869715.006,66.9904
1500869716.006,66.9980
1500869717.009,66.9752
1500869718.009,66.9980
1500869719.008,66.9752
1500869720.007,66.9752
1500869721.007,66.9904
1500869722.007,66.9828
1500869723.006,66.9752
1500869724.010,66.9752
1500869725.009,66.9752
1500869726.009,66.9752
1500869727.008,66.9828
1500869728.008,66.9904
1500869729.007,67.0057
1500869730.011,66.9980
1500869731.010,67.0057
1500869732.009,66.9980
1500869733.009,66.9904
1500869734.008,67.0057
1500869735.008,66.9980
1500869736.007,66.9828
1500869737.011,66.9828
1500869738.010,66.9828
1500869739.010,66.9904
1500869740.009,66.9904
1500869741.009,67.0057
1500869742.012,66.9980
1500869743.011,66.9752
1500869744.011,66.9828
1500869745.010,66.9675
1500869746.010,66.9523
